begin;0,0;0,224.5;224,0;224,224.5;0,0;0,224.5;224,0;224,224.5
377;0,41.5;8,202.75;158,11.75;193.75,145;0,41.5;4.25,217.25;197,86.5;203.25,207.5
4911;13.5,7.25;27.25,173.75;157.5,10.25;176,187.5;15.5,12.25;40.75,192.5;197,86.5;203.25,207.5
3741;21.5,19.25;27.25,173.75;129.25,8.5;215.25,178.25;17,12;45.25,184.25;197,86.5;202.5,207
2841;41.25,4;48.5,159.75;116.25,21.75;181.25,192.5;17,12;64.25,211.25;197,86.5;202.5,207
3356;12,9.25;42.25,180.5;116.25,21.75;211.75,186.25;37,6.5;84,185;197,86.5;202.5,207
7605;12,9.25;54.75,206;126,38.75;211.75,186.25;37.25,8.25;54.5,213.5;197,86.5;204.5,221.75
54;12,9.25;34.5,176.5;154,77.5;171.5,193.75;60.5,40.75;94.5,204.5;197,86.5;203.5,222.75
1927;33.25,6.5;73.75,180.5;149,86.75;154.75,220;60.5,40.75;94.5,204.5;154.5,80.25;203.5,222.75
4772;22,19.25;83.5,193.25;157.5,85.25;173.5,191.75;60.5,40.75;89,194.25;174,50.5;203.5,222.75
7536;22,18.75;101.5,203.75;152.5,109.75;173.5,191.75;60.5,40.75;87.5,176.25;143.5,57;203.5,222.75
2589;14,4.25;107.5,220;152.5,109.75;173.5,191.75;34.25,31.5;96.5,168.5;127,48.75;204,222.75
1746;14,4.25;116,201.75;152.5,109.75;171.75,187;45.75,33;95.5,168.5;125.5,49.75;173.25,208.25
8583;14,4.25;120.75,183.75;162.25,78.5;162.25,218.5;45.75,33;96.5,194.25;123.5,47;150.5,206.75
4235;13.5,2.25;150,164.75;162.25,78.5;185.5,194.25;42.75,32;102,169.25;123.5,47;134.5,220.25
6782;7,32.75;139.25,189.25;177.5,119;203,220.25;52.25,37;87.75,210;123.5,47;134.5,220.25
1638;8,30.25;157.25,178.25;187.25,81.25;203,220.25;52.25,31.5;95.25,199;123.5,47;125.75,197.75
378;6.75,30.5;156.75,183;188.75,90.5;212,186.25;52.25,31.5;74.25,210.75;123.5,47;124.25,173.5
6566;7.25,29.5;124.25,166.75;188.75,90.5;212,186.25;75,65.25;99.75,201.25;143,81.25;145.5,146.25
5505;7.25,29.5;123.5,166.75;162.5,110.25;212.75,181.75;75,65.25;99.75,201.25;150.5,113.5;157.75,115.5
7314;7.25,29.5;123.5,166.75;137.5,81;212.75,181.75;52.5,33.5;120.75,222.25;145.75,153.5;164.75,79.5
650;7.25,29.5;115.25,149;137.5,81;212.75,181.75;80.25,45.25;98,193.25;129.25,146.5;196.75,75.75
1383;7.25,29.5;124.25,182.75;143,109.75;212.75,181.75;96,50;98,194.75;131.75,166.25;196.75,75.75
6439;7.25,29.5;108.25,204.25;143.75,110;212.75,181.75;97.25,46.5;105.25,201.25;131.75,166.25;185.75,111
8330;6.75,30.5;71.25,212.25;139.5,150;202.25,145;97.25,46.5;105.25,201.25;129.25,167;185.75,111
7942;12,10.75;71.25,212.25;99.75,152;214.25,172.75;92.75,27;105.25,201.25;129.25,167;161.5,123
4405;19.75,24.75;71.25,212.25;105,144.5;188.5,194.25;60.5,25.25;105.25,201.25;124.25,173.5;169,141.75
2474;20.25,24.75;73.5,210;139.25,150.25;182.75,191.5;60.5,25.25;121.75,215.5;124.25,173.5;187.5,137.5
6540;47.75,32.25;115.5,221.75;159.75,154;182.75,191.5;60.5,25.25;121.5,217.25;158,176.75;205.75,156.75
2148;14.5,37.75;102.25,179.5;159.75,154;182.75,191.5;64.5,9;120.75,217.25;188.5,158;211.75,132.5
7380;14,37.75;95,145.25;161,154;176,192.75;64.5,9;84.25,199.5;188.5,158;211.75,132.5
7743;44,62;95.5,142;134.5,149.5;176,192.75;38.5,8;67.5,180;188.5,158;189.75,124.75
2946;7.75,51.75;114.25,171.25;156.75,146;158.5,177;37.25,8.25;50.5,168.25;188.5,158;189.75,124.75
7431;14,35.25;114.25,171.25;135.25,152.25;158.5,177;37.25,8.25;38,145;177,142.25;189.75,124.75
3647;14.5,35;93.5,144.5;143.75,164;183.75,206;36,47.75;75.25,144.5;177,142.25;189.75,124.75
3073;32,61.5;110.75,123.5;123.75,165;185.75,176.25;29.25,40.5;92.75,173.5;177,142.25;189.75,124.75
8422;65.75,53.75;95.25,91.5;123.5,165.5;181.5,150;29.25,40.5;121.25,175.25;177,142.25;189.75,124.75
7628;60.5,75.25;70.25,115;143.5,151.75;178.5,130;29.25,40.5;120,178.5;177,142.25;189.75,124.75
7434;60.5,75.25;61.25,127.25;143.5,151.75;200.25,126.75;29.25,40.5;119.75,178;156.25,116.75;178.5,138
4480;60.5,75.25;72.75,151.75;143.5,151.75;205.25,136.25;5.75,46;130,183;156.25,116.25;186.5,131.25
2549;71.5,90.75;94.75,138.25;142.75,178;205.25,136.25;7.75,44.5;140.5,213;156.25,116.25;186.5,131.25
1969;56,73.75;93.25,138.75;143.25,164.75;185,113.5;7.75,44.5;141.25,222.5;156.25,117.25;186.5,131.25
3969;56,73.75;93.25,138.75;155.5,151.75;187,107.75;26.5,80.75;141.25,222.5;156.25,117.25;175.5,141.75
8449;22.25,87.5;71.25,149.5;177.25,131.5;183.75,130;26.5,80.75;141.25,222.5;156.25,117.25;175.5,141.75
8292;23.5,87.25;51.5,169.25;177.25,131.5;186,153.75;28.25,65;141.25,222.5;155,155;157,111.25
6443;44.5,104.5;74.25,150;149.5,109.5;152.5,155;28.25,65.25;141.25,222.5;155,155;157,111.25
4364;40.25,107.75;49.25,152.75;139.75,77.75;172.5,188.25;17.25,46.5;141.25,222.5;155,155;157.5,112
428;54.25,135.25;56,144.75;159.5,86.75;172.5,188.25;28.25,31.25;142.5,205.75;155,155;176.25,106
3397;64,116.75;84.25,146.5;158.25,87;171.75,187;28.25,31.25;145.75,222;155,155;193.75,88
1067;89.25,122;93.25,119.75;143.75,80;171.75,187;9.75,45.5;145.75,222;153,183.75;193.75,88
542;87.5,119.75;96.5,106.75;131,97;150,202;16.25,33.25;145.75,222;153,183.75;193.25,90.75
6983;87.5,119.75;96.5,106.75;131.75,97;150,202;31.25,40.75;164,183;171.75,196.25;218,103.5
2233;86,105.25;102,101;131.75,97;150,202;24.5,68.5;166,154;204.75,192;218,103.5
8521;86,105.25;101.5,101;136.75,80.25;154.5,162.25;23.75,99.5;169.5,138.25;204.75,192;218,103.5
706;73,92;82,78.75;137.5,81.25;143,163.25;47.25,129.75;141,166.75;204.75,192;218,103.5
2964;65.5,61.25;74.25,91.25;113.5,90.25;157.5,184.75;14.5,114.75;144,155.75;204.75,192;218,103.5
1240;35,33.75;56.75,58.75;139.25,113.5;157,186.25;37,147.5;114.75,171.5;204.75,192;218,103.5
744;35,33.75;64.5,74.75;145.75,81.25;174,182.5;25.75,132.75;105.5,185.25;204.75,192;218.25,130
6446;35,33.75;68,106.5;168,69.25;199,161;7.25,113.25;105.25,184.75;204.25,206.5;218.25,130
8133;9.75,15.75;42.75,127.25;189.75,74.5;199,161;7.25,113.25;127.25,204;204.25,206.5;218.25,130
1000;10.75,16.5;45.5,128.25;171,58.5;199,161;2,132.75;132.5,221.5;202.5,207;218.25,130
8264;10.75,16.5;40.25,159.25;171,58.5;213.25,139;13,140;106.75,204.5;202.5,207;218.25,130
7851;41,14.75;49.75,167;163.25,82.5;175,130;7.75,113;106.75,204.5;202.5,207;218.25,130
3701;41,14.75;76.5,133;163,55;168.5,95;6.5,140.5;129.75,213.25;202.5,207;218.25,130
8331;41,14.75;64,151;160.5,55.5;207.5,93.75;20.5,160.75;152.25,191.5;202.5,207;218.25,130
7085;62.5,45.5;64,151;183,74;207.25,87.5;2,194.75;152.25,191.5;202.5,207;219.25,127.5
8059;50,25;95,159;207.25,87.5;207.75,47.75;2,194.75;125,203.5;202.5,207;219.25,127.5
7026;87,14.25;103.25,200;187.25,129.5;207.75,47.75;2,194.75;140.75,213.25;202.5,207;219.25,127.5
7494;83.75,16.75;86.75,215;187.25,129.5;207.75,47.75;22.75,205;111,179;202.5,207;213.75,83.5
295;47.5,40;86.5,215;173.5,154.25;184.25,76.75;52,184;111,179;161.5,206;213.75,83.5
161;69.25,63;107,220.5;147.25,151;150.5,54.5;52,184;111,179;165.25,179;184.5,85
5639;36,63;107,220.5;147.25,151;170.25,76.5;43,175.75;96.75,193.75;141.5,179.75;174.25,94.25
5125;65.5,45.25;127,205.25;157.25,142;188,70;67.25,173.25;96.75,193.75;174,186.75;174.25,94.25
7716;65.5,45.25;111.75,216;157.25,142;219.25,86;73.5,183.25;105,186;173.25,147.25;174.25,94.25
3569;66.75,59.75;122,221.75;167,112.5;215.5,62.5;73.5,183.5;105,186;173.25,147.25;175,93.5
6693;66.25,60;149.25,197.5;167,112.5;215.5,62.5;77.5,205.5;104.25,187.25;144.75,125.25;175,93.5
7614;37.5,63.5;149.25,197.5;185.5,120.5;215.5,62.5;77.5,205.5;121,203;144.25,124.75;158.75,69.25
8482;25.5,38.25;161.5,199.75;180.5,81.5;215.5,62.5;77.5,205.5;121,203;144.25,124.75;155,85.25
7251;26.5,6.5;161.5,199.75;168.5,112.25;208.25,50.5;77.5,205.5;121,203;143.75,125;162.5,50.5
2918;59.75,10.25;153.5,196.75;159.75,141.5;208.25,50.5;61.25,216.5;121,203;143.75,125;160.75,45
3284;27.25,11;153,196;189.75,159.25;193.75,11.75;61.25,216.5;121,203;154,165.25;160.75,45.5
7277;6.75,24.5;115.25,203;189.75,159.25;192.5,56;61.25,216.5;106.5,193.25;149.5,203;160.75,45.5
1309;40,20;99.25,214.75;180.5,169;203,68.25;71.25,197.5;106.5,193.25;149.5,203;177,42
82;15,7.5;104.75,174.75;150,162.75;219.5,89.25;44.25,194.25;106.5,193.25;142.75,220.75;177,42
2515;12,5.25;116.75,168.5;150.5,125.75;197.25,74;43.75,193.5;106.5,193.25;142.75,220.75;173.25,50.5
6717;41.5,29;116.75,168.5;132,98.75;191.5,57;43.75,193.5;77.75,173;154,213;173.25,50.5
2281;38.25,16.25;116.75,168.5;144.25,81;208.25,48;42.25,192.25;73,183.25;154,213;155.75,67.25
8455;38.25,16.25;117.5,170.25;150,58;208.25,48;36,198.75;72.75,183;127.75,204;173.5,93.25
4597;38.25,16.25;111.25,181.75;183.75,74.5;208.25,63;36,198.75;72.75,183;119,221.75;180,84.75
4964;38.25,16.25;92,168;153.25,80.75;217.25,88.5;36,198.75;79,188;121.75,203.5;185.75,73.5
6207;38.25,16.25;92.75,169.5;153.25,80.75;217.25,88.5;7.75,196;57.75,188;105.25,187.25;172.75,52
8126;34,15.25;96.75,150;164,86.25;208.25,76.25;8.25,196.75;57.75,188;113.75,161;172.75,52
8439;34,15.25;74.25,152.5;164,86.25;202.25,88.25;8.25,196.75;73.25,211.25;100.25,167.5;157.25,69.25
4561;14,6.75;66,150;143.75,82;209,103;8.25,196.75;73.25,211.25;103.25,160.75;138,58.25
1534;10.5,35;94.25,139;155.5,111.75;209,103;18,202.75;37,205.5;103.25,160.75;140.75,80.75
1836;10,35;64.5,120.25;162.75,146;209,103;18.5,203;37,205.5;115.25,146;126.5,48
7182;10,35;69.75,147.75;197.5,138.25;209,103;24.5,182;37,205.5;125.25,130.75;155.75,67
2321;17,36;73.25,116;162.75,131;216,63;16,186.75;27,181;125.25,130.75;155.75,67
2241;16.25,14.75;73.25,116;162.25,130.5;211.5,60;4.5,185.25;9.5,180.5;124.25,133.75;155.75,67
4829;36.5,16.75;52.75,114.25;129.75,127;209.75,38.5;4.5,185.25;9.5,180.5;107.25,132;158.5,43.75
6600;36.5,16.75;54.25,130;103.75,111;210.25,37;4.5,185.25;17.25,185.75;114,153.25;121.75,49.5
5877;47.75,31.75;54.25,130;92.75,105.75;210.25,37;18,222.25;26,179;112,138.25;121.75,49.5
8514;42.5,64.75;80,113;82.25,142.5;210.25,37;2,189.25;30,195.5;78.75,134.5;121.75,49.5
859;42.5,64.75;46.25,106.25;51.25,131.75;210.25,37;2,189.25;33,205.5;114.5,132.25;157.5,52.5
5111;26.5,98.75;28,104.25;28.5,103.75;210.25,37;22,179.5;33,205.5;117.25,157.75;157.5,52.5
7835;13.25,80;39,127.5;46,72.75;210.25,37;6.5,202.25;22,179.5;93.75,151.25;157.5,52.5
4747;23.5,69.25;32.75,104.25;62.25,107.5;219.75,49.25;6.5,202.25;22,177;63.75,164;157.5,52.5
6304;17.75,67.5;56.75,105.25;62.25,113.75;219.75,49.25;2,195.25;38.25,181.25;63.75,164;181.25,88
3719;18.75,38.5;46.5,150.5;63,105.25;217.25,88.5;2,195.25;32.25,200.25;71.5,161.5;181.25,88
948;17.75,38.5;46.5,150.5;97,99;185.5,104;17,182;30.5,200.25;85.25,136.25;181.25,88
3319;17.75,38.5;46.5,150.5;85.5,78;176.25,133.5;19.5,178;30.5,200.25;76.5,109.75;163,110.75
121;17.75,38.5;60,159.75;87.25,65.5;176.25,133.5;19,180;52,193.75;86,136.75;147.75,125
8121;7.25,60.75;56.5,152.5;64.25,46;176.25,133.5;19,180;52,193.75;86.5,112.25;147.75,125
5291;26,35.75;56.5,152.5;65.5,46.25;147,149.5;19,180;43.75,187.75;118,109;146.5,113.5
8178;39,14.75;56.5,152.5;66,79.75;123,123.75;19,180;43.75,187.75;134.5,72;152.5,126
4923;48.25,45.5;56.5,152.5;83,61.25;112,129.75;19,180;43.25,187.75;139.5,57;162.25,104.5
7214;48.25,45.5;56.5,152.5;83,61.25;88.25,105.75;17.75,169.25;26,182.5;127.5,47.25;143,80.75
2720;34.75,15.25;66.5,153.25;83,61.25;114.75,95;21.5,168.75;26,182.5;110.25,32.5;113,103.5
6719;34.75,15.25;73.25,115.5;93.75,41.75;104,76.75;13,138.75;32.25,152.75;110.25,32.5;112.25,108.5
3710;34.75,15.25;73.25,115.5;76,73.5;84.25,91.75;7.75,119.25;8.75,139;75,15.75;112.25,108.5
2437;43.25,15.25;45,128.25;76,73.5;85.5,111.75;7.75,107.75;8.75,139;56,13.75;128.5,107
2978;53.25,38;53.5,108.5;54,44;85.25,110.5;7.75,107.75;9.75,133.5;20.25,28;128.5,107
2072;9,60;53.5,108.5;76.25,27.75;86.25,110.75;5,102.25;9.75,133.5;49.75,21.25;162.5,138
7869;9,60;56.25,149.25;61.75,46;72.5,142.5;9.75,133.5;23.25,98.25;49.75,21.25;154,129.25
1139;7.25,39.5;56.5,137;62.75,46.25;71.5,114.5;23.25,98.25;41.5,128;49.75,21.25;166.5,137.5
4687;32.75,25.25;55,151.25;62.75,46.25;74,116.5;21,133.25;23.25,98.25;49.75,21.25;160.25,137.75
7447;23.5,19.25;36.75,183.25;61.75,44;71.75,152.25;21,133.25;23.25,98.25;42.5,4.75;169.5,106.25
6315;23.5,23.75;36.75,183.25;61.75,44;69.5,106.5;20.75,154.5;24.75,99.25;94.75,6.75;186.75,69
4408;32.75,24;36.75,183.25;67.75,40;90,106.75;20.75,154.5;59.5,117.25;92.25,5.75;185.75,57
2538;6.75,40;33.5,191.5;72.5,15;90,106.75;8.5,174.5;59.5,117.25;95.25,45.5;183.75,59.5
7437;25.5,17.75;34.5,154.25;53,45.5;91.25,107;8.5,174.5;37.75,123.75;127,50;183.75,59.5
6254;27.5,21.25;49.25,191;75.5,15.5;102.75,121.25;25,163.5;37.75,123.75;136.25,73.25;183.75,59.5
3809;25.5,19.25;49.25,191;94.25,27.25;102.75,124.75;25,163.5;49.5,123.5;131.25,71.75;183.75,59.5
4394;49.75,32.75;79.5,209.5;94.25,27.25;117.25,123.75;25,163.5;43.5,111.5;125.75,53.75;172.5,47.5
2120;25.25,59.75;53,211;94.25,27.25;117.25,123.75;14.75,167.25;43.5,109.5;144,80.25;168,63
8197;42.5,74;81.25,204;87.25,43;117.25,123.75;14.75,167.25;44,109.75;144,80.25;175.25,51
2684;9.25,69.25;80,205.75;93,24.75;147,114.25;12,178.5;48.5,117.75;144,80.25;175.25,51
4203;9.25,69.25;80,205.75;128.5,29;163.75,145.5;15.25,186.5;49.5,112;122.75,69.25;175.25,51
7078;5.75,53;92.25,177.5;146.25,27.25;163.75,145.5;32.5,186;49.25,110;116.75,49.75;175.25,51
3780;5.75,53;106.75,199.75;134.5,54.25;163.75,145.5;15,209;49.25,110;133.25,27.5;179.25,26.5
6034;5.75,53;106.75,199.75;135.75,54.75;185,115.5;15.75,186.5;85,121.25;128.75,33.25;179.25,27
5520;9,53.75;107.25,183.5;135.75,54.75;193,99;9.5,175;107.75,124;128.75,33.25;179.25,27
7674;9,53.75;126.5,206.75;135.75,54.75;193,99;0.25,211.5;121.75,143.25;125.5,22.25;184.25,32
3725;4.5,57.5;92.75,206;135.75,54.75;213.5,101.5;18.5,207.25;123.25,157.75;125.5,22.25;185.75,38.75
7640;25.75,68;80,170.5;135.75,54.75;213.5,101.5;18.5,207.25;158.5,146.25;160.75,8.5;186.5,74.75
7542;9.75,96.5;84.75,145.75;135.75,54.75;180.25,97.75;18.5,206.5;158.5,146.25;175.75,30.5;186.5,74.75
2739;44.25,106.5;68.25,120.5;122.25,19.5;215,105.25;33,220;158.5,146.25;175.75,30.5;201,74.5
2620;44.25,106.5;70.25,122;121.5,20.5;218.25,104;33,220;141.5,176.75;187,40.25;195,112
4774;44.25,106.5;80.25,105.5;97.75,24.75;218.25,104;45.75,210.25;102.75,168;187,40.25;194.75,112.5
2367;55,86.5;80.25,105.5;106.75,22.75;185.25,132;18.25,184;102.75,168;172.75,48;192.75,75.5
6912;57,75.25;73.75,86.5;106.75,22.75;197,127;43,173.25;102.5,167.5;155.75,70.5;192.75,75.5
