begin;0,0;0,124.5;322.5,0;322.5,124.5;0,0;0,124.5;322.5,0;322.5,124.5
1794;0.25,32.75;0.25,116;268.25,42.5;293,114.75;0.25,32.75;15.5,74.75;286.5,45.5;315.25,63
489;1.75,4;44.75,92;243.25,80.75;296.75,113.5;0.25,32.75;13.25,93.25;286.5,45.5;311.5,68
2099;1.75,4;26.25,113;244.75,80.25;294.5,79;0.25,32.75;5.25,123.75;262.5,49.5;310.5,105.5
4578;1.75,4;24.5,112;247.25,88.5;314.5,61.5;16.25,13;34.75,113.5;277.5,9;310.5,105.5
7373;1.75,4;33,120.5;276.5,90.25;317.5,62.75;14.75,17.25;34.75,114.25;277.75,2.75;310.5,105.5
429;1.75,4;28.25,123;265,60.75;297.75,39.75;15.75,13.25;34.75,114.25;267.5,16.5;310.5,105.5
992;1.75,4;53,114.75;276.5,43;295,53;15.75,13.25;50.75,78.25;264.75,16.25;268.75,114.75
1802;27.25,9.75;53,114.75;260.75,38;290.5,52;14.75,17.25;75,96.25;263.5,16.5;268.75,114.75
3934;27.25,9.75;87.25,109;249.5,33;290.5,52;14.75,17.25;57.75,90.75;257,25.5;276.25,88.5
7297;56.25,15.5;105.5,92.75;249.5,33;278.75,51.75;33.75,15.5;57.75,90.75;253.5,40.5;276.25,88.5
313;86.5,9.25;116.75,87.5;259.5,45.5;261.5,43;33.75,15.5;68.5,79;253.5,40.5;276.25,88.5
4545;86.5,9.25;139.5,67.5;232.5,46.75;236.25,29.75;24.25,19.75;65,78.5;256,51.75;276.25,88.5
59;73.25,28.75;138.5,45;254.25,66.75;266.25,43.5;38,13.25;65,78.5;256,51.75;273.75,85.75
5593;73.25,28.75;150.75,20.25;254,68.25;266.25,43.5;26.75,39;75,59.25;251.5,79.5;258.75,95.5
5008;73.25,28.75;155.75,17.5;268.75,87.75;279.25,60.5;27.25,39.25;90,66;246.75,82.75;258.75,95.5
1869;73.25,28.75;141.25,19.75;268.75,87.75;279.25,60.5;14,18.75;67.75,79.25;216.25,85.25;284.75,104.25
1050;73.25,28.75;120.75,16.25;269,89.5;286,46;20,21.75;67.75,79.25;230.5,99.75;298.75,85
4838;73.25,28.75;120.75,17.75;280.25,105.25;286,46;19.75,21.25;83,84.5;215.25,102;276.25,71
6600;72,18.75;120.75,17.75;280.25,105.25;306,30.75;19.75,21.25;94,105;200.75,100;276.25,71
3738;67.25,29.75;148.75,37;279.5,105.5;306,30.75;37.5,2.75;115.75,102.25;211.25,118.25;276.25,71
1694;64.75,24.75;157,56.75;268,104.5;306,30.75;21.5,22;119.5,121.5;211.25,118.25;265,72.75
3501;74.5,36;147.25,38.5;237,121;279,20.75;21.75,21.25;122.5,121.5;211.25,118.25;265,72.75
5574;56,62.5;176.75,27.25;237,121;306.75,26.75;33.75,4.75;119.25,106;223.5,111;265,72.75
740;49.25,91;175.25,24.5;237,121;295,53;33.5,4;121.75,81;211.5,96.5;265,72.75
6647;38,105.75;160.25,26.5;237,121;295,53;35.75,16.5;131,56.75;231,110.5;257.75,91.25
825;19.25,115;163.75,19.75;237,121;296.25,52;35.75,16.5;133.25,52.75;221.25,98.5;269.5,93
7697;19,115.5;163.75,19.75;211.5,102.5;284.25,76.25;66,19;133.25,52.75;221.25,98.5;245.5,74.5
2615;19,110.25;163.75,19.75;213,96.25;285,53.5;77.75,41.75;133.25,52.75;223,99.75;230.5,70.25
2691;45,92;158,38;213,96.25;274.25,42;86,39.5;133.25,52.75;223,99.75;230.5,70.25
1585;72,96;146.5,37;213,96.25;256,43.25;86,39.5;157.5,65.5;223,99.75;243.25,86
5541;82.5,92.75;146.5,37;213,96.25;236.75,34.75;86,39.5;176.5,66.5;224.75,99;252.75,109.75
4361;81.5,123.75;152,6.5;213,96.25;224.5,57.75;86,39.5;145.25,57.25;243.5,74.5;276,122.75
6387;93,95.5;146.5,16.25;183.5,115.5;224.5,57.75;86,39.5;138.25,58.25;266.75,85.75;284.5,122
5645;93,96;146.5,16.25;182,119.5;238.5,37.5;93.5,14.5;151.5,42.75;268,85.75;284.5,122
6403;93,96;174.75,25.25;202.25,101.75;236.75,53;93.5,14.5;140.25,47.25;268,85.75;304.5,98.5
1064;68.5,99.5;178.25,14.5;202.25,101.75;208.5,51.75;93.5,14.5;137.5,45.5;268,85.75;290.5,98
6536;69.25,73.75;178.25,14.5;202.25,101.75;210,52.5;105.25,12.5;125.75,59.75;261,77.5;307.5,104.5
6593;41.5,82;180.5,26.75;189.5,70.25;240.75,72.5;91.5,20.75;125.75,59.75;283.75,65.75;307.5,104.5
7687;57.5,65;180.5,26.75;202.5,82;241.75,92;91.5,20.75;136.25,60.75;283.75,65.75;302.75,87.75
1266;57.5,65;180.5,26.75;199.25,53.75;241.75,92;89,40.75;135,60;268,49.5;296.75,83.75
7574;51.25,90.25;162.75,19;192,37;241.75,91.5;89,40.75;135,60;273.25,20;296.75,83.75
