begin;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14
4699;pin_T_1_14;pin_T_38_192;pin_T_830_192;pin_T_845_132;pin_T_1_14;pin_T_1_14;pin_B_802_120;pin_B_833_160
849;pin_T_7_87;pin_T_38_192;pin_T_816_269;vdd_T_841_132;gnd_B_11_21;pin_B_23_106;pin_B_734_32;pin_B_833_160
4395;pin_T_100_93;pin_T_113_155;pin_T_729_255;vdd_T_841_132;gnd_B_11_21;pin_B_89_71;pin_B_659_32;pin_B_833_160
4431;pin_T_100_93;vdd_T_111_150;pin_T_688_256;pin_T_798_122;pin_B_25_71;pin_B_80_83;gnd_B_658_54;pin_B_833_160
1170;pin_T_51_74;pin_T_83_102;pin_T_688_256;pin_T_837_164;pin_B_61_100;vdd_B_85_80;pin_B_638_24;pin_B_833_160
3589;pin_T_117_47;pin_T_122_71;pin_T_761_253;pin_T_824_179;pin_B_61_100;vdd_B_85_80;pin_B_631_28;pin_B_817_124
2811;pin_T_92_7;pin_T_122_71;pin_T_761_253;pin_T_804_130;pin_B_16_8;pin_B_21_13;pin_B_584_3;vdd_B_817_125
3904;pin_T_99_41;pin_T_122_71;pin_T_668_253;pin_T_821_80;pin_B_16_8;pin_B_31_32;pin_B_491_4;pin_B_885_47
721;pin_T_39_94;pin_T_103_157;pin_T_668_253;pin_T_785_83;vdd_B_17_10;pin_B_118_60;pin_B_491_4;gnd_B_883_45
1140;pin_T_61_68;pin_T_64_94;pin_T_724_285;pin_T_869_72;vdd_B_17_10;pin_B_127_35;pin_B_491_4;gnd_B_883_45
3241;pin_T_67_28;pin_T_97_56;pin_T_724_285;pin_T_847_96;vdd_B_17_10;pin_B_127_35;pin_B_433_65;pin_B_806_116
4484;pin_T_13_37;pin_T_97_56;pin_T_724_285;pin_T_845_173;pin_B_55_81;pin_B_121_12;pin_B_381_47;pin_B_831_91
3538;pin_T_13_37;pin_T_97_56;vdd_T_714_290;pin_T_828_142;pin_B_137_9;pin_B_215_37;pin_B_290_25;pin_B_831_91
4228;pin_T_13_37;pin_T_107_154;pin_T_706_253;gnd_T_831_147;pin_B_85_73;pin_B_239_9;pin_B_342_4;pin_B_831_91
5244;pin_T_13_37;pin_T_51_229;pin_T_694_211;pin_T_828_86;pin_B_57_146;pin_B_239_9;pin_B_342_4;pin_B_831_91
4433;pin_T_15_74;pin_T_116_292;pin_T_757_256;pin_T_851_114;gnd_B_59_141;pin_B_239_9;pin_B_342_4;pin_B_831_91
4813;pin_T_9_37;pin_T_143_291;pin_T_815_268;pin_T_855_72;pin_B_131_86;pin_B_239_9;vdd_B_339_3;pin_B_831_91
4452;pin_T_9_37;pin_T_143_291;pin_T_860_191;pin_T_872_127;pin_B_127_10;pin_B_239_9;pin_B_302_91;pin_B_816_183
5182;pin_T_100_37;pin_T_218_215;vdd_T_860_189;pin_T_872_127;pin_B_69_25;pin_B_239_9;pin_B_304_81;pin_B_816_183
1555;pin_T_17_28;pin_T_269_152;pin_T_849_116;vdd_T_860_189;pin_B_99_29;pin_B_167_49;pin_B_304_81;gnd_B_812_183
1678;pin_T_35_95;pin_T_303_177;pin_T_849_116;vdd_T_860_189;pin_B_170_90;pin_B_187_94;pin_B_357_43;gnd_B_812_183
4097;pin_T_35_95;pin_T_303_177;pin_T_765_118;vdd_T_860_189;pin_B_115_14;pin_B_183_116;pin_B_395_107;pin_B_811_270
4849;pin_T_39_95;pin_T_293_98;pin_T_684_133;pin_T_853_109;pin_B_124_70;pin_B_183_116;pin_B_431_111;pin_B_811_270
815;pin_T_39_95;pin_T_299_168;pin_T_631_115;pin_T_794_99;pin_B_99_23;vdd_B_185_120;pin_B_356_106;pin_B_811_270
1198;pin_T_11_43;gnd_T_315_168;pin_T_617_83;pin_T_794_97;pin_B_27_65;vdd_B_185_120;pin_B_356_106;pin_B_811_270
4703;pin_T_11_43;pin_T_329_239;pin_T_559_41;pin_T_766_12;pin_B_27_65;gnd_B_182_117;pin_B_428_99;pin_B_811_270
1481;pin_T_11_43;pin_T_256_212;pin_T_504_87;pin_T_766_12;vdd_B_43_73;pin_B_131_140;pin_B_428_101;pin_B_740_279
4415;pin_T_86_64;pin_T_256_212;pin_T_487_121;pin_T_766_12;pin_B_15_79;pin_B_146_166;pin_B_428_101;vdd_B_723_289
4169;pin_T_176_57;pin_T_234_253;pin_T_465_123;pin_T_751_80;pin_B_15_79;pin_B_105_108;pin_B_428_101;vdd_B_723_289
5168;pin_T_110_19;pin_T_280_212;pin_T_499_119;pin_T_828_115;pin_B_15_79;pin_B_105_108;pin_B_430_113;vdd_B_723_289
1652;pin_T_120_21;pin_T_224_194;pin_T_542_45;pin_T_793_161;pin_B_15_79;pin_B_105_108;pin_B_437_65;vdd_B_723_289
2125;pin_T_181_12;pin_T_230_241;pin_T_522_84;pin_T_793_161;pin_B_15_79;pin_B_105_93;pin_B_495_18;vdd_B_723_289
3131;pin_T_181_12;pin_T_217_270;pin_T_507_96;pin_T_878_129;pin_B_11_65;pin_B_105_93;pin_B_466_17;vdd_B_723_289
2463;pin_T_181_12;pin_T_217_270;pin_T_567_29;pin_T_831_217;pin_B_49_158;pin_B_87_110;pin_B_554_18;pin_B_790_215
