begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
9286;33.25,305.5;46.25,5.5;62.75,82;68.5,344.25;30,222.5;35,248.25;50.75,22.25;64,76
4095;21.25,249.75;46.25,5.5;57.25,77.75;62.75,298.25;15,235;23,217;23.75,19.25;64,76
4591;21.25,249.75;50.25,14.75;56.25,133;62.75,298.25;31.75,222.75;38.25,190.25;44.5,19.75;45,28.25
2084;11.75,313.75;22.75,37.75;51,141.75;57.75,336.25;24.5,211.75;34.5,174.25;44.5,19.75;45,28.25
6104;11.75,313.75;22.75,37.75;29,167.5;32,349.5;5.25,251.75;19.25,173.25;23.5,12;39,37.75
1167;7,341.25;23.25,114.25;28.5,213;32.5,306.75;0.75,300.75;19.25,173.25;23.5,12;39,37.75
4308;21,314.75;23.25,114.25;32,251.75;32.25,314.75;9.5,288.25;13.5,198.25;23.5,12;64,42
9253;21,314.75;23,123;28.75,268;45.5,303;17.25,281.75;18.25,230.75;24.75,8;64,42
4995;21,314.75;21.25,140.5;28.25,261.5;49,303;13,272.75;14.75,234.75;21.75,5.25;64,42
8053;2.75,295.75;11.5,156.5;23.5,303.5;44.75,295.5;7.75,278;14.75,234.75;16.75,54.75;21.75,5.25
1495;2.75,295.75;21.25,106.75;21.25,302.75;49.5,288.25;7.75,278;13.75,234.75;18.25,56;22,12
4953;1.5,252.25;14.5,82.25;21.25,302.75;27.5,270.25;6.5,235.25;11.75,234;18.25,56;23.25,15.75
9197;14.25,217;14.5,83.75;25.25,297.75;53.25,233.5;4.75,251.25;11.75,234;23.25,15.75;41.25,44.25
2603;14,216.5;14.5,83.75;21,254.5;56.25,229.25;4.75,251.25;8.5,206.75;25.5,49.75;27.25,10.25
3289;2.25,254.5;16,122;16.75,264;66,235.75;4.75,251.25;19,191;25.5,49.75;44.5,23.75
1107;13.25,246.25;19.25,144.25;27,284.25;32.5,253.25;4.75,251.25;20.5,182.5;37,58;44.5,23.75
576;13.25,246.25;31.75,115.5;45.5,274.75;59.5,286;10.75,279.5;24.5,210.25;40.5,117.5;44.5,23.75
1827;13.25,246.25;31.75,115.5;34,307;63.75,238.25;31.75,276.75;34.75,183;35.5,140.5;41,36.75
2880;13.25,246.25;31.75,115.5;46.25,304.75;62.5,270.25;5.5,235.25;6.5,144.25;43.5,173.5;65,43.5
9729;42.25,252.25;51.75,84;63.25,335.75;64,299.75;5.5,235.25;9,91.25;51.25,199;65,43.5
9586;50.5,257;51.75,84;63.25,335.75;66.5,300.75;29.5,276.25;37.5,76.75;50,198.25;57.5,40.75
1279;10.25,264.5;10.5,34;63.25,335.75;66.5,300.75;9.25,252.5;16,47.75;51,155.5;59.5,84.25
2345;23,253.75;28,27;39.25,306;63.25,335.75;9.25,252.5;44,24.75;48.75,191.25;65.5,46.5
963;32.75,256.75;39.75,14.5;42,343;47.5,307;30.75,289;44,24.75;48.75,191.25;65.5,46.5
2068;5,210.25;16,19.25;23,302.5;32.5,305.5;7.5,279.25;44,24.75;48.75,191.25;63.75,46.25
9480;5,210.25;21.5,65;29,282.75;29.25,304;39.25,297.5;44,24.75;45.25,142;50.5,43.75
1484;5,210.25;44.75,22.75;45.75,256.25;48.75,305.5;9.25,276.5;22.75,54.5;26.75,129.5;44,24.75
4947;1.5,252.75;27.75,22.5;32.5,253.25;60.75,290.5;3,280.25;14.25,58.75;26.75,129.5;44,24.75
4484;7.5,247.75;47,16;49.25,274;64.5,274.25;3,280.25;6.25,47.75;26.75,129.5;64,41
8855;7.5,247.75;20.25,33.75;31,306;60.25,227.75;23.75,298.75;24,32.75;49.5,116.5;64,41
9440;3.75,247.75;20.25,33.75;29.75,253;42.5,181.5;1,299.5;24,32.75;45,118.5;62.25,2.5
8828;8,313.75;20.25,33.75;32.5,220.75;55.25,211.25;21.5,329.75;24.25,32.75;45,118.5;65,50
6312;8,313.75;20.75,68.25;53,263.25;66.75,242.25;21.5,329.75;29.25,27.25;38.75,87.5;50.5,69
3440;8,313.75;32,79.5;50.5,257.25;60.75,282.5;21.5,329.75;26.5,25;38.75,59;54.75,108.25
9849;7.25,315.25;32,79.5;39.75,253.25;60.75,282.5;6.5,356.5;17.5,7.5;21.75,58;42.75,120.75
3551;7.25,315.25;10,101.25;14.75,256.25;60.75,282.5;31.5,325;32.75,49;42,29.75;54.75,108.25
7358;2.25,339.75;3,95.5;32,222.75;60.75,282.5;17,341.75;33.75,46.5;41,68.25;54.75,108.25
1113;2.25,339.75;8.25,135.5;26,221.5;46,255.25;17,341.75;20,82.25;31.75,96.25;45.75,153
4271;2.25,339.75;10,101.25;26,252.25;34.75,271;0.5,315.5;5.25,90.75;22.5,88;45.75,153
2421;17.75,352.25;24.25,94.5;25,247.75;64.5,264.25;0.5,315.5;5.25,90.75;39.5,76.75;49.75,183.25
4973;20.75,315.25;23.25,93.5;31.75,283.5;67.25,226;13.5,329.75;15,135.25;39.5,76.75;49.75,183.25
9302;20.75,302;23.25,93.5;26,247.75;27.25,189;13.5,329.75;24.25,105.5;26.25,125.25;42,185
1756;20.75,302;23.25,93.5;27.25,189;62.5,228.5;2,370.25;6.75,50.25;12,101.25;25.25,142.5
8913;6.5,247.25;23.25,93.5;23.5,202.25;65,229.25;2,370.25;5.75,10;31,48.5;32.25,140.75
8192;5.5,258.5;14.25,120.75;32,252.5;56,240.5;2,370.25;18.25,10.5;23.75,46.75;32.25,140.75
1463;5.5,258.5;25.75,129;49.5,252.25;53.75,220;6.5,356.5;17.75,46.5;18.25,10.5;20,125.5
5554;5.5,258.5;26.75,129.5;49.5,252.25;50.5,185;3.25,307.25;10.25,77.25;16.75,12;48,109.5
6224;12,242.5;36.5,181.5;64,261;64.5,177.75;3.25,307.25;8.5,54.25;31,51.5;48,109.5
10827;12,242.5;37.75,157.5;64.5,261.25;68.75,216;3.25,307.25;14.75,48.25;51.75,93;65.25,129.25
93;16.5,260.75;27,181;30.5,267.75;47.25,244.75;3.25,307.25;14.75,48.25;49.75,142;67,126.25
10033;3.5,311.5;9,135.5;16.5,260.75;37.25,233.25;28.5,258.75;31.5,3.5;52.75,196.5;67,126.25
3057;8.75,314.5;18.25,156.75;20.75,276.5;46.25,238.25;31,244.25;31.5,3.5;66.5,175.5;67,126.25
9491;2.5,341.25;18.25,157.25;20.75,311.25;55,204.25;31,244.25;31.5,3.5;42,184;67.25,152.5
5837;12.25,366.75;26,116.25;29,310.75;32,218.25;19,232.25;31.5,3.5;37.5,197;67.25,152.5
10620;10,360.25;26,116.25;29,310.75;32,218.25;31.75,199.25;33.25,56;34.25,183.5;47.5,145.5
7319;23,301.5;26,116.25;53,356.25;71,165;31.75,199.25;40,46.75;45.25,193.25;65.25,78.25
4789;1.5,358.5;23.75,124;25.75,347.25;37.75,160;31.75,199.25;34.75,11;45.25,193.25;52,133.75
5422;1.5,358.5;30.75,52.5;34.5,287;37.75,160;8.25,248.5;9,9.5;15.5,199.25;34.5,197.5
11123;5.75,296.25;14.5,48;33.25,252.5;37.75,160;3,300.25;5.5,56;15.5,199.25;24.25,187
2839;4.5,339.5;14.5,48;29,260.75;37.75,160;5.25,252.75;7.5,8;14.5,198.5;48.75,174
1276;5,310.25;13,47.75;20.25,310;23.5,200.25;5.25,247.25;7.5,8;30,254.5;48.75,174
2226;4.25,295.5;13,47.75;15.5,343.5;16.5,160.75;5.5,194.25;7.5,8;17.5,254;64.25,207.25
10047;4.25,295.5;60.75,17.25;64.5,325.5;65.25,210;5.5,194.25;7.25,11.25;20,229.75;45.25,192.25
2908;13.5,369.75;28.75,22.5;30.25,332.5;35,216;4.25,204;7.25,11.25;20,229.75;39.25,123.75
11129;30.5,346;41.25,28;63,306.75;64.5,301.75;4.25,204;5.25,67;31.25,233;39.25,123.75
8551;5,310.5;20.5,61.5;26.75,264;63,306.75;5.25,167;17,57.5;31.25,233;54,142.75
6578;13.5,296;42.75,20.25;43.5,228.25;53.5,350.25;5.25,167;17,57.5;31.25,233;49,116.75
705;1.5,252.75;23,13;24.75,255.75;53.5,350.25;1,146.75;13.25,64.5;37.5,182.75;49,116.75
9460;4.75,259.75;10.75,51.25;24.75,255.75;48,345.75;0.5,106;13.25,64.5;18.5,190.5;22.25,146.75
8553;24,218.5;33.5,5.75;40.5,252;50.25,356.25;0.5,106;13.25,64.5;18.25,252.25;49.25,193
2502;3.5,153.25;40.5,63;40.5,252;50.25,356.25;40.25,140.75;47.75,29.25;61.75,201.75;65,268.75
7487;3.5,153.25;20.75,79.75;60,207.5;65,345.5;7.25,141.25;12,29.25;26.5,199.5;65,268.75
7252;6.5,134.75;21,114.5;29,192.5;68.25,345;1,147.25;22.5,10;26.5,199.5;65,268.75
5907;12.75,134.25;24.25,117.5;29,192.5;68.25,345;21.75,143;22,21;38,183.75;64.5,280.5
876;15.25,71.25;20.5,57;30.75,256;40.75,303.5;16.5,91.75;22,21;38,183.75;67,267.5
2114;13,54;15.25,71.25;30.75,256;63.5,287.25;24.5,49.75;30,11.75;50,206.5;61.25,285
2672;9,80.75;43.5,53;46.25,239;47,255.5;37.75,58.5;42.5,47.75;50,206.5;61.25,285
952;26.5,114.25;43.5,53;46.25,239;47.25,284.75;5.5,94.25;32,10;37.25,228;65,296.75
6910;7.5,83;10.75,56.25;38.75,253.5;41.75,284.25;22.75,73.75;32,10;37.25,228;51.5,337.25
2656;10.75,56.25;12.75,80.25;19.25,284.75;23,312.75;23,54.25;26.75,10.75;45,178.5;51.5,337.25
7054;30.25,15.5;38.75,72.25;39.5,279.5;50.25,306.25;24.75,46.5;26.75,10.75;45,178.5;51.5,337.25
10115;38.75,15.5;38.75,72.25;45.75,306;47.5,256.5;3,9;24.75,46.5;38.75,175.25;42,371.25
10521;3,6.75;57.75,62.5;58.75,343.25;62.5,267.25;3,9;27,67;39,166.25;42,371.25
7430;3,6.75;23.25,107.25;38,331;39.25,255;16.75,12.5;27,67;37,192.25;41.5,319.75
2079;3,6.75;23.25,107.25;32,313.75;39.25,255;13.25,57;25.25,2.25;37.75,256;63.5,283.5
9498;3,6.75;3.5,133;63.5,354.75;64.75,271.75;13.25,57;25.5,29;34.25,288;57.25,281.5
9780;29.75,51.75;38.5,149.25;62.5,353.5;64.5,327;5.5,12.5;13.25,57;34.25,288;62.25,296.5
2500;9.25,8.25;35.5,148.75;62.5,353.5;64.5,327;5.75,7;27,66.5;42.5,325.5;65.5,291
5688;1.75,7.75;35.5,148.75;62,367.75;63,282.25;6,50.25;20.5,88.5;23.25,299.5;65.5,291
7723;1.75,7.75;3.25,200.75;43.75,321;50.5,251.75;6,50.25;30,98.25;35.25,298.5;59.5,231.25
5320;1.75,7.75;2,200;48.75,305.25;64.75,236.25;2,47.75;30,98.25;31.25,282.5;59.75,213
6983;4,20;46.5,180.5;50.75,303;66.25,209;2,47.75;13.75,135.25;29.5,321.25;59.75,213
6137;4.75,50.75;15.75,152.75;23.5,301.5;53.25,234.5;2,47.75;26.75,161.25;29.5,321.25;59.75,213
10897;15.5,13;22.25,186.5;23.5,301.5;55.5,234.25;1,11.75;20.5,186.5;25.75,311.75;59.75,213
958;25.75,14.5;32.75,188.5;33.25,310.75;46.75,246.75;1,11.75;6.75,161.75;25.75,311.75;51.5,179.5
9142;1.5,67.75;4.5,135.5;11.75,362.25;46.75,246.75;5.25,56.75;6.75,161.75;60.25,317;62.25,210
3870;8.25,9.75;54.5,103.5;58.25,340.25;62.5,191.25;5.25,56.75;6.75,161.75;27.75,321;37,190.75
7296;10.5,9.75;28.75,124.5;32.75,314.25;33.5,253;5.25,56.75;23.25,144.5;27.75,321;46.5,170.5
82;10.5,9.75;24.5,113;32.5,255.75;44,293.5;5.25,56.75;29.25,166.25;40.75,298.25;67.25,193
1962;20.5,19.75;29.5,78;30.25,255;71.25,300.25;5.25,56.75;29.25,166.25;60.5,284.5;66.75,189.5
10086;6.25,10.25;8.75,84;13.75,247.75;58.5,338.75;5.25,56.75;20,185.5;60.5,284.5;66.75,189.5
5322;25.75,72;32.5,114.25;33.5,252.25;62.75,356.75;5.25,56.75;20,185.5;36.25,280.5;66.75,189.5
1750;15.75,107;18,121.25;50.5,256.25;64.5,325.5;5.25,56.75;7.5,135.25;36.25,280.5;49.75,197
7169;3.75,93;7.75,134.5;32.75,304.75;38.25,315.25;5.25,56.75;25.5,109.5;36.25,280.5;46,235
8343;6.25,84.5;20,158.5;32.75,304.75;49.75,305.5;7.75,51.75;25.5,109.5;25.5,254.25;61,284
1059;8.75,66;23.25,160.75;32.75,304.75;49.75,305.5;3,11.25;14.25,121.25;44.25,227.5;67.75,259.5
4500;3.75,82.25;28,192.25;59.5,348.75;64.25,335;9.25,8.5;14.25,121.25;16,197;67.75,259.5
7830;12.75,116.25;13.75,217;57.5,279.75;59.5,348.75;1,13;12.75,54;16,197;64.25,280.25
316;12.75,116.25;25.75,256.25;33,252;63.75,351;12.75,54;17.75,10.25;46.5,170.5;54.25,308.5
296;5,65;24.25,246.25;46.25,251.75;68,337.75;32.75,58.75;33.5,8;46.5,170.5;54.25,308.5
6865;21.25,72.25;24.5,254;27,261.25;34.25,301.5;8.25,50;33.5,8;46.5,170.5;52,277.25
3005;16.25,105.75;24.5,254;27,261.25;40.75,304;3,23.5;10.25,28.25;28.25,191.75;44.5,229.75
2328;16.25,105.75;17.5,260.75;23.25,302.75;69,334.25;0.75,22.5;10.25,28.25;20.5,192;23.5,231.25
3053;5,152.75;12,312;13.5,314.5;69,334.25;5.75,33.25;5.75,50.5;20.5,192;26.5,240.5
2113;9,175.75;24.5,306;31.5,254;41.5,356;5.75,50.5;8.5,33;20.5,192;47,225.75
10730;7.5,176;14.5,349.5;14.75,246.25;24.5,306;24.75,56.5;30.75,12.5;44.25,156.25;47,225.75
6276;17.5,133.5;25.5,364;40.75,246;41.75,290;18.25,104;30.75,12.5;44.25,156.25;47,225.75
2482;9,166;39,363;40.75,246;66,302.75;17.25,133.75;32,12.25;44.25,156.25;51.75,193
5723;6,152.25;16,350.5;28.5,216.25;62,263;19.75,142;25.75,11;44.25,156.25;51.75,193
4935;11.5,168.5;13.25,311.5;19.5,184.75;53.75,218;19.75,142;38.75,42.25;45.75,130;51.75,193
2469;18,216.5;30.5,302.75;40,180;44.25,238.25;19.75,142;27.25,9.25;50.25,98;51.75,193
2171;2,259;6,309.75;31,179.5;44.25,238.25;22.5,197.75;22.75,4.75;50.25,98;57.5,145.25
8131;2,259;6,309.75;65.25,175.25;68,226;14.75,230.75;31,47;34,47.25;46.5,91.5
7471;2.5,251.75;44.25,325;52,132.5;68,226;14.75,230.75;17.5,59.5;41,69.75;41,80.25
5396;2.5,251.75;6.5,354.75;22,113.75;68,226;2.25,233;38,93.5;44,79.5;45.5,133.75
375;2.25,251.5;29.75,315.25;34.5,116;37.25,181.5;2.25,233;45.5,133.75;46,18.75;60,84.25
7212;2.25,251.5;29.75,315.25;33,78.5;37.25,181.5;9.5,239.25;13.75,138.75;14.75,7.75;29.75,125.5
36;13.75,259.75;32.5,254.75;47,127.75;67,217.25;9.5,239.25;13.75,138.75;18.25,10.25;30,94.25
4441;13.75,259.75;47.25,272.25;66.5,166;67.75,225.5;9.5,239.25;18.5,90.75;23.75,51.5;32.25,87.5
2661;13.5,236.75;47.5,252.75;63.5,168;67.75,225.5;10.5,231.25;13,48.75;30.75,24.25;32.25,87.5
2211;11.5,241;55,238.75;63.5,168;67.75,225.5;18.5,200;21.75,9;25.5,8.75;41,67.75
9784;30.75,307;32,305;34,184.75;67.75,225.5;20.75,217;21.75,9;22.5,47.5;34,127.5
2252;14.5,255;22,255;34,184.75;55.5,211.5;18.5,185;22.5,47.5;31.75,23.75;36,125.5
3908;21,310.75;22.25,310.75;34,184.75;55.5,211.5;7,196.25;23,49.5;25,65;37.75,182
1344;23.5,303;29,348.5;34,184.75;55.5,211.5;7.5,199.25;35.5,75.75;44,97.5;59,209.5
6257;29.75,310;43.5,328.5;53,237.75;57,163;9.75,234;44,97.5;51,60;59,209.5
3799;43.5,328.5;45.25,282.75;53,237.75;57,163;25.75,212.75;27.5,125.75;49,38.75;49.5,192.75
6829;41.5,346;43.25,339.25;50,294;52,98;19.5,198;27.5,125.75;32.5,12.25;49.5,192.75
9681;13.25,311.75;32.5,306.25;47.25,304.75;52.75,84.5;19.5,198;27.5,125.75;30.75,11;49.5,192.75
4153;13.25,311.75;30.25,331;47.25,304.75;48.75,20.25;15.25,230.5;37.5,155.5;42.25,44.25;67.5,190.25
5648;17,332.25;23.75,282.75;47.25,304.75;48.75,51.5;14.75,271.75;37.5,155.5;66,32;66.5,177
4647;1,366.5;29.25,269.5;37,314.5;59.5,29.75;14.75,271.75;22.75,127.75;59,41;66.5,177
10378;13.75,346.5;43.75,314.5;52.5,341;63.75,78;14.75,271.75;47.75,90;59,41;67.75,181.5
4779;10.25,339;41.5,281;45.5,362;61.75,27.25;14.75,271.75;25,54.25;52.5,80;67.75,181.5
9415;14.25,363.5;41.5,281;45.5,362;61.75,27.25;29.5,272.25;33.5,12;35.75,125.75;62,180
4566;12.5,363.25;30.25,310;45.5,362;61.75,27.25;35.75,201.75;42.5,4.5;49,58.75;67.75,255
8706;1.5,348.5;29,288.25;39.75,349.5;61.75,27.25;35.25,202;41.5,29.75;49,58.75;64.25,284
6047;1.5,348.5;29,270.25;39.75,349.5;61.75,27.25;20.5,232.25;60,29.5;63.5,63.25;64.5,283
5750;6,311.5;9.75,256.25;21.5,328.25;56.75,19;10,196;60,29.5;63.5,63.25;64.5,283
8781;2.5,348.5;24.75,256.5;27.75,279.5;56.75,19;0.5,144.25;23.75,32.75;24.75,47.25;64.5,283
6450;2.5,348.5;38,257;41.25,254.75;55.25,60.75;0.5,144.25;1,8.25;60.5,35.25;60.5,288.75
1444;2.5,348.5;30.75,302.25;35,221.25;47.25,48.25;1.75,91.25;11.25,38.5;53,59;60.5,288.75
3837;12,310;29.75,311.5;35,221.25;43.5,80;7.25,140.25;32.5,9.25;53,59;63,353.5
524;12,310;21.5,310.5;35,221.25;43.5,80;47.75,179;48.75,22.25;50,98.5;61,355
9910;10.25,325.5;24.25,253.25;38.75,253.25;54,128;18,162.75;48.75,22.25;50,98.5;51.5,363.5
10746;14.25,310.75;28,260.75;45.75,273.25;64.5,161;1.75,126.25;21.75,9.5;50,98.5;51.5,363.5
403;23,310;27.75,219;45.75,273.25;59.5,173.75;26.25,165.5;26.75,32.75;50,98.5;61.75,363.5
2196;2,354.5;27.75,219;41.25,246;54.25,201.25;39,202;43.75,43.25;50,98.5;51.25,353.25
718;2,354.5;5.75,205.75;7.5,246.25;26,256.5;6.5,233.25;50,98.5;56,33.75;65,362.75
8227;7,355;17.25,165.75;32.75,255.25;58.25,222.75;11.75,205.25;13.25,127.25;56,33.75;65,362.75
5651;7,355;8.25,134;17,246.75;62.75,195.25;40.25,234;44.25,166.25;56,33.75;62,362.5
1042;10.5,363.75;14,121;21.5,305.25;58.75,212;7,230.75;44.25,166.25;57.75,37;62,362.5
6971;10.5,363.75;12.75,49.75;32.25,310;43.25,142.25;25.5,217;40.5,232.25;57.75,37;64,345
9046;10.5,363.75;12.75,49.75;23,303.25;43.75,142.25;16.5,197.5;19.75,234.5;54.75,29.75;60.5,347.25
10039;7.25,309.75;12.75,49.75;18.25,261;53.5,201.5;16.5,197.5;28.75,285;40.25,87;62.25,298.5
10904;2,252.25;12.5,13;42.25,239;64,258;19,238;28.75,285;40.25,87;44.25,311.25
207;2,256.25;12.5,13;21.5,263.5;30,305;9,222.5;30.75,233.25;40.25,87;58.25,292.5
7736;2,256.25;50.75,15.25;52.5,290.75;59.5,341.75;9,222.5;23.5,234.75;34,88;56,292
183;4.5,313.25;8.75,36.25;26,255;59.5,341.75;13,276.75;13.5,219;34,88;56,292
3828;4.5,313.25;25,10.5;44,269.5;45,361;7.25,325.5;13.5,219;16.5,50.75;56,292
5227;13.75,350.25;25,10.5;34,304.5;54,352.75;2.75,338;27,165.75;34,46.5;56,292
6232;8,311.25;16.5,59;30.75,360;35,344.5;2.75,338;24.5,121.25;34,46.5;56,292
3185;2,356.5;27,9;29.5,358.75;34.25,357;29.5,324.25;33.5,95.5;34,46.5;56,292
4184;2,356.5;41,73;41,306.5;49.5,293.25;14,365.5;14.25,140.5;34,46.5;56,292
9535;12.5,372.75;43.25,78.5;48.25,345.25;61.5,302.75;14,365.5;14.25,140.5;34.5,77.25;56,292
4758;5.25,312.5;22.25,72.75;24.5,306.75;26.75,335;14,365.5;14.25,140.5;16.5,101;29.75,280.5
3850;16.5,315;22.25,72.75;37.5,254.25;57.25,291.5;3.75,312;14.25,140.5;25,109;45,317.25
9700;21,331.25;22.25,72.75;26.5,216;46.25,302.5;3.75,312;33,124.25;56.5,140.75;63.5,364.25
3337;6.25,313.5;45.5,50.75;46.75,246.75;48.5,345.75;16.5,271.25;26.5,95.25;56.5,140.75;63.5,364.25
6511;40.75,306.5;41,79;46.75,246.75;48.5,345.75;15.5,241;17,54;26.25,189;48.25,370.75
7541;40.75,306.5;41,79;46.75,246.75;50.25,360.5;3,235.25;6,58.25;7,232;51.75,315.75
3634;50.25,359.5;61.25,71.25;65.75,178.25;71.25,303.25;3,235.25;6,48.5;11.25,233.25;51.75,315.75
6300;12.75,309.75;15,94.25;48,149.5;66.5,300.75;4,230;5.5,11.75;11.25,233.25;51.75,315.75
7022;12.75,309.75;18.5,45.75;48,149.5;53.75,253.5;3.25,235.25;25.5,57.5;26.5,217.5;61.25,292.5
3115;8.5,314.25;29.5,4.75;38.75,157;46.75,305;3.25,235.25;17.75,4;26.5,217.5;61.5,301
6741;6.5,313.5;16.5,15;18.75,144.25;25.5,256.5;8.5,195.75;17.75,4;23.5,233;61.5,301
10053;6.5,350;16.5,15;25,116;40.5,253.25;6.5,231.75;17.75,4;22.75,235;71,317.25
1525;13.5,314.5;16.5,15;25,116;34.25,302.75;17.5,238;26.5,8.75;38.25,256.5;61.5,360.5
3820;2.25,346;16.5,15;36.25,94.5;40,301.75;17.5,238;30.25,54.5;33.25,255.75;43,372.75
9276;2.25,346;9.5,36.25;16.25,42.25;37.25,304.5;1.75,189.5;3,11.5;38,264.5;43,372.75
9603;2.25,346;40.25,63.75;41.75,28.5;50.25,306.5;16.25,172.5;37.5,21.75;38,228;43,372.75
5784;3,364.5;31,131.25;38.5,15;50,291.75;16.25,172.5;36.75,21.75;38,228;48.25,370.75
7205;1.5,365.5;30.75,78.5;38.5,15;60.5,220.75;15.75,146;36.75,21.75;53.25,240;58.25,290
5995;1.5,365.5;46.5,48.25;55.75,26.5;60.5,220.75;7,198.75;8,76.75;27.75,277.75;60.25,344.25
2800;1.25,371;46.5,48.25;55.75,26.5;66,235.75;20.75,210.5;41.5,78.75;47,316.75;60.75,356.25
9358;1.25,371;5.75,9.75;46.5,48.25;64.25,166.5;22,233.25;35,10.25;36,290;64.25,347.75
1496;1.25,371;5.75,9.75;40.5,79.5;60.25,227.75;28.75,284.5;34.5,11.75;43,325.75;64.5,352.5
10005;1.25,371;5.75,9.75;7.5,60.75;62,263.75;12.5,337.75;34.5,11.75;48.75,310;52.5,358
7393;1.25,371;7,54;10.25,122.75;35.25,223.25;25.5,266;34.5,11.75;36.75,351.75;58.25,278.5
4237;1.25,371;4.5,10.75;10.25,122.75;18.25,262;33.25,224.25;39,79.25;59.75,354.25;62.5,280.75
7457;3.25,346;4.5,10.75;20.25,164.5;64,304.75;30.75,294.5;39,79.25;41.5,326.75;58.25,284
10032;3.25,346;4.5,10.75;20.25,164.5;71.75,304.25;48,306.5;50.5,98.5;64.5,360;65.25,263.75
1786;3.25,346;4.5,10.75;40,137.25;64.5,257.5;36.75,350.25;48.25,49.25;53.75,366.5;62,284.5
5321;3.25,346;4.5,10.75;31.5,115;39,234.25;34.5,372.5;34.75,125.75;57.25,277.25;60.5,345.75
9241;1,366.5;1.25,10.75;13.5,122.75;33.5,306.5;19.5,372.25;34.75,125.75;41.25,225.25;60.5,345.75
7880;1,366.5;1.25,10.75;13.5,122.75;58,342.75;21.75,324.75;40.75,57.25;50.25,306.25;63,361
5857;1,366.5;1.25,10.75;13.5,122.75;52.5,349;16.75,349.75;23.25,51.25;52.75,367.5;62.75,365
5230;1,366.5;1.25,10.75;18,140.25;53,349.75;25,370.5;26.25,142;48,354;60.25,360
5875;1,371.5;1.25,10.75;24.25,114.5;66.75,342.5;24.25,359.25;26.25,142;52,358.5;57.75,274.25
1679;1,371.5;1.25,10.75;24.25,114.5;59.25,357.25;2.25,297.25;11.75,234.5;36.75,299.75;47.5,193.25
1122;4.5,310.75;15.25,48.25;24.25,114.5;62,356.75;2.25,305.25;11.75,234.5;12.25,335.75;49.25,139.5
7616;2.5,325;15.25,48.25;22.75,159.25;48.25,351.25;1.75,337;2,234.5;2.25,305.25;11,113
926;2.5,325;15.25,48.25;39.75,147.5;48.25,351.25;24.75,342.5;26.25,264.25;40.25,249.5;49.75,124.25
10692;2.5,325;15.75,48;39.75,147.5;41,336.25;16,359.5;26.5,229.75;27.75,213.75;50.75,92
2045;2.5,325;20.25,54.5;39.75,147.5;41,336.25;24.25,312.75;45.5,225.75;48.25,232.5;64.5,54
7773;25.25,311.75;37.5,116.5;60.25,143.25;64,306.75;24.25,312.75;27.75,201.5;30.75,210;64.5,54
3570;26.5,270.75;47.25,141.75;55.25,161;64,306.75;0.5,323;27.75,201.5;30.75,233.75;35.5,87
5108;23.75,255.5;38.25,113.25;55.25,161;64,306.75;2.25,297.75;13,222;13.5,230;58.25,80.75
3434;1.5,253.25;5.75,119;22,148.75;59.25,348.25;2.25,297.75;9.25,249.25;13,222;35,78
10429;0.75,254.5;26.5,170.75;32,160.75;38,344.75;2.25,297.75;9.25,249.25;13,222;55.25,107.25
850;0.75,254.5;16.75,156.5;20.5,179.5;23.25,304.75;2.25,297.75;9,239.75;27,239;48.75,140.5
10510;6,310.75;16,156.5;20.5,179.5;38,251.75;0.25,310.75;9,239.75;42.75,226.25;45.5,178.5
569;9.75,355.25;20.5,179.5;22,164;64.75,284.75;0.25,310.75;15.25,230.75;17.75,222.25;27.75,210.75
7588;17,334.75;32.25,117.5;53.75,218.5;64.25,291.75;0.25,310.75;15.25,230.75;32.5,165.75;52.75,182.25
6320;5,310;9,135.5;53.75,218.5;67.25,326.75;0.25,310.75;28.25,183.75;37.25,119;55.5,134.75
994;5.75,310.75;35.75,181.5;65.5,227.25;67.25,326.75;0.25,310.75;48.75,190.75;50.25,123.5;64.75,172.25
4120;7,260.25;46.25,134.25;65.5,227.25;67.25,326.75;0.75,312.75;16.5,155.75;35,134.25;50,211.5
3414;18.25,222;47.25,133.5;65.5,227.25;67.25,326.75;4,367.75;5.75,134.25;51.5,79.75;52.25,197.5
10816;9,238.75;55.25,101.5;55.25,207.75;69.5,339.75;4,367.75;5.75,134.25;16.25,55.5;18.5,184.5
2358;9,238.75;42,98;55.25,207.75;69.5,339.75;20,358.5;40,129.75;41,115.5;45,133.25
6806;22.75,261.75;25.75,112.75;27.5,260.75;34,342.5;20,368.5;40,129.75;42.75,91;45,133.25
2006;14.25,265.75;25.75,112.75;42.25,281.5;44.75,355.5;1.75,325;26,165.75;40,129.75;65.25,82.5
9746;23,216.5;29.75,51.5;47.25,282.5;59,335.75;1.75,325;21.5,187.5;40,129.75;59.75,82.25
9920;15.5,199.75;41.75,25;47.25,282.5;59,335.75;29.75,324.5;34,200.75;49.25,118.75;59.75,82.25
3719;15.5,199.75;30.75,57.75;39.5,305.5;59,335.75;17,367;33.75,202;51,124.25;58.75,48
9381;21.25,143.75;26,78.5;28.75,359.25;46.75,359.5;16.75,338.75;33.75,202;42,129.25;58.75,48
5886;4,152.25;25.75,113;48.75,306;69,345.5;3,299.25;11.75,231.75;42,129.25;58.75,48
