26;0;net_1;net_1216;net_6667;net_23360;net_35318;net_35337;net_35663;net_71213
39;0;net_2515;net_3030;net_4173;net_32121;net_39059;net_42735;net_60548;net_69962
52;0;net_0;net_12070;net_13696;net_24997;net_40719;net_46075;net_47129;net_50335
57;0;net_10660;net_16050;net_22483;net_23488;net_45421;net_46038;net_50670;net_68877
61;0;net_1830;net_17322;net_26388;net_30364;net_33292;net_37181;net_40295;net_71177
71;0;net_0;net_3169;net_15987;net_17238;net_23974;net_41381;net_52853;net_61071
110;0;net_0;net_10392;net_21670;net_25681;net_43216;net_44041;net_49016;net_69132
114;0;net_1510;net_3387;net_13647;net_20264;net_25120;net_30651;net_48889;net_63123
115;0;net_3103;net_7038;net_12154;net_20949;net_33109;net_43679;net_49798;net_64285
139;0;net_11002;net_18305;net_23220;net_31528;net_39381;net_43347;net_62239;net_64109
138;0;net_1545;net_21639;net_30961;net_31823;net_33549;net_58825;net_63854;net_70893
156;0;net_324;net_15315;net_16831;net_31176;net_34823;net_41937;net_60586;net_65356
200;0;net_3981;net_4840;net_11138;net_32614;net_40828;net_45676;net_45957;net_54037
220;0;net_3515;net_13347;net_18764;net_27142;net_38150;net_39461;net_40349;net_54259
221;0;net_1;net_9490;net_14500;net_34315;net_37136;net_46221;net_64401;net_70398
242;0;net_0;net_2571;net_13201;net_31716;net_35659;net_44691;net_48393;net_57990
243;0;net_954;net_14304;net_21436;net_30808;net_33766;net_37833;net_47980;net_49012
282;0;net_1;net_20831;net_26992;net_30187;net_34195;net_46795;net_62612;net_65719
294;0;net_0;net_4653;net_5296;net_22575;net_28714;net_46192;net_63844;net_70313
262;0;net_1;net_2104;net_2301;net_2882;net_6825;net_36946;net_52044;net_62919
334;0;net_18130;net_19668;net_28252;net_31030;net_38115;net_47964;net_57272;net_57658
356;0;net_3602;net_11911;net_13001;net_34567;net_49246;net_53564;net_59248;net_66560
372;0;net_2146;net_6123;net_14258;net_18428;net_26540;net_37452;net_41874;net_62642
388;0;net_1;net_3713;net_17228;net_24641;net_26094;net_35128;net_62378;net_65391
397;0;net_4363;net_4992;net_17045;net_20863;net_37154;net_63250;net_64670;net_70711
425;0;net_10080;net_10478;net_20528;net_20602;net_38071;net_47544;net_48374;net_49585
422;0;net_2769;net_14038;net_19493;net_34015;net_38779;net_54821;net_55802;net_62641
426;0;net_14492;net_16081;net_30986;net_34164;net_36249;net_54967;net_61999;net_63762
427;0;net_2360;net_10170;net_18296;net_23821;net_24336;net_38252;net_42694;net_57566
430;0;net_4986;net_9827;net_27956;net_32267;net_46858;net_63860;net_69968;net_70204
458;0;net_20796;net_25403;net_27712;net_27837;net_40319;net_44715;net_47787;net_68106
507;0;net_2294;net_7938;net_11451;net_31950;net_43953;net_54090;net_65130;net_69403
521;0;net_3409;net_30739;net_30968;net_34583;net_47799;net_57057;net_67547;net_69282
567;0;net_1823;net_2376;net_27351;net_29469;net_40804;net_46706;net_48853;net_48928
551;0;net_6754;net_6854;net_23526;net_31757;net_36048;net_36400;net_38718;net_50388
571;0;net_0;net_375;net_7964;net_10443;net_20381;net_43405;net_53024;net_68404
577;0;net_1190;net_1240;net_3568;net_13992;net_27852;net_40699;net_41683;net_57344
585;0;net_1;net_13461;net_29056;net_30952;net_39459;net_39485;net_51998;net_60856
545;0;net_933;net_8610;net_9373;net_20502;net_22531;net_38911;net_48398;net_50870
625;0;net_0;net_3044;net_3588;net_18022;net_21271;net_67164;net_68270;net_69139
662;0;net_982;net_5908;net_14704;net_34325;net_56848;net_60791;net_60975;net_63475
681;0;net_1;net_2882;net_16278;net_26434;net_61565;net_67063;net_67159;net_69100
685;0;net_0;net_14039;net_17748;net_34112;net_42140;net_42713;net_63435;net_69632
703;0;net_20030;net_24411;net_30746;net_33453;net_63330;net_64552;net_65084;net_69578
707;0;net_1;net_1181;net_3306;net_3620;net_4168;net_15790;net_31760;net_48295
713;0;net_3594;net_3670;net_4377;net_13010;net_34431;net_52030;net_59252;net_60561
723;0;net_4817;net_13219;net_29968;net_32039;net_46754;net_52191;net_61679;net_64251
725;0;net_1;net_1395;net_2228;net_3671;net_17601;net_25816;net_44167;net_57012
785;0;net_974;net_22315;net_23601;net_24834;net_25746;net_57681;net_61444;net_69539
758;0;net_1;net_269;net_5089;net_22272;net_31444;net_46363;net_49274;net_55779
761;0;net_2477;net_6020;net_13112;net_13963;net_18470;net_46220;net_67651;net_69542
762;0;net_8064;net_16185;net_19052;net_26398;net_41024;net_52411;net_62399;net_68242
802;0;net_0;net_5349;net_7131;net_11434;net_36854;net_51682;net_64057;net_70941
806;0;net_12272;net_12924;net_20278;net_32415;net_36390;net_59766;net_61205;net_62020
812;0;net_4086;net_4520;net_10131;net_33607;net_55301;net_64526;net_65233;net_69391
825;0;net_6831;net_16327;net_26487;net_32624;net_36302;net_37354;net_37532;net_52507
786;0;net_0;net_1730;net_2825;net_16095;net_22880;net_57060;net_63226;net_70483
864;0;net_1127;net_2686;net_12874;net_13196;net_17033;net_46518;net_55288;net_68488
883;0;net_0;net_93;net_3166;net_5171;net_26668;net_58834;net_62645;net_70563
888;0;net_0;net_1;net_19227;net_25068;net_46198;net_54273;net_54395;net_68513
925;0;net_2846;net_16248;net_17490;net_31512;net_34636;net_47561;net_50523;net_50532
930;0;net_0;net_565;net_1333;net_24203;net_43519;net_46813;net_56574;net_64429
993;0;net_1900;net_11045;net_18018;net_33023;net_43629;net_44280;net_56082;net_59021
1009;0;net_1;net_13850;net_15693;net_18512;net_44537;net_46769;net_49872;net_50302
1037;0;net_6544;net_16898;net_29836;net_33836;net_35967;net_44551;net_51402;net_64245
1035;0;net_2955;net_12363;net_24355;net_25491;net_32395;net_36680;net_45324;net_58985
1040;0;net_1644;net_3090;net_19025;net_20390;net_40417;net_44637;net_47171;net_63638
1049;0;net_2918;net_12368;net_17797;net_21728;net_45153;net_57149;net_62633;net_62877
1083;0;net_995;net_9640;net_13232;net_29337;net_46815;net_46821;net_50329;net_54059
1093;0;net_272;net_16703;net_26021;net_32902;net_39289;net_40491;net_48126;net_66206
1097;0;net_1;net_8574;net_22294;net_25522;net_38210;net_62492;net_64741;net_69824
1123;0;net_20561;net_22147;net_22599;net_28017;net_41878;net_54708;net_63628;net_68064
1136;0;net_14037;net_14270;net_18816;net_24952;net_56307;net_57720;net_64291;net_70362
1174;0;net_1;net_11245;net_16828;net_25475;net_34337;net_36722;net_37318;net_54270
1190;0;net_2481;net_18660;net_22342;net_30803;net_34074;net_36659;net_43041;net_58779
1186;0;net_1;net_3414;net_8337;net_10318;net_16489;net_43277;net_67071;net_70515
1194;0;net_0;net_11425;net_21660;net_25345;net_28810;net_35964;net_44958;net_58374
1241;0;net_2955;net_26284;net_26797;net_29897;net_54796;net_64520;net_70386;net_70688
1260;0;net_184;net_4306;net_22256;net_27832;net_32007;net_40359;net_46546;net_56836
1264;0;net_0;net_1;net_3779;net_8029;net_21280;net_40133;net_42220;net_71039
1270;0;net_6435;net_12587;net_22281;net_29203;net_35040;net_53930;net_64407;net_65747
1374;0;net_2045;net_4319;net_10302;net_13660;net_16106;net_31977;net_52271;net_71050
1300;0;net_0;net_10940;net_27583;net_28433;net_33191;net_38868;net_47475;net_62842
1336;0;net_425;net_7618;net_7751;net_21223;net_36589;net_49678;net_51864;net_59161
1340;0;net_273;net_20433;net_29384;net_30241;net_45545;net_52890;net_55785;net_59462
1363;0;net_12865;net_21847;net_26339;net_28909;net_34858;net_46500;net_50363;net_57700
1359;0;net_3012;net_4130;net_9281;net_10344;net_19814;net_41687;net_57505;net_65712
1395;0;net_1183;net_2762;net_6971;net_9987;net_18163;net_50585;net_58998;net_69391
1405;0;net_2807;net_7632;net_17942;net_21720;net_39913;net_41393;net_44232;net_51754
1424;0;net_362;net_2578;net_6852;net_10056;net_23246;net_29859;net_35864;net_59465
1481;0;net_0;net_2439;net_9047;net_28569;net_30943;net_38815;net_43459;net_54537
1470;0;net_18484;net_19681;net_27325;net_32926;net_53459;net_57920;net_61110;net_65504
1464;0;net_0;net_3422;net_6097;net_33398;net_34265;net_54681;net_58228;net_65131
1465;0;net_6203;net_16120;net_21672;net_24793;net_37365;net_43902;net_51794;net_58209
1489;0;net_4142;net_17193;net_17897;net_22039;net_27778;net_43344;net_45674;net_52734
1500;0;net_1588;net_18069;net_29416;net_32912;net_45046;net_54381;net_54595;net_70919
1507;0;net_0;net_4849;net_8289;net_19650;net_40553;net_44416;net_44895;net_47947
1535;0;net_11710;net_12965;net_20009;net_28011;net_46732;net_56448;net_58955;net_62731
1538;0;net_204;net_3995;net_6090;net_7544;net_8473;net_31206;net_45607;net_48556
1561;0;net_2541;net_3400;net_14899;net_17089;net_18925;net_31839;net_41498;net_55965
1553;0;net_12233;net_22118;net_30811;net_31766;net_43428;net_53752;net_54280;net_64242
1556;0;net_0;net_4115;net_6117;net_9324;net_28630;net_43511;net_52860;net_59406
1568;0;net_0;net_4;net_12448;net_15468;net_29154;net_40280;net_63286;net_67507
1616;0;net_0;net_1;net_11791;net_21739;net_29458;net_43095;net_49299;net_66991
1605;0;net_1;net_9107;net_13460;net_19218;net_23214;net_57485;net_63541;net_65755
1596;0;net_0;net_22773;net_24367;net_33273;net_40374;net_50399;net_52228;net_58824
1600;0;net_0;net_12144;net_19704;net_31797;net_32373;net_38355;net_41656;net_54065
1594;0;net_1;net_2070;net_3233;net_16697;net_25385;net_27927;net_28224;net_70724
1654;0;net_17781;net_23231;net_23808;net_32119;net_36151;net_46028;net_51556;net_68942
1702;0;net_9184;net_22517;net_22738;net_32545;net_39098;net_43636;net_56638;net_62552
1665;0;net_2703;net_9640;net_15027;net_20567;net_24916;net_36966;net_45881;net_50250
1461;0;net_6495;net_7775;net_28141;net_30685;net_38908;net_42822;net_61144;net_65072
1744;0;net_0;net_12887;net_20414;net_26867;net_32783;net_65978;net_70225;net_70851
1709;0;net_0;net_1;net_11442;net_27997;net_40286;net_62102;net_64006;net_69189
1733;0;net_1;net_17559;net_24719;net_31034;net_40083;net_42064;net_47198;net_59921
1730;0;net_1;net_168;net_7883;net_34026;net_34409;net_48720;net_49640;net_57748
1757;0;net_1;net_6131;net_21206;net_23178;net_42360;net_49622;net_61004;net_65864
1764;0;net_2685;net_12444;net_20322;net_30009;net_52059;net_52680;net_56486;net_70031
1770;0;net_1;net_9590;net_12307;net_12597;net_18337;net_40546;net_42183;net_51154
1772;0;net_4616;net_15183;net_21355;net_23903;net_37590;net_59916;net_66078;net_69291
1781;0;net_0;net_1;net_6966;net_12544;net_38639;net_54400;net_65169;net_67776
1794;0;net_18051;net_25547;net_27976;net_31232;net_42149;net_51651;net_52009;net_57464
1800;0;net_0;net_1;net_19699;net_22938;net_29130;net_58994;net_64780;net_66078
1807;0;net_16321;net_24556;net_25280;net_25307;net_37388;net_46548;net_66360;net_67399
1837;0;net_12035;net_32952;net_33295;net_33983;net_38604;net_41282;net_50773;net_67429
1848;0;net_0;net_351;net_2186;net_19989;net_24314;net_45475;net_52221;net_65210
1849;0;net_0;net_17679;net_18786;net_20362;net_42180;net_48813;net_64677;net_68967
1930;0;net_19902;net_22683;net_22985;net_23379;net_44120;net_44793;net_46682;net_57152
1926;0;net_14558;net_16446;net_19044;net_20780;net_42655;net_61196;net_62023;net_67431
1928;0;net_15003;net_25543;net_28281;net_33897;net_35980;net_61706;net_65112;net_65856
1951;0;net_1;net_2487;net_5011;net_22938;net_43742;net_50601;net_53008;net_63968
1971;0;net_3376;net_7312;net_16123;net_21052;net_35846;net_44793;net_49522;net_63254
1989;0;net_9092;net_19976;net_24150;net_33462;net_49577;net_62441;net_64322;net_69345
1999;0;net_246;net_18162;net_18694;net_28452;net_44545;net_47429;net_52084;net_66676
2025;0;net_19264;net_20490;net_26744;net_34422;net_42077;net_58768;net_64078;net_67759
2056;0;net_251;net_1195;net_5269;net_11934;net_12042;net_19576;net_58017;net_68418
2059;0;net_16497;net_18020;net_31085;net_32418;net_46729;net_52726;net_68657;net_71108
2062;0;net_0;net_2721;net_5978;net_17072;net_32838;net_43869;net_64736;net_70503
2067;0;net_3442;net_4481;net_8864;net_33687;net_39516;net_47677;net_67113;net_70516
2084;0;net_312;net_14362;net_28009;net_30371;net_48925;net_54546;net_55165;net_56225
2078;0;net_3302;net_5050;net_12701;net_18580;net_33265;net_35533;net_67373;net_69502
2107;0;net_4591;net_11559;net_21660;net_30850;net_36613;net_60980;net_61657;net_65049
2103;0;net_1;net_1684;net_13845;net_29396;net_42667;net_43184;net_57308;net_64567
2140;0;net_4132;net_7555;net_12384;net_13610;net_16677;net_40717;net_53631;net_57639
2124;0;net_1;net_24011;net_26739;net_28337;net_29576;net_40909;net_59681;net_67447
2141;0;net_0;net_10507;net_11122;net_25614;net_29242;net_43569;net_50888;net_54739
2144;0;net_578;net_3212;net_10601;net_11914;net_27212;net_40769;net_41935;net_46542
2147;0;net_0;net_1;net_1216;net_9348;net_24507;net_66819;net_67790;net_70818
2180;0;net_5115;net_20601;net_28369;net_29467;net_40995;net_44219;net_56733;net_62486
2116;0;net_3280;net_10931;net_14282;net_21363;net_22434;net_34825;net_43936;net_53615
2193;0;net_14004;net_17292;net_24232;net_30349;net_41719;net_42076;net_57095;net_58189
2198;0;net_0;net_1;net_15677;net_34245;net_35682;net_44874;net_62186;net_66554
2199;0;net_9188;net_13798;net_20498;net_25438;net_54608;net_58704;net_64584;net_65521
2206;0;net_5335;net_9371;net_10444;net_30978;net_43558;net_52050;net_53456;net_55450
2213;0;net_1;net_3322;net_8200;net_22485;net_37585;net_50826;net_59921;net_60235
2220;0;net_12734;net_16349;net_20247;net_33630;net_46330;net_49179;net_52831;net_64127
2288;0;net_2359;net_7261;net_7390;net_19362;net_45712;net_54650;net_68519;net_70291
2422;0;net_2418;net_13974;net_24835;net_34383;net_40180;net_40282;net_44028;net_69519
2299;0;net_0;net_10531;net_14835;net_32163;net_41454;net_45527;net_47313;net_70770
1397;0;net_1;net_21283;net_27594;net_28950;net_40444;net_54891;net_65477;net_68732
2337;0;net_0;net_1546;net_13948;net_23186;net_26043;net_34757;net_59444;net_60287
2401;0;net_12561;net_20792;net_24720;net_34299;net_45916;net_56803;net_66260;net_66888
2374;0;net_0;net_2440;net_3773;net_9458;net_20778;net_35538;net_61888;net_69717
2381;0;net_0;net_221;net_1512;net_5527;net_7117;net_28919;net_44893;net_53830
2385;0;net_0;net_2308;net_4364;net_8130;net_13687;net_30850;net_43166;net_49374
2399;0;net_8818;net_23146;net_23379;net_33948;net_54308;net_62890;net_67846;net_68646
2457;0;net_8587;net_10623;net_30968;net_33167;net_41316;net_46800;net_50939;net_64790
2477;0;net_2524;net_4314;net_19750;net_23571;net_26446;net_37227;net_37618;net_63539
2596;0;net_6890;net_7551;net_15196;net_27302;net_48228;net_53680;net_68136;net_70676
2540;0;net_0;net_7520;net_21546;net_26229;net_46775;net_53678;net_59343;net_69514
2562;0;net_0;net_3078;net_15260;net_23954;net_35944;net_39446;net_52003;net_61466
2582;0;net_0;net_6633;net_16498;net_22133;net_50977;net_51126;net_53360;net_68376
2600;0;net_1;net_3127;net_14311;net_17329;net_22575;net_47593;net_53050;net_61084
2638;0;net_1;net_230;net_10375;net_14712;net_29046;net_48142;net_70839;net_70973
2694;0;net_0;net_1393;net_4533;net_20549;net_40877;net_42685;net_53694;net_69787
2697;0;net_19193;net_20325;net_26137;net_34031;net_36972;net_53711;net_69021;net_70239
2739;0;net_17351;net_18514;net_27856;net_28940;net_40402;net_44066;net_57494;net_59991
2731;0;net_0;net_7789;net_24640;net_29723;net_37195;net_37611;net_59290;net_62943
2735;0;net_5442;net_8871;net_28810;net_33472;net_52437;net_64286;net_67040;net_67535
2754;0;net_0;net_17114;net_24529;net_28458;net_28521;net_43221;net_49315;net_52691
2789;0;net_0;net_1;net_7910;net_9858;net_32416;net_36180;net_41112;net_50907
2792;0;net_1707;net_20457;net_27547;net_30074;net_33022;net_44661;net_57990;net_66574
2819;0;net_0;net_1;net_9672;net_27046;net_27433;net_51827;net_66859;net_70167
2872;0;net_6765;net_9671;net_11171;net_21187;net_35944;net_56135;net_59997;net_60622
2898;0;net_6076;net_18925;net_19095;net_23054;net_36523;net_59692;net_60710;net_66994
2911;0;net_5320;net_10624;net_16585;net_25206;net_39167;net_50168;net_55438;net_58752
2930;0;net_14006;net_16741;net_23722;net_33190;net_36376;net_44091;net_44228;net_55215
2987;0;net_2238;net_6915;net_15164;net_23270;net_34397;net_43182;net_43882;net_70388
3055;0;net_1;net_4751;net_22159;net_30002;net_43200;net_59157;net_63042;net_64105
3036;0;net_1083;net_1424;net_3197;net_4221;net_20154;net_39214;net_60469;net_68483
3037;0;net_1;net_3302;net_10826;net_13130;net_33433;net_47543;net_51245;net_61325
3038;0;net_17518;net_17707;net_18162;net_31168;net_63489;net_64624;net_66588;net_71231
3045;0;net_1;net_426;net_5775;net_9251;net_23094;net_43207;net_51961;net_65253
3054;0;net_0;net_1;net_1315;net_15871;net_18014;net_30824;net_42992;net_66809
3072;0;net_14288;net_20072;net_25562;net_31786;net_37851;net_58044;net_58253;net_67064
3073;0;net_0;net_4061;net_25612;net_33274;net_40839;net_50496;net_59120;net_59309
3083;0;net_2056;net_16923;net_20975;net_21686;net_29449;net_46950;net_64383;net_67037
3096;0;net_0;net_17571;net_21495;net_26282;net_43409;net_44145;net_48467;net_48565
3110;0;net_933;net_19148;net_22527;net_23955;net_27634;net_39326;net_46475;net_51149
3117;0;net_685;net_2692;net_10835;net_14603;net_17396;net_42055;net_47734;net_62102
3129;0;net_1;net_1346;net_1420;net_30710;net_38826;net_46705;net_53537;net_57686
3147;0;net_0;net_1672;net_2583;net_18479;net_33752;net_37748;net_39306;net_56189
3163;0;net_10216;net_11117;net_16671;net_29195;net_44708;net_54831;net_56554;net_68309
3177;0;net_0;net_7198;net_17593;net_22261;net_22974;net_54488;net_55180;net_61513
3179;0;net_2310;net_9806;net_25659;net_26206;net_37141;net_59437;net_60984;net_67883
3183;0;net_535;net_1855;net_24811;net_28190;net_49109;net_53443;net_58096;net_65438
