begin;0,0;0,224.5;324.25,0;324.25,224.5;0,0;0,224.5;324.25,0;324.25,224.5
4209;0.25,36.75;75.5,139.75;221.25,10.75;321.25,223.75;0.25,36.75;14.5,104.75;199,25;243.75,161.25
4037;4.25,35.5;75.5,139.75;221.25,10.75;292.25,187.75;4.25,40.25;15.25,84.75;182,70.25;234.5,182.75
1710;23,60.5;32.75,121.25;210.5,57.25;320.5,211;4.25,40.25;15.25,84.75;185,109;242.5,156
691;29.5,37.25;56.5,112.25;210.5,57.25;319.25,212;4.25,40.75;15.25,84.75;206.25,137.5;272,138
11727;29.5,37.25;66.5,129;251.5,68.25;319.25,212;4.25,40.75;15.75,92.75;206.25,137.5;299.25,121.25
12786;57.75,41.25;66.5,129;265.5,90;304.5,222;9.75,47.5;37,130.25;206.25,137.5;300,121.5
10439;57.75,41.25;75.25,91.75;297.25,80.75;304.5,222;8.75,46.75;56,141.75;188,111.5;309.25,150.5
12458;53,39.25;120.75,87.25;250,98.5;304.75,223.75;27,86.75;43,126.5;188,111.5;309.25,150.5
1105;42.75,65;116.5,81.5;253.25,140.25;304.75,223.75;27,86.75;41,130.75;206.5,154.25;309.25,150.5
16308;45.75,86.5;116.5,81.5;269,112;304.75,223.75;9.75,103.75;49,155.5;206.5,154.25;309.25,150.5
7480;24.5,122.25;116.5,81.5;275.25,123.75;304.75,223.75;25,131.5;36.75,126.5;206.5,154.25;309.25,150.5
10448;34.5,146.25;109.25,59.5;289.75,120.75;304.75,223.75;21.5,132;28.75,106.75;206.5,154.25;309.25,150.5
938;38.25,106.5;109.25,59.5;286.75,133.25;304.75,223.75;13.25,133.25;44,76.75;204.75,135.25;279.75,138.5
15047;18.5,92.75;118.75,38.75;313.75,140.75;318.75,212.25;13.25,133.25;20.75,42;204.75,135.25;279.75,138.5
9259;18.5,92.75;120.5,87;303,97;318.75,212.25;13.5,132.75;22.25,5.5;225.75,117.5;261.5,158.75
12472;30.25,121.25;98.5,127.75;278.25,56.5;318.75,212.25;13.5,132.75;22.25,5.5;206.5,138.5;232.5,183
5077;7.5,95;109.75,109.25;266,51;311.25,179.5;17,149;22.25,5.5;206.75,131;232.5,183
10199;11.75,126.75;101.75,140.5;233.75,34.75;311.25,179.5;16.75,148.5;22.25,5.5;170.25,119;194.5,158.5
9715;11,126.75;76.5,128.5;253.5,15.75;311.25,179.5;15.75,148.5;22.25,5.5;175.5,88.5;204.75,136.25
14824;10.25,127.5;76.5,128.5;208.5,23;311.25,179.5;1,184.25;22.25,5.5;196,95.5;228,148
9441;18,108.5;82,122.75;226.75,43;314.75,222;3.25,185;22.25,5.5;219.5,62.5;228,148
10255;18,108.5;74.5,91;254,24.25;307.75,183.25;3.25,185;22.25,5.5;213.25,17.75;252,176.25
12804;38.5,150.5;113.75,76;251.25,27.5;304.75,165.75;3.25,185;22.25,5.5;212.25,61.75;252,176.25
560;18.5,169.5;143,54.5;281,27.75;304.75,165.75;11.5,219;31.75,44;212.5,62.25;252,176.25
3370;18.5,169.5;143,54.5;295,37.75;306,125.25;52.25,197.25;66,48.25;226.75,96;242.75,208.5
51;8,158;104.25,58;294.75,38.25;310.25,101.75;26,175;69.75,38;226.75,96;242.75,208.5
14921;34.5,145.75;104.25,58;264.25,72.5;281.5,68.5;27,174.25;69.75,38;226.75,96;241,193.25
705;34.5,145.75;147.75,59;237.25,57.75;277.75,23;27,174.25;101.5,3;226.75,96;266.75,208.25
940;34.5,145.75;160.75,25.25;232,52;292.75,26.25;29,174.5;101.5,3.5;226.5,97.5;266.75,208.25
3636;34.25,120.25;192,23;232,52;292.75,26.25;27,174.25;107.5,8.25;252.75,78.75;266.75,222.25
6502;66,111;169.75,28.25;239.25,38;293,27.25;27,174.25;88.25,1.75;255.5,59.75;266.75,222.25
15252;50.75,147;137.75,23;239.25,38;293,27.25;30.75,150.5;88.25,1.75;251.25,74.25;266.75,222.25
2389;79.25,181;155,61.5;238,37.5;284.75,67.75;30.75,150.5;74.75,1.25;264.5,112;266.75,222.25
4543;80.5,180.5;137.5,40;221.25,31.5;277.5,83.75;75.25,154.75;109.5,2.25;264.5,112;266.75,222.25
16038;81.5,180.75;123.5,66.25;218.75,11.5;296.25,100.5;75.25,154.75;133.25,27.75;244.5,90.5;266.75,222.25
4128;81.5,180.75;141.75,100.75;223,7.75;296.25,100.5;79.25,167.25;158.25,48.5;215.25,76.25;266.75,222.25
829;61.75,208;147.25,143.25;219.75,29.25;270.5,69.25;108.5,190.5;158.25,48.5;211,118;266.75,222.25
9821;63.25,224.25;157.25,174.25;194.75,54.75;270.5,69.75;95,220.75;158.25,48.5;229,119.5;266.75,222.25
16080;66.25,221.5;157.25,174.25;179.25,30;255.5,99.5;95,220.75;186.25,16.5;229,119.5;281.5,205.25
10360;66.25,221.5;157.25,174.25;195.75,29.25;273,91.75;72.5,179.25;191.75,4;237.75,151.75;281.5,205.25
9412;66.25,221.5;164.25,184;194,15.25;278.5,133.75;92.25,213;191.75,4;228.5,185;281.5,205.25
8355;71,213.5;164.25,184;186.25,20.25;283.5,130.75;101.75,213.25;190.75,6.25;198.5,216.75;281.5,205.25
10775;71,213.5;138.75,211.75;183.75,28;283.5,130.75;143,215.75;190.75,6.25;198.5,216.75;265.25,208.75
12499;83.5,205.5;110,214.25;185.25,45.75;283.5,130.75;142.5,216;188.5,17.5;198.5,216.75;265.25,208.75
9951;74.5,152.5;110,214.25;191.5,30.25;301,96.75;132.25,172.75;188.5,17.5;193.5,172.75;266.25,210.5
