begin;0,0;0,324.25;274,0;274,324.25;0,0;0,324.25;274,0;274,324.25
19999;18.25,314.25;58.5,257.75;90.5,257.25;227.5,104;38.75,177.25;42,186.25;84.25,14;112,309.75
24468;36.25,306.5;66,219.25;90.5,257.25;269.25,136.25;15.75,152.25;40,146.75;84.25,15;112,309.75
27963;31.25,276.5;66,219.25;80,306.75;272.75,92.25;21.75,183;70,122.5;84.25,15;112,309.75
33806;52,318.75;125,228.75;127,322.75;272.75,92.25;18.5,241.25;61.5,97.5;84.25,15;95.5,309
4310;79,302.75;125,228.75;132.25,285.5;272.25,92.25;28,288.5;40.75,107.25;43,29.25;95.5,309
3828;35.75,293;98.75,222.5;149.75,286.25;272.25,92.25;10.25,269.25;14.5,124.75;46.75,73.5;95.5,309
28492;68.75,281;98.75,222.5;149.75,286.25;242.5,83.5;7.25,253.75;15,123.75;40.25,83.25;48,301.5
8508;75,253.25;104.75,222;183,279.75;247.5,59.25;7.25,253.75;40.25,83.25;46.25,125;47,314
21915;72,228.75;116.75,196.25;172.5,243;255.25,70;1.75,275;40.25,83.25;46.25,125;47,314
16694;61.5,189.75;127.5,145.5;167.5,189.75;255.25,70;11.5,250.75;44.25,47.25;46.25,125;49.75,312
27216;70,155.25;126.5,127.5;203.5,223;258.25,67.5;11.5,250.75;44.25,47.25;45.5,149.25;58.25,274.5
25937;18.25,160;124.5,156.25;205.25,220;258.25,67.5;13,254;32.25,41.75;45.5,149.25;58.5,272.5
2841;60.25,173.75;131.25,113;223.5,199.5;237.5,71.5;13,254;32.25,41.75;34.25,167.5;58.5,272.5
36059;55.5,129.25;127.75,83.75;223.5,199.5;253.5,112.25;19.25,300.5;28,51;34.5,166.75;58.5,272.5
30300;55.5,129.25;139.5,87.25;214.25,153.5;254.75,112;7,274.5;23.5,24.25;42,122.75;58.5,272.5
8210;38.25,109.25;144.75,80;214.25,153.5;254.75,112;7,274.5;10,22.5;24,120.75;31.75,246.75
36349;80.25,78.5;158.25,38.75;223.75,199.25;254.75,112;5.75,269.25;10,22.5;40,147.75;57.5,220
3431;46.75,71;188.5,47.75;231,233;255.75,112.5;5.75,269.25;10,22.5;31.25,110.75;39.75,223.75
13666;81,65.25;152.75,36.5;212,236.5;258.25,93.25;5.75,269.25;18.75,53.25;31.25,110.75;43.5,228.25
35509;72.5,45.75;122.5,17.75;246.5,248.75;256.75,98.25;8.5,268;18.75,53.25;31.25,110.75;43.5,225
1777;98.5,44.25;121.75,17;222.75,199.5;259.75,54.5;7.75,257.25;31.25,110.75;32.25,53.25;43.5,225
18797;75.75,60.5;122.5,15.75;222.75,199.5;259.75,54.5;24,219.75;38.25,125;45.25,11.5;90,213
11628;76,61.25;89.75,11.25;250,148.5;259.75,54.5;23.75,215.5;38.25,125;79,1.75;142.5,195.25
11679;51.75,41.5;74.25,35.75;259.25,175;259.75,54.5;24.75,189;52.75,145.25;79,1.75;142,195.25
600;35,76.75;76.5,6.75;216.5,205.5;220.75,62.25;20,158;39.5,159;79,1.75;142,195.25
37385;46.25,71;76.5,6.75;232.75,208.5;237.75,68.5;21.75,146;28.75,198;97.25,34;142,195.25
26883;63.75,48.5;104.5,18;232,208.5;257.25,93;21.75,151.5;28.75,198;60,22.75;142,195.25
38457;95.5,53.5;124,30.75;232,208.5;257.25,93;44.25,110;49.5,243;87.5,26;142,195.25
8205;74.25,62.75;124,30.75;232,208.5;236.75,69.75;44.25,110;81.25,249.25;91.25,10.75;95.5,183.75
21865;101.75,79.5;124,30.75;230,237;242.5,75;53.5,138.25;81.75,249.5;91.25,10.75;93.75,147.25
31689;110.75,99.5;124,30.75;217.25,198.75;228.75,103.75;6.5,141.25;78.5,299.5;91.5,11.5;93.75,147.25
33786;88.5,142.75;124,30.75;216.25,248;236.75,65.5;6.5,141.25;79.75,271;91.5,11.5;99.5,183.5
16;123.25,145.25;124,30.75;217,280.25;219.5,30.75;36.5,109.25;78.75,271;89,34.5;99.5,183.5
25275;123.25,145.25;147.25,34.25;217,280.25;256.5,48.25;10.75,54.25;78.75,271.5;79,97.25;147.75,142.75
17911;123.25,145.25;194.25,46.25;205.25,321.75;256.5,48.25;32.75,56;34.25,282.75;112.25,68.25;129.25,144.75
3887;156.5,165.75;195,10;205.25,321.75;256.5,48.25;26.5,52.75;31.25,285;150.25,47.75;156.25,144.75
36359;186.75,148.75;201.25,35.25;205.25,321.75;256.5,48.25;26.5,52.75;52,300.25;186,91.25;212.25,129
14527;141,160.75;176.75,48.75;231.5,300.25;258.25,72.5;26.25,49.25;52,300.25;186,91.25;235.25,107
23906;141,160.75;177.25,48.5;209.5,276.75;258.25,72.5;45.5,27.75;87.5,300;155.5,109.5;220.75,127.5
15899;183.5,147.75;183.75,75;207.25,286.25;260.5,105.25;63.75,64.25;87.5,300;162,112.5;220.75,127.5
10041;133.5,146;208,117;234.75,301.25;260.5,96.25;37,21.75;87.5,300;162.5,112.75;220.75,127.5
8502;108.25,175.5;178.25,108;217.5,265;238.75,105;63.75,34.5;87.5,300;157,139.25;220.75,127.5
32683;89.5,142.5;178.25,108;211.5,285.5;238.75,105;75.5,12.75;133.5,306.5;157.5,139.25;252.75,91.5
26669;99.5,117.75;177.75,107.25;211.5,285.5;231.75,67.25;79,49;133.5,306.5;153.75,109.75;244.25,88
15955;99.5,117.75;155.75,100;209.25,283.25;210,71.75;84.5,33.75;127,315;155.75,150;244.25,88
11892;99.75,130.25;155.75,100;170.25,261.5;194.25,46.25;92,11.5;134,303.5;155.75,150;200.5,108.75
23786;99.75,130.25;154.5,120;177.75,277;182,9.75;91.5,11.5;109.75,297.5;155.75,150;193.25,116.25
36591;88.75,109;159.25,165.5;177.75,277;207.5,9;48,24;149.25,314.75;180.5,187.75;193.25,116.25
8785;104,101;122,145;172.75,306.75;198.75,46.5;60,66.75;149.25,314.75;180.5,187.75;194,115
38559;104,101;135.5,189.5;136,282;190.5,43.75;89.5,52.75;149.25,314.75;180.5,187.75;215.25,131.5
15480;108.5,86;128,207.75;136,282;189.5,46;89,52.75;149.25,314.75;199.75,178.5;215.5,139.25
23226;80.25,61.5;128,207.75;136,282;179,21.75;54.5,37.5;108.25,300.25;196.5,218.25;214.25,139
38991;84.75,39.5;128,207.75;158.5,257.5;179,21.75;44.25,42.25;79.75,272.75;196.5,218.25;196.75,129
34551;89.5,2.5;128,207.75;172.5,223.5;211.5,12.75;47.5,22.5;79.75,272.75;193.75,254;194.75,103.75
27213;66,6.75;120.5,202;172.5,223.5;204,46.5;11,50.75;88.25,245;156.25,256.5;194.75,103.75
27929;65.25,3.75;101,217;193,205.5;204,46.5;26,70.25;118.25,235.25;156.25,256.5;177.5,79
6350;33.75,42.75;136.75,188.5;146.5,180.5;188.5,43.75;26,70.25;91,199;156.25,256.5;202,52.75
8349;3.25,53;136.75,188.5;142,179.25;197.25,45.5;3.75,51;72.75,177;156.25,256.5;190.75,95.25
19119;2,56;99.5,154.75;151,165.25;197.25,45.5;3.75,51;101.5,192.25;158.25,250;190.25,72.25
13370;2,56;72.25,156;138.5,174.5;198.25,49.75;19,45.75;107.5,203.5;158.25,250;179.5,78
9607;3.5,33.75;56,177.5;126.75,201.25;198.25,49.75;26,45.75;97.25,230.75;158.25,250;175,77.75
3325;3.5,33.75;64,143.25;150,181.5;198.25,49.75;65.75,33.5;98.25,231.5;151.5,239.75;187.5,117.25
33526;42.5,51.5;64,143.25;140,139.5;198.25,49.75;32.75,40;103,254;151.5,239.75;204.25,113.25
2035;42.5,51.5;90.5,110.5;140,139.5;198.25,49.75;31.25,23.25;143.5,255.75;188.75,256.5;196.75,94
19204;52.75,91.25;104.75,73.75;108.5,147.75;197.75,49.75;31.25,23.25;154.25,239.25;188.75,256.5;202,128.5
6848;76.75,100.25;104.75,35;147.5,150.75;197.75,49.75;15,55.5;190.25,235.5;190.25,263.25;202,128.5
1009;103.25,87;105.5,66.5;145.5,181;190,15.25;37.75,75.5;190.25,235;190.25,263.25;202,128.5
36192;105.5,66.5;106.25,102.5;145.5,181;190,15.25;69,64;151.5,230.25;156.75,254.75;235.25,90.25
12988;105.5,66.5;106.25,102.5;123.75,151.75;147.75,30.5;44.75,24;180.25,265;183.25,216.75;236.75,108.75
35411;85.5,85.75;105.5,66.5;134.25,138.5;147.75,30.5;18,24.25;180.25,265;184.75,216.5;258.25,92.25
28568;83,109.75;98.25,55.5;135,171.25;158,11.25;18,24.25;180.25,265;198.75,209;257.5,89.75
26362;81.5,112;98.25,55.5;132.5,176.25;162,49.75;11.25,55;180.25,265;192.25,179;257.5,89.75
38351;81.5,112;98.25,55.5;147.5,173.25;162,49.25;21.75,87;182,229.5;213.25,147.75;259.5,107.5
31168;81.5,112;98.25,55.5;130,217;162,49.25;16.75,53.25;179.5,222;193,177.25;234.75,84.5
29268;90.75,148.25;99.5,13.25;127,226.25;145.75,54.75;5.25,68;179.5,222;193,177.25;220.5,45.5
24982;60.25,163.75;99.5,13.25;127,226.25;128,49.5;26.75,77.75;161,217.75;188.5,148;243.5,29.25
30795;60.25,163.75;99.5,13.25;126.5,225.5;137.25,86.25;7.75,44.5;160.5,218;205.25,143.75;254.5,63.25
30750;93.25,166.75;99.5,13.25;133.25,258.75;163.5,71.5;8.5,41;159.5,236.25;205.25,143.75;246.75,13.75
24058;56,191.5;102,14;123.75,289;163.5,71.5;8.25,42.5;115.75,243;187.25,163.25;246.75,13.75
27095;84,182.25;102,14;111.75,274.75;146.5,45.25;8.5,41;82.5,226.75;203,128.25;246.75,13.75
3623;44,161.25;97.75,57.5;98.75,300.5;180.75,49;46.75,37.5;82.5,226.75;203,128.25;246.75,13.75
38664;65.75,119;84,60.5;98.75,300.5;219.25,64.75;15,46;82.5,226.75;215.5,117.75;247,12.5
21626;47,95;80.25,90.5;124.25,318.5;219.25,64.75;11,40.5;80.25,264;234.75,137.25;247,12.5
32043;6.75,113.25;80.25,90.5;124.25,318.5;185.75,43.25;26.5,44;94.75,289.75;237.25,108.75;267,40.75
4148;6.5,113.75;75.75,125.75;137.75,305.25;193,6.25;26.5,44;58.75,310.75;227.25,132.5;267,40.75
20740;9.25,129.5;43.5,129.25;145.75,272.5;193,6.25;45.75,23.5;58,311;207.25,108.25;267,40.75
14341;9.25,129.5;88,140.25;118.5,258.25;179.75,33.25;12,51.5;12,310.75;207.25,108.25;263.25,39
22432;4.5,129.5;83.75,149.25;125,209.5;221.25,59.75;12,51.5;26.5,297;207.25,108.25;263.25,39
8246;38,128.5;85,135;149,166.5;229,31.5;38.25,69.5;67.25,307;207.25,108.25;263.25,39
16002;76.5,112;100.75,99.5;134.25,156.5;229.5,31.75;38.25,69.5;64.75,304;207.25,108.25;269.25,19
15245;76.5,112;100.75,99.5;138.25,173.25;229.5,31.75;41.25,92;92.75,299.25;168.75,136;248.75,63.25
13414;101.5,117.75;131,105.5;162.25,164.5;264.5,56;71,121;92.75,299.25;203,126.25;248.75,63.25
3563;101.5,117.75;112,66.5;206,153.25;252.25,79.5;89.75,150.25;92.75,299.25;194.5,91.5;252,23
16459;135.75,129.5;140.5,105.5;239.5,124.25;252.25,79.5;89.75,150.25;114.5,298.75;168.75,79.25;244.5,27
12830;105.75,112.75;135.5,121.25;220.75,91.75;235.25,42.25;62.5,152.75;142,318.75;168.75,79.25;244.5,27
970;113,75.25;115,76.25;177,92.25;255.25,69.5;62.5,152.75;168.75,308;176,79.25;244.5,27
32444;97.5,48.25;118.5,127.5;138.5,87.25;255.25,69.5;65.25,141;168.75,308;175,78.75;273.5,33.75
17040;77.25,27.5;129.25,139;130,127;255.25,69.5;94.5,104.25;171,310;175,79.75;273.5,33.75
6694;90,62.5;129,146.5;139.75,151.5;255.25,69.5;95,104.25;171,310;217.75,93.5;253,75.25
20562;50,80.75;91.75,189.25;181.75,159.25;251,77.75;131.25,121;171,310;218.25,93;253,75.25
15755;50,80.75;91.75,189.25;199.5,150;235.75,66.25;93.75,150.25;161.5,309.75;218.25,93;266.25,87.75
11526;48,40.25;105.75,145.75;209,108.75;220.75,62.75;93.75,150.25;161.5,309.75;239.5,92.75;266.25,87.75
30214;87,22.75;107,145.25;209,108.75;227.75,29.75;68.75,181.5;192.5,320.25;239.5,92.75;268.25,87.75
16518;85.5,22.75;101,149.5;212.25,114.25;242,73.5;103.5,202.25;230.5,297.75;239.5,92.75;268.25,87.75
26928;85.5,22.75;101.75,147.75;214.25,129.75;269,47.25;132,203.25;180,312.75;223,74;268.25,87.75
37959;46.5,15.75;102,146.75;225,118.5;257.25,41.5;132,203.25;180,312.75;204.75,52;250.75,59.75
30700;46.5,15.75;102,146.75;238,151.75;257.25,41.5;174.75,218;184,304.75;234.75,89.25;256.75,89.5
20603;46.5,15.75;160.25,138;207.5,154.25;257.25,41.5;170.25,225;185.75,304.75;220.75,127.5;264.25,91.25
17594;18,55.5;163.75,105.25;238,157;256.75,74;170.25,225;185.75,304.75;239.5,91.5;252,79.5
34527;18,55.5;178,95;253,162.75;256.75,74;143.75,239.75;185.75,304.75;226,95;271.5,36.75
23762;18,55.5;178,95;223.25,155.75;240,74.75;134.25,258.25;185.75,304.75;268.25,87.5;269,8
28941;33,96.5;205.5,85;206.5,155;246.5,82.25;135.25,258;152.75,308;268.25,87.5;269,8
36277;1,50.75;185.5,102.75;235.25,105;268.25,120;135.25,258;152.75,308;233.5,130;269,8
1768;1,50.75;214.25,78.5;226,66.25;268.25,120;94.25,278.25;119.75,276;181.25,108.25;217.5,30.5
20031;3.5,54.75;214.25,78.5;248.75,52.25;257.5,106.75;94.25,278.25;138.5,277.5;145.5,138.75;216.5,31.75
11235;3.5,54.75;166.5,72;199.75,25;257.5,106.75;70,243;139,277.75;169,107.5;192.5,57.75
30196;3.5,54.75;157.5,74;200.25,25.5;242.25,70;55.5,202;126.25,278.75;191.5,144.75;192.5,57.75
21575;50.5,44.25;157.5,74;234.75,18.75;258,79.75;101,203.25;126.25,278.75;161.75,136.25;201.25,53.5
11956;28.5,20;151,45.75;221.5,26.75;258,79.75;100,181;105,304.75;161.25,136.75;201.25,53.5
35540;36.25,73;121.25,17;177.75,15.25;258,79.75;83.75,221;96,280;161.25,136.75;201.25,53.5
1511;1.5,69.75;99.5,39.75;156.25,38;258,79.75;82.75,222.75;83,271.25;201,143.75;201.25,53.5
3225;7.25,77.5;66.25,69.75;152.25,85.25;230.75,35.5;82.75,222.75;99,269.75;201,143.75;201.25,53.5
18016;49.25,92;107.75,70.25;150,70;240.25,38;82.75,222.75;99,269.75;194.75,125;201.25,53.5
3389;71.25,91;92,57;147.25,35.75;240.25,36.75;55,249;82,227.25;194.75,125;201.25,53.5
19538;75.75,136.75;109,41.5;134.25,10.5;236.75,51.5;71.5,292.5;81.25,231;194.75,125;201.25,53.5
14661;46,156.25;92.5,12.75;147.75,38.5;268.25,39.5;37.5,271;80.75,224;194.75,125;201.25,53.5
28257;1.5,156;89.75,2.75;182,46;269,51.75;37.5,271;91.75,198.5;194.75,125;201.25,53.5
8466;18.25,156.5;89.75,2.75;149,66.75;269,51.75;33,314;46,192;190.75,127.75;199.25,56.25
32624;18.25,152;99.75,53;135.5,54.5;269,51.75;33,314;63.25,199;153,107.75;196,103.75
27897;18.25,152;99.75,53;165.75,29.75;269,51.75;4,301;62.25,194;157.75,128.75;224.25,106.5
12893;17.75,150.75;89.75,10;207.5,44;236.75,67.75;26.25,317.75;62.25,194;160.5,129.5;224.25,106.5
12839;17.75,150.75;105,2.75;204,9;223.25,68.75;15.25,319.25;50.5,200.75;139.25,156.75;224.25,106.5
6617;18.25,152;94,13;202.25,35.75;207.25,105.75;40.25,284.75;43.25,215.75;139.25,156.75;224.25,106.5
29856;10,138.5;94,13;181.5,55.5;181.75,89.75;41,312;81.5,231.5;156.25,145.25;224.25,106.5
1443;5.75,116;102.75,33.5;181,89.75;181.5,55.5;41,312;88.75,253.25;132.25,127;239.5,143
13332;17.25,160.25;102,12.75;154.25,120.5;214.75,78.5;41,312;88.75,253.25;132.25,127;239.75,124.5
10195;6.25,113.5;102,12.75;127.25,86;233.75,44.5;24,305;88.75,254;132.75,92.25;239.75,124.5
35844;6.25,113.5;102,12.75;131.25,127;199.5,11;18,319.25;70.5,293.25;103.25,112.25;239.75,124.5
36296;6.25,113.5;102,12.75;126.5,176.75;156.75,37.25;19.5,322.75;70.5,293.25;124.75,114.75;261,79
36577;6.25,113.5;98,15.75;100.5,144.5;164.25,28.75;19.5,322.75;67.25,314;97.5,74.75;229.5,35
31697;44,85;79.75,24.5;99.25,144.25;164.25,28.75;19.5,322.75;107,311;132.25,32;258.75,82.5
5818;6.75,100;43.75,51;83.75,112;164.25,28.75;19.5,320;99.25,270.5;134,48.75;258.75,82.5
22808;6.75,100;63.75,77.5;65.75,142.75;152,70;19.5,320;63,258.25;112.5,70;258.75,82.5
32616;4,129;62.25,77.5;95.5,133.25;111.75,101.25;44,298.25;63,258.25;141.75,50;258.75,82.5
11948;4,129;80.25,121.75;87,82.75;126.75,114.75;28.25,318.25;79.5,292;141.75,50;245.75,37.75
3971;15.75,156.25;34.5,114.75;129.25,59.75;133,113.25;28.25,318.25;79.5,292;101.75,73.75;266.75,54.25
10341;31.25,186.25;33,128.5;117.25,12;133,113.25;18.5,318.25;79.5,292;143.25,92.75;267.25,55.25
25351;31.25,186.25;33,128.5;102.25,61.25;132.25,95.5;27.5,288.5;79.5,293.5;163.75,107.25;271.25,29
5863;31.25,186.25;33,128.5;60.25,84;132.25,95.5;39.5,270.75;71,258.75;164.25,108;267.5,43.25
19604;3.5,152.75;17,154.75;28,52.5;132.25,95.5;38.5,270.5;71,258.75;183.25,86.5;224.5,40.25
37438;3.5,152.75;17,154.75;28,52.5;103.25,75;4.25,254.5;52.5,221.75;149.25,55;256.25,80.75
13976;3.25,154.5;17,154.75;31.5,67.5;65.75,71.75;44.5,278.25;52.5,221.75;194.5,55.75;249.75,79.75
23423;4.25,153.75;17,154.75;45.75,71.5;71.5,73.5;69,243;105.25,235;194.5,55.75;269.25,87.25
35603;4.25,153.75;17,154.75;26.5,42.75;105.75,37;54,255.75;140.75,254.25;194.5,55.75;249.75,78.75
18874;4.25,153.75;17,154.75;26.5,42.75;128,2.25;4.5,241;99.25,279.25;187.5,36.75;268,88.25
2451;4.75,154.75;17,154.75;69.25,7.75;84.75,0;39.75,280.75;83.25,228;196.75,25.25;268,88.25
3190;4.75,154.75;36.25,127.75;69.25,7.75;84.75,0;1.25,261;114.25,251;210.5,6.75;249,118
13833;36,112.25;38,128;105.5,2.5;112.25,25.25;6.75,222.25;83.75,220.5;210.5,6.75;249,118
18850;34.5,111.75;38,128;86,13.25;87,25.25;23,191.25;82.75,222.75;192,56.25;249,118
26398;38,128;55,77;60,39.25;80.5,37;23.5,189.25;121.25,228.5;192,56.25;265.25,92.25
8471;21.25,180.25;53.5,100;60,39.25;91.75,69.5;51.25,155.5;119,269;192,56.25;248.5,89.25
4651;21.25,180.25;26.75,87.5;76,0.25;91.75,69.5;85.5,109.5;98.25,217.5;182.75,41.5;259,116
34786;8.75,159.25;12.75,51.75;41.5,11.25;91.75,69.5;94,102;98.25,217.5;182.75,41.5;239.5,91.5
3589;8.75,159.25;18.25,101;41.5,11.25;91.75,69.5;68.75,74.5;93,193.75;227,4.75;268.25,90.25
30712;8.75,159.25;39,128.5;81.25,21.75;132.25,46.25;98.25,39.25;105.75,178;230.75,43.25;268.25,90.25
5954;29.25,134;46.75,91.5;81.25,21.75;127.25,46.25;56,59.25;103,152.5;243.5,31;268.25,90.25
428;29.25,134;40,85.75;55,39.75;90.5,20.75;82.75,34.5;136.25,171;243.5,31;267.5,110
20969;29.25,134;37.25,35;40,85.75;90.5,20.75;82,56.25;102.5,137;231.25,82.75;244.5,73.75
13057;46.25,106.25;74.5,1;74.75,56;110.5,74.25;76.25,5.5;102.5,137.75;231.25,82.75;244.5,73.75
36804;46.25,106.25;86,12.75;94.25,43.75;144,86;54.75,6.5;102.5,137.75;231.25,82.75;259.75,61.25
15696;3,131;91.5,12.75;94,13;161,71.25;40.5,37;103,139.75;231.25,82.75;259.75,61.25
31913;16.25,158;73,39;99.25,61;194.25,82;40.5,37;85.25,107.75;239.25,77.75;259.75,61.25
9362;9,196.25;83.5,12.25;87.5,70.25;230.75,104.5;36.5,61.75;85.25,107.75;239.25,77.75;248.25,63.25
25437;9,196.25;35,31;87.5,70.25;230.75,104.5;28.5,21.5;39,130;229,114.25;244,78.25
14686;9,196.25;35,31;99.25,54.5;215,96;27.75,51;56.75,158.5;209,143.25;268.5,51.75
8399;8.25,195.5;26.5,10.75;74.5,86;215,96;27.75,51;35.25,148.75;176.25,132.25;253,61.75
35177;8.25,195.5;43.5,11.5;81.25,55.75;246.75,123.75;19,54;65,137.75;132.25,149;253,61.75
3077;25,212.25;43.5,11.5;112.25,34;231.25,126.25;19,54;93.5,150.25;132.25,148.5;208.5,52
37548;1.75,242;75.5,1.5;81.25,9.25;235.25,121.25;19,54;86.25,170;132.25,148.5;237.5,62
32770;2.25,242.75;75.5,1.5;81.25,9.25;235.25,121.25;45.25,31.5;51.75,154;158.5,184.25;192.5,62.25
6785;41,225.25;75.5,1.5;81.25,32.25;235.25,121.25;20.75,19.5;40.5,201;177.75,139.25;242.5,75.25
1981;41,225.25;75.5,1.5;79.25,32.25;205.5,118;3.5,40.25;15,202;186.25,94;233.75,41.75
25341;27.25,238.5;85,32.5;102.5,68.5;211.75,105.75;3.5,40.25;20,196.25;186.25,94;234.25,41.5
13463;25.25,264;51.25,6.5;102.5,68.5;253.75,97.25;6,40;55.5,171.75;186.25,94;234.75,25.5
38571;25.25,264;72.75,35.75;80.75,25;253.75,97.25;2.25,47.5;55.5,171.75;170.25,112.25;210.25,16.25
37801;25.25,264;31.5,26.75;96,13;266.75,72.25;33.25,51.25;55.5,171.75;171.5,105.75;210.25,16.25
11015;38,266.75;49.25,25.25;96,13;232.25,48.25;0.5,69;40.25,162;171.5,105.75;243.5,17.5
7973;80.25,275.5;81.5,39;122,13.25;232.25,48.75;15.5,106.5;40.25,162;171.5,105.75;227,5.5
7192;52.25,310.25;81.5,39;121.5,13;199,47.25;51.5,129;55.25,204;171.5,105.75;254.75,4.75
37764;52.25,310.25;81.5,39;121.5,13;225,59.75;3.25,146.5;57.25,235;161.75,108;267.5,11.25
32448;52.25,310.25;81.5,39;144.25,45.75;250.75,23.25;17.5,103.25;82.5,230.75;137.25,120;268.25,11.5
10502;52.25,310.25;102.25,33;144.25,45.75;250.75,23.25;46.25,115;120,211.25;164,106.25;245.75,51.5
18237;52.25,310.25;80,32.5;132.5,0.75;253.5,23;43.5,158.5;120,211.25;137,88.25;269.5,77.75
20165;43.75,309.25;80,32.5;132.5,0.75;253.5,23;45.5,144.5;113.5,178.75;121.75,129.25;260.75,110
10717;27.75,271.5;43,51;119.5,14.25;264.25,73.75;45.5,144.5;90,227.75;121.75,129.25;261.5,109
11173;27.75,271.5;50,42.75;119.5,13.75;221.25,64.25;45.5,144.5;80.75,227.75;123.5,86.25;249.25,87.25
31955;26.5,249.5;43.5,14.75;150.75,36.25;209,65.75;24.5,115.25;80.75,227.75;156.75,109.25;249.25,87.25
24091;26.5,249.5;87,17.25;111.75,33.25;213.25,105.75;54.25,97.5;80.75,227.75;197.5,129;247.75,82.5
7767;26.5,249.5;52.75,39.25;157,29.25;214.75,155.75;23,55.75;80.75,227.75;222.75,155.25;269.25,92.5
15329;25,249.5;63.25,6.75;157,29.25;175.5,169;23,55.75;47.5,203.75;199.5,154.75;262,124.75
21622;39.75,203.5;102.5,15.75;170.75,9.75;175.5,168.25;23,55.75;39.75,249.75;199.5,154.75;269.75,92.75
13581;14,178.75;120.25,42.75;171,9.25;175.5,168.25;18,56.25;53,256.25;199.5,154.75;232.75,83.25
23736;14,178.75;110.25,74;132,30.75;175,168.75;3.25,73;79.25,293;199.5,154.75;267.25,63.25
9244;35.5,214;109,86.25;117.5,40;166.5,124;3.25,73;72,313;199.5,154.75;263.25,62.75
3287;76.75,234.75;109,86.25;149.75,36.75;166.5,124;12.25,46;45,299;168.5,124;218,68.5
33223;76.75,234.75;109,86.25;152.25,38.75;182.5,150.25;23.5,21;71.5,310.5;169.5,124;240.75,61.75
36739;73,239.75;109,86.25;139.75,16.5;168,121.5;35.25,55.25;71.5,310.5;152,155.75;240.5,62.5
11299;73,239.75;105.75,125.75;148.25,38.25;173.75,156.75;12.25,27;53.5,308.25;152,155.75;233.5,97.75
14549;51,212.75;105,127.5;148.25,38.25;172.25,111.5;12.25,27;55.25,315.5;138,148.5;224.25,132.5
12934;62,240;78,116.5;114.5,22.25;171.5,71.25;36,71;55.25,315.5;138,148.5;187,144.25
20322;50.75,291.75;95.5,146.5;114.5,22.25;208.5,84;36.25,51.75;105.5,311;126,121;187,144.25
17439;32.75,300.5;76.5,148.25;85.5,8.25;229.5,97;16.75,56;106,311.25;126,121;187,144.25
16331;43.75,310.75;65.5,98.5;85.5,8.25;260.5,55;41.5,99;106,311.25;145.75,89;185,155
33295;43.75,310.75;68.75,92.5;85.5,8.25;260.5,55;2.5,114.25;89.25,287.25;191.5,71;196.5,182
21279;32.5,262.75;34.5,112.25;85.75,8.25;261.75,23.5;2.5,114.25;66,258;153.5,107.75;196.5,182
7205;33.25,260.75;48.25,70;85.75,8.25;264.75,55.75;2.5,114.25;43.75,224.5;135.25,132.25;221.75,179.5
27465;5.5,239.25;82.5,111;121.25,4.5;264.75,55.75;4.5,111.25;43.75,224.5;115.25,103;189.75,135
3566;5.5,239.25;80.5,66.5;121.25,4.5;264.75,55.75;39.25,98.5;81.25,229.25;123.25,111.5;163.25,109.75
4382;5.5,239.25;111.25,102.75;121.25,4.5;240.25,28;54,137.75;78,193.75;119.5,133;207,88.5
2094;25.25,241;143,113.25;156.75,10.75;260.75,37;54,137.75;101.5,212.25;119.5,133;207.75,88
26028;78.25,242.25;130.75,113;156.75,10.75;261.5,33.75;54,137.75;83,201;154,105;241.75,90.75
14242;105.75,269;130.75,113;156.75,10.75;261.5,33.75;48.75,162;112,195.25;145.25,67.75;247.5,127
16169;91.5,292.75;130.75,113;156.75,10.75;261.5,33.75;39.75,171.75;80.5,201;160.25,72.75;261.5,87.25
3181;91.5,292.75;121.25,155.5;156.75,10.75;261.5,33.75;46.5,173.25;100.75,237.75;147.5,127.25;267.25,87.25
21451;77.5,307;106.5,113;156.75,10.75;260.75,25.5;52,209;76,216.25;147.5,126.75;267.25,87.25
28621;32,316.75;152.75,100.75;190.5,47;260.75,25.5;52,209;88.5,209.75;147.75,128.25;252,80
15662;37.75,314;124.75,133.25;160.5,71.5;260.75,25.5;63.5,203.5;89.75,227.5;141.25,138.5;252,80
24901;53,287.25;118.5,151.25;136.25,64.75;236.25,30.25;63.5,203.5;89.75,227.5;130.75,183.5;251.25,76
26003;37.5,260.25;114.5,118.75;175,80.5;236.75,29.75;63.5,203.5;89.75,227.5;147.5,182;244.25,79.25
16117;37.5,260.25;103.5,101;175,80.5;236.75,29.75;41.5,201.25;86.5,262.25;148.25,210.25;236,75.75
19855;37,260;103.5,101;170.25,39.5;204.75,39.75;49,199.75;91.25,248;148.25,210.25;248,90.75
18670;18.75,241;80.5,135.5;170.25,39.5;194.5,68.25;28.75,214.75;59,256.75;148.25,211;248,90.75
35780;36.75,214.25;75.75,125.75;170.25,39.5;194.5,68.25;27.25,215.5;55.75,235;119,211.75;232.25,92.75
31682;72.75,213.75;75.75,125.75;203.5,8;235.25,66.25;42.5,201.25;55.75,235;103.5,232.25;267.25,63.75
33303;72.25,214.75;73.25,140.25;229.5,46.25;254,108;36.75,199.25;55.75,235;103.5,232.25;236.5,98
38049;72.25,214.75;82,167.5;249.5,82.25;269.25,135.5;36.75,199.25;60,228.25;81.5,220.75;236.5,98
