begin;0,0;0,174.25;123.5,0;123.5,174.25;0,0;0,174.25;123.5,0;123.5,174.25
2819;0.25,72;1.25,120.25;101.25,33.5;101.25,102.5;0.25,72;1.75,170.25;85,70.75;100.75,112.5
1393;2.75,69;32.25,107.75;97.25,45.25;101.25,102.5;0.25,71;3,164.25;85,70.75;105.75,106.25
773;4.5,80;32.25,107.75;90.5,61;109,94.25;0.25,71;19.75,167.75;95,61;116.25,87.75
2991;4.75,61.25;41.75,102;90.5,61;94,99.25;0.25,71;20.5,166.5;95,61;103.75,105.75
860;27.75,50.75;41.75,102;86.5,57.25;105,101.5;0.25,71;20.5,166.5;96.75,60;103.75,105.75
976;32.75,44.5;41.75,102;91.75,35.5;103.25,118.75;0.25,71;19,156.25;78.5,70.5;103.75,105.75
752;37,51.75;41.75,102;98.25,49.25;103.75,118.5;0.25,71;19,156.25;57.5,84;106.75,95.25
2717;16.25,66.75;55.75,105.5;81.25,54.75;103.75,118.5;12.25,83.75;19,156.25;56.75,89.25;102.25,97.75
2503;14.75,57.75;80.25,107;88.5,54.25;103.75,118.5;15.5,97.75;19.5,156;56.75,89.25;102.25,97.75
1735;14.75,57.75;76.75,97.5;88.5,53.25;103.75,118.5;23.75,118.5;30.25,167;56.75,89.25;96.5,78
1433;19.75,44;77.75,79.75;88.5,53.25;103.75,118.5;23.75,118.5;31,147.75;44,79.5;83.75,78.5
2678;37.25,55.75;60.5,73.5;88.5,53.25;97.75,133.5;23.75,118.5;31,149.75;41.75,93.5;78.5,92
1088;19.25,54;67.5,61.25;88.5,53.25;116.75,140.75;14.5,98.75;31,149.75;31.25,109.75;78.5,92
124;18.25,53;55,70.5;80,36.75;116.75,140.75;6.5,78.75;11.75,145.5;31.25,109.75;76.75,94.5
1737;5.5,47;68.5,50.75;102.5,27.75;112.5,142.5;1.25,98.5;11.75,145.5;31,119.5;76.75,94.5
1346;26,51.25;45.25,55.5;81,22;112.5,142.5;3,107.75;12.25,146.75;41.25,113;76.75,94.5
3177;13,65.25;37.5,35.25;74.25,46.5;112.5,142.5;3,108.25;12.25,146.75;46.25,110.5;76.75,94.5
3563;20.5,52.75;25.25,34.75;73.25,50;112.5,142.5;3,108.25;5.75,151.25;32,122.5;68.5,88.25
3332;16,78;19.5,21.75;73.25,50;110.75,141.75;3,113;5.75,151.25;32,122.5;65,65.5
541;25.5,54.5;42.25,18;72.25,57.25;110.75,141.75;2.25,113.75;13.5,142;32,122.5;70.75,40
1494;6.5,70;25.5,36.25;72.25,57.25;88,123.5;2.25,113.75;13.5,141.5;36.25,118.25;70.75,40
2197;6.5,70;47.5,35.25;84.75,37;97.5,106.75;2.25,113.75;13.5,141.5;32.5,104;70.75,40
360;20.25,55.75;61,21.25;93.75,49.25;97.5,106.75;6.5,110;14.25,141.25;23.5,80.25;70.75,40
3673;31,82.5;36.75,31.25;93.75,49.25;122,94.25;6.5,110;14.25,141.25;18.25,82;70.75,40
867;11.25,90.75;35,30.25;101.25,19.25;122,94.25;6.5,110;19.75,147.25;23,80.25;69.75,40
282;1.25,109;38.5,44.5;101,32;122,94.25;6.5,110;20.5,147.5;34.5,57;73.25,60.75
1087;1.25,109;21.25,44.5;99,33;105.5,90.25;6.5,110;17.25,152.25;36.25,40.75;83.25,77.25
1757;7.25,102.25;18,63.25;104,29.25;105.5,90.25;10.75,109.5;16.75,151;41,50.25;83.25,77.25
1879;3.25,83.5;11,77;104,29.25;105.5,90.25;6.25,108.25;20,143.5;54.75,66;73.75,84.5
3589;2.25,60.25;3.25,83.5;104,29.25;105,105.75;6.25,108.25;19.25,144.5;51.5,88.25;56.75,75.25
3320;2.25,60.25;15.5,75;104,29.25;104.5,102;7.5,97.75;31,118;51.5,88.25;65.25,84.25
1943;12.25,41.75;35.75,53.5;99.25,29;104.5,102;11,82.5;46,120;51.5,88.25;70,54.5
1301;12.25,63.75;38.5,35.25;86.25,43;94.5,75.75;9.5,97;46,120;51.5,88.25;70,54.5
3101;12.25,63.75;47.25,34.75;82.75,32.75;106,91;22,107.5;30,109.75;51.5,88.25;70,52.75
1627;16,54.5;36,34.75;74.5,17;106,89;10.25,112.75;30,109.75;51.5,88.25;87.75,66.25
3378;35,55.25;38,36.75;74.5,17;89.25,78.5;10.25,112.75;30,109.75;66,87;101.25,79
171;35,55.25;40.75,35;68,16.5;89.25,78.5;9.75,113.75;39,111.25;73.75,84.5;84.75,87
1861;27.5,51.25;32.5,9;68,16.5;89.25,78.5;9.75,113.75;47.25,87.25;49,93.5;79.25,62
724;26.25,53.25;32.5,9;68.25,16;84.75,78.5;9.5,120;45,80;48.75,79.5;79.25,62
1583;32.5,52.75;54,20;62,25.5;84.75,78.5;9,119.25;45,80;52.25,87.5;69.25,42.75
1705;38.25,46;54,20;61.25,26;65.25,64.5;12.75,98.5;52.25,87.5;53.5,73.25;72.75,20.75
1448;38.25,46;54,20;61.25,26;86,55.75;22.5,84.75;28.25,98;59,85.25;72.25,44.75
659;38.25,46;60.75,5.25;65.25,13;74,48.25;20.75,65.5;39.75,114;45.75,66;72.25,44.75
112;37,36.25;60.75,5.25;85.25,35;104.25,35;20.75,65.5;32.75,113.25;33.75,47.75;104.25,52.25
489;37,36.25;61.25,4.75;91,36.25;102.75,12.5;21.25,65.75;25,104.5;33.75,47.75;79.5,70.5
334;50.5,31.75;61.25,4.75;89.25,28.5;106.25,19.25;21.25,65.75;25.25,119.5;49,58.75;78,92
1435;50.5,32;73.75,17.75;89.25,28.5;106.5,9;21.25,65.75;34.75,113.25;49,58.75;68.5,88.5
1236;60.75,56.25;73.75,17.75;92,34;101.25,33.5;2.75,52.25;37.25,94.5;49,58.75;84.5,78.25
1789;72.25,53.75;73.75,17.75;92,34;101.25,33.5;20.5,49.25;49.25,65.75;65.75,56.75;90.75,59.5
2218;51,79.25;53.5,31.75;76,55.5;101.25,33.5;34,41;49.25,65.75;86.75,68.25;97.25,51.75
1531;51,79.25;53.25,32;78.25,59.75;101.25,33.5;39.5,52.25;56,83.75;85.75,69;88.75,67.5
2711;29.5,84.5;71,14.5;75.5,46.25;101.75,8;39.5,52.25;46.25,108.75;85.75,69;91.25,62
12;13.5,79;74.5,4;75.75,50.5;101.75,8;32.5,48.5;60.75,89.25;71.25,51.75;85.75,69
560;13.5,79;74.5,4;75.5,81;103.5,10;20,25;57.25,114.25;79.5,82.25;88.25,86
1031;12.25,63.75;74.5,4;75.5,81;103.5,10;12.75,15.25;54.25,130.75;61,74.75;88.25,66.75
1699;8.5,58.25;74.5,4;75.5,81;102.5,8;11.5,19.25;55.75,111.25;59.75,87.75;84.25,73.75
1561;15,65.25;74.5,4;75.5,81;106.25,20;5,3.25;55,109.5;55.75,98;98.5,87.25
707;19.5,54;75,3;75.5,81;102.5,11.5;5,3.25;34,110.25;55.5,87;103.75,107.75
307;19.5,54;69,24.25;70,80.25;105.25,8.25;5,3.25;34,111.25;59.5,84.5;81.75,109
1540;11.75,49;67.75,35.5;70,80.25;105.25,8.25;6.25,4.25;38.75,111.75;48.25,73.25;80.25,112.5
3564;6,33.75;67.75,35.5;70,80.25;93.75,12.5;30.25,2.75;46,110.25;48.25,73.25;92.25,96
242;5.5,26.75;64.5,23;77.5,89.5;94.25,12.75;30.25,2.75;46,110.25;56.75,89.25;98.5,78
438;20.5,20.5;76.75,18;84.75,107.5;94.25,12.75;30.25,2.75;47.5,113.5;64.25,89.25;97,79.5
3286;20.5,20.5;62.75,26.5;65.25,113.5;101.75,7.25;30.25,2.75;31.75,113.75;64.25,89.25;88.5,68.25
2215;27.75,20.25;61.5,25.25;73.25,100.25;106.5,10;30.25,2.75;31.75,113.75;59.5,86;83.75,61.5
3326;12.75,35.25;45,29.5;73.25,100.25;106.5,10;37.25,9.5;42.25,108.75;45.5,97.5;83.75,61.5
1652;24.75,52;45,29.5;58.75,112.25;86.75,4.25;37.25,9.5;45.25,97.75;57.75,113.25;85.5,69
1880;20.5,45;45,32;55,132.5;86.75,4.25;36.5,14.75;52.5,85.5;52.5,87.25;85.5,69
1650;15.25,22;58.75,20.5;67,117;88,4.25;36.5,14.75;52.25,59.75;62.25,109;85.5,69
2135;40,35.25;76,10;86.75,98.5;101.25,20;27,26.5;52.25,59.75;62.25,109;85.5,69
1153;53.5,31.75;76,10;88.25,114.25;104,26.25;7.75,22.75;52,60.25;64.5,87.25;85.5,69
1529;27.75,17.75;57,2.75;60,118.5;106.5,37;7.75,22.75;49.25,83.75;52.5,61.75;85.5,69
2878;12,21.75;32,10.25;59.75,118;106.5,37;7.75,22.75;58.5,83.75;67.75,64.5;77.25,67
2862;11,21.75;32,10.25;78.25,137;80.75,41;7.75,22.75;80.5,82.25;86.5,75;96,59.5
2732;11,21.75;34,14.5;78.25,137;85.25,28.5;11.25,42;86.5,75;87.75,83.5;90.25,60.5
1451;11,21.75;34,14.5;71.25,142.25;85.25,28.5;11.25,42;87,76.75;101.25,102.25;109.25,77.5
2585;11,21.75;52,31.75;71.25,142.25;85.25,28.5;2.5,20.5;62.25,77;91.75,125.5;115.75,87
1602;13.5,7;52,31.75;62.5,139.75;105,28.75;2.5,20.5;55.5,99.25;90.25,149.25;94,85.5
3325;31.5,7.25;38.75,31.25;63,139.75;105,28.75;22,17;56.25,97.75;84,173;94,85.5
3016;34.75,30.75;40.25,55.5;61.75,148.25;105,28.75;22,16.5;56.25,97.75;75.75,150.75;95.5,86.25
1972;13,36.75;36.75,51.75;61.75,148.25;90.75,36.5;23,22.75;56.25,97.75;75.75,150.75;103.5,78
2396;13,36.75;21,54.5;60.75,166.5;90.75,36.5;31.5,26.25;39.5,96.5;86,158.25;102.25,77.75
3232;13,36.75;24.5,52.75;67,171.25;83.25,24;31.5,26.25;47.25,110.75;89.5,147.5;102.25,77.75
2136;29.25,52.5;32.75,52;69.5,168;101,32.5;8,31;47.25,110.75;87,123.75;102.25,77.75
293;5.5,47.5;27.75,54;53.75,148.75;103,11.75;8,31;47.25,110.75;78.75,136.5;80.5,69.75
2388;5,48.5;19.25,46;38.5,157.75;103,11.75;7.5,30;41.5,110.5;78.75,136.5;88.5,76.25
3380;3.75,72.5;30.5,35.25;47,138;103,11.75;8.5,29.5;41.5,110.5;58,148.75;68,87.25
662;3.75,72.5;29.75,37;49.5,154;91,6;22,20.5;41.5,110.5;54.25,148.5;58.25,86.25
730;9.25,90.75;42.5,18.75;49.75,154.5;91,6;0.75,14.5;41.5,110.5;58.25,149;75.25,85.5
2079;18.25,114.25;39.25,31.25;49.75,154.5;91.5,4.25;0.75,14.5;41.5,110.5;49.75,147;69,92.5
3293;16.5,126.5;36.25,31.25;49.75,154.5;104.25,16.25;12.5,29.75;30,111.5;52,152.25;69,92.5
123;25,111.75;32.5,34.5;49.25,156.75;102.75,33.5;27.5,27;30,111.5;52,152.25;69.75,92
3592;25,111.75;27,36;49.25,156.25;102.75,36;27.5,27;30,111.5;50.25,149.25;59.75,76.25
475;25,111.75;27,37;54,169;101.75,34;30.75,4.25;32,120.5;50.25,149.25;60.25,73.25
1688;25,111.75;25.75,45.5;54,169;104.75,41.25;43,2.25;51,109.25;52,148.5;86.5,76
2463;17.5,80;27,46.25;54,169;107,55.25;43,2.25;46.75,111.75;72.75,173;104.75,79
