begin;0,0;0,224.5;274.25,0;274.25,224.5;0,0;0,224.5;274.25,0;274.25,224.5
199;0,31;76.5,109.75;237.25,53;242.25,176.5;0,31;40.5,199;201.5,54.25;237.75,208.25
1214;0,31;76.5,109.75;237.25,53;240.75,170;14.25,21.5;33,171.5;224,41;257.25,210
5983;39.25,18.5;42.5,105;237.25,53;240.75,170;4.5,9.25;32.5,172;193.75,32.5;252.5,169.75
5134;37.75,21.75;42.5,105;198.25,54.5;239.25,217.75;2.75,4.5;10.25,147.75;163.5,31.25;252.5,169.75
10627;21,2.75;42.5,105;176.75,62.25;208.25,194.5;1.75,5.5;17.75,159;132,56.25;252.5,169.75
7678;21,2.75;26.75,71.75;155,76.5;208.5,189.25;6.25,21.25;17.75,159;131.75,55.75;235.75,155
3605;21,2.75;25.5,72;155.75,45.5;208.25,192;3,19;51,159.5;111.25,69.5;235.75,155
2438;26.5,33;37.25,97.75;152,53;202,180.5;3,19;46.75,127.25;141.5,44;235.75,155
10622;11.25,41.5;50.25,130.75;152,53;237.5,200;20,11.25;46.75,127.25;118,11.75;235.75,155
6970;11.25,41.5;67.25,145.75;144.5,30;236,178.5;10.5,22.25;46.75,127.25;118.25,12;236.5,155.75
9560;13.5,36.75;93.5,130.25;132,9.5;236,178.5;10.5,22.25;46.75,127.25;125.5,35;209.5,151.5
10247;13.5,36.75;93.5,130.25;134.75,36.5;257.5,152.5;27.25,8.5;46.75,127.25;125.5,32.25;186.75,133
2381;13.5,36.75;73,108.25;142,45.5;257.5,152.5;23.25,20.75;46.75,127.25;128.75,12;205.75,108.5
9363;13.5,36.75;59.75,141.75;143,44;260.25,152.75;29,55.5;46.75,127.25;128.75,12;216,108.25
9391;13.5,36.75;62.5,138.5;148.5,26.25;267,126.5;29,55.5;52.75,135;128.75,12;249,103
9843;13.5,36.75;94,121.5;184.5,50.25;251.25,156;29,55.5;52.75,135;128.75,12;226.25,139.75
9754;11.75,32.75;94,121.5;184.5,50.25;251.25,156;7.5,81.75;72,96.25;128.75,12.75;221.25,150.5
6901;6,62.25;59,123;176.5,62.75;251.25,156;34.75,104;61,115;160.75,9.75;221.25,150.5
