begin;0,0;0,274.5;323.75,0;323.75,274.5;0,0;0,274.5;323.75,0;323.75,274.5
5889;0.25,37.5;27,252.25;291,66.25;303.25,219;0.25,37.5;20.75,239.75;234,98.75;240,272.5
12813;29,46.25;30.5,204.5;291,66.25;304.75,224.5;0.25,37.5;38.25,248;234.25,95.75;235.75,271.5
24183;9,35.5;57,189.25;291.25,71.5;295.5,249.25;23,70;38.25,248;228.25,88.75;235.75,271.5
30429;51,31.75;57,189.25;263.75,113.75;294.25,245.25;1.5,85.75;73.75,270.25;228.25,88.75;270.25,245.25
34754;51,31.75;73.5,201;243.25,99;287.5,224;33,85.5;68,272.5;223.75,89;270.25,245.25
15988;32.75,5.75;40,222.75;243.25,99;303.25,215.5;33,85.5;68,272.5;223.75,89;263.5,204.5
1422;34.5,5;37.25,252.25;243.25,99;278,236;33,85.5;68,272.5;249.75,72.5;281.75,195.75
8767;33,42.75;59.75,243.75;243.25,99;278,242.25;33,85.5;48.5,259.75;253.25,74.75;264.75,170.75
20104;44.75,83;51,234.25;246,98.5;278,242.25;56.75,80.5;64.5,263.75;253.25,74.75;264.75,170.75
32539;44.75,83;69.75,238.5;275,132.25;294.25,259.25;57.25,77.5;93.25,239;230.5,62;264.75,170.75
26517;60,97.25;69.75,238.5;292.5,147.25;309,252.75;57.25,77.5;119.75,217;218.75,75.5;264.75,170.75
23718;60,97.25;78.25,226.25;292.5,147.25;302.75,253.75;32.75,72.5;105.75,195.5;215.5,95.5;274.75,138.75
15022;60,97.25;106.75,219;291.25,146.5;300.75,255.25;32.75,72.5;91.75,188.75;208.5,122.25;282.5,170.5
89;82,99.5;106.25,209;282,120;300.75,255.25;3.25,73.5;91.75,188.75;219.5,115.75;282.5,170.5
31919;82,99.5;125.75,190.5;282,120;300.75,255.25;25.5,62.75;91.75,188.75;182,121.25;257,156
25081;116.75,84.25;155.5,192.25;287.5,88.5;301.5,224.25;3.5,32.25;91.75,189.5;182,121.25;257,156
32556;116.25,67.25;153.25,205.5;287.5,88.5;301.5,224.25;3.25,32.75;82.25,194.5;183,131.75;257,156
13434;95,83.5;153.25,205.5;288.5,46.25;307.5,228.25;30,64;59,170.75;183,131.75;231,189
31596;95,83.5;163.75,237;278.25,66.25;307.5,228.25;54.75,101;65.5,148.25;170,164.5;231,189
27565;68,76.75;176,265.75;279.75,92;300.5,235.5;54.75,92;65.5,148.25;170,164.5;231.5,190.5
31538;68,76.75;192.25,252.25;287.25,63.75;300.5,235.5;54.75,92;57.5,148;170,164.5;235.5,189
1577;44,71.75;216.25,252.5;287.25,63.75;300.5,224;47.75,92;78,135.75;152.25,157.75;235.5,189
33832;50,62.5;216.25,252.5;287.25,63.75;313.75,218.5;34,84.5;78,157;172,133.5;235.5,189
14545;52.25,62.5;210,235;287.25,63.75;313.75,218.5;45,60.5;107,168.75;181.75,160.75;224.25,212.75
15597;36,62.25;210,235;281,77.25;303.5,229.75;41.5,57;107,168.75;159.25,136.75;205,244.75
29233;36,62.25;179,212;263.75,91.25;303.5,229.75;55.5,45.75;105.75,190.75;158,137.5;225.75,267
31501;39,61.25;159.5,194;297.25,96.75;303.5,229.75;87,34.75;100.75,163.75;159.75,153.25;225.75,267
29412;39,61.25;160,211.75;272.5,83.75;304.5,224.5;118.5,23.25;120,195;166.75,187.5;225.75,267
34407;39,61.25;144.5,244.5;266.75,70;304.5,224.5;93,33;120,195;176,189.25;225.75,267
31510;50.75,32.5;166.5,246.75;266.75,70;283.75,240.25;93,33;126,170.75;164.5,148.75;224,264
3684;60.75,37;181.75,226.5;266.75,70;298.25,267.5;93,33;124.25,171.25;197.5,158.25;224,263.25
15475;97.75,65;210,253.5;266.75,70;298.25,267.5;101.75,30.5;124.25,171.25;192.75,165.5;224,263.25
32681;114.75,64.25;219.25,233.25;266.75,70;309.25,222.25;101.75,30.5;125.5,169.5;193,166.5;240.25,273.5
13286;125,72.75;247,202;294,102;309.25,209.25;101.75,30.5;125.5,169.5;224,168.25;240.25,273.5
12169;101.25,70.25;261.75,216;271,96.5;283.25,181.5;101.75,30.5;121.5,197.75;220.25,211;240.25,273.5
34662;77.25,83;266.5,227;271,96.5;283.25,181.5;101.75,30.5;162.75,198.5;198.75,229.25;239.5,261.75
18418;53.75,53.25;244.5,252.25;268.25,96.5;283.25,181.5;105,28;162.75,198.5;237,247;244.25,218.25
20689;56,75;244.5,252.25;258.75,130;283.25,181.5;105.5,28.25;210.5,206.75;238.5,242.5;283.5,211
32963;56,75;233.75,260.75;258.75,130;283.25,181.5;145.5,18.75;222,222.25;276.5,264.75;285.75,244.25
9727;56,75;278,236;278.25,87;302,230.5;147.5,22.75;198.75,229.25;261.75,243.75;276.5,264.75
32913;76.25,108.75;241,216;278.25,87;302,230.5;185.5,3;187.5,238.75;238.25,218.75;245,273
33568;70.5,137;242,220;278.25,87;304.75,222.5;185.5,3;187.5,238.75;243.5,216.75;253.5,226.75
26482;70.5,137;242,220;242.75,64.75;309.5,194;161.5,16.25;169.25,208.5;234.5,259.75;274.75,215.75
29568;91,160.25;218.75,175.75;223.75,110.75;304.25,231.75;161.5,16.25;168,207;246.75,264.75;274.75,215.75
19611;91.5,159.5;200.25,174.75;247.25,132.5;304.25,231.75;161.5,14;162,166.75;246.75,264.75;297,242.75
12715;103.25,117.25;185.75,171.25;247.25,132.5;305.75,210.75;161.5,13.25;197.25,173.5;246.75,264.75;303,228.75
36318;105,140.25;185.75,171.25;272.75,137.25;313.25,174.25;161.5,13.25;228.5,196.5;246.75,264.75;303,228.75
15240;105,140.25;178.5,151.25;265.25,113.5;313.25,174.25;161.5,13.25;215,237;222.5,238.25;280,198.5
35012;105,140.25;180.25,159;265.25,113.5;302.25,215;161.5,13.25;232.25,274;238.75,264.5;251.75,172
123;109.5,138;180.25,160;233.25,138;302.5,231.25;142.75,11.5;232.25,274;238.75,264.5;273,156.25
2770;105.5,140;156.5,176.5;207.25,165.75;316,212.5;142.75,11.5;232.25,274;238.75,264.5;300,173.25
35494;75,137;169.75,183;202,187.5;280.25,225;142.75,11.5;232.25,274;250,261.25;300,173.25
32842;83,133;153,198.25;212.5,227.25;234.25,240.25;142.75,11.5;232.25,274;261,226.25;288.5,193.25
19471;119,131.5;144,146;206,268;209.5,223.5;105.25,31.25;232.25,274;245.5,228;288.5,193.25
16687;91.25,90.25;102.75,175.25;209.5,223.5;223.75,249.5;119,55;232.25,274;263,185.25;275.25,173
26984;91.25,90.25;118,135.5;211,197.75;216,252;114.25,62;232.25,274;262,186.25;283.25,185.25
11589;71.75,77.75;143.75,131.25;196.5,193;210.5,232.25;86,48.75;232.25,274;260,228.75;283.25,185.25
18097;77,75.5;168.25,135.25;188.75,162.25;197,194.25;81.25,89.25;232.25,274;260,228.75;293.25,198.25
2749;42,70.75;169.75,151;187,163.75;220.75,178.75;47.25,106;232.25,274;260,228.75;288.25,198.75
16512;40,68;153.25,169;183.75,151.5;226.25,219.5;47.25,106;275.5,265;288.25,198.75;289,242
21966;26.5,56.5;153.25,169;168.25,153.25;207.5,196.5;84.5,133.75;271.5,262.25;288.25,198.75;289,242
35247;26.5,56.5;97,167;135,133;255,226.5;107.25,161.25;271.5,262.25;288.25,198.75;289,242
25048;26.5,56.5;82,136.25;142.25,140.25;222,214.5;90.5,158;242,264.5;288.25,198.75;289,242
21928;16.5,18.5;82,136.25;166.75,157.75;228.5,253;90.5,158;254,240;288.25,198.75;293,245.25
34521;29,39;54,104;166.75,157.75;242.75,231.5;98.5,191.5;222.5,262;288.25,198.75;293,245.25
14017;29,39;78.75,134.75;143.5,134.25;241.25,231.25;112.75,212.75;222.5,221.75;271.5,196.25;293,245.25
2796;3,38.5;78,104.5;143.5,134.25;223,248;139.75,193.75;223.5,219.5;244.25,192;293,245.25
3613;26.5,31.25;78,104.5;132.75,96.25;223,248;125.25,162.25;223.5,219.5;233.5,190.5;303,228.75
910;43.75,26.5;63.5,74;90.25,86.25;223,248;125.25,162.25;217,240;234,189.75;301,225.5
22620;50.75,38;81.75,40.75;90.25,86.25;223,248;126,130;180.5,215.75;234,189.75;301,226.5
35992;50.25,85;50.75,38;67.5,53.75;238,230.5;165,114.75;191.25,235.5;234,189.75;301,226.5
34447;21,110;68.5,37.5;68.5,43.5;266,239.5;165.75,136.25;191.25,235.5;239.5,215;301,226.5
36325;21,110;58.25,27;63.75,22;295.75,248.25;165.75,136.25;191.25,235.5;248.5,228.25;301,226.5
610;54.5,111.25;58.25,27;63.75,22;294.25,245.25;177.75,121.5;194.5,237;272,244.5;279,243.75
4627;35.5,72.25;55.5,19;63.75,22;264.5,245;152.25,114;173.5,211.75;270.25,272.25;279,243.75
27528;33,117.5;40,32;63.75,22;218.25,233.25;155,117.75;173.25,202.75;234.5,262.75;279,243.75
28730;26.75,73.5;35,41.5;85.75,19.25;209.75,270.5;165,137.25;173.25,202.75;234.5,262.75;279,243.75
18779;26.5,72.75;47.25,83.5;97,59.5;209.75,270.5;166.25,137.5;168.5,189;225,240;279,243.75
27354;29,38;60.75,121.75;97,59.5;209.75,270.5;139.25,154.75;163,167.75;214.75,266.5;299,221.25
32270;42.5,26.25;90.75,135;96,58.75;208.25,251.75;126.75,150;127.5,148.25;214.75,266.5;299,221.25
3449;31.25,27;81,99;96,58.75;172,246.25;138.25,155.75;146,157.5;214.75,266.5;299,221.25
17124;52.5,10.75;81,138;94,55.75;172,246.25;147.5,172;170.5,125.5;214.75,266.5;311,223.25
8397;49.5,10.75;81,138;114.25,65.75;149.25,271;123.25,151.25;170.5,125.5;174,257.25;313.5,224
18399;53.5,16.5;58.25,124.25;114.25,65.75;149.25,271;139.5,185.75;162.25,146.75;173.75,254.75;302.75,176.5
5248;53.5,16.5;58.25,124.25;114.25,65.75;200.75,266.5;174.5,174.5;193.5,153.75;209.75,267.5;275.25,171.5
3103;33.75,55.75;58.25,124.25;162.75,54.25;192,229;168,168.75;191.25,192.25;209.75,267.5;257.5,157.5
23551;6.75,27;57.25,122;184,47.5;192,229;168,168.75;178.75,199.5;224,251;268.5,152.25
1551;22.75,4.5;26,115;173.75,16.25;192,229;130.75,156.25;178.75,199.5;227.75,241.75;266.25,154.5
28373;22.75,4.5;55.75,83;175,35.25;192,229;129.25,167.5;151.75,196.5;228,245;242.5,120.5
34279;16.25,2.75;80.75,98.5;178,39.75;192,229;102.25,167;155,168;228,245;242.5,120.5
12455;16.25,2.75;93,78.25;193.25,65;230,215.5;68.75,147.75;146,196.5;219.25,246;242.5,120.5
19462;24.75,5.75;95,79;193.25,65;229,220.75;91.5,123.5;114.25,192.75;218,253.25;242.5,120.5
13040;24.75,5.75;130.75,92;174,47;229,220;91.5,123.5;130.25,192.25;201.75,261.25;231.75,94
27914;30.75,33;130.75,92;174,47;229,220;82.75,112.75;160.25,201;168,263;217.25,84.75
4633;30.75,33;104.5,63.25;208.75,24.5;242.75,192.75;79.75,116.75;144.75,208.5;168,263;244,63.75
28733;30.75,33;130.75,94;174,32.25;231.75,214.75;79.75,116.75;144.5,198.75;145.25,267.75;265.25,70.25
4145;45.25,69.75;130.75,94;200.25,23;231.75,214.75;93.75,78;113.75,193.25;153.25,228.5;265.25,68.5
28892;45.25,69.75;130.75,94;200,21.75;231.75,214.75;77.75,54.5;126,178;159,199.5;235.75,66.25
24341;61.75,37;96.5,83.75;193.5,2.25;212.5,232.25;58.5,73.75;126,178;159,199.5;235.75,66.25
25652;42.5,21;57.25,74.75;193.5,2.25;239,244.25;84,48.25;123.25,163.25;159,199.5;221.5,38
32060;42.5,21;45.75,83;229,21.5;239,244.25;100,44;125,131.25;148.25,209;216.25,75.5
34726;6.25,13.25;60.25,123;229,21.5;240.25,244.75;100,44;121.5,125;145.5,250.75;187.75,47.25
21113;28.5,39.5;60.25,123;234.75,6;271,234.25;82.25,33.25;85.75,113.25;124.25,244.75;187.75,47.25
12371;18.75,73.75;82.5,134.75;234.75,6;266.25,229;84.5,26;85.75,113.25;138.25,200;189.75,46
13469;18.75,73.75;92.5,168.25;206.5,38.75;244,243.25;47,39;85.75,113.25;125.75,177;189.75,46
13379;18.75,73.75;112,188.75;186,30.5;216.25,244.75;47.5,39.5;85.75,113.25;111,174;189.75,46
14894;14,75.25;119,189;186,30.5;215.25,235;21.75,25.75;85.75,113.25;112.75,193;189.75,46
31969;42.5,70.25;135.25,195.75;186,30.5;215.25,235;2.75,32.5;112.5,89.75;137.25,194;219,40.5
32589;5,87.25;155.75,177.5;186,30.5;215.25,235;12.5,25;112.5,89.75;133.25,156.25;209.75,81.5
6104;26,116.5;155.75,177.5;201.75,63;220.5,216.25;12.5,25;112,89.5;137.75,156.75;203.5,57
33759;51.25,130.25;155.75,177.5;201.75,63;214.75,187.25;12.5,25;112,89.5;122.5,196.5;218.25,26.75
7829;71.75,138.25;134,187;188.5,96.25;231.5,196.25;12.5,25;112,89.5;138.25,192.25;248.75,35.75
35443;85.5,168.25;156.5,178;177,131.75;231.5,196.25;21.75,42.5;112,90;138.25,192.25;227,51.75
12378;109.25,155.75;129,160.25;177.25,130;244.5,182.75;21.75,42.5;112,90;159,197.25;227,51.75
3333;87.75,135.5;119,176;212,106;244.5,182.75;21.75,42.5;112,89.5;177.25,201.75;253.75,62.75
6943;75.25,123;119,176;212,106;244.5,182.75;33.75,72.75;103.75,110;160,198.75;247.25,99
30773;75.25,123;112,140.25;227.75,123.5;245.75,183;33.75,72.75;126.25,132.75;160,198.75;236.5,80.25
32482;38,117.25;95,133.25;242.25,133.5;245.75,183;34.5,75.75;97.25,149;160,198.75;236.5,80.25
13090;38,117.25;71.25,135.5;229.75,158.75;282.5,166.75;37.25,51;92.5,108.25;156,194.25;236.5,80.25
30483;4.5,132.5;71.25,135.5;229.75,158.75;263.5,164.25;42.25,24;92.5,108.25;157,193.25;268.25,95.75
26979;3,141.25;71.25,135.5;230.75,145.75;260,167.25;14,18.25;92.5,108.25;161.25,201;268,96.5
5193;3,141.25;84,169;226.25,180.25;266.75,162.25;42.75,47.25;60,133.5;175.25,238.25;268,96.5
33077;3,141.25;104.5,151;226.25,180.25;268.25,161.25;42.75,47.25;81,116.25;170.75,248.5;232.75,95.5
