begin;pin_T_1_150;pin_T_1_150;pin_T_1_150;pin_T_1_150;pin_T_1_150;pin_T_1_150;pin_T_1_150;pin_T_1_150
5889;pin_T_1_150;pin_T_108_1009;pin_T_1164_265;pin_T_1213_876;pin_T_1_150;pin_B_83_959;pin_B_936_395;pin_B_960_1090
12813;pin_T_116_185;pin_T_122_818;pin_T_1164_265;pin_T_1219_898;pin_T_1_150;pin_B_153_992;vdd_B_937_383;pin_B_943_1086
24183;pin_T_36_142;pin_T_228_757;vdd_T_1165_286;pin_T_1182_997;pin_B_92_280;pin_B_153_992;pin_B_913_355;pin_B_943_1086
30429;pin_T_204_127;pin_T_228_757;pin_T_1055_455;vdd_T_1177_981;pin_B_6_343;pin_B_295_1081;pin_B_913_355;pin_B_1081_981
34754;pin_T_204_127;pin_T_294_804;pin_T_973_396;pin_T_1150_896;pin_B_132_342;gnd_B_272_1090;vdd_B_895_356;pin_B_1081_981
15988;pin_T_131_23;pin_T_160_891;pin_T_973_396;pin_T_1213_862;pin_B_132_342;gnd_B_272_1090;vdd_B_895_356;pin_B_1054_818
1422;pin_T_138_20;pin_T_149_1009;pin_T_973_396;pin_T_1112_944;pin_B_132_342;gnd_B_272_1090;pin_B_999_290;pin_B_1127_783
8767;pin_T_132_171;pin_T_239_975;pin_T_973_396;gnd_T_1112_969;pin_B_132_342;pin_B_194_1039;vdd_B_1013_299;pin_B_1059_683
20104;pin_T_179_332;pin_T_204_937;pin_T_984_394;gnd_T_1112_969;pin_B_227_322;pin_B_258_1055;vdd_B_1013_299;pin_B_1059_683
32539;pin_T_179_332;pin_T_279_954;pin_T_1100_529;pin_T_1177_1037;gnd_B_229_310;pin_B_373_956;pin_B_922_248;pin_B_1059_683
26517;pin_T_240_389;pin_T_279_954;pin_T_1170_589;pin_T_1236_1011;gnd_B_229_310;pin_B_479_868;pin_B_875_302;pin_B_1059_683
23718;pin_T_240_389;pin_T_313_905;pin_T_1170_589;pin_T_1211_1015;pin_B_131_290;pin_B_423_782;pin_B_862_382;pin_B_1099_555
15022;pin_T_240_389;pin_T_427_876;vdd_T_1165_586;gnd_T_1203_1021;pin_B_131_290;pin_B_367_755;pin_B_834_489;pin_B_1130_682
89;pin_T_328_398;pin_T_425_836;pin_T_1128_480;gnd_T_1203_1021;pin_B_13_294;pin_B_367_755;pin_B_878_463;pin_B_1130_682
31919;pin_T_328_398;pin_T_503_762;pin_T_1128_480;gnd_T_1203_1021;pin_B_102_251;pin_B_367_755;pin_B_728_485;pin_B_1028_624
25081;pin_T_467_337;pin_T_622_769;pin_T_1150_354;pin_T_1206_897;pin_B_14_129;gnd_B_367_758;pin_B_728_485;pin_B_1028_624
32556;pin_T_465_269;pin_T_613_822;pin_T_1150_354;pin_T_1206_897;vdd_B_13_131;pin_B_329_778;pin_B_732_527;pin_B_1028_624
13434;pin_T_380_334;pin_T_613_822;pin_T_1154_185;pin_T_1230_913;pin_B_120_256;pin_B_236_683;pin_B_732_527;pin_B_924_756
31596;pin_T_380_334;pin_T_655_948;pin_T_1113_265;pin_T_1230_913;pin_B_219_404;pin_B_262_593;pin_B_680_658;pin_B_924_756
27565;pin_T_272_307;pin_T_704_1063;pin_T_1119_368;pin_T_1202_942;gnd_B_219_368;pin_B_262_593;pin_B_680_658;vdd_B_926_762
31538;pin_T_272_307;pin_T_769_1009;pin_T_1149_255;pin_T_1202_942;gnd_B_219_368;pin_B_230_592;pin_B_680_658;pin_B_942_756
1577;pin_T_176_287;pin_T_865_1010;pin_T_1149_255;pin_T_1202_896;pin_B_191_368;pin_B_312_543;pin_B_609_631;pin_B_942_756
33832;pin_T_200_250;pin_T_865_1010;pin_T_1149_255;pin_T_1255_874;pin_B_136_338;pin_B_312_628;pin_B_688_534;pin_B_942_756
14545;vdd_T_209_250;pin_T_840_940;pin_T_1149_255;pin_T_1255_874;pin_B_180_242;pin_B_428_675;pin_B_727_643;pin_B_897_851
15597;pin_T_144_249;pin_T_840_940;pin_T_1124_309;pin_T_1214_919;gnd_B_166_228;pin_B_428_675;pin_B_637_547;pin_B_820_979
29233;pin_T_144_249;pin_T_716_848;pin_T_1055_365;pin_T_1214_919;pin_B_222_183;pin_B_423_763;vdd_B_632_550;pin_B_903_1068
31501;gnd_T_156_245;pin_T_638_776;pin_T_1189_387;pin_T_1214_919;pin_B_348_139;pin_B_403_655;pin_B_639_613;pin_B_903_1068
29412;gnd_T_156_245;pin_T_640_847;pin_T_1090_335;pin_T_1218_898;pin_B_474_93;pin_B_480_780;pin_B_667_750;pin_B_903_1068
34407;gnd_T_156_245;pin_T_578_978;pin_T_1067_280;pin_T_1218_898;pin_B_372_132;pin_B_480_780;pin_B_704_757;pin_B_903_1068
31510;pin_T_203_130;pin_T_666_987;pin_T_1067_280;pin_T_1135_961;pin_B_372_132;pin_B_504_683;pin_B_658_595;gnd_B_896_1056
3684;pin_T_243_148;pin_T_727_906;pin_T_1067_280;pin_T_1193_1070;pin_B_372_132;gnd_B_497_685;pin_B_790_633;vdd_B_896_1053
15475;pin_T_391_260;pin_T_840_1014;pin_T_1067_280;pin_T_1193_1070;pin_B_407_122;gnd_B_497_685;pin_B_771_662;vdd_B_896_1053
32681;pin_T_459_257;pin_T_877_933;pin_T_1067_280;pin_T_1237_889;pin_B_407_122;pin_B_502_678;vdd_B_772_666;pin_B_961_1094
13286;pin_T_500_291;pin_T_988_808;pin_T_1176_408;pin_T_1237_837;pin_B_407_122;pin_B_502_678;pin_B_896_673;pin_B_961_1094
12169;pin_T_405_281;pin_T_1047_864;pin_T_1084_386;pin_T_1133_726;pin_B_407_122;pin_B_486_791;pin_B_881_844;pin_B_961_1094
34662;pin_T_309_332;pin_T_1066_908;pin_T_1084_386;pin_T_1133_726;pin_B_407_122;pin_B_651_794;pin_B_795_917;pin_B_958_1047
18418;pin_T_215_213;pin_T_978_1009;vdd_T_1073_386;pin_T_1133_726;gnd_B_420_112;pin_B_651_794;pin_B_948_988;pin_B_977_873
20689;pin_T_224_300;pin_T_978_1009;pin_T_1035_520;pin_T_1133_726;vdd_B_422_113;pin_B_842_827;pin_B_954_970;pin_B_1134_844
32963;pin_T_224_300;pin_T_935_1043;pin_T_1035_520;pin_T_1133_726;pin_B_582_75;pin_B_888_889;pin_B_1106_1059;pin_B_1143_977
9727;pin_T_224_300;pin_T_1112_944;pin_T_1113_348;pin_T_1208_922;pin_B_590_91;pin_B_795_917;pin_B_1047_975;pin_B_1106_1059
32913;pin_T_305_435;pin_T_964_864;pin_T_1113_348;pin_T_1208_922;pin_B_742_12;pin_B_750_955;pin_B_953_875;pin_B_980_1092
33568;pin_T_282_548;vdd_T_968_880;pin_T_1113_348;pin_T_1219_890;pin_B_742_12;pin_B_750_955;pin_B_974_867;pin_B_1014_907
26482;pin_T_282_548;vdd_T_968_880;pin_T_971_259;pin_T_1238_776;pin_B_646_65;pin_B_677_834;pin_B_938_1039;pin_B_1099_863
29568;pin_T_364_641;pin_T_875_703;pin_T_895_443;pin_T_1217_927;pin_B_646_65;gnd_B_672_828;pin_B_987_1059;pin_B_1099_863
19611;vdd_T_366_638;pin_T_801_699;pin_T_989_530;pin_T_1217_927;gnd_B_646_56;pin_B_648_667;pin_B_987_1059;pin_B_1188_971
12715;pin_T_413_469;pin_T_743_685;pin_T_989_530;pin_T_1223_843;vdd_B_646_53;pin_B_789_694;pin_B_987_1059;pin_B_1212_915
36318;pin_T_420_561;pin_T_743_685;pin_T_1091_549;pin_T_1253_697;vdd_B_646_53;pin_B_914_786;pin_B_987_1059;pin_B_1212_915
15240;pin_T_420_561;pin_T_714_605;pin_T_1061_454;pin_T_1253_697;vdd_B_646_53;pin_B_860_948;pin_B_890_953;pin_B_1120_794
35012;pin_T_420_561;clock_T_721_636;pin_T_1061_454;pin_T_1209_860;vdd_B_646_53;pin_B_929_1096;pin_B_955_1058;pin_B_1007_688
123;pin_T_438_552;vdd_T_721_640;pin_T_933_552;pin_T_1210_925;pin_B_571_46;pin_B_929_1096;pin_B_955_1058;pin_B_1092_625
2770;pin_T_422_560;pin_T_626_706;pin_T_829_663;pin_T_1264_850;pin_B_571_46;pin_B_929_1096;pin_B_955_1058;pin_B_1200_693
35494;pin_T_300_548;pin_T_679_732;pin_T_808_750;pin_T_1121_900;pin_B_571_46;pin_B_929_1096;pin_B_1000_1045;pin_B_1200_693
32842;pin_T_332_532;pin_T_612_793;pin_T_850_909;pin_T_937_961;pin_B_571_46;pin_B_929_1096;pin_B_1044_905;pin_B_1154_773
19471;pin_T_476_526;pin_T_576_584;pin_T_824_1072;vdd_T_838_894;pin_B_421_125;pin_B_929_1096;pin_B_982_912;pin_B_1154_773
16687;pin_T_365_361;pin_T_411_701;vdd_T_838_894;pin_T_895_998;pin_B_476_220;pin_B_929_1096;pin_B_1052_741;pin_B_1101_692
26984;pin_T_365_361;pin_T_472_542;pin_T_844_791;pin_T_864_1008;pin_B_457_248;pin_B_929_1096;gnd_B_1048_745;pin_B_1133_741
11589;pin_T_287_311;pin_T_575_525;pin_T_786_772;pin_T_842_929;pin_B_344_195;pin_B_929_1096;pin_B_1040_915;pin_B_1133_741
18097;vdd_T_308_302;pin_T_673_541;pin_T_755_649;pin_T_788_777;pin_B_325_357;pin_B_929_1096;pin_B_1040_915;pin_B_1173_793
2749;pin_T_168_283;pin_T_679_604;vdd_T_748_655;pin_T_883_715;pin_B_189_424;pin_B_929_1096;pin_B_1040_915;gnd_B_1153_795
16512;vdd_T_160_272;pin_T_613_676;pin_T_735_606;pin_T_905_878;pin_B_189_424;pin_B_1102_1060;gnd_B_1153_795;pin_B_1156_968
21966;pin_T_106_226;pin_T_613_676;pin_T_673_613;pin_T_830_786;pin_B_338_535;pin_B_1086_1049;gnd_B_1153_795;pin_B_1156_968
35247;pin_T_106_226;pin_T_388_668;pin_T_540_532;pin_T_1020_906;pin_B_429_645;pin_B_1086_1049;gnd_B_1153_795;pin_B_1156_968
25048;pin_T_106_226;pin_T_328_545;pin_T_569_561;pin_T_888_858;pin_B_362_632;pin_B_968_1058;gnd_B_1153_795;pin_B_1156_968
21928;pin_T_66_74;pin_T_328_545;pin_T_667_631;pin_T_914_1012;pin_B_362_632;pin_B_1016_960;gnd_B_1153_795;pin_B_1172_981
34521;pin_T_116_156;pin_T_216_416;pin_T_667_631;pin_T_971_926;pin_B_394_766;pin_B_890_1048;gnd_B_1153_795;pin_B_1172_981
14017;pin_T_116_156;pin_T_315_539;pin_T_574_537;gnd_T_965_925;pin_B_451_851;pin_B_890_887;pin_B_1086_785;pin_B_1172_981
2796;pin_T_12_154;pin_T_312_418;pin_T_574_537;pin_T_892_992;pin_B_559_775;vdd_B_894_878;pin_B_977_768;pin_B_1172_981
3613;pin_T_106_125;pin_T_312_418;pin_T_531_385;pin_T_892_992;pin_B_501_649;vdd_B_894_878;pin_B_934_762;pin_B_1212_915
910;pin_T_175_106;pin_T_254_296;pin_T_361_345;pin_T_892_992;pin_B_501_649;pin_B_868_960;vdd_B_936_759;clock_B_1204_902
22620;pin_T_203_152;pin_T_327_163;pin_T_361_345;pin_T_892_992;pin_B_504_520;pin_B_722_863;vdd_B_936_759;gnd_B_1204_906
35992;pin_T_201_340;pin_T_203_152;pin_T_270_215;pin_T_952_922;pin_B_660_459;pin_B_765_942;vdd_B_936_759;gnd_B_1204_906
34447;pin_T_84_440;pin_T_274_150;pin_T_274_174;pin_T_1064_958;pin_B_663_545;pin_B_765_942;pin_B_958_860;gnd_B_1204_906
36325;pin_T_84_440;pin_T_233_108;pin_T_255_88;pin_T_1183_993;pin_B_663_545;pin_B_765_942;pin_B_994_913;gnd_B_1204_906
610;pin_T_218_445;pin_T_233_108;pin_T_255_88;vdd_T_1177_981;pin_B_711_486;pin_B_778_948;pin_B_1088_978;pin_B_1116_975
