begin;pin_T_1_55;pin_T_1_55;pin_T_1_55;pin_T_1_55;pin_T_1_55;pin_T_1_55;pin_T_1_55;pin_T_1_55
6529;pin_T_1_55;pin_T_27_844;pin_T_29_170;pin_T_41_872;pin_T_1_55;pin_B_37_823;pin_B_210_125;vdd_B_271_1060
3319;pin_T_1_55;pin_T_74_903;pin_T_80_180;pin_T_113_887;pin_B_89_24;pin_B_97_775;pin_B_254_245;vdd_B_271_1060
5710;pin_T_1_55;pin_T_57_994;pin_T_80_180;pin_T_132_995;pin_B_94_24;pin_B_194_852;pin_B_257_174;pin_B_291_962
2427;pin_T_1_55;pin_T_20_966;pin_T_85_156;pin_T_182_995;pin_B_47_71;pin_B_194_852;pin_B_257_155;vdd_B_295_956
2139;pin_T_7_118;pin_T_12_1094;pin_T_85_156;pin_T_90_1046;pin_B_29_118;pin_B_131_749;pin_B_139_122;vdd_B_295_956
4200;pin_T_3_55;pin_T_12_1094;pin_T_128_137;pin_T_194_989;pin_B_104_133;pin_B_111_862;pin_B_136_26;vdd_B_295_956
6804;pin_T_3_55;pin_T_53_967;pin_T_141_179;pin_T_194_995;pin_B_70_26;pin_B_138_703;pin_B_154_14;vdd_B_295_956
9344;pin_T_75_51;pin_T_105_903;vdd_T_146_178;pin_T_217_953;pin_B_21_154;pin_B_138_703;pin_B_154_14;pin_B_192_1042
7429;pin_T_71_180;pin_T_86_1028;pin_T_162_148;pin_T_188_966;pin_B_37_165;pin_B_38_680;pin_B_154_14;pin_B_192_1042
1179;pin_T_66_182;pin_T_86_1028;pin_T_189_134;vdd_T_189_998;pin_B_112_238;pin_B_130_729;pin_B_154_14;pin_B_158_1023
8626;pin_T_42_378;pin_T_86_1028;pin_T_156_74;vdd_T_189_998;pin_B_10_131;pin_B_150_661;pin_B_154_14;pin_B_158_1023
8677;pin_T_42_378;pin_T_86_1028;pin_T_95_100;pin_T_164_1084;vdd_B_9_135;pin_B_99_628;pin_B_114_107;pin_B_158_1023
4038;pin_T_122_331;pin_T_149_989;pin_T_156_61;pin_T_164_1084;gnd_B_7_135;pin_B_99_628;pin_B_125_17;pin_B_130_1052
6542;pin_T_77_217;pin_T_81_878;pin_T_99_116;pin_T_141_995;gnd_B_7_135;pin_B_99_563;pin_B_125_17;pin_B_130_1052
8524;pin_T_25_173;pin_T_34_889;pin_T_71_100;pin_T_141_995;gnd_B_7_135;pin_B_61_691;pin_B_161_140;pin_B_170_1014
7846;pin_T_25_173;pin_T_34_889;pin_T_139_179;pin_T_178_988;pin_B_5_209;pin_B_59_803;pin_B_253_193;pin_B_278_920
5597;pin_T_65_227;pin_T_93_842;pin_T_103_227;pin_T_174_1023;pin_B_5_209;pin_B_59_803;pin_B_258_237;pin_B_278_920
920;pin_T_78_233;pin_T_131_891;pin_T_195_278;pin_T_225_951;gnd_B_3_207;pin_B_115_893;pin_B_258_237;pin_B_278_920
628;pin_T_111_225;pin_T_140_907;pin_T_189_361;pin_T_225_951;pin_B_84_270;vdd_B_113_892;gnd_B_240_257;pin_B_278_920
8714;pin_T_111_225;pin_T_140_907;pin_T_190_299;pin_T_214_991;pin_B_90_246;pin_B_145_805;pin_B_181_362;pin_B_278_920
8448;pin_T_89_202;pin_T_140_907;pin_T_190_299;pin_T_234_904;pin_B_98_224;pin_B_145_805;pin_B_186_425;pin_B_288_933
2050;pin_T_17_170;pin_T_33_888;pin_T_200_224;pin_T_234_904;pin_B_111_249;pin_B_121_722;pin_B_186_425;pin_B_205_922
6514;pin_T_17_170;pin_T_82_882;pin_T_200_224;pin_T_206_993;pin_B_68_302;pin_B_142_806;pin_B_222_433;pin_B_284_1019
8340;pin_T_17_170;pin_T_18_838;pin_T_129_153;pin_T_160_1084;pin_B_104_374;pin_B_183_925;pin_B_222_433;pin_B_295_940
6101;pin_T_62_100;pin_T_62_808;gnd_T_132_155;pin_T_160_1084;vdd_B_102_377;pin_B_217_916;pin_B_247_446;pin_B_295_940
4823;pin_T_79_233;pin_T_118_820;pin_T_151_282;pin_T_262_1070;vdd_B_102_377;pin_B_217_916;pin_B_272_546;pin_B_295_940
4733;pin_T_30_299;pin_T_47_717;pin_T_151_282;pin_T_211_988;pin_B_140_269;pin_B_161_894;pin_B_272_546;gnd_B_295_950
6089;pin_T_6_373;pin_T_55_745;pin_T_179_274;pin_T_190_1080;pin_B_109_230;pin_B_184_934;pin_B_272_546;gnd_B_295_950
3233;pin_T_7_461;pin_T_55_745;pin_T_179_274;pin_T_190_1080;pin_B_176_144;pin_B_188_918;pin_B_216_487;pin_B_287_974
184;pin_T_112_487;pin_T_134_840;pin_T_145_161;pin_T_190_1080;pin_B_149_152;pin_B_188_918;gnd_B_215_511;vdd_B_293_985
7430;pin_T_72_505;pin_T_117_902;pin_T_153_282;pin_T_158_989;pin_B_59_246;pin_B_88_894;gnd_B_215_511;vdd_B_293_985
6268;pin_T_44_496;pin_T_47_887;pin_T_153_282;pin_T_155_1086;pin_B_14_176;pin_B_16_824;pin_B_288_595;vdd_B_293_985
3440;pin_T_17_368;pin_T_34_888;pin_T_95_219;pin_T_169_1046;pin_B_14_176;pin_B_16_824;pin_B_245_545;vdd_B_293_985
4336;pin_T_71_385;pin_T_143_886;pin_T_165_167;pin_T_169_1046;gnd_B_8_183;pin_B_120_721;pin_B_245_545;vdd_B_293_985
412;pin_T_51_493;pin_T_143_886;pin_T_165_167;pin_T_167_988;pin_B_50_90;pin_B_161_782;pin_B_249_507;pin_B_270_1028
2738;pin_T_72_494;pin_T_109_776;gnd_T_166_169;pin_T_210_904;pin_B_58_14;pin_B_93_726;pin_B_249_507;pin_B_270_1028
1430;pin_T_72_494;pin_T_83_875;pin_T_169_224;pin_T_203_874;pin_B_58_14;pin_B_65_686;pin_B_236_551;vdd_B_271_1031
732;pin_T_19_457;pin_T_69_927;pin_T_94_303;pin_T_161_949;pin_B_58_14;pin_B_181_705;pin_B_236_551;vdd_B_271_1031
7605;pin_T_19_457;pin_T_31_890;pin_T_94_303;pin_T_134_992;pin_B_92_71;pin_B_173_787;pin_B_180_506;gnd_B_271_1033
4420;pin_T_19_457;pin_T_31_890;pin_T_116_276;pin_T_134_992;pin_B_46_94;pin_B_135_815;pin_B_168_472;pin_B_210_1042
8001;pin_T_31_401;pin_T_61_875;pin_T_108_404;pin_T_134_992;pin_B_46_94;pin_B_102_680;pin_B_132_370;pin_B_216_1018
4238;pin_T_78_494;pin_T_140_882;pin_T_151_478;pin_T_163_1066;pin_B_46_94;pin_B_74_686;pin_B_177_364;pin_B_216_1018
6410;pin_T_52_447;pin_T_92_844;gnd_T_151_466;pin_T_163_1066;pin_B_14_131;pin_B_74_686;pin_B_209_313;vdd_B_210_1019
2572;pin_T_48_471;pin_T_100_876;gnd_T_151_466;pin_T_193_1086;pin_B_14_131;pin_B_159_729;pin_B_168_298;vdd_B_210_1019
397;pin_T_81_497;pin_T_100_876;pin_T_140_503;pin_T_151_1027;gnd_B_17_138;pin_B_133_803;pin_B_207_309;vdd_B_210_1019
6010;pin_T_35_603;pin_T_100_876;pin_T_101_493;pin_T_151_1027;pin_B_81_127;vdd_B_134_820;pin_B_259_224;pin_B_276_1055
1160;pin_T_35_603;pin_T_47_960;pin_T_110_488;pin_T_151_1027;pin_B_113_172;pin_B_188_897;pin_B_258_274;gnd_B_271_1054
