begin;0,0;0,224.25;173,0;173,224.25;0,0;0,224.25;173,0;173,224.25
2201;16.25,190;53.25,129.75;116.25,207.25;145.75,161.5;15.5,113.5;35.25,184.75;61.25,50.25;123.75,125.25
5175;13.75,178.75;53.25,129.75;122.5,186.25;145.75,161.5;24.5,108;44.75,201.5;61,56.5;123.75,125.25
2517;5.25,204.25;51.25,129.75;100,173.25;165.75,182.25;24.5,108;44.75,201.5;74.25,65.5;114.5,145.75
765;26.5,186.25;41.25,131;97,186.5;165.75,182.25;4.25,85.5;66.25,189.5;74.25,65.5;94.25,119
311;25.25,166.25;29.5,162.75;97,186.5;168,175.25;11.5,105.75;66.25,189.5;74.25,65;103.5,135.75
2418;2.25,147.75;29.5,162.75;97,186.5;168.5,169.25;34.25,101.5;62.75,183.25;75.25,64.5;105,134
1716;0.25,137;2,166.5;78.25,191;168.5,169.25;20,117.5;39.5,169.75;75.25,64.5;105,134
3646;16,134.75;24.75,161.75;78,178;140,157.75;35.75,108;39.5,169.75;75.25,64.5;105,134
2943;16,134.75;51,171.5;80.25,184.75;127,184.75;28.5,102.5;39.5,169.75;64,68;105,134
1370;16,134.75;65.75,193;82.5,157.75;125.75,215.5;5.75,111.5;39.5,169.75;83.25,68.5;113.5,117.5
1683;16.25,136.75;77.5,184.25;82.75,188.5;140,199.75;5.75,111.5;31.75,166.25;83.25,68.5;106,97.75
4619;18,104.25;87.75,156;106,185;140,199.75;8.75,141.75;54.5,182.5;83.25,68.5;104.75,99.25
0;56.25,89.5;78,146.25;118.5,197.25;135.75,188.75;11,177.5;54.5,182.5;83.25,68.5;107.75,104.5
3052;56.25,89.5;59,135.5;81,198;168.5,197;40,170.75;54.25,169.5;83.25,68.5;105.5,104.5
3382;36.75,78;83,146.25;87,220;168.5,197;63.25,171.5;66.5,185;83.25,68.5;134.75,95.25
2437;39.5,117.75;83,146.25;104,183.5;167,192.75;52.75,140.25;71.75,163.5;79.75,48;134.75,95.25
1974;44.75,150.75;83,146.25;104,183.5;167,192.75;50.75,126;68.75,153.5;73.25,55;125.75,116
5896;55.75,158.25;60.75,137.5;79.75,185;167,192.75;50.75,126;69,154;73.25,74.5;125.75,116
2623;48.5,179.25;77,131.5;99.25,219.25;132.25,189.75;25.75,156.75;69,154;73.25,74.5;95,115.75
1693;74,191.5;79.75,125.25;121.75,221.25;125.75,216.25;25.75,156.75;54.5,182.5;73.25,74.5;124,115
5462;33,196.5;77.75,125.25;121.75,221.25;125.75,216.25;2.75,128.75;21.75,195.25;33.25,59.5;134.5,115.25
5699;33,196.5;61.5,95;117,220.75;125.75,216.25;20.5,102.75;21.75,195.25;37.5,61.75;106,116.75
2689;33,196.5;79.25,82.5;96.75,217.5;125.75,216.25;5.25,120.25;5.25,192.75;37.5,61.75;126,124.75
5924;51.75,205.5;72,57.75;78.25,196.25;106,186.75;5.25,120.25;5.25,192.75;42.25,60.5;126,124.75
2571;51.75,205.5;70.25,56.75;88.25,163.75;115.5,179.75;5.25,120.25;26.5,194.5;65,83;108,144.75
2874;31,188;63.75,31;63.75,141.5;111.75,204.5;5.25,120.25;30.5,198.25;65,83;108,146
478;31,188;77.75,1.25;78,144.25;88.5,191.5;5.25,120.25;30,201.75;73.25,73.75;111.25,140.25
2276;7.75,190.75;77.75,1.25;85.25,124.5;92.25,160;5.25,120.25;30,201.75;73,73.25;99.5,131.75
1548;7.75,190.75;61.5,11.25;63.5,149.75;104.25,171.75;25,91.75;42.75,214.25;82.75,38.25;99.5,131.75
3197;7.75,190.75;61.5,11.25;89.5,145.5;97.25,185;31,106.25;55.25,203.5;76.5,16;98.75,134
4004;8.25,203;80.25,26.25;97.25,161.5;97.25,185;21,111;65,195;76.5,16;98,134
2752;29.5,188.5;66.75,45.25;79.5,144;97.25,185;21.5,113.5;55.5,168.5;76.5,16;98.75,134
2379;17,198.25;69.75,75.75;79.5,144;93.75,197.25;21.75,95.25;55.5,168.5;89.75,22.25;98.75,134
5954;24.75,168.25;69.75,75.75;83.25,125;96.25,163.75;48.25,80.25;54.75,135;89.75,22.25;98.75,134
3810;38.5,175;69.75,75.75;89,133.25;96.75,164.25;54,79.25;56,129.5;89.75,22.25;106.75,115.75
1518;38.5,175;73.5,76;79.25,169.75;89,133.25;25.25,83.25;52.25,115.75;58.5,4.25;76.25,137.5
2723;51,169;64.75,108;94.25,185.75;94.75,102;31,88;52.25,115.75;58.5,4.25;76.25,137.5
2168;51,169;87.75,110.25;103,171.75;115.75,101.5;3.25,72.25;49.5,115.5;58.5,4.25;91.75,121.5
1285;60.75,135.5;63.25,135;103,171.75;120.5,116;34.75,67.5;56.75,124;58.5,4.25;125.25,114.5
1576;71.25,107;82.25,117.25;103,171.75;113.5,89.25;41.25,50.5;68.25,93.25;84.25,7.5;125.25,114.5
5238;82.25,84.5;88.25,86.75;118.25,189.25;137,94.5;36.75,24.75;68.25,93.25;89.25,10.5;125.25,114.5
1110;82.5,86.25;88.25,86.75;88.75,185.25;128.75,99;21.75,2.25;80.25,59.5;89.25,10.5;152,91
3220;69.5,85.75;70.25,87;92.75,160;139.75,96.75;21.75,2.25;48.5,65.5;89.25,10.5;152,91
5784;69.5,85.75;70,93.75;80,160.25;138,67;4.5,15.5;40,47.25;89.25,10.5;129.25,71
5904;70,93.75;81.5,80.5;94.5,178.75;163.5,40.75;4.5,15.5;27,68.25;72.25,2;129.25,71
3140;84.25,90.25;90.5,96.5;94.5,178.75;144.25,35.75;4.5,15.5;14.5,62.25;58.25,17.5;128.75,70.75
5786;67.25,62;73.25,72;83.5,203;144.25,35.75;4.5,15.5;9.5,39.5;58.25,17.5;128.75,70.75
3045;41,75.5;51,60;71.25,186;144.25,35.75;4.5,15.5;33.5,68.5;54.25,42.25;119.25,73.5
3293;41,75.5;50.5,60;87.75,191.5;144.25,35.75;35,28.25;56,62.25;63.75,74.25;140.75,88.75
3658;31.5,41.5;63.75,78.5;98.5,185.75;144.25,35.75;35,28.25;42.75,47.25;63.75,73.75;135.25,77.25
4011;31.5,41.5;75.25,45;111.75,206.5;114,51;3.5,46.75;42.75,47.25;50.25,109;113,49.75
2263;31.5,41.5;75.25,45;83.25,196.5;114,51;18.5,60.5;37.75,25;43.75,108.75;108,63.75
5979;14.75,19.75;75.25,45;83.25,196.5;144.5,63.5;0.25,60.75;37.75,25;43.75,108.75;77,49.25
3532;46,4.5;75.75,45.75;89.75,162.75;143,58.75;6.5,30.5;38.75,25;43.75,108.75;77,49.25
2952;40,27.75;49.5,27.25;61.25,150.75;142.75,59.25;6.5,30.5;39,32.25;43.75,108.75;77.75,48.5
1510;10.25,8;34.5,10.5;92.5,145;105.5,52;6.5,30.5;39,32.25;40,98.5;77.75,48.5
4328;1.5,44;32,38.75;65,111;105.5,52;6.5,30.5;33.75,80;41,60.5;77.75,48.5
5705;1.5,44;32,38.75;65,111;106.5,22.75;21.25,32.5;33.75,96.75;53.25,25;77.75,48.5
4839;1.5,44;49.5,3.5;65.25,129.75;83.75,1.75;15.25,28;33.75,96.75;36,32.5;102.75,43.5
5414;1.5,44;49.5,3.5;91.75,165.25;127,17.5;15.25,28;18.25,86.25;36.25,33;119.5,17.5
3210;32,39.75;49.5,3.5;83,196.5;94.5,12.25;18.25,23.25;18.25,86.25;37.25,33.25;150.25,17
1032;33.5,44.25;49.5,3.5;94.25,211.5;117.75,35;18.25,23.25;30.75,80.25;59.25,59.25;150.5,18
5767;33.5,44.25;89.75,2.75;95.25,188;117.75,35;25.5,19.25;55.75,113.5;60,79.25;150.5,18
949;33.5,44.25;89.75,2.75;95.25,212.5;117.75,35;38.25,29;45.75,97.5;63.25,110.75;148.25,32.5
5772;33.5,44.25;89.75,2.75;95.25,212.5;117.75,35;37.75,29;41,106.5;58.75,123;133.25,33.25
183;33.5,44.25;80.75,26.5;95.25,212.5;144.25,17.75;37.75,29;41,106.5;66.5,135;132.25,33.25
3696;36.75,8;75.25,45;95.25,212.5;144.25,17.75;37.25,30;54,97.75;67.5,108.75;130.25,50
5651;49.25,13;58,36.75;67,183.75;168.25,10.25;37.25,30;53.75,107.5;67.5,108.75;104.25,71.5
5894;59.25,38.25;65.25,11;96.75,160;167.5,4.5;6.75,9.75;53.75,107.5;67.5,108.75;105.25,71.5
5290;43,68.25;65.25,11;96.75,160;164,37.75;6.75,9.75;30.25,106;36.75,113;129,58
1200;43.25,67.5;65.25,11;66,165.25;128.25,44.25;9.25,42.75;23.75,83.25;38,109;129,58
822;41.5,101;65.25,11;75,144.25;146.75,30.25;15.25,30.75;25.5,47;62,140.5;129,58
5708;41.5,101;65.25,11;75,144.25;123.5,26.75;37.5,59.5;59.25,58;68.25,166;139.25,89.25
2308;42.5,100.75;65.25,11;96.75,163.75;126.75,26;22.5,68.75;59.25,58;84,155.75;123.25,93.5
799;42,97.75;81.75,2.75;88.25,164.75;126.75,26;22.5,68.75;59.25,58.25;99,170.5;103.5,98.25
4929;42,97.75;76.75,37;88.25,164.75;126.75,26;26.75,91.25;86,48;96,143.75;126.25,116
4634;40.75,128.75;76.75,37;88.25,164.75;126.75,26;47.75,95.25;100.25,41;102.75,135.5;129.5,123.75
3086;40.75,128.75;69,28.75;88.25,164.75;126.75,26;36.5,68.5;75.25,13.5;132.5,142.5;160.75,139.25
702;40.75,128.75;66.25,29.5;79,171;100.75,2.75;36,68.75;108,15.5;129,131.5;160.75,139.25
988;33.75,105;44.75,61;95.25,186.5;100.75,2.75;44.75,107;108,15.5;128,132.5;129.5,119.25
2171;33.5,103.5;44,76;89,146.25;102,2.75;45.25,115.75;108,15.5;129.5,119.25;154.5,140.5
4955;34.25,100.75;60.25,59;82.25,118;136.75,20.75;5.25,119.25;115.25,15.25;129.5,119.25;154.5,140.5
198;33.75,101;60.5,60;101.25,93;106.5,19.75;42.75,140;115.25,15.25;129.5,119.25;153.5,142
2563;32,106.25;85.75,33.25;101.25,93;102.5,13;38.75,136.25;115.25,15.25;134.5,123.5;145.5,165.5
3623;36.5,103.5;89.25,34.5;99.5,92.25;113.75,16.5;77,140.25;115.25,15.25;134.5,123.5;144,168
660;11.5,99.25;97.75,30.75;99.5,92.25;112,12;85.25,156.25;115.25,15.25;131.75,97.25;144,168
2278;49.5,103;61,12.25;73.5,80;112,12;69,189.25;117,13.25;123.25,116.75;144,168
5479;54.5,102.75;90,2.5;94,67.75;105.25,22;57.5,195;117,13.25;120,146;144,168
1469;58.5,144;62,11;89.5,34.75;140.25,32.75;34.75,166.25;117,13.25;120,146;144,168
5300;44.75,155.25;64.5,10.25;98.75,34.5;159.5,47.5;34.75,166.25;117,13.25;120,145.5;144,168
1948;48,154.25;56.5,15;125.25,28.5;153.75,16;10.25,194.25;117,13.25;121.75,114.25;144,168
3257;10.25,146;56.5,15;128.75,43.25;145.75,31.75;3.5,207.75;109.5,22.75;121.75,114.25;144,168
5872;1.5,124;83.25,26.25;104.5,49.25;145.75,31.75;10.5,206.25;107.75,21.75;121.75,114.25;143,168
235;2.75,98;81.75,2;104.5,49.25;160.25,64;21.5,201;107.75,21.75;139.5,91;143,168
3752;9.5,66.25;116,26.25;116.5,51.25;160.25,64;52.25,212.5;107.75,21.75;116.75,87.75;122.75,174.75
5186;34.5,83.75;94.25,2.5;116.5,51.25;149.25,92.75;76,210.75;108.5,21.75;116.75,87.75;122.75,174.75
4311;37.75,105;81.25,1.25;150,43.75;158,73.75;76,210.75;107.25,17.75;116.75,87.75;129.25,193
4940;37.75,105;72.5,31.75;150,43.75;159,55.5;59.5,201.25;107.5,13;116.75,87.75;146.25,212.5
3336;29.75,78;75.75,27.5;150,43.75;159,55.5;74,193.5;112.5,16;122.75,119;145.25,211
1939;29.75,78;66.75,51.25;127.5,67.5;136,67.75;87.75,192.5;112.5,16;120.25,139.25;129.25,196
4405;25.5,57.75;49.5,26.5;127,67.25;160.75,103.75;87.75,192.5;112.5,16;123.25,118.25;143.75,172.25
5272;50.5,27;59.75,13.75;91,56.5;156.5,94.25;97.25,191;112.5,16;123.25,118.25;143.5,171.75
66;62.75,53.25;90.25,28.25;117.5,89.25;127.5,67.5;62.5,169.5;112.5,16;137.5,131.75;143.5,171.75
215;44.5,26.25;66,53.5;116.75,126.25;137.5,64;62.5,169.5;89.25,13.75;115.25,106.75;143.5,171.75
1585;44.5,26.25;70.75,83.5;135.75,124.75;138,63;38.75,201;108,13.25;110.25,140.25;143.5,171.75
4623;29,3.5;44.25,103.25;135.75,124.75;144.25,30.5;64.5,195.5;108,13.25;114.5,126.5;148.25,157.5
3747;29,3.5;34.25,100.75;98.75,135.25;142.25,35.75;62.75,223.75;108,13.25;118.75,105.75;126.25,135.75
5763;29,3.5;33.75,101;60.25,143.5;163.75,54;82.75,223;117.75,6.75;118.75,105.75;134.25,135.75
3990;29,3.5;40.25,97.5;82.75,188.25;150.75,70.5;82.75,223;112.5,4.25;114,119.25;124.75,139.5
3981;4.5,31.75;47.25,66.75;116.75,210;144.75,73;82.75,223;112.5,4.25;135.5,89;142.25,115
5681;4.5,31.75;66.75,40.75;142.75,190.5;144.75,73;94,198.75;112.5,4.25;142.25,115;146,89.25
3004;18.5,39;67.25,39.5;112,217.25;141.5,106;52.25,203.5;112.5,4.25;142.25,115;146,89.25
5944;29,21.5;46.75,14.75;112,217.25;132.75,97;52.25,203.5;112.5,4.25;142.25,115;157.75,82.5
3712;14.25,17.25;31.75,19.75;96.25,185.5;111.25,100.5;52.25,203.5;81.75,9.75;142.25,115;157.75,82.5
5555;9.75,19.75;31.75,19.75;96.25,185.5;114.5,89;52.25,203.5;81,9.5;121.75,115.5;147.75,47.75
5259;13,26;67.75,9;123.75,209.5;132,92.25;52.25,203.5;116.5,6.5;121.75,115.5;136.75,15
1336;13,26;67.75,9;123.75,209.5;139.75,116.25;13,193;108.25,15;120.75,125.75;127.75,19.75
34;34.5,26.5;66,11.75;123.75,209.5;142,150.75;4.75,195.25;107.75,21.75;121.25,129.25;127.75,19.75
952;15.25,43.5;66,11.75;81.25,202.75;123,178.75;4.75,195.25;84.75,21.25;99.25,142.75;126.75,8.5
2997;15.25,43.5;45.75,3.75;78.75,205;161.75,175;4.75,195.25;51.25,42.25;96,168.75;151.5,32.75
5179;27,22.25;45.75,3.75;78,196.5;153.5,200.75;4.75,222;50.5,42;78.5,137.75;151.5,32.75
1849;6,45.25;45.75,3.75;87.5,187.25;123.5,222.5;4.75,222;63.25,41.75;86.75,126.5;155.5,5.75
292;6.75,45.25;34.5,20;54.75,214.75;116,185.25;4.75,222;72,28.5;86.75,126.5;135.25,17.25
3111;14.25,16.75;19.75,50.75;65.25,193;140,159.5;20.25,195.75;72,28.5;119,121.25;135.25,17.25
4306;6.5,17.25;18,19.75;40,210.25;133,145.75;9.5,209.75;72.25,29;119,121.25;135.25,17.25
4764;6.5,17.25;18,19.75;30.25,197;128.75,145.5;22.5,194.75;72.25,29;92.75,116.25;109.75,13
4967;4.75,39.75;18,19.75;30.25,197;87.25,171.25;1.25,193.75;29.5,12.75;90.5,119.75;116.25,15.25
675;7.5,66.75;16.25,53.25;60.75,208.75;87,130.25;1.25,193.75;30.5,11;62,137.5;116.25,15.25
3342;29.25,64.25;39.25,71.5;78,197;79.25,122;20.75,198;30.5,11;52.25,115.75;116.25,15.25
773;6.75,39.25;42,98.25;89,188;91.75,160.5;20.75,198;30.5,9.5;52.25,115.75;95.5,19.75
3714;19,13.75;46.5,116.5;82,187.75;103,186.75;20.75,198;30.5,9.5;52.25,115.75;117.25,18.25
2285;19,13.75;42,154.75;80,184.5;118.75,209.5;20.75,198;30.5,11;68,106;131.75,17.75
1388;8.75,44.75;51,166.5;56.75,201.75;84,192.5;23.5,202.5;30.5,9.5;68,106;131.75,17.75
1197;8.75,44.75;34.5,199;85.75,197.5;98.25,178.5;6.5,196.5;30.5,9.5;30.5,108.75;131.75,17.75
44;4.25,74.25;14.75,180.75;85.75,197.5;89.5,171.75;13.75,214.75;40.25,27.25;51.5,125.5;131.75,17.75
1533;4.25,74.25;16,195.25;70.75,216.75;89.5,171.75;14.75,214.25;40.5,26.75;63,106;115,49
349;1.25,104.25;16,195.25;70.75,216.75;94,177.75;27.75,198.25;36.5,9.75;38,111;130.25,58.25
899;1.25,104.25;15.25,190.5;50.75,213.75;59,187;27.75,198.25;36,9.5;50.75,139.5;129.25,58.5
217;10,114.5;15.75,164.25;20.75,206;59,187;2.75,197;36,9.5;50.75,139.5;129.25,58.5
4469;3.25,148;23,191;42.75,184.75;46.75,156.75;2.75,197;36,9.5;36.25,172.75;148,21
2702;6,147.75;23,191;29.5,166.75;43.75,184.5;2.75,197;30.5,47.75;76.5,173.25;147.25,48.75
2960;1.5,161;6,186.5;12,154;30,187.5;6.5,196;25.5,47.5;76.5,173.25;147.25,48.75
5890;1.5,161;6,186.5;8.75,150.75;35,190.25;6.5,196;31.5,47.25;97,194;131.75,33.75
929;8.25,200;11.25,160.5;13.5,195;70.5,183.75;6.5,196;17.25,30.5;97,194;148.25,17.5
5103;8,210.25;11.25,160.5;15.5,189.75;81.5,187;6.5,196;35,48.25;70.25,204.75;167.25,14
3323;8.75,195.5;30.5,145.5;40,210;87.75,171.75;6.5,196;35,48.25;76.75,208;166.75,12.5
1916;16.25,186.5;50,171.75;65.5,210.25;72.25,198;6.5,196;49,48.5;76.75,208;166.75,12.5
3920;16.25,186.5;48.25,173.75;65.25,211;93.75,163.25;6.5,196;65.5,70;76.75,201.75;126.5,5.5
4611;8,187.75;48.25,173.75;65.25,211;103.75,172.25;6.5,196;42.75,78.75;100,209;108.25,16.25
2522;21.5,190.75;54.5,187;65.25,211;98,144.25;6.5,196;30.25,67.5;105,207;108.25,16.25
572;2,210.5;54.5,187;89.5,220;128,157.25;6.5,196;34.5,48.75;113.75,178.25;118.25,14.5
5145;1,212.25;48.5,167.5;94.75,189;117.25,184.25;6.5,196;34.75,21;92.5,192.5;118.25,14.5
360;6.25,212.25;51,172;86.75,168;117.25,184.25;6.5,196;34.25,20.5;85.5,157.25;120.25,3.75
5500;8.25,186.25;51,172;84,168.75;133,214;6.5,196;53,36;102,156.75;120.25,3.75
1675;9.5,214.5;70.5,158.25;77.75,184.25;133,214;3.75,193.75;73.75,29.5;98.5,190.5;120.25,3.75
5865;14.5,195;70.5,158.25;71.25,207.5;152.25,213.75;6,201;73.75,29.5;98.5,190.5;120.25,3.75
1738;41,211.5;60.75,142.5;70.5,210.25;144.5,173;43,201.25;73.75,29.5;98.5,190.5;110.5,13.25
5332;41,211.5;60.75,142.5;66,213;146.75,140.25;3.5,207.75;94.5,21.75;98.5,190.5;110.25,14.5
3848;31.25,183.25;56.5,137.5;57.25,209.75;139,122.25;3.5,207.75;94.5,21.75;105.75,170;144.75,21.75
5342;34.5,187.25;56.5,137.5;66.25,189;142.5,104.5;26,195.75;94.5,21.75;105.75,170;142.25,30.5
850;6,194.75;58.75,149.75;63.75,189;163.25,92.75;8.5,176.75;85.5,11.25;105.75,170;142.25,30.5
4954;6,194.75;58.75,149.75;63.75,189;151.75,93.25;19.5,150;93,23.75;96.25,156;153,32.5
2910;6,194.75;85,177.25;95.75,184.25;172.25,88.25;22,150;93,23.75;95.25,155.5;166.5,22.5
5378;6,194.75;70.25,192;73.25,203.25;161,64.5;17.75,151;93,23.75;95.25,155.5;165.5,22.25
5403;24.5,194.75;69.5,217.5;70.25,192;140.75,93.75;17.75,151;70.25,17.5;95.25,155.5;165.5,22.25
5212;24.5,194.75;79,197;96,188;113.75,104;49.25,138.5;70.25,17.5;74.25,164.5;165.5,22.25
3607;31,197.5;76.5,202.5;96,188;102.75,106.25;22,113;70.25,17.5;89,193.5;166,22.25
2047;16,168.25;76.5,202.5;96,188;96.75,106.25;51.75,87;73.25,18.5;111.75,189.25;162,8.75
2564;15.25,178.75;76.5,202.5;80,183.75;105.25,103.5;72,74.5;73.25,17.75;126.25,173.75;162,8.75
2537;15.5,190;61,192.75;71.5,192.5;83.75,84.25;72,74.5;109,14.5;126.25,173.75;135.25,31.5
4462;15.5,190;57.5,215.25;89,188;104,103.5;38.75,80.75;109,14.5;134,150;147.25,48.25
5237;15.5,190;57.5,215.25;92,212;128,92.25;52,96.25;109,14.5;133,118.75;142,32.75
312;10.25,207;57.5,215.25;98.5,189;128.5,91;52.75,117;109,14.5;116,120.25;144.75,38.75
5271;7.75,194.5;58.25,186.25;98.5,189;125.75,53.25;62.25,137.75;109,14.5;135,89.25;144.75,38.75
3062;17.25,195.5;48.75,177;87,184;121,51.5;61.25,110.5;120,4.5;135,89.25;144.75,38.75
3164;4.75,206.5;48.25,176.5;81.5,196;128.25,24.75;35.75,96.25;120,4.5;136.25,63.75;144.75,38.75
4425;4.75,206.5;49.75,150.75;86.75,191;145.75,30;35.75,96.25;127.25,16.25;127.5,58;146.25,37
4904;26.5,199.75;57.5,183.5;87.25,160;161.75,46.5;30.5,108;127.25,16.25;127.5,58;146.25,37
4215;8.75,195.5;73,192;78.5,137;147.25,32.75;53.75,123;127.25,16.25;127.75,58.5;146.25,37
1758;18.5,186.5;73,192;81.25,126;123.25,16.25;53,155.25;110.75,15.25;127.75,58.5;146.25,37
1001;18.25,183.25;81.25,180.75;95.75,137.25;116.75,30;55.5,170.25;109.25,14.25;127.75,58.5;146.25,37
3951;30,170.25;92,211.5;95.75,137.25;128.5,58.5;61.25,202.25;109.25,14.25;133.75,95;165.25,6.25
3095;10.25,164.25;92,211.5;95.25,137.75;109.5,63.5;48,214.25;109.25,14.25;113.75,104.75;148.5,32.5
2389;10.25,164.25;112.75,222.5;127.75,135.5;128.75,45.75;58,214.5;117.75,13.5;126.75,115.25;148.5,32.5
2150;10.25,164.25;112.75,222.5;127.75,135.5;162.5,38;73,204.75;87.25,18.75;107.25,143.75;145.75,33.5
5304;9.75,163.75;112.75,222.5;118.25,128.5;140.25,42.75;73,204.75;87.25,18.75;103,178.5;141.25,32.5
567;3,147.25;112.75,222.5;120.5,119.25;140.25,42.75;59.75,189.25;75.75,38.25;131.25,205;157,64
5371;3,147.25;133.75,196.75;134,144.75;136.75,31;31,196.25;75.75,38.25;131.25,205;131.5,72.5
4811;3,147.25;102.5,189;106.5,172.25;136.75,31;7.25,172;36,47.5;96.5,191;132,90.25
