begin;pin_T_0_692;pin_T_0_692;pin_T_0_692;pin_T_0_692;pin_T_0_692;pin_T_0_692;pin_T_0_692;pin_T_0_692
31787;pin_T_402_354;pin_T_637_967;pin_T_806_308;pin_T_983_1055;pin_T_0_692;pin_T_0_692;pin_B_613_56;pin_B_952_969
23399;pin_T_402_354;pin_T_626_921;pin_T_893_337;gnd_T_983_1046;vdd_B_1_692;pin_B_55_764;pin_B_717_64;pin_B_952_969
4800;pin_T_404_229;pin_T_626_921;gnd_T_894_344;pin_T_898_980;vdd_B_1_692;pin_B_55_764;pin_B_639_19;pin_B_1025_891
26374;gnd_T_390_230;pin_T_626_921;pin_T_951_490;pin_T_981_924;vdd_B_1_692;pin_B_184_848;pin_B_594_162;pin_B_1025_891
4441;gnd_T_390_230;pin_T_626_921;pin_T_1031_426;pin_T_1058_852;pin_B_46_794;pin_B_251_738;pin_B_462_87;pin_B_1025_891
31952;gnd_T_390_230;pin_T_547_839;vdd_T_1038_427;pin_T_1058_852;pin_B_62_875;pin_B_170_816;pin_B_462_87;clock_B_1000_888
44048;pin_T_318_306;pin_T_413_761;pin_T_979_557;pin_T_1058_852;pin_B_70_975;pin_B_170_816;pin_B_476_20;clock_B_1000_888
35279;pin_T_318_306;pin_T_481_899;pin_T_919_550;pin_T_1058_739;pin_B_146_982;pin_B_257_783;pin_B_476_20;pin_B_900_847
11113;pin_T_384_293;pin_T_574_922;vdd_T_925_554;pin_T_1058_739;pin_B_89_876;pin_B_257_783;gnd_B_470_31;pin_B_832_823
23706;pin_T_420_390;pin_T_608_991;vdd_T_925_554;pin_T_1058_739;pin_B_62_928;pin_B_334_871;gnd_B_470_31;pin_B_832_823
26677;pin_T_371_344;pin_T_608_991;vdd_T_925_554;pin_T_1076_787;pin_B_36_969;pin_B_334_871;gnd_B_470_31;pin_B_735_911
46606;pin_T_371_344;pin_T_545_928;vdd_T_925_554;pin_T_1063_769;pin_B_36_969;pin_B_304_890;gnd_B_470_31;pin_B_679_790
18811;pin_T_371_344;pin_T_567_839;pin_T_931_652;pin_T_1063_769;pin_B_106_954;pin_B_426_828;vdd_B_478_40;pin_B_744_851
45716;pin_T_371_344;pin_T_525_740;gnd_T_943_650;pin_T_1035_768;pin_B_106_954;pin_B_296_878;vdd_B_478_40;pin_B_670_740
