begin;0,0;0,324.25;274,0;274,324.25;0,0;0,324.25;274,0;274,324.25
44214;15,72;152.5,272.25;180,110.75;215,218.5;18.5,55.5;65,284.5;198,200.5;219,306.5
27063;1,61.25;119.25,286.25;188.25,131;212,215.5;11.5,91.75;62,258.25;198,200.5;219,306.5
17349;1,61.25;118.75,285.5;170,165;194.5,213;11.5,91.75;65,265;194,195.5;195.75,309.5
25946;1,61.25;118.75,285.5;148.5,183.75;196.75,214.5;25.5,51.5;95.75,231.5;194,195.5;195.75,309.5
20475;1,61.25;103.5,270.25;164.75,185.5;179.5,225.75;23.75,60.5;124.25,215;194,195.5;195.75,309.5
23899;24.25,34.75;97.25,307;171.25,218;198,211.25;23.75,60.5;124.75,215.25;194,195.5;195.75,309.5
49489;24.25,34.75;119.75,311.5;151.25,246.25;198,211.25;23.75,60.5;114.25,244.5;180.25,225;234.25,316.5
36118;24.25,34.75;114.5,307.25;122.25,254.5;207,212;46.75,86.5;107.75,228.25;179.5,225.25;234.25,316.5
6209;24.25,34.75;110.25,301.75;114.25,275.5;207.25,212.5;85.75,75.75;118.75,235.25;179.75,224.75;234.25,316.5
17497;18.5,81.5;90.5,300.5;129.25,311.5;207.25,212.5;85.5,76.25;90,229.25;224,221;234.25,316.5
6845;45.5,83.25;83,302.25;129.25,311.5;173.25,223;85.5,76.25;108.5,245.75;233,204.25;234.25,316.5
44516;48.75,67.75;85.5,303.75;129.25,311.5;162,206.25;85.5,76.25;93,212;216,226.75;234.25,316.5
47083;75.75,100.75;85.25,303.25;109.25,301.25;146,172.25;85.5,76.25;93,212;219.75,258;234.25,316.5
11081;76,101;88.25,303.5;110.25,273;148,189;85.5,76.25;104.25,236.5;219.75,258;234.25,316.5
41732;106,87.5;114.75,276.25;132.25,281;146.75,219.75;85.5,76.25;117.75,242.75;219.75,258;234.25,316.5
27462;108,75.75;111,278;122.5,300.5;154,226.25;88,90;117.75,242.75;219.75,259.75;234.25,316.5
12152;93.5,131.25;109.25,306.25;111,278;154.25,171.5;63.75,116.5;117.75,242.75;216.25,217;234.25,316.5
32348;93.5,131.25;106.75,281.25;109.75,306.75;154.25,173.5;61.75,124.5;124.25,229;217.5,234;234.25,316.5
42280;93.5,131.25;107.25,281;109.75,306.75;183.25,161.25;61.75,124.5;153.25,226;195.75,227.25;227.5,324.25
12335;109,133.25;109.25,307;110.75,274.5;183.25,161.25;61.75,124.5;171.25,257.75;215,200.75;216,286.75
24279;108.75,133.75;109.25,307;110.75,274.5;180.75,147.75;61.75,124.5;173.75,237.75;178,218;253.75,287.25
45290;108.75,133.75;109.25,307;110.75,274.5;186,112;33.25,147.5;161.25,256.75;216.25,215.5;253.75,287.25
4754;85.25,111;109.75,306.75;111,278;186.5,98.5;62.5,152.25;161.25,256.75;233.75,231.5;253.75,287.25
10541;85.25,111;109.75,286;109.75,306.75;227,95.25;57.75,122.25;181.25,292.25;221.25,244;253.75,287.25
24476;85.25,111;134.25,303.5;137.75,278.5;194,82.25;58.75,122.25;161.75,308.5;221.25,244;243.75,314.5
6492;85.25,111;134.75,303.25;150.75,242.5;194,82.25;73.25,125;135,305.5;226.25,258;226.25,297.25
49410;85.25,111;94,308;150.75,242.25;194,82.25;73.25,125;102,285.75;230,258.5;233,298.75
1354;85.25,111;101,318.75;150.75,242.25;186.5,99;59.5,120;89,298.5;217.5,234.5;235,269
30720;77,76;129.25,304;150.75,242.25;186,98.75;37.25,130;85.75,288.25;217.5,234.5;235,269
38402;77,76;129.25,304;150.75,242.25;186,98.75;40,158.25;94.25,266;202.75,232.25;249,238.5
36371;49,68;129.25,304;150.75,242.25;186,98.75;50.25,149.25;61,258;202.75,232.25;225.25,259
19993;14,73.5;129.75,304.5;147.5,234.5;186,98.75;50.25,149.25;71.25,292.75;226.25,231.75;240.25,295.5
13474;6,58.5;173.25,309.5;179,266.25;186,98.75;77.5,123;89.5,313.25;226.5,232.5;240.25,295.5
45109;2,65.25;173.25,309.5;185.25,282.5;186,98.75;39.75,100.5;97.5,292.5;226.5,232.5;235.5,281
16978;46.75,53.25;173.25,309.5;183.75,262;232,122.25;19.25,119.5;97.5,292.5;216.75,215.25;231.25,301
12579;78,73.75;179.25,311.25;181.5,279.75;236,123.75;19.25,119.5;97.5,292.5;216.5,257.5;243.25,309.25
15324;78.5,73.75;157.5,277.5;187.75,289.5;236,123.75;19.25,119.5;90,294;217.75,284.5;233,324.25
27440;78.75,73.25;152.5,244.5;188.25,289.5;204.25,130.75;57.75,114;90,294;215.25,275;233,324.25
20068;78.75,73.25;122.25,218.5;187.5,266.5;232.5,123.75;57.75,114;90,294;179.25,258.75;227,323.75
9828;78.25,100.25;116.5,196;174.5,259.25;232.5,123.75;61.5,82;90,294;181,254.5;250.75,309.75
50135;84.5,134.5;106.75,174;174.5,259.25;258,111.75;61.5,82;83.25,299.75;181.75,254.5;250.75,309.75
44681;82,111.25;122,147;174.5,259.25;222.25,130;49.75,94.5;83.25,299.75;181,254.5;250.75,309.75
6423;82,113.5;131,113.5;174.5,259.25;201.25,137.75;49.75,94.5;86.25,298.5;167.75,226.5;248.25,310
771;104.5,101.75;112,101.75;170.5,277;209,127.25;49.75,94.5;101,316;167.75,226.5;248.25,310
19900;84,116.5;88.5,135.5;171.75,279.5;209,127.25;49.75,94.5;102.75,316.25;196.5,203.5;256,301.75
47396;55.5,119;75.5,144.5;131,285.75;196.75,105.25;35,108.5;102.75,316.25;196.5,203.5;256,301.75
14989;56,119.25;72.25,164.75;108.75,254;196.75,105.25;35.5,83.25;78.25,299.5;196.5,203.5;260.5,303.5
45338;85.75,126.25;99.25,196;121.25,259.25;178.5,92.75;35.5,83.25;46.25,283.75;196.5,203.5;260.5,303.5
25624;85.75,126.25;100.5,230.5;121.25,259.25;153.25,77.25;16.75,52;53,300;236,201.5;260.75,303
34149;111.75,150.25;131,208.25;135.25,278.5;159,48.5;15,11.75;80.25,284.75;236,201.5;260.75,303
48780;103.25,163.25;131,208.25;140,288.25;159,48.5;15,11.75;94.25,266;253.25,200.75;260.5,303.5
22055;131,208.25;133.5,172.5;141,259.25;196.75,43;22.25,23.25;78.5,267;253.25,200.75;260.75,303
23250;120,195;127.5,140.75;155.75,302.5;201.5,9;22.25,23.25;56.5,308.25;253.25,200.75;260.5,303.5
9061;120,195;166.25,165.5;184.25,301;201.5,9;36.25,51.5;65.25,306;241.5,178;260.5,303.5
4060;159.5,186.75;169.75,138.5;172.75,296.5;208,10.75;36.25,51.5;65.25,306;196.5,176.75;260.5,303.5
18103;156.75,224.25;169.75,138.5;173.25,296.5;204,43.25;4,75;65.25,306;164,190;260.75,303
44517;122.5,210;169.75,138.5;173.25,296.5;187,48;4,75;51.75,273.25;134.75,207;260.75,303
26220;122.5,210;158.5,177;172,295.75;187.25,49.75;31,98.5;51.75,273.25;95,218.75;246.5,316.5
15786;139,219.75;159.25,177.25;163.5,277.5;207.25,46;18.5,119.5;69.5,279.25;95,218.75;246.5,316.5
28703;109.5,253;159.25,177.25;163.5,277.5;225.25,43;18.5,119;79.5,286;79.75,202;254.75,285
7043;136,259;146,175.5;163.5,277.5;204.5,10.75;18.5,119;53,278.5;56.5,199.75;254.75,285
22481;114.5,258.75;138.5,171.5;159.75,273.5;204.5,10.75;16.5,119.75;39,298.75;62,227.75;254.75,285
49419;90,274.75;126,137.75;170,306.5;204.5,10.75;16.25,120.5;39,298.75;58.5,220;254.75,285
27807;94,306;135.75,145.5;158.5,320.75;204.5,10.75;16.5,119.75;23.5,267.75;80,209;254.75,285
11966;118.75,311.5;135.75,145.5;158.5,320.75;172.75,24.5;16.5,123;24.25,267;66.5,243;253.75,267.75
31848;136.5,317.75;149,174.75;158.5,320.75;164.25,62.25;16.5,123;24.25,267;65.5,232;246.75,283.25
30263;97.25,322.25;116.75,133;183.25,283.5;203.25,17.75;16.5,123;24.25,267;56.75,228;254.75,253.75
28186;97.5,288.5;138.5,105.5;199.5,280;203,18.75;16.5,123;22.75,237.5;56.75,228;232.75,237.5
46891;76.25,317;138.5,105.5;204.5,298;215.25,47.75;16.5,122;22.75,237.5;56.75,228;229.75,207.5
27172;76.25,317;138.5,105.5;191.75,310.25;212.75,44.5;15.5,122.5;59,257.25;86.75,228.5;233.75,222.5
41894;76.25,317;163.5,138.75;190.5,307;201.5,10.75;37,85.75;59,257.25;80.5,216.25;242.75,253.75
15048;49,287.25;163.75,177;190.5,307;201.5,10.75;37.5,86.5;59,258.75;88,226.75;242.75,253.75
13025;62,256.5;163.75,177;190.5,307;201.5,10.75;1.75,114;71,227.75;85.5,272.5;234,235.5
1949;63.75,210;163.25,177.25;190.5,307;201.5,10.75;1.75,114;26.5,238.25;89.75,229.75;253.75,202
27754;90,233;163.75,178.5;217.5,280.25;235.5,31.75;1.75,114;26.5,238.25;123.25,213.75;255,200.75
45217;63.5,231.5;201.25,167.5;217.5,280.25;234.75,67.5;7.5,112.75;26.5,238.25;93.5,216.5;255,200.75
32508;60.75,232.25;202.5,167.5;217.5,280.25;267.25,71.5;2.5,77;26.5,238.25;123.5,236.5;253.75,202.25
34923;41.75,259.75;168.5,152.75;235.75,290.75;262.5,52.75;19.25,45.5;26.5,238.25;112.25,230;253.75,202.25
14334;45,288;163.75,138;215.25,290.75;262.25,23;9,19.5;27,244.75;112.25,230;253.75,202.25
32025;31.5,278.5;153.25,106.25;247.5,295.75;262.25,23;1.5,49.5;27.75,244.75;101.5,203.25;253.75,202.25
25310;29,272.5;129.75,90.5;234.5,290.75;242,32;1.5,49.5;23,252.75;83.75,231.5;253.75,202.25
31920;63.25,265.25;100.25,99.5;235.25,301.25;242.25,31.25;7,52.75;22.5,252.5;83.75,231.5;253.75,202.25
32832;76.25,242.75;113,75.25;227.75,298.75;242.25,30.75;7,52.75;25.5,214.5;83.75,231.5;236.5,203
45133;99.75,242.5;150,77.75;227.75,298.75;242.25,30.75;4.75,48;50.75,190;120,230;236.5,203
33726;110.25,276.5;146.75,45.25;217.5,295;242.25,30.75;4.75,48;42.5,191.5;103.5,231.25;236.5,203
44820;131.25,295.75;149.5,67.75;217.5,295;242.25,30.75;0.5,76;42.5,191.5;107.25,231.25;236.5,203
49354;118.75,304.5;149.5,67.75;241.5,310.75;252.25,51.75;0.5,76;43.5,192.25;125.25,250.5;230.75,216.75
31748;110,302.75;120,49;230.75,299.75;252.25,51.75;0.5,76;21.25,205;130,253;232.5,254.5
36869;108.5,301.75;120,49;230.75,299.75;252.25,51.75;6.75,52.25;23.75,191;120.25,276.5;258.75,261.5
2836;78.75,304;94.75,39.25;215.25,276.75;252.25,51.75;6.75,52.25;57.5,201;153,271.25;247.5,233
43116;78.75,304;119.75,35;215.25,276.75;246,25;7.25,17;52,227.75;153,271.25;247,233
26503;79.5,303.75;86,22.25;183.75,266.75;243.25,68.75;29.25,24.5;52,227.75;153,271.25;247,233
46137;44.25,308.75;86,22.25;189.25,227.25;243.25,68.75;29.25,24.5;55,243;160,248.25;247,233
43099;44.25,308.75;86,22.25;212,232;243.25,68.75;26.25,19.5;57.75,245.75;183.5,224.75;230.25,217
14185;32,313.75;86,22.25;214.25,251.5;251.75,101.25;26.25,19.5;57.75,245;183.25,225.25;220.25,238
46481;40.75,286.75;57.25,40.5;231.25,256.75;251.75,101.25;35.25,11.5;57.75,245;183.25,225.25;220.25,238
10838;51.75,259.5;57.25,40.5;231.25,256.75;253.25,101.25;21.5,47.25;79,228.5;195,208.5;220.25,237
4458;46.75,292;57.25,40.5;219.5,278.25;225.5,104.75;25.5,47.25;64.75,203.75;190.25,249.25;195,208.5
42773;15.5,303.75;53.5,8.25;220.5,274.25;225.5,104.75;46.25,21.75;64.75,203.75;172.5,276.5;201,213.5
47973;14.25,313;72.25,42;220.5,274.25;236,134;21,7.25;47,201.5;154,301.75;201,213.5
37408;14,312.5;68.25,68.25;216.5,254.75;227.25,122.75;39.25,21.25;52,160.75;154,301.75;201,213.5
49381;21.25,276;67,71.25;219.25,222;220.75,121.75;39.25,21.25;55.5,171.75;154,301.75;201,213.5
1310;30.25,277.75;84,60.5;220.5,212.5;241.25,115.25;55,37;83.5,163.5;154,301.75;201,213.5
3333;59.75,274.25;84,60.5;209.25,224.5;241.25,115.25;28,56;99.5,187;134.5,304.5;201,213.5
12351;66.25,247;84.75,59.75;209.25,224.5;259.5,115.5;28,56;83.75,176.5;127.5,304.75;205.25,208.5
47777;63,213;70,79.25;212.5,223.5;259.25,109.5;28,56;83.75,176.5;158.25,306.5;205.25,208.5
15301;78.25,219.75;90.25,65;179.25,243.25;257.75,108.75;2.75,80;49,172;158.25,306.5;205.25,208.5
27602;78.25,219.75;88.75,46.75;209.75,217;258.25,111;37.25,101.5;72,182.25;181.5,280;205.25,208.5
22206;76,254.5;92.75,48.25;188.25,187.25;239.5,136.25;41.25,129.5;73.5,183.5;181.5,280;205.25,208.5
45473;76,254.5;97.5,42.25;160.25,185.25;239.5,136.25;42.5,159.5;73.5,183.5;181.5,280;205.5,206
28013;76,254.5;97.5,42.25;140.5,209.75;269.75,124.75;42.25,153;73.5,183.5;168.25,258.75;211.25,226.25
43834;45.75,247.75;70.75,58;148.5,205.25;271,97;42.25,153;49,201.5;168.25,258.75;211.75,226
2185;48,257;84,27.5;151.5,173.25;272,97.25;44.5,130;49,201.5;168.25,258.75;246.5,226
35968;48.25,260;55,15.75;169,173.75;271.5,97.25;35.75,145;49,201.5;168.25,258.75;236.25,236
27529;47.5,260.75;55,15.75;134.75,156;269,73.25;40.25,149.25;49,201.5;173.75,218.25;195.5,231.5
19558;23.75,263.5;24.75,6.5;116.75,194.75;259.75,73.75;40.25,149.25;49,201.5;157.5,248.75;214.75,251.25
33058;32.25,228.25;43.75,52;154.75,221;259.75,73.75;43,107.25;55,245.5;157.5,248.75;214.5,249
37079;41,260.25;42,53.25;154.75,221;257.25,58;43,107.25;51,256;173,250.5;218,219.5
47179;10.5,242.75;42.25,55.25;154.75,221;249.5,100;43,107.25;51,256;168.75,258.75;210,185.75
46757;10.75,241;49.25,69.25;154.75,221;208,117.5;47.25,129;51,256;168.75,258.75;201.75,170.25
35843;11,240.5;49.25,69.25;154.75,221;241,135.5;51.5,157.75;83.75,272;137,251.75;173.75,169.5
28100;3,255;49.25,69.25;135,215;240.75,110;51.5,157.75;82,292.5;135.5,251.5;189.75,138
49804;3,255;46.25,64.5;162,206.5;240.75,110;51.5,157.75;111.75,314.5;113.25,229.5;214.75,130.5
25269;5.25,283.5;70,36.5;174,239.75;240.75,110;51.5,157.75;111.5,316.25;114,230;217.5,152.25
24752;28.75,306.75;80,25.25;174.5,240.75;271.25,112.5;51.5,157.75;93.75,289.75;114,230;218,153.5
35741;28.75,306.75;105,15;174.5,240.75;272,112;55.25,152;103.25,283.75;119.5,204;244.75,140.25
33639;35.5,317.75;126.75,30.5;209.75,223.75;272,112;52.25,130;103.75,283.75;151.75,206.5;244.75,140.25
21152;54.25,310.75;126.75,30.5;219,207.5;272,112;49.5,152.75;103.75,283.75;140.25,180.75;237.25,176.5
21983;82.75,312.75;102.25,4.25;219,207.5;233.75,104.25;24,156;103.75,283.75;114.5,184;236,148.5
46651;84,308.25;102.25,4.25;200,172.5;209.25,83.25;44.5,159.75;112,304.75;114.5,184;233,148.5
7393;83.75,308.75;85,38;200,171.25;209.25,83.25;44.5,159.75;109.5,323.5;137,186.25;226.75,179.25
16339;58.5,292.5;63,6.75;195,139.5;246.75,79.5;44.5,159.75;108.75,323.75;137,186.25;225.5,179.75
41131;22.75,267;84.75,38.75;228.25,154.25;246.75,79.5;64.75,177.5;108.75,323.75;137,186.25;225.5,179.75
43772;7,259.25;87.75,32;233.25,182.25;246.75,79.5;27.75,183;108.75,323.75;137,186.25;225.5,179.75
33792;1,261.5;87.75,32;253,156.25;265.5,113;21.5,158;99.5,299.75;137,186.25;225.5,179.75
13518;1,261.5;70.5,2;239.5,140.25;265.75,113.75;21.5,158;94.5,263.5;154.75,199.5;189.75,178.5
47745;1,261.5;71.5,3.75;239.5,140.25;247.25,120.25;12.5,181.75;94,263.5;183.75,228.5;189,155.25
16648;1,261.5;78,12.75;223.5,129;244.5,155.5;12.5,181.75;94,263.5;177.25,229.5;195.5,169.75
4138;3.75,282.5;78,12.75;203.75,105.25;241.75,139.75;12.5,181.75;105.5,269.25;156.75,230.25;207.5,189.75
17361;3.75,282.5;80.75,26.5;203.75,105.25;269.75,142.5;23.75,146;106.75,269.5;117.5,229;193,175.75
47666;3.75,282.5;82.5,51;188,130.75;269.75,143.75;23.75,146;90.75,299.5;112.75,198.75;192,177.75
7629;14.5,280;82.75,51.5;188.5,151.5;255.25,112.5;39.75,122.25;90.75,299.5;112.75,198.75;201.25,157.5
49201;14.5,280;111.75,34;166.25,166.5;255.75,112.5;49.75,94.5;83.75,287;112.75,198.75;179.25,153.25
35087;14.5,280;114,25.5;155,204.75;255.75,112.5;87,105.75;111.25,315;116.5,193.25;179.25,153.25
13976;26.75,238.5;133.75,10.5;167,170.25;255.75,112.5;86.5,105.25;111.25,315;116.5,214.5;179.25,153.25
21415;18,212;128.25,10.5;130.75,164.75;250.75,77.25;86.5,105.25;111.25,315;116.5,214.5;192.25,154.5
5222;33.5,214;128.25,10.5;129.75,189.5;230,43.25;86.5,105.25;111.25,315;116.5,215.25;228.25,155.75
36908;32.75,213.5;128.25,10.5;138.5,210.25;218.5,21.25;98,122.75;110,316.25;128,203.25;228.25,155.75
10911;61.25,186.5;128.25,10.5;138.5,210.25;241.75,49.5;110,132;110,316.25;145,201.75;247.25,185
7696;61.25,186.5;94,2.5;177,211.25;233.25,64.5;83.5,166;111.5,316.25;145,201.75;221.75,216.75
32765;61.25,186.5;74.25,38;202.5,187;203.5,47.5;83.5,166;111.5,316.25;163.25,226;237.75,208.5
9138;19.25,194.5;92.25,26.5;203,187.5;208,83;83.5,166;125.5,304.25;185,236.5;237.75,208.5
29242;37.5,167.75;92.25,26.5;187.25,212;191.75,107.75;87.75,166;128.25,304.5;211,238;237.75,208.5
30923;37.5,167.75;92.25,26.5;156.75,219.5;191.75,107.75;98.5,153.5;102.5,304.25;220.25,245.25;221.75,215.75
18107;16.25,181.25;92.25,26.5;149.75,220;172,104;99.75,149.75;109.25,299;181.25,238.25;221.75,215.75
46701;16.25,181.25;88,67.5;178.25,187.75;205.75,106;99.75,149.75;136.5,310;166,238.5;221.75,215.75
11612;16.75,168.25;88,67.5;186.25,191;195.75,102;71.5,133.5;136.5,310;195.25,227.5;205.5,205.5
18936;28,128;87.5,67.5;150,175.5;195.75,102;40,129.5;133,311;181.25,229.25;205.5,205.5
44048;28,128;87.5,67.5;138.75,152.5;195.75,102;63.75,160.5;120.75,298.25;181.25,229.25;187,189.75
45730;6,126;87.5,67.5;126.75,161;192.25,82.5;59.75,173.5;84.75,284.75;181.25,229.25;187,189.75
40568;10.5,128;87.5,67.5;126.75,161;226,63.75;31,181.75;111.5,304.25;181.25,228.25;187,189.75
5005;10.5,128;67.5,104.75;117.75,194.25;193,82.25;20,189.25;111.5,304.25;180.5,229.25;225.25,208.5
10973;28,152.5;69.5,106.25;91.75,189.25;196.25,44;39.5,203.25;111.5,304.25;158.25,196.5;225.25,208.5
3889;56.5,157.75;73,74;91.75,189.25;196.25,44;59.5,203.5;88.75,293;158.75,196.5;206.75,215.75
35304;50.5,177.25;73,74;84.75,155;195.5,10.25;83.75,177.5;88.75,293;158.75,196;192.5,228.5
25148;50.5,177.25;73,74;109,163.25;168.75,8.5;80.25,196.5;94.25,272.25;167,185.5;192,228.5
17365;50.5,177.25;57.5,57;93.25,166.75;168.75,8.5;60,200;94.25,271.75;167.25,186.5;200,262.25
32191;13.25,187;90.75,38.75;99,146;169.5,9.25;60,200;94.25,271.75;185.75,201.25;200,262.25
31912;9,192.25;96.5,12.75;101.75,155.5;169.5,9.25;70,184.25;83.25,299.75;185.75,201.25;210.75,245
26493;2.25,180.75;60,16.25;128.25,139;166.25,26.25;70,184.25;99.5,292.25;185.75,201.25;211.25,245.25
2871;0.75,179.25;60,16.25;134.25,128.5;193.25,15;67,184.25;77.5,310.25;185.75,201.25;216.5,259.5
4261;34.75,167.75;85,6.75;129,113.25;198,10;67,184.25;110,306.5;185.75,201.25;216.5,259.5
16829;69,159.75;85.75,6.75;161.75,120.25;212.75,46.25;54.5,162.25;110,306.5;185.75,201.25;233.5,257.25
15562;78,164.75;85.75,6.75;179,109.75;208.25,21.25;89.25,172.75;110,306.5;188,199.25;241.5,281
46702;77,168.75;106.25,33;201.5,126;210.5,22.25;64.75,199.75;110,306.5;176.75,181;241.5,281
11732;73.25,141.5;143.25,29.25;201.5,126;203,45.75;64.75,199.75;115.25,324.25;177.25,180.75;207.25,296.75
46568;109.75,136.75;122.5,50;202.5,126.25;203,45.75;36.75,196.5;95.25,293.75;205,200.5;207.25,296.75
11054;88.75,125.75;119,45.75;202.5,126.25;228.5,24.5;28.25,155;106.5,297.75;205,200.5;207.25,296.75
15274;68.75,143.25;125,29.25;203.25,103.75;228.75,25.5;28.25,160.5;106.5,297.75;203,226;207.25,296.75
18568;78,113.5;150.75,38;212.25,106.25;228.75,25.5;1,167;106.5,297.75;203,226;228.75,264.25
49295;103.5,101;150.75,38;171.25,90.75;212,20.5;1,167;106.5,297.75;203.75,225.75;214,274.5
20872;104,76;150.75,38;172.25,91;212.75,21.25;1,167;114,321.5;196.25,188.5;225,295.75
45317;90,63;109.25,35;172.25,91;212.75,21.25;26.5,181.75;114,321.5;196.25,188.5;220.75,254
36417;102.5,80;109,35.25;146.25,85.75;212.75,21.25;28.75,182.5;114,321.5;196.25,188.5;229,266.5
12784;102.5,80.25;107.25,3.5;146.25,85.75;229,18;13.25,200;112.25,323.75;192.75,222;229,266.5
20441;101.75,79;111,35;146.25,85.75;229,18;14.5,182.75;157.75,307.75;207,206.5;259,233.5
34651;98,44.25;107.5,44;146.25,85.75;231.25,21.25;22.25,202.5;157.75,307.75;231.75,216.5;251.75,203.75
18856;81.75,26.5;90.75,21;150.25,80.25;215.25,18.75;25,201.75;185.25,282.25;231.75,216.5;251.75,203.75
37356;81.75,26.5;86.75,3;150.25,80.75;214.5,20.5;55.5,204.25;215.5,282.5;231.75,216.5;234.5,178
49083;79.75,66.75;86.75,3;150.25,80.25;233.5,6.25;39,228.25;197.75,305.75;231.75,216.5;233.75,139
22282;83,35.75;86.75,3;120.5,106;233.75,10;80.75,227.25;181,312.25;231.75,216.5;236.5,155.75
49223;45.75,51.75;92,12.5;157,101;233.75,10;80.75,227.25;181,312.25;257.5,235.75;258.75,187.5
25428;45.5,53.25;92,12.5;157,101;206.5,9.5;111.5,238.25;158.25,307.25;249.5,237;257.5,190.75
42789;75.5,56.75;85,19.75;167,72.25;206.5,9.5;127,228.5;158.25,307.25;250.5,236.75;257.5,190.75
21056;50.25,64.5;75,59.5;198.25,46.5;212.25,42.75;97,228.75;158.25,307.25;250.5,236.75;257.5,190.75
37664;45.5,73.75;104.75,34;209.75,83.75;214.25,44.5;121.5,210.25;158.25,307.25;250.5,236.75;257.5,190.75
35497;14,71.75;106.5,4;218.75,64.75;224,61.25;121.5,210.25;158.25,307.25;250.5,236.75;257.5,190.75
32310;8.25,26.5;100,33;200.75,58.25;241,41.75;121.5,210.25;158.25,307.25;226.5,206.25;250.5,236.75
31358;18.75,33.25;100,33;170.25,45.25;240.5,74;148.5,212.5;158.25,307.25;226,204.75;250.5,236.75
45341;49,25.25;100,33;169.75,45.75;240.5,74;108.5,214.25;158.25,307.25;243.5,186.25;246.75,265.75
38979;51.25,25.25;126.5,22;178.25,83;240.5,74;107.75,229;158.25,307.25;236,144;245.75,265
19855;55,40.5;127,21.75;178.25,83;240.5,74;129,204.75;196.5,307.5;212.5,128.25;245.75,265
43433;55,40.5;126,21.75;186.25,45.5;240.5,74;100.5,187.75;196.75,287.25;212.5,128.25;257,288.75
15916;57.5,78;126,21.75;171,62.5;266,97.75;100.5,187.75;196,289.25;234.75,90.5;257,288.75
8994;30.75,97;146,44.75;171,62.5;266,97.75;88.75,198.5;195.25,290;211.25,81;262.5,263.25
29548;39.75,92;170.75,39.5;178,55;229.25,94.5;103.75,180.5;195.25,290;203.75,74;262.5,263.25
39272;39.75,92;170.75,39.5;184.25,81;187.25,106.75;94.25,168.5;195.25,290;231.25,75.75;254,268.25
9238;39.75,92;142.25,29.75;184.25,81;231.75,96.75;81.75,132.75;195.25,290;227.75,75;262.75,310.75
12908;68,84.25;142.25,29.75;177,105;201.75,106.5;72,120.5;195.25,290;227.75,75;262.75,310.75
16206;68,84.25;160,22.25;173.75,132;204.25,71.75;41.75,122.25;195.25,290;227.75,75;262.75,310.75
46140;60.75,78;152.25,36;173.75,132;226.5,62.75;41.5,85;183.25,253;256,90.5;262.75,310.75
8139;33.25,69;127,59;154.75,140.5;231,104.5;41.5,85;216.25,240.75;256,90.5;263,311.25
28478;42,56;128.5,58.5;154.75,140.5;228.75,106.75;66.75,85.75;243.25,223.25;244.75,91.75;263,311.25
1702;30.25,25.25;135,93.5;138.5,161;242.75,73.25;82.5,108.75;243.25,223.75;244.75,91.75;263,311.25
46227;13.5,68;135,93.5;178,185;212,45.5;125.5,93.25;243.25,223.75;244.75,91.75;263,311.25
50173;13.5,68;135,93.5;170.25,222.75;212,45.5;123,120;231.25,227.5;259.5,114;263,311.25
45578;16.75,53.5;135,93.5;138.5,224.25;218.75,61.75;142.75,92.5;230,228;259.5,114;263,311.25
27024;16.75,54.5;135,93.5;135.75,224.75;211.25,44;114,104.25;245.75,243.5;259.5,114;263,311.25
