begin;pin_T_1_33;pin_T_1_33;pin_T_1_33;pin_T_1_33;pin_T_1_33;pin_T_1_33;pin_T_1_33;pin_T_1_33
339;pin_T_1_33;pin_T_69_1042;pin_T_202_28;pin_T_228_1258;pin_T_1_33;vdd_B_8_1253;pin_B_227_149;gnd_B_237_1230
2678;pin_T_1_33;pin_T_130_856;pin_T_219_40;pin_T_228_1258;pin_B_59_63;pin_B_109_1269;pin_B_151_237;vdd_B_235_1230
8734;pin_T_77_98;pin_T_130_856;pin_T_173_70;pin_T_205_1252;vdd_B_59_67;pin_B_132_1257;pin_B_151_237;pin_B_173_1214
1384;pin_T_84_105;pin_T_108_861;pin_T_173_70;vdd_T_202_1243;pin_B_119_153;pin_B_132_1257;pin_B_173_160;gnd_B_193_1225
1204;pin_T_25_116;pin_T_108_861;pin_T_191_44;vdd_T_202_1243;pin_B_52_299;pin_B_111_1258;pin_B_243_162;pin_B_250_1273
1835;pin_T_25_116;pin_T_171_727;pin_T_223_58;pin_T_251_1263;pin_B_64_350;pin_B_177_1217;gnd_B_246_161;pin_B_250_1273
10704;pin_T_25_116;pin_T_103_658;pin_T_162_28;gnd_T_230_1233;pin_B_64_350;pin_B_99_1168;vdd_B_253_157;pin_B_253_1288
5816;pin_T_5_44;pin_T_94_639;pin_T_118_19;pin_T_234_1260;pin_B_64_350;pin_B_111_1199;vdd_B_253_157;pin_B_253_1288
8522;vdd_T_6_57;pin_T_89_645;pin_T_93_131;pin_T_259_1265;pin_B_64_350;gnd_B_87_1195;pin_B_188_137;pin_B_253_1288
9523;vdd_T_6_57;pin_T_68_760;pin_T_169_236;pin_T_259_1265;pin_B_19_385;gnd_B_87_1195;pin_B_233_199;pin_B_253_1288
5008;pin_T_88_103;pin_T_113_859;pin_T_135_271;pin_T_176_1245;pin_B_19_385;gnd_B_87_1195;pin_B_212_251;pin_B_253_1288
3569;pin_T_88_103;gnd_T_108_831;pin_T_185_326;pin_T_227_1261;pin_B_135_357;pin_B_187_1231;pin_B_212_251;pin_B_241_1268
7193;pin_T_32_130;pin_T_122_760;pin_T_194_345;pin_T_218_1210;pin_B_135_357;pin_B_187_1215;vdd_B_199_257;pin_B_241_1268
11475;pin_T_32_130;vdd_T_129_768;pin_T_219_316;gnd_T_232_1193;pin_B_39_363;pin_B_141_1268;pin_B_182_356;pin_B_241_1268
