begin;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14;pin_T_1_14
2172;pin_T_1_14;pin_T_13_45;pin_T_786_100;pin_T_841_264;pin_T_1_14;pin_T_1_14;pin_B_732_31;pin_B_842_19
2648;pin_T_1_14;pin_T_86_59;pin_T_786_100;pin_T_841_264;pin_B_61_23;pin_B_92_27;pin_B_757_5;pin_B_842_19
1281;pin_T_53_95;pin_T_103_71;pin_T_804_34;pin_T_806_291;pin_B_105_101;pin_B_155_104;pin_B_757_5;pin_B_842_19
325;pin_T_13_143;pin_T_44_43;pin_T_707_54;pin_T_864_217;pin_B_21_105;pin_B_155_104;pin_B_771_10;pin_B_842_19
695;pin_T_13_143;pin_T_19_26;pin_T_707_54;pin_T_811_186;pin_B_60_162;pin_B_100_78;pin_B_691_35;pin_B_886_78
923;pin_T_39_193;pin_T_40_106;pin_T_651_58;vdd_T_811_188;pin_B_92_183;gnd_B_98_77;pin_B_691_35;pin_B_886_78
2478;pin_T_39_193;pin_T_110_50;pin_T_652_132;pin_T_871_125;pin_B_43_206;pin_B_150_50;pin_B_691_35;pin_B_886_78
33;pin_T_39_193;pin_T_173_70;pin_T_709_83;pin_T_867_176;pin_B_141_228;vdd_B_153_53;pin_B_756_48;pin_B_886_78
1114;pin_T_54_97;pin_T_239_81;pin_T_791_79;pin_T_853_68;pin_B_141_228;vdd_B_153_53;pin_B_694_138;pin_B_847_23
228;pin_T_14_65;pin_T_261_126;pin_T_791_79;gnd_T_851_66;pin_B_172_173;pin_B_182_78;vdd_B_690_139;pin_B_847_23
1354;pin_T_90_105;pin_T_198_136;pin_T_835_126;pin_T_865_142;pin_B_172_173;pin_B_189_119;pin_B_620_116;pin_B_847_23
343;pin_T_66_182;pin_T_178_77;gnd_T_833_126;pin_T_865_142;pin_B_134_256;vdd_B_191_120;pin_B_582_130;pin_B_847_23
969;pin_T_69_190;pin_T_162_76;pin_T_807_116;pin_T_865_142;pin_B_144_165;pin_B_178_88;pin_B_639_209;pin_B_847_23
2409;pin_T_116_126;pin_T_208_155;pin_T_807_116;pin_T_834_246;pin_B_87_110;pin_B_114_129;pin_B_639_209;pin_B_847_23
1807;pin_T_98_226;pin_T_240_74;pin_T_732_59;pin_T_834_246;pin_B_50_65;pin_B_68_196;pin_B_639_209;pin_B_813_58
496;pin_T_186_229;pin_T_251_85;pin_T_732_59;pin_T_859_241;pin_B_95_29;pin_B_105_190;pin_B_639_209;pin_B_824_116
555;pin_T_242_241;pin_T_251_85;pin_T_710_29;pin_T_878_192;gnd_B_96_50;pin_B_108_174;vdd_B_632_211;pin_B_824_116
2658;pin_T_283_212;pin_T_339_44;pin_T_645_66;pin_T_878_192;gnd_B_96_50;pin_B_165_88;pin_B_656_210;pin_B_824_116
2446;pin_T_283_212;pin_T_423_19;pin_T_645_66;gnd_T_880_198;pin_B_138_8;pin_B_196_35;pin_B_710_259;pin_B_824_116
1980;pin_T_210_233;pin_T_379_26;pin_T_712_29;gnd_T_880_198;pin_B_138_8;pin_B_255_7;pin_B_642_180;pin_B_824_116
2051;pin_T_130_288;pin_T_415_87;pin_T_712_29;pin_T_858_276;pin_B_138_8;pin_B_255_7;vdd_B_637_182;pin_B_801_118
991;pin_T_214_233;vdd_T_414_89;pin_T_712_29;pin_T_749_283;pin_B_66_29;pin_B_246_24;pin_B_594_180;pin_B_801_118
1352;pin_T_214_233;pin_T_505_113;pin_T_803_80;pin_T_811_194;pin_B_109_25;pin_B_246_24;pin_B_547_103;pin_B_823_116
662;pin_T_214_233;pin_T_472_171;pin_T_771_122;pin_T_811_194;pin_B_57_54;vdd_B_246_27;pin_B_551_120;pin_B_849_84
