begin;0,0;0,124.5;222.75,0;222.75,124.5;0,0;0,124.5;222.75,0;222.75,124.5
3786;0.25,68.75;1,111.75;207,16;209,123.75;0.25,68.75;62,118.25;165.5,22.5;188.25,72.75
7920;12,75.5;15.25,90.5;174.25,6.5;209,123.75;9.75,36.5;62,118.25;140.5,6.75;194,72.5
5295;15.25,90.5;20.75,81.25;174.25,6;209,100.25;15.75,8.75;65,121.75;140.5,6.75;194,72.5
6264;13.25,89.75;20.75,81.25;195.5,23.25;213.5,81.75;15.75,8.75;46.5,99.5;140.5,6.75;216.25,100.25
7293;12.5,111;14,90.75;171,35.25;197.25,106.5;15.75,8.75;48,72.25;139,7;216.25,100.25
7338;14,90.75;24.5,121.75;179.75,65;197.25,106.5;10.25,7.5;35,55.5;140.25,7.25;216.25,100.25
4854;24.5,121.75;40.5,91.25;179.75,65;197.25,106.5;40.25,28;40.75,30.25;161.5,30.25;197.5,103.25
1505;8,104.25;26,85.25;174.25,63;187.5,108.5;40.25,28;40.75,30.25;172.75,19.75;202.5,107.75
7214;8,104.25;26,85.25;152.5,94.25;191,113.25;40.25,28;67.5,30;138.25,24.25;217.5,77.25
6287;8,118.5;15.5,108.5;155.25,87;191,113.25;10.25,31.75;74.25,5;138.25,24.25;217.5,77.25
2701;8,118.5;21,93.5;156,87.5;191,113.25;19.75,51.25;100.25,12;142,8.75;222.75,90.5
6597;8,118.5;21,93.5;142.75,113.75;191.25,114.5;13.5,31.75;92.75,12;148.5,38.5;222.75,90.5
5493;8,118.5;41.75,81.5;144.75,101.25;191.25,115.25;14.25,30.75;118.5,20;157.75,64.75;222.75,90.5
1847;8,118.5;58,100.75;140.5,76.75;170.25,102.5;32.75,10;118.5,20;173.25,62.75;220,90.25
5767;8,118.5;78.5,88.25;126,91.75;169.25,101.5;7.75,9.5;91.5,28.25;173.25,62.75;216,76.75
552;8,118.5;87,114.5;119.25,105.5;143.25,100.75;9.25,13;100.75,19.75;152.5,64.5;216,76.75
6187;8,118.5;87,114.5;111.5,86;128.25,99.75;9.25,13;105,14.25;135,52.25;216.75,94.5
1826;11.25,92;71.25,106.75;111.5,86;153.5,109.25;1.75,6;105,14.25;107.5,51;213.5,92.75
2117;6.25,82.25;72.5,105;110,87.25;153.5,109.25;1.75,6;102.75,31;121.75,59.25;199,79.25
3390;6.25,82.25;65,112.25;110.75,87.25;143.25,98.75;1.75,6;109.25,52.75;117.75,53;200,92.5
7336;9.5,89.75;65,112.25;110.75,87.25;141.5,89.5;1.75,6;97.25,52.5;117.75,53;212.75,84.25
7774;20.75,103.25;65,112.25;110.75,87.25;129,95.5;1.75,6;76.25,64;117.75,65.5;212.75,84.25
