begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
377;27.75,216.5;32,57.75;32.75,80;34,253.5;1.75,315;10.25,134.25;35.75,196.75;43,76.75
2483;8.75,239;17.75,53.75;33.75,116;47.75,287.5;1.75,315;5.5,141.5;36.25,167.75;43,76.75
4865;8.75,239;18,55.25;20.25,94;70.5,303.75;4.5,313.75;24,134.25;41,122.75;43,76.75
2514;8.75,239;16.75,35;40.75,113.5;69.5,343;4.5,313.75;26.25,134.25;37.75,88;58.75,81.25
843;8.75,239;16.75,35;32.5,123;69.5,343;26.75,273.75;50,141.75;57,83.25;65,51.75
33;23.25,251.75;27.75,51;37.5,116.5;39,304;25.75,280.25;53,154;57,83.25;65,51.75
423;23.5,315;25,11;38,118;38.5,301.5;25.75,280.25;53,154;54.75,44.75;60.25,35
4484;21,365.75;25,11;33.5,150.75;38.5,301.5;4,276.75;26.25,142.5;48.25,43.25;48.75,21.75
3056;8.5,311.75;25,11;47.75,114.5;54.25,286.5;4,276.75;13,90.75;35.5,87.5;46,78.75
6234;8.5,311.75;38,51;47.75,114.5;53.75,286.5;29.75,233.25;31.25,55.5;34.75,124.75;51.5,59.25
2292;8.5,311.75;38,51;38,116;53.75,286.5;18.5,190;24,8.75;34,77;39.5,42.75
2011;14,313.75;38,51;38,116;53.75,286.5;21.75,143.5;31.5,55.5;42.75,99;64.25,51.75
3749;14,313.75;31,30.25;46.75,117.5;53.75,286.5;24.25,185.5;29.25,50.5;30,86.25;40.25,57
5176;38.5,279;42.5,20;46.75,117.5;57,225.75;24.25,185.5;34,11;38.5,77.5;52.25,107.25
644;2.5,321;29.5,5.25;41,112.5;56.25,211;24.25,185.5;34,11;40.25,59.5;59.75,130.25
88;2.5,321;39.5,51.75;53.75,91.5;54.75,164.5;24.25,185.5;26.25,46.5;42,78;60.25,87.25
1785;2.5,321;39,5.75;42.75,45.25;61.25,164.5;17.25,135.25;26.25,87.5;42.75,41.25;60.25,87.25
805;1.75,367;27.5,5.75;61.25,17;61.25,164.5;21.5,192;33.75,87.5;44,19.75;60.25,87.25
2232;1.75,367;6.75,71;47.25,34.5;61.25,164.5;12.5,199;26,98.75;43.5,33.25;66,42.5
590;1.75,367;10,135.5;19.5,12;48.25,117;10.5,199.25;21.25,98.75;23.25,59.25;66,42.5
4878;2,371.5;5.5,84.5;13.5,13;58.25,73.75;10.5,199.25;23.25,59.25;43.25,99;45,48.75
2896;2,371.5;5.5,84.5;13.5,13;63.25,68.75;3.25,218.25;6.75,11.25;13.25,56;55.5,80
998;15.25,346;23,46.25;24,61.5;33,30;3.25,218.25;6.75,11.25;16.75,120.75;52.5,133.75
283;15.25,346.5;32.5,57.25;64.25,105;65.25,67.75;3.25,218.25;6.75,11.25;51.5,176.5;60.75,79.25
1993;28.75,313.5;39.25,62.25;58.5,148.5;65.25,67.75;3.25,218.25;5,58.75;31.75,167.25;44.75,111.5
517;28,281.5;32.25,51;45,120;59.5,16.25;3.25,218.25;9.75,58.25;37.75,165.75;44.75,111.5
2494;9.75,246.75;22,17.25;29.5,145;31.5,27.5;3.25,218.25;9.75,58.25;14,113;37.75,165.75
5727;1.25,253.5;22.5,12;27.25,165.5;62.25,68.75;3.25,218.25;9.75,58.25;50.25,124.25;62.5,209.5
2474;1.25,250.5;3,49;4,165.5;49.75,79;2.75,233;9.75,58.25;37.75,133.25;62.5,209.5
2402;1.25,250.5;6.75,10.25;15.5,166;50.5,128;2.75,233;26.25,87.5;42.5,167.75;65.25,186.5
2873;1.25,250.5;23,16.5;26.5,123.75;47,141.25;19.25,261;26.25,87.5;26.5,201.75;32,166.75
5897;4.5,210;23,16.5;26.5,123.75;47,141.25;41.25,315.5;44.5,11;47.75,228;64.75,181
4869;9.5,174.75;28.5,4.75;50,100.5;62.75,139.5;2.25,308.25;44.5,11;51,281.25;64.75,181
5997;16,164.5;45.5,18.75;62.75,139.5;64.75,93.75;9.75,280;15.5,9.25;51,281.25;53,133.75
5353;34.75,150;43.5,79;62.75,78;66.25,77.75;4.75,250.5;47.25,8.5;51,281.25;53,133.75
1;1.5,147.75;5.25,71.25;16.75,65.25;44.5,33.75;4.75,250.5;47.75,8.5;51,281.25;64.75,188
4322;9.75,164.5;16.25,120.5;39.25,109.75;57.5,42.5;34.25,281.5;47.75,8.5;63.25,299.25;64.75,188
1779;33.25,180.5;41.25,116.5;59,138.25;61.75,68.5;24.75,264;32,7.25;63.25,299.25;64.75,188
1217;21.25,166;25.25,122.75;54.5,149.5;62.25,36;24.75,264;32.75,54.5;57.25,303;64.75,188
5804;10.5,171.25;22,141;22.25,184.75;62.25,36;16.25,271.75;22,8.75;57.25,303;58.5,155.5
3356;17,120.75;22.25,184.75;43,147.75;62.25,36;6.25,230.25;6.5,55;57.75,303.25;68,122.25
4411;24.25,72.25;28.5,181;29.5,129.25;47.25,35.75;6.25,230.25;8,100.75;57.75,303.25;58.25,78.25
1983;23.25,73.25;25.75,129;31.25,117.75;39.25,10.5;11,196.5;21.25,91.75;57.75,303.25;58.25,78.25
3216;2.75,44.25;12,160.25;21.75,114.75;39.25,10.5;17.75,200.75;21.25,91.75;40.75,298.25;64.5,90.75
2840;2.75,44.25;12.5,159.75;36.75,129.25;39.25,10.5;4.75,250.25;9.25,122.25;31.25,283.5;54.5,146
4056;2.75,44.25;12.5,159.75;36.75,129.25;50.5,52;14.5,233.75;24.5,90.75;30.25,234.25;48.25,108.5
101;2.75,44.25;12.25,204.75;31.5,180;55.5,102;9.5,198.75;24.5,90.75;26,265;34.25,148
5432;4,35.25;12.25,204.75;22.25,150;64,101.25;9.5,198.75;25,54.5;62,279.75;68,152.5
3446;14.75,71;21.5,218.5;22.75,149.5;64.75,93.75;9.5,198.75;13,54;52.25,232;68,152.5
1476;15.25,44.25;30.25,253.25;32,123.5;64.75,93.75;2.75,231;13,54;20.25,222.25;41.5,173.5
1529;15.25,44.25;32,253.5;52.25,132;55.25,95.5;7,233;13,54;14.75,233.75;35.75,140.25
2862;0.25,44.25;24.75,202.5;52.25,132;55.25,95.5;26.5,265.5;31,12;35.5,175;47.5,153
2035;18.25,65.5;18.25,217;19.25,94.5;52.25,132;6.5,277.25;15.5,52;35.5,175;52,116.5
483;2.25,105.75;18.25,217;20.75,106.5;37.75,117;6.5,277.25;48.25,35.25;48.75,211;65,89.25
5777;6,100.5;7.5,260.25;37.75,117;40.25,80;2.5,280.25;21,48.25;44.5,165.75;65,89.25
2830;13.5,113;27.25,260.5;38.5,149.25;40.25,80;32.25,299.5;44.5,58.25;44.5,165.75;58,82.75
2834;4,124;24.5,315.25;41.5,103.75;55,91.75;44,334.5;44.5,58.25;44.5,165.75;65.5,93.25
763;2,123.5;46.25,285.25;58.75,77.5;64.25,93.5;0.75,308.75;31.5,51;44.5,165.75;65.5,93.25
1501;7,165.5;48.25,267.75;57.75,59.75;64.25,93.5;0.75,308.75;8.25,47.25;20.25,124.5;58.25,90.25
1440;30,115.75;34,306.75;43.5,51.5;59.25,75.25;0.75,308.75;14.5,37.5;44,119;58.25,90.25
954;22,113;29,312.25;34.25,113.75;52,50.5;7.75,248;14.5,37.5;36.75,139.75;58.25,90.25
2874;12.75,84.5;27.75,340;30,116;52,50.5;10.25,234.25;26.25,48.25;53.75,134.25;58.25,90.25
125;2.75,60.75;27.75,340;31.25,52;47.25,34.5;2.75,284.25;39.25,43.25;58.25,90.25;60,121.5
2529;2.75,60.75;19.75,280.75;31.25,52;66.5,56.75;23.25,252;25.75,52;32,51.5;53.25,117.5
997;4.25,8.25;20,311.25;26.25,64.5;65.5,57.25;17.5,282.5;25.75,52;32,51.5;37.75,133.25
804;29.75,52.25;48.25,306.75;63.25,92.75;63.25,94.5;5.75,345.75;25.75,52;32,51.5;44.5,108
5511;32.75,9;49.75,306.25;54.5,103.75;63.25,92.75;5.75,345.75;17.5,52;47,8.25;51.5,120.75
2682;48,5.75;49.75,306.25;55,138;63.25,92.75;9.75,342.5;14,66.75;15.5,7.25;49.5,124.5
1017;39.25,5.5;46,257.25;55,138;66.25,79.75;9.75,342.5;10,58.25;46,44.75;62.5,153.5
2568;39.25,5.5;46,257.25;58.25,173.25;66.25,79.75;6,318.75;22,10.75;31,56.5;56.75,213
5893;44.25,33.75;46,257.25;60.25,211.25;61.75,32.25;6,318.75;22,10.75;33.75,58.5;65.25,187.5
6156;3,97.5;46,257.25;60.25,211.25;61.75,32.25;16,354;46.75,29.75;49.5,109.25;49.5,235
2539;8,56.75;9.75,239.25;60.25,211.25;61.75,32.25;15,359.5;21,23.25;36.25,148.5;49.75,234
5961;7.5,56.75;14.25,203;19.5,192.5;48.75,48.25;15,359.5;21,23.25;24.5,108.5;40,244.25
1720;7.5,56.75;14.25,203;19.5,192.5;44.25,79.5;39.75,330;47,79.5;49.25,94;64.5,290
457;7.5,56.75;16.5,187.75;37.75,158;56.5,21;1.75,314.25;11.5,66.75;59,83.75;64.5,290
3067;10,58;19.75,166;19.75,206.25;22.5,14.5;1.75,314.25;14,81;33,58;64.5,290
4698;10.5,36.25;10.5,204.5;19.75,166;20.75,49.25;1.75,314.25;6.5,121.25;31.25,54.25;64.5,282.5
3981;0.75,51.75;9.5,165;10.5,204.5;20.25,48.25;11.25,356.5;24.75,167.75;37.75,88;64.5,282.5
1343;1.25,51.25;9.5,165;14.75,199.75;20.25,48.25;21.5,354.25;44.5,191.5;52.5,59.25;54,282.75
4477;1.25,51.25;24.25,164;32.25,181;61.75,16.5;31.5,325;33,139.5;46.5,92.5;54,282.75
5377;16.5,64.75;24.25,116.5;44.25,137.75;59.5,47;3,304.25;33,139.5;38,95.5;54,282.75
2720;18,16.75;24.25,116.5;49,181;61.5,35.75;3,304.25;17.75,148.25;27.5,96.25;61.5,282
4971;33.5,5.75;47.75,114.75;58,211.25;61.5,35.75;9.5,336.5;20.75,94.75;24.75,57.25;61.5,282
818;33.5,5.75;42.5,79.5;47.75,272.25;58,21;9.5,335.5;24.75,57.25;39.25,97;52,232.75
2452;7,9.75;36,78.5;42,255.5;58.5,18.75;9.5,335.5;24.75,57.25;33.5,125.5;52,232.75
4346;14.75,46;28.75,32.5;46,280.75;61.5,37.25;9.5,335.5;18.5,11.5;33.5,125.5;33.5,274.25
6269;14.75,46;22.5,33.75;64.25,234.25;65,62.75;9.5,335.5;18.5,11.5;32.25,167.75;60.5,280
4940;13,46.25;22.5,33.75;48,268;50.25,113.25;4.5,288.25;14.25,64;32.25,167.75;44.75,237.25
6052;16,65.25;22.5,33.75;22.75,253.75;69.75,165.5;4.5,288.25;14.25,64;27,166.75;66.5,232.75
3260;33,27.25;38.75,67.5;45.5,270.5;52,131;4.75,235;14.25,64;21.5,162;66.5,232.75
4609;9.75,8.25;38.25,25.25;43.5,270;56,101.5;4.75,235;6.5,50.75;45.5,148.25;66.5,232.75
1417;9.75,8.25;52.25,45.25;64.5,228;65.5,100.25;4.75,235;22.75,56.25;26.75,81.25;47.5,233.25
5042;19.5,17.75;38.5,73;45.25,238.25;56.25,57.75;4.75,235;7.25,11;22.5,57;47.5,233.25
2000;19.5,17.75;24.25,64.25;45.25,238.25;55.75,57.5;3.5,285.75;6,10.25;22,54;46.5,249.75
1293;6,51;17.25,44;54.5,288.5;63.25,94.75;3.5,285.75;15.5,43.5;22.25,4.75;46.5,249.75
952;6,51;17.25,44;49.5,253.5;63.25,94.75;3.5,230.25;24.75,92.25;29.5,27.25;33.25,228
5066;6.5,9.25;16,19.75;61.25,301.25;63.25,94.75;3.5,230.25;8.25,42.75;14.5,91.75;56.5,208.5
1583;6.5,9.25;13.75,55.5;44.75,269.25;51.75,53;5.5,233;14.5,91.75;14.75,58;29,165.5
4203;14.25,72.75;31.25,112.5;64.5,303.75;66.25,96;12.25,251.75;14.5,91.75;14.75,58;31,169.75
1847;8,66.75;38.75,68;43.25,312.75;55,148;12.25,251.75;14.5,91.75;24.25,4.75;66.75,153
1129;19.25,106.75;38.75,68;39.25,304.5;61.75,168.5;4,280.25;16,48.5;24.25,4.75;66.75,177.25
1708;11,82.25;52.75,45.25;58.5,335.75;60.25,200.75;0.75,318.75;9.5,9.25;16,48.5;66.75,177.25
3127;11,82.25;39,10.75;47.75,274;64.25,166.5;2.5,312;9.5,9.25;64.5,41.5;67.75,180.25
4929;11,82.25;39,10.75;39,305;42.5,148.75;29,327;45,22.25;49.75,21.75;67.75,180.25
3040;8.75,35.25;30.5,16.5;47.25,343.75;62.75,137.5;29,327;45,22.25;65,45.25;67.75,180.25
4993;3.5,36.25;15.25,65.5;17.5,334.75;38.25,114.25;29,327;30.5,47;35,12.25;67.75,180.25
3809;1.75,52.75;5.75,107.5;7.75,362.5;21.25,143.75;0.25,319.75;35,12.25;48,59.75;67.75,180.25
4712;12,51;23.5,117.75;23.5,302.5;53.5,141;2.5,307.25;10.25,42.75;48,59.75;67.75,180.25
3220;12,51;31.25,117.25;42.25,306.75;47.25,139.75;0.75,289.25;21.75,10;51,47.75;67.75,180.25
4332;5,8.75;34,115.75;50,301.5;61.5,166;0.75,289.25;21.75,10;23.5,95;67.75,180.25
1834;21.5,12;21.75,123.25;29.5,305;61.5,166;0.75,289.25;42.5,35.25;45.5,113.25;46.25,151.5
1353;13.75,56.75;21.75,123.25;29.25,306;31,184.75;0.75,289.25;5.25,54;14.25,143.75;26,134.75
388;5,57.5;29,169.75;43.75,269.25;69.25,227;0.75,289.25;5.25,54;14,121.75;38.25,117
2101;5,57.5;29,169.75;43.75,269.25;54.75,201.25;2,334.25;13.25,51.25;37.5,78;40.5,79.5
3028;6.25,56.75;14.25,165;47.5,275.5;53.75,244.5;5.25,347.25;13.25,51.25;37.5,78;64,90.25
5928;6.25,56.75;8.5,173.25;42,304.75;59.25,227;5.25,347.25;6,50.5;56.75,50.5;65.5,38.75
5588;5,56.5;8,200.25;36.75,273;38,253.25;0.5,345.25;6,50.5;56.75,50.5;60,8.25
2373;12.75,52.5;23.75,156.75;46,256.75;46.75,301.5;4.5,367.75;21.25,47.25;56.75,50.5;60,8.25
2438;7.5,83.25;15.5,160.25;39.75,280.25;42.5,295;5.75,350.25;21.25,47.25;60,8.25;63.75,51.75
4894;14.75,60.75;15.5,160.25;40.75,254.25;40.75,302;6.5,360.25;15.5,46.75;23.5,11.75;63.75,51.75
1168;17.75,72.5;27,168.75;40.5,302;61.75,300.25;9.75,350;15.5,46.75;23.5,11.75;47.75,34.25
4766;2.75,106.5;31.5,181.5;44.75,276.5;62.5,359.5;6.75,348;12,3.25;15.5,46.75;47.75,34.25
6135;13.5,149.25;39.25,181;53.5,241.25;62.5,359.5;6.75,348;10.5,7.75;37.75,47.25;64,46.25
3799;17.25,160.25;18.25,159;53.5,241.25;69,337.75;8.25,365.5;8.5,7.5;37.75,47.25;59.5,78.75
3903;13.75,138.25;25.5,114.5;53.5,241.25;69,337.75;18.5,336.75;23.25,7.75;25,64.5;39.75,42.25
5992;0.75,136.75;4.75,73;46.5,254.75;69,337.75;6.25,359.25;18,11.5;39.75,42.25;49.5,79.75
4559;17.25,163.75;21.75,72.5;41.5,301.75;58.75,281.5;6.25,359.25;13,2.25;46.75,37.75;49.5,79.75
2002;12.75,203;17.25,106.25;37.25,254.75;65,301.75;6.25,359.25;13,2.25;38,79.5;56,38.75
2459;12.25,224.75;17.25,106.25;41.75,303.75;43.25,277;6.25,359.25;21.25,51.25;35.5,124.5;42,78.5
5350;8.5,236.75;14.75,105.5;24.25,306.5;37.5,244.75;6.25,359.25;21.25,51.25;28.5,166.75;42,78.5
3801;8.5,236.75;14.75,105.5;21.5,303.75;42.25,255.25;20.5,360.75;22.25,9.25;42,176.5;49.25,118.25
4594;8.5,236.75;26.25,117;32,256;49.25,302.25;10.75,370.5;22.25,9.25;27.75,209.75;49.5,124.5
3998;9.75,204.5;33,113.25;42,289.25;50.5,296.5;5.5,367.5;22.25,9.25;27.25,238;49.5,124.5
3261;9.5,236.75;30.25,113.25;34.5,252;40.5,252.25;5.5,367.5;10,2.75;14,203.75;49.5,124.5
3999;9.5,236.75;16.25,58.5;21.25,302.75;42.5,295.5;2.5,307.75;13,50.25;14,203.75;44.25,166.25
1911;9.5,236.75;38.5,25;57,290.75;57.5,299.75;2.5,307.75;13.25,43.5;19.75,235;45.5,168
411;11.75,241.75;22.5,14;29.5,330;57,290.75;2.5,307.75;7,43.25;8.25,252;9,195.25
5842;21,207;28.25,22.5;38.25,369.75;57,290.75;2.5,307.75;6.75,9.25;35.75,276.75;52.5,192.5
568;22.75,253;25.75,13;42,336;57,290.75;2.5,307.75;8.5,11.75;27.5,275.25;49.5,174.5
2864;5.5,241;7.5,65.5;60.75,326.25;66.75,325;2.5,307.75;6,50;27.5,275.25;47.75,142.5
3742;5.5,241;27.25,50.25;34,350.75;61.75,300.25;1.75,325.75;6,50;36.75,299.75;46,92.5
5852;5.5,241;25.75,18;34,350.75;62.75,279.75;20.5,371.5;43,77.75;45,337.25;46.75,107.75
1888;4.75,200.75;44.5,79;50.25,304.5;67.5,228.75;20.5,371.5;37.25,88;42.25,335;46.75,107.75
870;4.75,200.75;39.75,112.5;66.75,327.25;67.5,228.75;14,366.5;23.75,66;35,370.25;35.5,127.75
2538;31.25,180.75;38,137.25;59.75,325.25;63.75,176.25;14,366.5;21,88.5;31.5,371.25;35.5,127.75
6011;38,114.75;55.25,81;59.75,325.25;63.75,176.25;9,360.75;21.75,88.5;31.5,371.25;32.5,95
4978;22.75,128.75;60,147;66.25,304.25;66.5,163;9,360.75;21.75,88.5;31.5,371.25;52,79.25
2653;17.75,134;27,172.25;29.5,267.75;55.25,128.5;3.75,357.25;21.75,88.5;31.5,371.25;46.5,47.75
3532;12.5,165;17.75,134;20.75,264;37.75,113.25;4,363;26.75,67;29,373.25;46.5,47.75
5268;4.25,147.5;10,122.75;46.75,291.5;52.25,138;4,363;26.75,67;44.25,372.75;46.5,47.75
2056;8.5,169.25;40.75,117.75;55,242;55.25,149.25;4,363;26.75,67;44,336;44.5,21.75
2650;24.25,166;40.75,117.75;55.75,206.25;71.5,175.75;4.25,363.5;26.75,67;57.75,290.75;66,35
5349;3,156.5;3.75,82.25;20.75,207.25;71.5,175.75;4.25,363.5;28.5,94.75;32.75,256.5;33.5,68.5
1510;2.25,148.5;3.75,82.25;33.75,256.5;68.5,219.75;4.25,363.5;8.5,49.25;23.75,264.5;47.25,36.75
888;4.5,155.25;13.5,124.25;42,270;51,252;4.25,363.5;23.25,48.25;23.75,264.5;59,69.25
4777;15,199.75;19.5,149.75;31.25,255;41.25,227.75;4.25,363.5;23.25,48.25;37,284.5;59,69.25
4614;11.5,255.5;19.5,149.75;33,267.75;62.5,185;1.75,333.5;4.25,86.75;37,284.5;51.75,96
4818;14.75,236.25;19,152.5;33.25,303;62.5,185;1.75,333.5;17.25,126.5;18.25,254.75;42.5,77
1698;43.25,239;52,128.75;58.25,303.25;62.5,185;1.75,333.5;24.5,165.75;33.75,228;47.5,43.75
1316;14,190.75;15,135.25;30,306.5;49.75,140.25;2.25,302.25;24.5,165.75;33.75,228;35.5,67.5
2888;12.25,184.75;15,135.25;29.75,313.25;39.75,124.25;5.75,340.75;24.5,165.75;42.5,250;42.75,87
3785;12.25,184.75;15.25,136.75;30.25,360;40,133.5;2,334.25;11,199.75;42.5,250;52.5,69
3310;23.5,158.5;57,139.25;65,337.75;66.75,171.25;2,334.25;21,211.25;42.5,250;52.5,69
3647;15.5,159.5;30.5,146.75;63.75,359.5;66.75,171.25;11.25,360.75;20.25,210;42.5,252.75;52.5,69
1030;12.75,133.75;25.25,114.5;38.5,347;66.75,171.25;3,334.75;9.75,231.5;42.5,252.75;52.5,69
4704;12.75,133.75;25.25,114.5;39.25,346.5;66.75,171.25;2.5,307.25;7,279.75;14.25,251.5;46,79.25
2151;4,131.75;30.25,113.25;47.25,349;67.75,220.25;2.5,307.25;7,279.75;7.75,251.25;13.75,125
4708;4.5,164;6.5,132;17,358.75;54.75,229.25;2.5,307.25;7,279.75;14.5,199.75;16.25,100.75
589;4.5,164;25.75,107;58,325;65.25,214.5;2.5,307.25;5.25,258;11.5,198;29,129.75
4927;19.75,150.25;20,165;28.75,358.75;32,255.75;2.5,307.25;5.25,258;19.25,143;31.5,155.5
2449;4.25,164.5;13.5,200.25;17,321.5;48.25,305.5;2.5,307.25;5.25,258;11,162;31.5,155.5
4562;35.75,181;39,179.5;55.25,295.75;69.25,299.25;0.5,303.5;5.25,258;11,162;29.25,151.5
4728;31.75,184.75;33,126;41.5,324.5;53.25,353.5;0.5,303.5;5.25,258;25.5,110.75;67.75,152.5
2114;20.75,218.5;21.25,117.5;22,297;59,353.75;0.5,303.5;10,277.75;25.5,110.75;68.5,152.5
5327;12.25,153.75;44.5,80;45.25,295.5;62,354.5;2.5,290.75;10,277.75;25,166.25;25.5,110.75
39;23,116.75;30.5,78;38,289.25;49,360.25;10,277.75;22.75,326.25;25,166.25;55.75,108.25
1219;3.5,90.5;10.5,80;38,289.25;38.75,352.5;4.25,280;22.75,326.25;32.75,148.75;54,45.5
192;4,101;16.5,15;38,289.25;66.75,326.25;14.25,338.75;31.5,294.75;47,179.5;54,45.5
1553;10.75,134.25;18,12.5;23.25,306.5;42,304.5;14.25,338.75;31.5,294.75;34,126.75;45,20.25
2471;1.5,148.75;12.75,59.25;40,367.75;64.5,344.25;14.25,338.75;20.75,259.75;40.75,191.25;45,20.25
6327;1.5,148.75;45.5,38;58.5,359.75;67.25,338.5;13.75,339.5;15.25,241;33.5,197.5;45,20.25
540;14,84.5;30.25,80;58.25,361.25;67.25,338.5;2.25,363;15.25,241;17.25,125.5;25.75,12
4235;3.25,60;30.25,80;42,320.5;57,283.75;2.25,363;10,231.75;17.25,54.5;62.5,77.75
1890;33.75,28.5;40.75,114.25;42.25,276.5;59.5,283.5;1,313;2.75,231.75;17.25,54.5;62.5,77.75
4593;3.5,18.5;40.75,114.25;42.25,276.5;59.5,283.5;2.5,304.25;14.5,222;51.25,48.25;61,39.5
4364;24.25,64.25;27.75,140.5;37.25,315;66.25,337.5;2.5,304.25;7.5,197.5;15.75,49.75;61,39.5
3122;23.25,64.25;27.75,140.5;63.5,304.75;68.5,345.5;1.5,254.75;7.5,197.5;10.5,12.5;23,54.75
3341;17.25,105.75;29.75,180.5;45,339.5;63.5,304.75;1.5,254.75;20.5,188.5;21.5,46.75;22.5,95
4715;29.5,116.25;53.75,158.75;58,326;63.5,304.75;5.75,250.25;20.5,188.5;34,51;39.25,87
3876;2.5,116.5;23,117;46,347.75;64.5,303.75;5.75,250.25;17.75,146.75;34,51;49.75,91
1175;2.5,116.5;27.25,123;46,347.75;67.5,301.75;12.5,203.75;25.75,121.25;47,7.75;66,42
207;12.75,107.5;31.75,117;46,347.75;67.5,301.75;20,191;22.75,176.75;51.25,33;65,93.25
2644;0.75,142;30.75,122.5;45.25,348.5;67.5,301.75;8.75,154;44.75,174;48.25,43.25;65,93.25
203;0.75,142;18.25,132.25;45.25,348.5;65.5,241;7.5,199.25;39.25,226.5;44,79.75;56,79.5
6145;0.75,142;18.25,132.25;20.25,311.25;26.5,219;15.5,198.75;20,183.5;44,79.75;65,88.75
5716;12.75,148;13.25,150.25;29.5,365.75;37.25,255;15.5,198.75;20,183.5;21.75,51.25;49.25,30.25
1517;12.75,148;13.25,150.25;19.75,358.25;20.25,283.25;12.75,249.75;14.25,139.5;27,12;40.25,58.5
5786;12.75,148;13.25,150.25;19.75,358.25;29.25,253.5;30.25,274.75;30.5,86.5;32.5,7.25;54.5,29.25
6243;12.75,148;14.75,217;29.25,313.75;41.5,304.75;9,287.75;9.5,135.25;32.5,7.25;41,80.25
5824;12.25,148;33.5,185.75;39.5,363.5;41.5,304.75;9,287.75;11.5,88.25;32.25,15.5;32.5,78.75
1389;11.75,147.5;33.5,185.75;37.75,302.25;39,367.25;9,287.75;40,140;43,42.75;44.75,124.25
4959;7.5,122.75;22.75,243.25;33.5,257;59.5,326.5;9,287.75;20,199.25;43,42.75;44.75,124.25
4031;7.5,122.75;32.5,253.75;38.75,253.5;41,303.25;9,287.75;18.75,233;30.25,27.25;44.75,133.75
3941;13.75,166;25.5,256.75;41.75,290;50.75,252.75;9,287.75;13.75,250.5;30.25,27.25;51.5,179.5
2466;23.5,150.25;30,304;33,256.75;44,293.5;10.75,278.5;13.75,250.5;14.5,50.75;51.5,179.5
4725;12.5,149.5;16,314.75;48.5,257.25;57.5,341.75;10.25,251;10.75,278.5;17.75,11.25;51.5,179.5
406;9,177.75;33.5,339.25;48.5,257.25;52,356.25;9.5,278.75;10.25,251;42,29.25;44.75,166.75
3834;2,129.75;26.5,336.75;30,305.75;30.75,306.25;32,278.25;32.75,288.5;42,29.25;44.75,166.75
5311;12,125.5;15,311.5;30.75,306.25;44,350.75;4.5,317.75;28.5,254.25;42,29.25;45.5,168
2697;4,156.5;16,334.75;41.75,282.5;66,367.25;4.5,317.75;28.5,254.25;43.75,60;51,176.5
6089;18.5,132.75;21.5,303;24.5,310;34.75,355.75;4.5,317.75;29.25,233.25;36.5,78.25;51,176.5
136;22.25,184.75;28.25,354.25;30.25,331;58,340.75;4.5,317.75;26.5,240.5;46.5,113.25;51,176.5
3599;22.25,184.75;24,302.5;28.25,354.25;58,340.75;7.25,325.25;9.75,240.5;12.25,127.5;65.75,232
5237;6,160;28.25,354.25;30.5,310.75;56.25,281;3.25,308.25;11,234.5;12.25,127.5;66.25,260.25
5009;6,160;13.5,314.25;16.25,311.75;48.25,278.75;3.25,308.75;3.5,218;29,87;66.25,260.25
1663;19.75,189;20.5,330.75;37.25,303.75;41.75,334.5;3.25,308.75;3.5,218;9.75,121.25;48.25,245
1905;9,176.25;32.75,362;42.5,288;59.5,336.75;3.25,308.75;3.5,231.75;9.75,121.25;31.75,230.75
44;11.25,164;15.75,361.75;30.25,312;59.5,336.75;0.5,318.5;3.5,231.75;38.5,149.5;46.75,227.5
2194;21.25,164.5;26,364.5;33.25,313.25;42.25,343.75;0.5,318.5;3.5,231.75;25.75,146.75;50.75,174
3540;8.5,170.75;13.75,311.75;21,334.75;29.75,311.5;0.5,318.5;3.5,231.75;4.75,103.75;35.25,140.25
4222;8.5,177.25;32,309.75;54.5,340.75;69,343.75;0.5,318.5;1.75,230.25;4.75,103.75;34.5,126.25
3290;8.5,177.25;14.5,367.25;33.25,310.5;69,343.75;5,366;23.75,186.5;38,119;46.5,142.25
5140;5,151.75;14.5,367.25;18.5,239.25;49,293.5;5,366;26.5,222;39.75,150.25;45,134.25
745;6.5,153.25;41.25,319.25;48.5,257.25;50.5,253.25;5,366;29.5,200.75;45,134.25;68,152.5
5375;14.5,165.5;48.5,257.25;50.5,253.25;64,299.75;11.5,365.25;20,198.25;23.75,182.5;40.25,139.5
5630;22.75,114.75;33.5,223;37.25,253.5;64,299.75;11.5,365.25;19.25,175.25;34,140.5;34.75,174.5
3049;34.5,114;37.25,253.5;56.5,222.5;56.5,283.25;2.25,364.75;28.25,183.75;34,140.5;34,213.75
1940;14,79.75;23,257.25;47.5,257.25;56.5,222.5;2.25,364.75;8.25,176.75;36.25,166.25;67.25,207.25
3508;24,116.25;30.75,253.25;37.75,253.75;42,181.5;6.5,364.5;8.25,176.75;36.25,166.25;67.25,207.25
3934;18.25,137;29.5,253.75;39.5,306.5;68.75,171.25;6.5,364.5;8.25,176.75;36.25,166.25;68.75,206.25
4911;52.75,104.25;60.75,278;63.25,345.25;68.75,171.25;7.75,350;22,199.5;36.25,166.25;67,174.5
946;23.5,56.25;29.25,306.75;41.5,302.5;69.75,213.5;7.75,350;10.5,144.25;22,199.5;67,174.5
2408;11.75,59.5;15.75,349;44.5,290.5;69.75,213.5;7.75,350;25.75,109.75;57,196.75;61,205.5
