begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
5446;12.75,313.5;19.25,221.5;48.75,53;48.75,78;2,39.5;3.5,277.75;24.5,192.5;56.75,290.75
3917;7.75,311;9,255;56.5,27;58.75,76.5;2,39.5;3.5,277.75;31.5,161.5;34.75,265.5
5241;7.75,311;35.75,218.25;44.5,18.25;64.75,69.5;0.75,39.25;8,288.25;31.5,161.5;44.5,236
4043;7.75,311;29.5,257.25;38,18;64.75,69.5;8.5,58.5;28.25,307.25;42.75,190.25;53,212.5
3788;7.75,311;17.5,263.25;29.25,31;41.5,74.5;17.5,48.75;19.25,324.25;45,175.5;53,212.5
1259;20,314.25;24,301.75;29.25,31;64.25,73.25;2,10.5;26.75,355.25;45,175.5;60.75,232.5
5724;12,350.5;24,301.75;44.75,18.5;56.25,81.25;31.5,7.25;41,319.25;45,175.5;60.75,232.5
2634;23.5,362.25;40.75,301.75;44.75,18.5;57,97.25;32.25,12.5;43,318.25;48.25,173;60.75,232.5
6007;19.75,367.5;42.25,296.25;44.75,18.5;62.75,127.5;25.75,7;43,317.5;48.25,173;58.5,229.75
2165;7,315.25;33.5,304.75;54.25,72.75;60.75,81.5;6.25,58;43,317.5;48.25,173;58.5,229.75
5455;23.5,333.75;25,310.25;57.75,62.5;66.25,79.75;2,94.25;24.75,326.5;48.25,173;58.5,229.75
1406;25.25,307;25.75,336;49.75,37.5;66.25,79.75;13,122.25;24.75,326.5;44.5,166.75;57.5,208.5
3792;3.5,272.75;23.25,304.25;49.75,37.5;66.25,79.75;28,88.5;30.5,294.25;35.75,126.25;37.5,246.75
390;12.25,313.5;21.25,346.25;26.5,34.5;66.25,79.75;21.25,55;28.75,259.5;35.75,126.25;45.75,250
2575;4.75,310;12.5,362.25;26.5,34.5;55.25,63;22.75,50;37.25,265.25;38.25,95;45.75,250
6038;8.5,315.25;12.5,362.25;48.5,37.75;55.25,63;0.75,80;12.75,251.75;28.5,82.25;45.75,250
5012;8.5,315.25;26.5,364;58.5,21.5;64.25,99.75;8.25,104.75;12.75,251.75;20.75,51.5;46,249.5
5299;21,312.25;27.25,340;58.5,21.5;60.25,76.75;8.25,104.25;12.75,251.75;44,20.25;46,249.5
113;23.5,262;46.5,353;49,4.75;60.25,76.75;8.25,104.25;11.25,286.75;21.75,12;46,249.5
8;6.25,310.25;26.75,335;49,4.75;66.25,70.75;1.75,126.25;11.25,286.75;12.75,50.75;23.75,220
621;38.5,321.25;47,304.5;49,4.75;66.25,70.75;1.5,122.25;18.75,260.75;40,79.25;49.5,193.25
4367;20.75,304.5;22.75,287.25;55.5,25.5;56.5,56.75;1.5,122.25;11.75,251;40,79.25;42,196.25
6198;20.75,304.5;51.25,294.5;56.75,23.5;66.5,61.5;2,134.75;11.75,251;47.5,63.25;68,207.5
1289;29.25,341;32.75,313;56.75,24.25;63.75,81.5;2,134.75;3.25,235.25;42,38.25;68,207.5
5656;2,354.5;20.5,314.25;56.75,24.25;60.25,71.25;2,134.75;18,197.75;41,58.25;68,207.5
3301;2,354.5;7.75,312.75;56.75,24.25;60.25,71.25;27.25,167.25;41,231.25;46.5,19.75;47.75,233
1182;2,354.5;7.75,312.75;37.5,50.25;63.25,126.5;26.25,168;37.5,284.5;65,33;67.5,192.25
5601;2.25,366;7.75,312.75;20.75,62.5;42.75,112.5;18.25,146.25;37.5,284.5;57.25,81.25;67.5,192.25
2921;2.25,366;7.75,312.75;20.75,62.5;53.75,158.75;12,173.75;26,277.25;45.25,117.5;67.75,201.75
1668;23.5,333.75;26,303;37.75,80;53.75,158.75;12,173.75;43,239.75;46.5,125;68.75,201.75
3605;23.5,333.75;37,314.75;39,113.25;58.25,130.25;23.25,184;31.75,231.5;63.5,125;68.75,201.75
2186;23.5,333.75;31.75,305.25;32.5,148;37.75,113;10,199;31.75,231.5;33,113.25;51.75,176
537;6,312;23.5,333.75;32.5,148;37.75,113;4.75,232.5;23.5,199;44.25,94;59.5,206.5
1514;15.25,311.75;32.5,301.5;48.5,180.5;55.5,97.25;4.75,232.5;23.5,199;33.25,88.5;59.5,206.5
3327;39.5,303.25;42,304.5;48.5,180.5;55,98.75;5.25,249.25;22.5,230.5;38.25,116.5;59.5,206.5
3087;32,257;42,304.5;63.5,214.5;65.75,62.25;22.5,230.5;27,272.25;36.5,78;48.5,172.5
5480;25,202;27.25,340;62.25,209.25;65.75,62.25;15.25,251.75;27,272.25;31.5,88;60.75,121.25
6051;21.5,185.5;29.25,356.75;29.75,212.25;57.5,90.5;3.5,278.25;15.25,251.75;30,57;60.75,121.25
3805;18.25,144.25;28.25,335.75;29.75,212.25;57.5,90.5;2.5,278.75;19,230.75;42.75,88.5;49.25,107.25
4079;18.5,143.75;29.25,333.5;54,228.5;55.25,76.25;2.5,278.75;27,211.5;37.25,119;42.75,88.5
1313;16.25,164.5;29.25,333.5;50.25,254.25;55.5,41.75;1.75,278.75;27.5,166.75;37.25,119;37.5,42.75
1291;14.25,156.75;21.5,305.5;24.75,256;28.25,62.25;1.75,278.75;27.5,166.75;35.5,76.75;40.5,76.75
2359;14.25,156.75;14.75,339;34,256;51,49.5;1.75,278.75;18.25,206;44,98.5;49.25,42.25
1110;13.5,135.5;14.75,339;34,256;41.25,76.25;7.75,251;12,233.25;59.25,109;65,46.75
5131;23,114;40.25,301.5;50,304;53.75,100;7.75,251;12,233.25;59.25,109;60.5,43.75
2648;18.75,144.25;40.25,301.5;54.5,300.75;57.75,75;7.75,251;9.75,229.75;28.75,83.25;38,21.25
5839;19,143.75;30.75,284.25;64.5,341.25;65.75,106.5;3.25,214.75;7.75,251;18,88;38,21.25
527;14,133;30.75,284.25;41.5,341;44.25,78.5;3.25,214.75;7.75,251;23.5,64.5;43,33.75
6110;27.25,166;31.25,284.25;41.5,341;65.5,93.25;7,195.5;7.75,251;16.25,50.5;43,33.75
5269;13.25,121;38,323;41.5,303.5;52,50.5;7,195.5;7.75,251;13,52;46,80
4173;10.5,133.25;30.5,313.75;34.25,303.5;39.5,15;7,195.5;7.75,251;8.25,64.75;50,96.5
2327;10.5,133.25;25,297.5;30.5,313.75;38,15.5;10,159.75;23.5,235;46.25,96;66.5,91.75
3307;42.5,116.25;43.5,295.5;45.75,301.75;60,31.75;16.75,203.25;45.75,250;46.25,96;66.5,91.75
3773;5.25,106.75;43.5,295.5;46,344.25;60,31.75;14.5,196.5;20.25,235;32.75,58;40,78.25
582;4,152.75;44.25,295.5;47.75,367.5;60,31.75;14.5,196.5;29.25,233;54.5,28.75;60,85.75
5802;24.75,201;45.5,269;46,360.5;60,31.75;2.5,147.75;19.25,241;22.75,57.25;60,85.75
1040;31.5,147;46.25,272.5;49,363.25;60,31.75;14.75,124.25;15.25,234.5;22.75,57.25;46.5,78
5259;4.25,165.5;46.25,272.5;49,363.25;60,31.75;13,66.75;28.75,284;40.5,68.5;40.75,91
1414;32,155.75;44,271;46,339.25;47,16.5;6.75,49.25;28.75,284;31,55.5;40.75,91
1568;32,155.75;39,253.25;46,339.25;47,16.5;3,20;18.5,260.25;24.75,77.75;51,47.75
899;1,147.75;17.5,220.75;20.5,302.5;47,16.5;13.25,47.25;14.5,232.75;24.75,77.75;45.25,58.75
5177;1,147.75;14.5,220.5;15.5,314.25;22,20.25;13.25,47.25;40.25,238.25;40.5,78.5;65.25,74.25
2865;17,93.25;30.25,219;56,356;59,46.25;6.5,41.75;24.25,252.5;40.5,78.5;65.25,74.25
3507;12,124.25;21.75,254;55,356;59,46.25;25.25,47;37.25,263.75;37.75,59;65.25,74.25
5458;9.5,123.5;32,251.75;49.25,306.5;56,93.75;25.25,47;27.75,238.5;37.75,59;59,86.75
1054;22,116.75;32,251.75;49.25,306.5;56,93.75;3,26.25;44.75,265.5;58.75,88.75;66,53.25
4982;24,116.5;37.25,251.75;42.5,306;44.5,125.5;3,26.25;44.75,265.5;52,116;57.75,90.75
6318;24,116.5;35,220.75;42.5,306;44.25,126;3,26.25;11.25,286.25;35,149;49,109.5
962;24,116.5;35,220.75;42.5,306;56.25,97.25;9.75,2;29.25,299;33.75,173.75;40.5,79.25
511;17.75,72.5;39.5,181.5;41,303.5;56.25,97.25;9.75,2;19,321.25;34.25,172;51.5,79.25
2363;17.75,72.5;19.5,192.5;41,303.5;56.25,97.25;9.5,3.75;28.75,299.75;29.75,169.75;47.25,90
4230;17.75,72.5;17.75,192.25;21.5,310.5;29.75,117.5;6,49.25;28.75,299.75;33.25,166.75;34,78.5
2250;9.25,101.25;20,243;21.5,310.5;39.75,114;8.75,17;28.75,299.75;34.5,168;58,92.25
5757;5.75,71.5;17.25,265;21.5,310.5;39.75,114;8.75,17;21.25,325.5;45,170.5;59.25,87.75
1561;2.25,107.25;22.25,261.75;30,306;47.5,126.5;8.75,17;41,333;45,170.5;53,59.5
4910;2.5,114.25;29.25,307;40.75,344.75;58.75,82;9.25,11.75;36.5,327.75;45,170.5;53,59.5
4551;4.5,112.5;5,313.25;43,367.75;55.75,80.75;9.25,11.75;19,354.5;44.25,192.75;53,59.5
4780;18.25,94;21,331.25;43,367.75;56,102.5;31,7;34.5,355.25;42,196.25;53,59.5
5472;3.75,90;16.75,314.75;23.75,311.75;42,128.75;1,15.75;3,361;42,196.25;53,59.5
5060;3.75,90;11,339;21.25,303.25;34.25,152.5;8.25,12;21.5,331.5;42,196.25;58.25,32.75
1354;3.75,90;15.25,313.75;24.25,302.75;66.25,166.5;3,9.25;12.5,334.5;42,196.25;64.5,46.5
76;17.75,73;20.75,297.75;29.5,256.75;65.25,168.5;3,9.25;19.25,334.5;42,196.25;64.5,46.5
4184;30,114.25;32,255.75;42.75,289.5;65.25,168.5;26.5,11;36.5,373.75;49,170.5;64.5,46.5
633;30,114.25;42.25,305.25;48,251.75;69,169;25.75,51.25;36.5,373.75;51.25,193.25;64.5,42.5
1284;18,122.75;33.75,254;47.25,274.5;55.5,168.25;21.25,98.75;36.5,373.75;51.25,193.25;66,45
4300;7.25,166;40.75,257.25;49.75,302.5;60.5,141;26.25,88.5;36.5,373.75;51.25,193.25;66,45
3164;30.25,180.5;40.75,257.25;49.75,302.5;60.5,141;21.5,48;44.25,371.25;46.25,190.75;51.75,21.75
6274;8.5,164;45.75,255.75;46,252;55,126.75;2.5,7.75;19.25,326.5;46.25,190.75;51.75,21.75
794;5,144.25;30,268.25;47,301.5;65,167;2.5,7.75;38,282;40.5,232.75;51.75,21.75
3708;3.5,145.25;25,311.5;55.25,299;69.5,160;2.5,7.75;18.25,250.75;46.75,266;51.75,21.75
3521;11.75,163.75;13.5,328.75;21.5,310;57,148;2.5,7.75;5.25,247.5;24,256.25;51.75,21.75
2781;10.5,176.5;19.25,347.5;25,353.75;40.25,128;2.5,7.75;19.75,251;38,281.5;51.75,21.75
2973;13.5,200.25;13.5,329.25;31.25,314.75;40.25,128;8.25,3;25.5,212;33.75,264;51.75,21.75
2586;13.5,200.25;13.5,329.25;18.25,284.75;32,124.75;7.5,54.75;26.25,206.25;35,258.5;44.25,6.25
3197;4.75,242.5;11.5,296;14.75,254;25.25,116.75;7.5,54.75;26.25,206.25;34,264.5;56.5,47
3960;4.75,242.5;11.5,296;53.25,257.5;63.75,97.25;15,54.5;20,210.25;36,287;65.5,44.75
5095;5.75,259.75;14,296.25;23.5,239.25;32.25,116.75;15,54.5;47,224.75;61.75,299;65.5,44.75
1910;2.75,252.5;14,296.25;33,253.75;37.5,113.25;20.5,96.5;38.5,200.75;61.75,299;65.5,44.75
4185;12.25,257.25;21.5,306.5;37.25,302.5;43.5,89.5;3,124.75;38.5,200.75;61.75,299;65.5,44.75
25;20.75,260.5;26.5,336.5;37.25,302.5;48.5,79;15,95.25;20,234.25;26.75,299.25;65.5,44.75
735;2.25,246.25;7.5,309.75;29.5,304.75;54.25,101.5;17.75,54.5;20,234.25;26.75,299.25;65.5,44.75
4028;2.75,254.5;18,357;27,270.75;52.5,101;17.75,54.5;20,234.25;40.75,265;64.25,38
2330;2.75,254.5;17.5,357;29.25,260.5;52.5,101;24.75,56;28.25,230.25;46.75,227.25;64.5,48.25
77;2.75,254.5;28.25,334.5;29.25,260.5;41.5,116;0.25,103.25;26.5,264;46.75,199;63.75,49
206;2.75,254.5;23,344;24.5,305.75;34.75,117.5;35.5,127.75;38,287.5;46.75,199;65.5,53.5
5800;2.75,254.5;14.75,370.25;24.5,305.75;34,117.75;45.5,142.25;57.5,309.75;64.5,190.25;65.5,53.5
1823;4,313.5;13.25,371.25;22.5,256;41,114;25.75,166.25;59.75,369.75;64.5,190.25;65.5,53.5
2562;21,304.25;21.25,305.75;23.5,302.25;56.25,100;54.5,144.5;58.25,368.5;64.5,190.25;65.5,53.5
2960;13,352.75;25,256;39.5,318;56.25,100;10,122.25;52.75,333;53.75,239.75;65.5,53.5
282;11.5,352.75;32,301.75;45.75,268.75;56.25,100;10,122.25;24.75,327.5;31.25,287;66,47.5
5880;11.5,352.75;24.5,303.5;46.75,239;56.25,100;3.25,125.25;4.5,315;31.25,287;36.5,69.5
1492;13.5,331.75;19.25,347.5;27.25,216;59.75,70;1.5,122.25;4.5,315;12.25,252.75;36.5,69.5
5197;29.75,304.75;30.75,303.25;34,185.75;65.5,101.25;1.5,122.25;4.5,315;38.5,265.5;60,79.25
4270;28,268.25;30,303.25;54,202.5;56,78.5;1.5,122.25;3.25,308.75;42.5,265.5;60,79.25
4626;28,268.25;30,303.25;37.75,160.5;54.25,78.75;9.5,87.5;12.5,334.5;24.75,266;39.5,38.75
2740;24,260.5;30,303.25;59.5,171.75;65.75,103.25;10,90.75;11,334;33.5,256.75;39.5,38.75
2054;6.5,247.75;33,252.75;37.25,180.5;65.75,103.25;12.75,138.75;26.25,290.25;32.25,295;39.5,38.75
2582;6.5,247.75;33,252.75;37.25,180.5;37.75,67;27.5,166.75;30.75,282.5;32.25,266;58.75,49.5
556;1,256.25;31,252.5;42.75,180;60.25,69.75;27.5,166.75;32.5,255;58.25,281;58.75,49.5
5019;21.75,251.75;29.75,257;42.75,180;56,44.75;31,169.75;32.5,255;59,317.75;64,32
4475;21.75,251.75;39,289.5;58.5,147.5;67,56.25;10.5,153.5;12.75,252.25;56,318.25;64,32
317;16.75,261;18,246.25;40,114.25;63.25,100.5;10.5,153.5;40,225.75;57.75,287;64,32
6092;14.5,216.25;16.75,261;30.25,115.5;38,80;10.5,153.5;15.25,250;16.75,271.75;63.75,32.5
925;23.25,239;29.75,253.25;32.5,126.25;40.5,72;14.75,161.25;15.25,250;16.75,271.75;44.5,19.75
2156;11.25,257.75;31.5,255.25;54.5,91.75;57.5,102.75;9.5,196.5;15.25,250;23.5,274.25;44.5,19.75
4183;19,247.75;38.5,305.5;43,116.5;60.75,65;9.5,196.5;13.5,255;23.5,274.25;26,54.75
5117;15.25,258;20.5,330.75;34.75,154;37,73.5;9.5,196.5;13.5,255;23.5,274.25;31.25,88
948;15.25,258;20.5,330.75;34.75,154;60,31.25;3.75,214.75;22,230.25;37.5,288;51.25,119
5393;15.25,258;20.5,330.75;34.75,154;46.25,17.25;4.75,168.5;19.75,230.5;30.25,324.25;58.75,81.25
4935;6,247.75;22.5,296.5;29.75,113;39,51.75;2.75,122.25;19.75,230.5;30.25,324.25;32.25,95.75
2128;12.5,255.5;12.5,313;16.25,107.75;21.75,53;2.75,122.25;9.25,252.25;28.5,329.75;32.25,95.75
5641;12.5,255.5;12.5,313;26.75,106;37,51.75;1.5,122.25;3.25,281;4.75,350.25;25.5,48.25
3768;12.5,255.5;24,304;26.75,106;42.5,5.75;1.5,122.25;17.5,284;19,371.75;41.5,69.5
5555;6.5,311.25;9,255;12.25,80.75;42.5,5.75;7.5,78.5;17.75,285;19,371.75;22,122.25
2027;6.5,311.25;9,255;12.25,80.75;59.5,46;18,49.75;30.75,291;42.75,355;49.25,107.25
1642;0.5,274.5;16.25,264.5;32.5,114.75;59.5,46;2,17.5;30.75,291;44.5,356.75;57.25,100.25
982;12.5,254.5;13.5,295.5;50.75,112.5;59.5,46;0.75,17;30.75,291;43.25,370.25;48.5,118
5564;12.5,254.5;21.5,305.5;37,127.25;59.5,46;0.75,17;17.75,252.25;19.5,372.25;48.75,140.5
5823;16.75,263;32.25,314.25;37,127.25;38.5,62.5;0.75,17;7.75,280;19.5,372.25;33.5,133.75
5934;13,310.5;38.25,331;50.25,78;57.75,71.5;0.75,17;7.75,280;31.5,371.25;62.5,124.5
5267;37.25,333.75;50,292.5;51.75,51;58.25,62.5;0.75,17;7.75,280;54.25,356;61.5,124.75
5618;2.5,365.5;5.75,314;10.75,62.5;58.25,62.5;0.75,17;18,254;24.5,364.25;61.5,124.75
3558;2.5,365.5;6.5,311;34,93.25;42.5,114.25;0.75,17;24,199.25;45.25,315.5;58,95.75
5185;9.5,354.5;13.5,347.5;20.5,65.25;55.25,129;2,19.5;24,199.25;45.25,315.5;66.75,83.25
1248;9.5,354.5;21.5,302.5;38.5,52.25;66.25,163.5;37.5,3.5;41.75,190.75;64.75,290;66.75,83.25
5783;3,368.5;37.5,306.5;38.5,52.25;68,168;48.75,34.25;58.75,210;64.75,290;65,53.25
3766;3,368.5;32,312.25;41,68.75;47.25,180;35.75,18;58.75,210;61.5,307.5;66,45.75
4257;2,371.5;58.25,349.25;59.75,46.25;68.75,217.5;8.25,3;16.25,222.25;61.5,307.5;66,45.75
2021;7,346;35,352.75;37.75,50.5;64.5,227.25;16.5,11.25;21,187.5;61.5,307.5;66,45.75
3730;13,314;39,303.5;43.75,51;64.5,227.25;16.25,46.75;21,187.5;61.75,348.25;64.5,49.5
2026;1.75,347;23,310;55,42.75;64.25,268.75;8.75,17;21,187.5;62,361.25;64.5,49.5
734;1.75,347;12.25,313.5;25.75,18;43.5,234.25;8.75,17;32.75,226.5;63.75,307.75;65.75,43.5
4674;3,345.5;12.25,313.5;19.5,16.75;43.25,273.5;23.75,32.75;32.75,226.5;51.5,279.75;57.25,87.25
4624;1,345.5;12.25,313.5;44.75,23.5;62.5,275.25;14.25,10;48.5,205.5;51.5,279.75;56.5,69.5
3235;8,339;40.5,303.5;44.75,23.5;63.75,291.75;14.25,10;21.5,234.25;33.75,265;65,46
6319;7.25,315;17,325.5;21,18.25;68.5,303.75;14.25,10;15.75,241;33.75,265;65,46
4268;22.25,263.75;38.25,363.5;44.25,45.25;64,258.5;14.25,10;15.75,241;17.5,297;63.75,46.25
1950;29.75,252.5;38.25,363.5;47.25,25;48.25,282;2.5,22;30.5,254.25;40.75,330.25;63.75,46.25
4930;23,261.5;38.25,363.5;56.75,28;63.25,270.75;2.5,22;11.75,250;18,364;37.25,59.75
4887;28.5,268.25;55.25,367.5;56.75,23.5;67.5,228.75;2.5,7.25;4.25,233.5;18,364;37.25,59.75
4667;47.25,255.75;55.25,367.5;56.75,23.5;67.5,228.75;8.75,58;37.5,249.75;60.75,353;65,38.75
3183;15.75,309.75;29.25,366.25;38.25,6;65.5,164;3.5,90.75;9.5,197.25;60.75,353;65,38.75
1930;7.25,257.25;33,315.25;53.25,16;57,129.75;3.5,90.75;10,198.25;60.75,353;65,38.75
4344;22.75,255.75;33,315.25;42.5,19;57.75,174.25;1.5,87.5;50.25,178;60.75,353;66.25,91
2015;22.75,255.75;38.75,313;59.25,71.25;67.5,226.25;13.25,124.25;26.25,146;60.75,297;66.25,91
4621;0.75,260;38.75,313;59.25,71.25;68.75,212;13.25,124.25;36.5,182.25;41,282.25;64,91.75
332;32,251.75;48.5,281.25;55.75,82.25;67,175.75;5.25,107;36.5,182.25;41,282.25;42,88
1560;27,260.75;51,276;65,103.5;67,175.75;5.25,107;17.75,206.5;29.25,324.25;57,100.75
3780;28.75,304.75;46.75,242;63.5,101;70.25,165.5;12.75,97.25;14.75,251.25;29.25,324.25;57,100.75
2119;12,314.75;14.5,246.25;57.25,74.25;69.5,173.75;12.75,97.25;14.75,251.25;22.5,339.5;43,78.25
3478;28.25,335.75;32.25,252;33.25,51;56.25,148.25;3.5,105.25;14.75,251.25;22.5,339.5;23,87.5
2778;7.75,312.5;32.25,252;33.25,51;65.75,178.25;3,106;10.75,277;15.5,363.25;32.5,56.5
438;23,313.75;30.5,269.75;50,17;56.5,207;3,106;10.75,277;22,370.25;32.5,56.5
164;42.25,356;42.75,257.25;50,17;67,226.25;3,105.5;7.75,249.5;22,370.25;45.5,21.25
1467;15.5,356;34.25,256.5;50,17;53.75,238.5;3,106;21.25,287.75;22,370.25;59.75,9
3539;40.75,344.75;45.75,231.75;50,17;63.75,236.25;19.25,67.25;21.75,297.75;22,370.25;52,11.75
5953;38.75,306.5;39.75,280.25;57.75,21;68.25,215;9.5,55;21.75,297.75;22,370.25;60.25,40.25
1364;30.5,363.25;34.75,288;57.75,21;64,272.25;17.75,59.25;21.75,299.75;22,370.25;41.5,38.75
3551;7,347;19.25,284.75;46.75,22.75;58.75,303.25;17.75,59.25;21.75,299.75;22,357.5;46.75,30.75
3252;7,347;10.5,259;45.5,80;58.75,347.25;14.25,54.5;21.75,299.75;22.5,331.5;34,79.25
1669;4.25,310;16.5,261.75;39.25,46.75;49.25,367.5;14.25,54.5;19,321.25;21.75,298.75;34,79.25
1608;4.25,310;16.5,261.75;59.25,16.25;64.5,327;12.75,50.25;15.5,361.25;20.25,251.75;36.75,57
1084;4.25,310;11.25,254;39.25,29.25;68.5,342.25;10.75,94.25;16,365;17,255.25;36.75,57
977;1.25,355;23,305;39.5,30.5;41.5,319;10.75,94.25;16,365;18,238;25.25,2.75
1160;1.25,355;32,302.25;37.5,78;67.25,341;10.75,94.25;36.25,349.25;56.75,274.75;64,51.25
1053;14,312.75;22.25,314.5;40.25,62.75;63,327;38.5,117.25;44,336;56.75,274.75;64,51.25
1567;2.25,273.5;13,315.25;62.75,78;65.25,335;10.5,85;17,357.5;56.75,274.75;64,51.25
5406;32.75,253.25;34.75,287.25;62.75,78;69,341.75;10.5,85;16.5,356.25;32.25,294.5;42.5,69
3189;1.25,259;14,254.5;25.5,65;69,341.75;7.25,59.25;30.75,371.5;37.5,264;42.5,69
6071;14,246.25;35,220.25;44.25,38;62.75,307.25;12.5,50.75;30.75,371.5;41,232.25;42.5,69
5028;5.75,296.25;22.25,192.25;52,53;62.75,307.25;24.5,49;32,367.5;37.5,202;42.5,69
5356;25.25,310.5;48.25,180;52,53;66.25,300.25;9.5,56.5;15.5,366.75;18.75,203.75;42.5,69
4512;7.5,314.75;22.25,189.25;57.75,72.5;64.75,278.75;9.5,56.5;17.5,362.25;18.75,203.75;42.5,69
635;5.75,310.75;11,170.25;35.25,55;57.75,299.25;9.5,56.5;17.5,362.25;20.5,210.75;58.5,78.75
5284;8,339.5;17.75,134.5;62.75,69.5;69.5,337.75;11,66.25;17.5,362.25;20.5,210.75;50.25,113.25
588;6.75,363.5;55,164.25;56.25,93;64,288.25;11,66.25;17.5,362.25;61.25,232.5;65.75,94
284;15.25,350.5;17.25,164.5;56.25,93;60.75,287.75;11,66.25;35.75,332.25;37.5,259.25;58.5,88.25
3587;2.5,348.5;17.25,164.5;62.25,68.25;62.5,274.25;22.5,50.25;35.75,333;37.5,259.25;64.25,73.75
2158;12.75,341;43.5,148.25;49.75,115.5;60.5,289.25;30.5,9.25;35.75,333;37.5,259.25;64.25,73.75
755;21,312.75;26.5,140.75;37.5,113;42,322.25;30.5,9.25;35.75,333;38.25,235;64.25,73.75
3662;2.75,349;15.25,107.75;26.5,140.75;39,333.75;16.75,9;24.75,313.75;27.25,252;64.25,73.75
2647;17,358.75;26.25,142;32.25,113.75;62.5,358.5;8.5,8.5;24.75,313.75;33.75,281.5;64.25,73.75
6256;7.75,312;46.5,185;59.25,122.75;62.5,358.5;8.5,8.5;19.75,284.25;29,327.25;52,80.25
696;38,344.75;46.5,185;49.75,117.75;56,346.25;9,49;21,283.25;29,327.25;66.5,97.5
2920;3,361.5;12.5,164;63.75,98.25;65.75,307.25;9,49;21,283.25;60,346.75;66.5,97.5
679;7.25,311.75;27.5,148;30.5,116.25;65.75,307.25;7.25,11.25;16.75,252;65.5,317.75;66.5,97.5
2707;1.75,350;28,149;30.5,116.25;65,336.25;7.25,11.25;26.5,222;53.75,315.75;60.5,82.25
1739;1.75,350;43,117;48.25,116.25;57.75,359.25;3,25.75;18.75,235.25;23.75,316.25;60.5,82.25
2750;1.75,350;19.5,94.25;33.25,117;58.25,361.25;5.75,8.25;11.25,249.75;23.75,316.25;65.75,92
2169;16.25,312.25;24,57.5;27.25,146.75;46.25,351.5;5.75,8.25;23,254.25;23.75,316.25;66,91.25
2752;9.75,259.75;24,57.5;34.25,141.5;43,362;4.25,49.25;13.75,234.25;23.75,316.25;66,98.75
2940;5.5,241;41.5,87.25;42.75,148;44.25,354;4.25,49.25;13.75,234.25;60,304.5;67.25,97.5
3066;5.5,241;52,51;52.5,99.75;54,362.25;4.25,49.25;15,233.5;44,281.25;67.25,98.75
1550;5.5,241;14.5,82.5;42.75,116.5;66.75,368;12.75,51.75;41.5,193.25;60,296.5;67.25,98.75
1413;11.75,241.25;14.25,64.75;39,113.5;52,356.75;12.75,51.75;51.25,178;60,296.5;67.25,98.75
2689;21,246.75;38.25,62.25;40.75,120;63.75,350.5;7.5,56.5;53,183;60,296.5;67.25,98.75
2113;29.25,257.25;31.25,57.75;59,127.25;63.25,350.75;7.75,66.5;13,199.25;60,296.5;67.25,98.75
3334;29.25,257.25;46.75,30.5;59,127.25;63.25,350.75;20.75,47.5;37.25,184;57.25,282;64,145.25
3404;23.25,238.5;46.75,30.5;59,127.25;63.25,350.75;18.75,11.75;26.5,210;44.25,298;46,156
54;18.25,238.5;47.25,37.25;59,127.75;70.5,367.25;18.75,11.75;26.5,210;31.5,255.75;47,167.75
2956;21.75,249.25;47.25,37.25;59,127.75;70.5,367.25;9.5,10.75;15,197.75;15.25,251.25;21.75,202.75
938;21.75,249.25;47.25,37.25;65.25,172.25;70.5,367.25;3,9.25;17.25,166.75;26.25,210.75;37,226.75
427;3.75,237.25;47.25,37.25;65.25,172.25;70.5,367.25;25.75,57.25;25.75,189;35.5,165.75;43.75,175
89;33.75,253.75;47.25,37.25;68.25,218.5;70.5,367.25;3,90.75;9.25,172.25;35.5,173.75;39.5,177.75
73;39.5,234.25;47.25,37.25;62.75,213.25;70.5,367.25;15,90.75;19,217;42.25,193;46,133.75
3927;39.5,234.25;45.25,51.75;62.75,213.25;70.5,367.25;6.5,85.75;13.5,234.5;51.5,172.5;54.75,142.75
5505;54.75,229.25;62,16.75;62.75,213.25;70.5,367.25;22,120.75;43.25,246.25;45.5,168;51.5,97.5
6187;35.75,222.75;38,53;47.25,179.5;70.5,367.25;22,120.75;37.25,258.5;45.5,168;46.75,99
5459;30,213.25;43.25,52;45,181;70.5,367.25;29.5,129.75;44.25,299;45.5,168;58.25,49
4422;30,213.25;31.5,55.75;45,181;70.5,367.25;3,86;30.75,295;32.25,139.75;56,79.25
4060;35,221;41.25,79.5;59,175.75;70.5,367.25;28,73.5;28.25,315.25;49.25,152.5;56,79.25
2485;40.75,242.5;41.25,79.5;59,175.75;70.5,367.25;24.75,59;31.5,325;41.5,167.25;57,100.75
2510;40.75,242.5;57.75,73;59,175.75;70.5,367.25;16.75,58.5;28.5,339.75;51.5,125;63.5,63.25
3179;25.25,310.25;30.75,57.75;59,175.75;71.25,303.25;17.25,54.5;28.5,339.75;30.25,87;37,119
2174;25.25,310.25;25.5,115;47.25,124.25;71.25,303.25;2.5,11.75;14.75,350;40.5,78.5;65.75,126.75
2912;8.75,312.25;40,114;63.25,101.75;71.25,303.25;2.5,11.75;4.75,370.5;18,85.5;65.5,126.25
2131;3.75,310.5;47.75,79;55.25,103.25;71.25,303.25;2.5,11.75;2.75,325.75;13.75,56.5;23.75,142.5
2963;3.75,310.5;50.75,38;55.25,103.25;62,325;0.75,11.5;7,282.25;8,47.25;14.25,161.75
