begin;0,0;0,324.25;274,0;274,324.25;0,0;0,324.25;274,0;274,324.25
18419;18.25,174.25;75.5,143.25;86.5,57.25;103.5,113;2,70.5;180.5,222.5;222.25,137.75;248.75,204
8893;16.25,167.5;73.75,164.25;82.75,35.75;96,68;2,70.5;211.5,238;222.25,137.75;236,204
18527;38.75,185;73.75,164.25;81.5,77.5;98.25,60;28,55.5;211,238.5;222.25,137.75;236,204
14978;67,220.25;73.75,164.25;83.75,100.5;92,11;35.5,90.25;210.5,233.25;222.25,137.75;231.25,176.75
17554;43.5,217;49.25,199.5;83.75,100.5;92,11;10.5,137.75;210.5,233.75;227.75,112.75;259.5,161.25
19655;37.25,186.25;43.5,217;71.5,73.5;76.5,7.25;10.5,137.75;210.5,233.75;245,87.5;260,161.75
17153;13.75,128.5;28,234.75;71.5,73.5;76.5,7.25;25.25,189;210.5,233.75;227,107;236.25,177
17650;13.75,127;62,240.5;71.5,73.5;76.5,7.25;26.25,189.25;184,209.75;195.5,104.75;203,185.25
17036;13.75,127;48.5,211.25;98.25,33.5;114.75,37.75;79,209.75;123.75,228.5;195.5,104.75;202.25,186
8709;13.75,127;46.5,207.75;94.75,69.5;119.5,23;79,209.75;116.25,198.5;195.75,100.25;224.75,155.25
17672;13.75,127;46.5,207.75;93.75,69.75;133.25,49.75;82,212;101.5,199.25;221.5,86;224.75,155.25
1495;1,145.75;46.5,207.75;132.75,60.25;158.25,39;98,230.25;108.25,210.25;189.5,115.75;224.75,155.25
891;9.25,150.5;45.5,169.25;132.75,60.25;197.25,46;97,229.25;108.25,210.25;189.5,143.75;225.25,153.5
19814;9.75,150;44.5,166;132.75,60.25;215.25,47.5;97,229.25;108.25,210.25;196.75,178.5;221,188.25
10903;9.5,129.5;12,184.75;112,67.25;215.25,47.5;92.25,232.25;117.75,246.25;195.5,177.75;221,188.25
18356;9,111.75;19.25,204.25;112,67.25;259.75,73.5;92.25,232.25;117.75,246.25;158.5,183.25;219.5,187
19152;9,111.75;49.25,203.5;82.25,32.25;260.5,111.75;91,187;117.75,246.25;175.5,179.25;219.5,187
10355;9,111.75;45.75,167.75;72.5,7.25;260.5,111.75;57.25,178.25;124.5,236;187.5,218;219.5,187
457;10,128.5;54,156.25;72.5,7.25;235.5,106.5;45.25,145;106.25,230;187.5,218;196,176.75
15704;27.75,87.5;54,156.25;72.5,7.25;235.5,106.5;41.25,143.75;88.25,231;176.75,179.75;238,156.75
4762;27.75,87.5;47.75,184.75;63,15.5;230.5,72;41.25,143.75;80.5,229.5;201.5,206.5;258.5,177.75
11847;8,97.75;37.75,167.75;63,15.5;230.75,73;41.25,143.75;67.75,199.75;187,240.5;262.25,176.75
5358;8,98.25;37.75,167.75;46.75,55.75;235.75,65.75;72,122.5;81,212.25;187.5,240.5;262.25,176.75
6479;8,98.25;37.75,167.75;50,96;235.75,65.75;44.25,144.5;85.5,176.5;187.5,240.5;241.5,139.5
5865;8,98.25;21,173.75;33.25,134;245,82.25;77,134;85.5,176.5;187.5,240.5;241.5,139.5
19805;6.5,100.75;21,173.75;80,138;206.25,83.25;77,134;85.5,176.5;153.25,249.5;255.75,150.75
10360;16.75,115;21,173.75;75.75,182.25;202.5,46;62.25,159.5;76.25,139.5;153.25,249.5;232.25,157.25
8465;16.25,112.25;21,173.75;51,197.25;232.75,67.25;62.25,159.5;66.25,125;162.75,256.75;204.25,127
19747;5.75,139.5;21.5,211.25;77.25,236.75;232.25,71.5;38.75,171.75;66.25,125;162.75,256.75;197,178.75
2478;5.5,139.5;21.5,211.25;77.25,236.75;196.75,43.5;34.75,217.5;61.75,146.25;166.25,247.25;198.25,177.75
18853;5.5,139.5;47.25,193.5;73,236.75;214,16.5;35.5,218.25;61.75,146.25;166.25,247.25;213.5,181.5
3829;2.25,128.5;83.5,215.25;87,250.75;195.5,8.5;57,192;61.75,146.25;166.25,247.25;206.75,191.5
5134;2.25,128.5;83.5,215.25;87,250.75;207.25,43.5;19,183.75;31.5,170;164,236.25;171.25,220.5
1352;26,158.25;83.5,215.25;114.25,253.5;181.25,63.75;20,194.5;31.5,170;163.25,235.5;186.75,216.75
18115;65.25,168.5;83.5,215.25;114.25,253.5;151.25,83.75;20,194.5;30.75,169.75;160.5,222.5;210.75,231
19178;49.25,182.5;83.5,215.25;114.25,253.5;171.25,109.75;32.5,204.25;43.75,202;160.5,222.5;211.25,230.25
272;49.25,182.5;53.5,248;124.75,298;175,104.75;31.75,203;43.75,202;169.5,249.25;211.25,230.25
16358;50.75,182.25;53.25,292.75;124.75,298;209,129.5;41,203.5;51.75,199.75;169.5,249.25;220.75,238.5
17122;37.75,168.25;53.25,292.75;153.75,287.25;236.5,153.25;35.25,205;62.5,181;169.5,249.25;221.5,239
537;13.75,186.25;53.25,292.75;124,299.75;204.5,152.75;35.25,205;79.5,209.25;165.75,249.5;221.5,239
8661;2.5,157;36.25,309.75;153.75,288.75;224.25,127;35.25,205;79.5,209.25;148.25,249;221.5,239
5569;2.5,158.25;39,314.25;174.5,302.5;224.25,127;34.75,204;79.5,209.25;141.75,273.75;234.25,246.5
13884;16.25,135.25;39,314.25;163,291.25;232.5,105.75;7.25,184.5;75.25,223;141.75,273.75;231,246.75
19376;6,139;61.25,291.25;155.25,267.25;232.5,105.75;39.5,190;92.25,228.25;141.75,273.75;231,246.75
18553;6,139;61.25,291.25;135.75,279;208,75.5;39.5,190;103,253.5;154,261.75;230.5,247
16930;6,139;61.25,278.5;125.75,314.75;236.75,50;43.5,199.75;79.75,230;154,261.75;230.5,247
1612;6,139;76.75,236.25;150,319.75;219.75,28.5;19.25,165.75;84.75,261;154,261.75;255.25,243.5
16459;5.5,139;46.5,217;180.25,305.5;219.5,29.5;19.25,165.75;91.75,245;201.5,261.75;255.25,243.5
1148;5.5,139;11,242.5;180.25,305.5;200.5,9;9.5,153.75;91.75,245;186.5,289.75;230.25,267.25
7927;5.5,139;6,240;206.75,272.75;207.25,39.75;9.5,153.75;68.75,218.5;220,309;220.25,238
9231;5.5,139;26.5,212.25;156,264.5;202.25,39.25;42,144;46,191;220,309;220.25,237
5643;17.5,139.5;42.75,207.25;155.5,264;193.5,8.75;17,165.25;46,191;220,309;225.25,206
5305;10.25,128.5;42.75,207.25;155.5,264;176.25,43.5;17,165.25;47.75,192;195.25,292;201.75,205.5
6525;13,131.5;73,217;155.5,264;176.75,43.25;42.75,123.25;47.75,192;218.5,258;237.5,177.25
3438;34.75,97;107.5,236.75;147.5,259.5;201,10;32.25,146.25;47.75,192;218.75,251.5;237.5,177.25
14325;62,106.25;98.5,208;152.75,228.25;205.5,46.25;53.75,120;81,212;218.75,251.5;237.5,177.25
7015;45,91.25;98.5,208;130.5,240.75;221.25,30.25;56,160.75;81,212;218.75,251.5;267.25,177.75
10191;69,103.25;104.25,228.75;137,278.75;221.5,31.25;43.25,186.25;68.25,201.5;218.75,251.5;267.25,177.75
18486;69,103.25;69,237.75;118,305.5;221.5,31.25;43.25,186.25;70.75,222.5;218.75,251.5;230,188
402;58.5,77.5;69,237.75;122.5,281.25;184.25,22.75;41.5,185.5;70.75,222.5;185.75,248.5;196.5,179.25
10326;30.25,87;71,233.25;122.75,284.25;191.5,54.5;42.5,152.75;70.75,222.5;185.75,248.5;190.5,156.5
4916;26.75,87;43,226.25;107,254.5;174.5,80.5;38.75,176.75;83,228.75;185.75,248.5;190.5,156.5
3086;14,109.25;42.25,203.25;109,250.75;174.5,80.5;47.25,201.25;66.5,200.5;185.75,248.5;193.5,175.75
14545;14.5,109.75;21.5,177.75;105.5,232;197.75,104.5;47.25,201.25;64.75,202.5;185.75,248.5;219.75,153.25
1097;12.5,125;21.5,177.75;77.75,266;208,117.5;47.25,201.25;91.75,182.5;195,280.5;263.25,167.25
17139;7,148.75;63.25,163.75;96,299;208,117.5;47.25,201.25;74.25,138.5;195,281.75;252.75,184.75
19527;7,148.75;75.5,182.25;80.25,267.75;226.75,147;47.25,201.25;74.25,138.5;195,281.75;230.75,209
17856;7,148.75;74,143.25;80.25,267.75;220.5,166.5;26.25,191.5;56.75,163;194.25,281.75;230.75,209
7352;7.5,149.25;74,143.25;87.25,304;234,135.75;5.75,214.25;47.75,203.5;184,284.75;230.75,209
16888;7.5,149.25;97,117.75;109,298.5;209.75,148.5;2.75,216.25;88.75,180.25;184,284.75;235.5,219.5
10441;39,169.25;104.25,80.25;134,282;230.5,135;2.75,216.25;88.75,180.25;184,284.75;239.25,191.5
9414;72,183.25;104.75,82.75;129,290.75;230.5,135;2.75,216.25;90,176.75;184,284.75;245,225.25
10431;72,183.25;103,42.5;129,290.75;224.75,132;2.75,216.25;73,194.25;166.25,259.25;216.25,213.25
2774;72,183.25;139,29.5;145,316.75;218.25,139.25;2.75,216.25;99,169.25;166.25,259.25;198.75,206
18307;72,183.25;139,29.5;176,289.5;252.5,124;20.25,221;74.25,181.75;180,284;198.75,206
18870;50.5,167.75;116.75,19.75;174.75,259.25;252.5,124;20.25,221;73.5,184.25;184.5,280;230.25,217.5
9793;50.75,167.75;135.75,16;174.75,259.25;211.25,106;40.75,189.75;40.75,199;184.5,280;227.25,216.75
12219;69.75,165.25;122,49.5;153.25,221.25;181,80.5;40.75,189.75;43,202;184.5,280;227.25,216.75
14503;83.75,182.5;119,45.75;124.5,196;181,80.5;64.25,201.25;64.75,201.25;184.5,280;211.75,227.75
8616;85,179.75;119,45.75;154.75,173.75;180.25,63.75;45.5,174;91,228.25;184.5,280;236,233
6934;74.75,171.25;103.25,35;153.5,166.5;180.25,63.75;45.5,174;107.25,235.25;183.25,290;230,234
4140;77.5,142;103.5,35.25;145,135;180.25,63.75;54.5,141;78.75,227;183.25,290;244.25,234.5
4558;77.5,142;88.5,2.5;143.25,138.25;187.5,42.5;56.5,160.75;57,199.75;183.25,290;214,220.75
10804;86.25,106.5;88.5,2.5;150.5,123.75;197.75,48;41,146.25;87.75,199;183.25,290;213.75,221.25
19546;86.25,106.5;100,43.75;123.5,106;197.75,48;43,190.5;125.5,197;176.25,304.25;197.25,254
15200;79,111;93,61;102.5,110.5;188.75,50;43,190.5;105.25,193.75;176,304.75;197.25,254
18235;55.75,84.5;74.5,53.25;102.5,110.5;187.25,49.75;43,190.5;91.5,217.75;176,304.75;211.75,273.75
11048;55.75,84.5;88,21.75;102.5,110.5;187.25,49.75;38.75,223.25;111.75,237;198.25,292.25;221,235.75
7767;55.75,84.5;76,1.75;104.75,120.75;186.75,49.75;7,216.75;97,227.5;181,296;221,235.75
18287;43.25,55.25;64.75,7.75;104.75,120.75;187.25,49.75;7,216.75;97,227.5;152.5,277;235.25,217.75
14835;50,31.5;103.5,5.75;106.25,111.25;181.25,63.75;7,216.75;97,227.5;152.5,277;234.75,219.5
2501;38.75,42.75;103.5,5.75;108.25,98.5;157,99;7.5,210.75;97,227.5;171.75,250;263,228.25
3194;43.75,51;103.5,5.75;120.5,70;157,99;48.5,191;102,216.25;174.75,240.5;261,229
19316;46.25,67;107.25,4.5;120,53.25;159,100.25;48.5,191;102,216.25;174.75,240.5;232.75,231.5
8626;46.25,67;107.25,4.5;138.25,53.75;159,100.25;88.75,193.5;108.75,192.25;216.75,241.75;261.5,220.5
19357;45.25,65.25;107.25,4.5;142.75,52.25;159,100.25;88.25,183;108.75,192.25;231.75,218.25;259.75,258.5
7685;45.25,65.25;107.25,4.5;142.75,52.25;193.5,130;89.5,183.25;120.25,235.25;234.75,237;259.75,258.5
3970;73,49;107.25,4.5;165,52.75;193.5,130;56.5,190;89.75,265.75;230.75,235.5;261.75,258.75
12286;65.75,81;107.25,4.5;165.25,52;193.5,130;81.25,197;82.25,299.25;231,202;261.75,258.75
13465;78.75,56;107.25,4.5;176,8.75;193.5,130;105.25,178;121.5,321.25;226,203.5;261.75,258.75
18988;72.75,70.75;107.25,4.5;176,8.75;231.25,120.25;111,162.75;158.75,300.25;186.5,227.75;261.75,258.75
14105;79.5,110.25;121.25,17;136.25,18;231.25,120.25;123.25,198.75;137.25,318.75;186.5,227.75;261.75,258.75
6171;75,60;101,5;108.5,15;228.75,154.75;123.25,198.75;137.25,318.75;223.5,228.5;261.75,258.75
18607;33.75,30.75;101,5;113.25,33.5;213.25,129.25;70.5,183.25;98.5,311.75;224.25,228.25;261.75,258.75
15011;84.5,25.75;117.5,33.5;133.25,20.5;244.5,114.75;70.5,183.25;92.5,300;219,255.75;261.75,258.75
19129;96,11;117.5,33.5;133.25,20.5;244.5,114.75;73.5,184.25;119.25,269.25;202.5,283.5;216.25,237.5
1140;71.5,39.5;117.5,33.5;130,13.75;255.25,143.5;85,224.75;119.25,269.25;208.25,306.5;216.25,237
10671;30.5,52;117.5,33.5;129.5,13.5;255.25,143.5;101.25,238.5;134.5,310;245,299.5;262.75,265.75
10917;30.5,52;118.25,69.5;129.5,13.5;255.25,143.5;61,256.5;113,300.25;262.5,265.5;270,275.5
12400;50,95.5;92,52.5;129.5,13.5;233.75,146.75;56,215.75;101,267.5;262.5,265.5;270,275.5
6286;16.5,117;81.5,49;129.5,13.5;257.5,182.5;38.5,202.75;135.25,252.5;262.5,265.5;270,275.5
12767;16.5,117;120.25,81.5;142.5,0.75;240,210;49.5,168.25;116.75,229;262.5,265.5;270,275.5
18058;68,106.25;120.25,81.5;172.25,24;239.75,209.75;39.75,176.5;116.75,229;258.75,290.25;262.5,265.5
8308;80.25,121.75;124.25,80;177.25,21.5;247.75,246.75;57,202.75;116.75,229;256,275.25;258.75,290.25
16654;54.25,98.75;108,74.25;159,22.75;219.75,265.75;57,202.75;97,212.75;258,277;258.75,290.25
578;54.25,98.75;126.75,84;159,22.25;227,293.75;90.5,189;125,238.25;258,277;258.75,290.25
1403;83.5,100.75;126.75,84;159,22.25;227,293.75;54,228.25;81,230.25;210.5,248;238.5,286.75
3745;79.25,101.5;130.25,129;148.5,29.25;247,291.25;61.5,258;81,230.25;210.5,248;238.5,286.75
19332;79.75,101.75;124.25,106.25;148.5,29.25;236.25,293.75;57,277;116,228.5;210.5,248;238.5,286.75
10815;98.25,131.25;124.25,106.25;187.75,47.25;260,321.5;57,277;131.75,230;200.5,282.5;223.25,268.5
857;61.75,166.25;162.25,119.5;186.75,49.75;257,318.75;22.5,315;131.75,230;200.5,282.5;234.5,242.5
1641;28.75,138;133.25,85.25;160,24.75;257,318.75;19.5,323.25;104.25,232.25;200.5,282.5;234.5,242.5
17788;6.5,102.25;163,71.5;188,45.25;257,318.75;53.5,308.25;104.75,211.25;200.5,282.5;234.5,242.5
16242;6.5,102.25;163,71.5;186.5,24;257,318.75;94.5,293.5;104.75,179;220.75,266.5;256.25,219.25
6578;6,102;138.5,83.75;186.5,24;207.25,297.75;94.5,293.5;144.75,161.75;230,219.5;255.75,261.75
5923;6,101;138.5,83.75;197,11.25;218.25,299.25;113,320.25;151,127.75;225.25,220;255.75,261.75
3313;6,101;133.25,45.25;194,47.75;242,291.25;113,320.25;187,144.25;225.25,220;227.75,267
19801;18.5,84.5;133.25,45.25;190,95.75;242,291.25;111.75,323.75;178.25,188.5;215.75,216.25;227.75,267
13144;14,49.25;157,22.25;190.5,95.75;244,291.75;95.25,293.75;187.25,157.5;215.75,216.25;227.75,267
18967;14,50.25;157,22.25;165.25,119.25;217.5,278.25;89.5,298.75;157,197.5;215.75,216.25;227.75,267
9306;34.25,25.25;174.5,9.5;202.25,116.25;217.5,278.25;61.25,271.25;131,214.75;215.25,220;227.75,267
18438;34.25,25.25;174.75,10;228.5,123.25;240,319.25;61.25,271.25;152,225.25;176.75,191;233.5,271
2521;34.25,25.25;158.75,37.75;228.5,123.25;240.5,319.5;108.25,276;151.75,226.25;174.5,186;194.25,263.5
9046;34.25,25.25;149.75,35.75;228.5,123.25;240.5,319.5;77.25,279.5;123,209.75;136.5,175;168.25,257.75
8767;34.25,25.25;124.75,21;228.5,123.25;251.25,295.25;45.5,301.5;100.75,185.75;136,175.25;187,288.5
14155;45.75,51.75;103.5,33.5;228.5,123.25;251.25,295.25;40.5,298.25;124,210.25;174.75,158;186.25,289.25
1257;45.75,51.75;103.5,33.5;227,135;251.25,295.25;34.75,261.75;81.5,223.75;128.75,148;219,254.25
10688;45.75,51.75;114.5,75;204.75,105;251.25,295.25;34.5,262.25;103.75,231.25;152.25,157.5;191.5,237
18440;45.75,51.75;142.5,78;200.75,104.5;251.25,295.25;34.5,262.25;82,229;164.75,125;187.25,278.5
10306;42.25,67;160.75,103.5;188.5,97;266.25,314.25;34.5,262.25;82,229;135,129;191.5,261.25
11670;42.25,67;134,89.5;189,97.25;236.75,302.75;37.5,214.5;94.5,216;139.5,91.75;191.5,261.25
4881;43,80.75;111.5,101.75;179.25,83;215.5,272;19.25,202;94.5,216;139.5,91.75;191,261.75
19146;30.25,87;111.5,101.75;150.5,85.75;251,262.5;19.25,202;94.5,216;122.5,104;191,261.75
12743;4.75,117.75;144.75,133.75;165.25,119.25;213,265.75;19.25,202;94.5,216;122.5,104;209.25,234.75
16507;37,114;119.75,133.25;165.25,119.25;211,238.5;5.5,220.5;94.5,216;119.5,63.25;218.75,216.25
12134;5.5,103.25;122,142.25;165.25,119.25;208.25,243.75;8,182;94.5,216;152.25,48.5;226,257.5
3636;4.75,102.75;96.5,143.5;165.25,119.25;199.25,281.75;6.75,183.5;56.75,225.5;152.25,48.5;259,257
15260;4.75,102.75;95,144.25;187.75,129;221,266.25;1.75,151.5;55.5,199;152.25,48.5;259,257
2335;4.75,102.75;138.75,129.5;196.25,104.75;254.25,260.75;1.75,151.5;81,211.5;152.25,48.5;262.5,255.75
13123;4.75,102.75;162.75,170;196.25,104.75;254.25,260.75;32,145.75;39.25,201;138,35.5;236.75,286.5
16999;4.75,102.75;162.75,169.25;230,135;235,216.75;25.25,115;53,182;138,35.5;244.25,294.5
18466;39.5,105.75;162.75,169.25;194.5,112.75;235,216.75;1.5,149;52.25,144;123.25,49;265.25,254.5
8656;57.25,69.5;162.25,168.75;187.5,97.25;259.25,196.75;23.25,149.5;33.75,148.5;123.25,49;265.25,254.5
10153;58.25,69.25;162.25,168.75;207.25,95;244.5,186.75;21.25,113.25;33.75,148.5;135.25,86.25;265.25,254.5
3668;58.25,69.25;160.25,139.5;207.25,95;209.75,175.75;21.25,113.25;63.5,163.25;104,103.25;258,271
5309;58.25,69.25;167,139.75;193.25,102.25;224,212.5;21.25,112.5;63.5,163.25;82.25,65.25;237.25,295.5
11783;53.5,79.75;167,139.75;178,112.5;217.25,255.25;35,110.75;62.75,160.75;82.25,65.25;236.25,296
8789;82.5,87.75;160,165;179.75,79;184,282.75;44.5,158;52.25,166;82.25,65.25;236.25,296
17592;81.5,87.25;162.25,191.75;198,71.75;199,320.75;44.5,158;52.25,166;53.25,70.5;236.25,296
13622;50,56.5;160.5,196;198,71.75;208,322.5;44.5,158;51.75,201.25;54.25,27.75;236.25,296
10502;52.5,13.25;160.5,196;177.25,97.25;218.5,291.75;1.25,163.5;51.75,201.25;62.25,19.5;236.25,296
11103;81.5,1.5;190.5,204.5;199.75,106;202.5,323.25;44.25,144.75;47.75,222.75;62.25,19.5;236.25,296
8071;95.5,54.5;190.5,204.5;199.75,106;202.5,323.25;96.25,147.25;100.25,186;122,50.75;194,273
10000;104,68.5;173.5,190.75;192,108.5;202.5,323.25;63.5,151;101.5,154.5;123.25,21.25;194,273
2751;121,42.75;148.5,205.75;182,92;184.5,309.25;63.5,151;95,171.25;123.25,21.25;193.5,273.25
5202;121,42.75;132.25,215.5;143.75,86.25;162.75,291.25;64,133.5;111,127.75;120,32;193.5,273.25
9040;87.5,19.75;132.25,215.5;150.5,67.75;164.75,287.25;45.75,98;119.75,127;120,32;193.5,273.25
7904;73,72.75;132.25,215.5;150.5,67.75;164.75,287.25;58,140.5;95.5,106.5;112,70.5;185.5,310.75
7473;81.25,75.75;101.25,232.25;110,74.5;160.25,250;39.25,125;95.5,107;112,70.5;185.5,310.75
10482;81.5,75;107,244.25;110,74.5;148.25,219;39.25,125;84,122.5;118,56.25;163.25,307.5
19724;81.5,74.5;107,244.25;110,74.5;148.25,219;50.5,145.25;74.75,104.25;123.5,93.5;135,301
19172;81.5,74.5;106.25,223.5;110,74.5;146.5,245.5;59,190;78,103.5;123.5,93.5;133,301.5
15078;82.25,19.25;129.25,218;133.5,54.5;142.25,241;39.25,200.5;82.75,99.25;123.5,93.5;133,301.5
12052;82.25,19.25;122.25,187.5;133.5,54.5;138,226.5;43.25,152.5;82.5,100;122.75,108.5;191.75,304
6300;84.25,39;124,145.5;133.5,54.5;139,226;50.5,192;83,111.5;122.75,108.5;180,296.5
5189;84.25,39;99.75,131.25;120,99.25;172.5,263;31.75,217.25;50,108.5;122.75,108.5;176.25,293.75
18512;47,15.75;89.5,133;134.5,99.25;198.25,248.25;31.75,217.25;40,123.25;122.75,108.5;176.25,293.75
4478;66,6.75;81,136.5;134.5,99.25;216.5,243.75;31.5,215.5;52.25,129;122.75,108.5;176.25,293.75
2515;66,6.75;100.75,128.25;133.5,146.5;216.5,243.75;55,234.25;62.25,160.25;76,101;205,308.5
15929;83.25,39.5;89.75,101.25;118.5,150.75;229.75,216.75;55,234.25;65.5,162.25;75.75,101.75;205,308.5
15578;33.25,30.75;89.75,101.25;162.5,166.5;229.75,216.75;5.75,214.25;32,196.25;75.75,101.75;233.5,318.25
1485;29.75,72.75;67.25,87;210,153.75;230,218;5.75,214.25;41.25,144;71.5,115;233.5,318.25
17655;15.5,58.25;66,86.75;231.75,183;233.75,182.25;31,198.25;41.25,144;78.25,90.5;233.5,318.25
17290;68.5,62.25;109.25,108.5;188.5,188.75;233.75,182.25;7.5,182.75;62.75,158.75;122.5,119.5;233.5,318.25
15742;76.25,45.25;98,123.25;188.5,188.75;231,147.5;10.25,183.75;87.75,181.5;123,115;233.5,318.25
7219;90.75,27.25;99.75,154.5;188.5,188.75;199.25,138.75;10.25,183.75;87.75,181.5;123,115;245.25,294.5
11514;49.25,43.75;70.75,142.75;169.75,175.25;225.5,103.75;10.25,183.75;57,190.5;123,115;245.25,294.5
19901;32.25,71.25;70.75,142.75;159.25,177.75;228.75,122.75;10.25,183.75;83.5,194.25;151.75,106.75;245.25,294.5
2620;35.25,75;68,102.75;149.5,204.75;228.75,122.75;19,157;94.75,172;151.75,106.75;213,286.5
7291;20.5,105.25;39.75,105.5;153.25,218.25;268.25,128;19,157;94.75,172;151.75,106.75;226.25,321.75
19613;22.75,139;39.75,105.5;143.25,239.5;268.25,128;15.5,120.25;100,168;136,79;232,323.75
10325;31.25,179.75;37,96.25;180,239.25;263.5,117.25;54.5,139.5;100,168;136,79;232,323.75
17810;34.5,191.5;39.25,91.75;197.75,275.5;225,133.25;54.5,139.5;63.75,181.5;148.75,87;232,323.75
2102;34.5,191.5;39.25,91.75;198.25,275;217.5,173.25;42.5,101.25;63.75,181.5;169,107.5;239,285.25
19074;34,185.5;37.75,68;187.75,265.5;217.5,173.25;42.75,98.5;59.75,182;152.5,81;239,285.25
14889;35,186.75;37.75,68;187.75,265.5;217.5,173.25;24.75,52.75;40,159.25;131.5,103;217,269.25
18933;31,187;50.5,100;187.25,267.75;217.5,173.25;25.5,47.25;40,159.25;150,70.75;227.75,233.75
10395;40,215;84.5,105.25;211,233.5;231,190;25.5,47.25;50.75,157.25;168.75,112.25;227.75,233.75
3965;11.5,244.25;84.5,105.25;189,229.25;231,190;25.5,47.25;44,160.25;161.25,105.5;189.75,245
5010;26.25,260.75;67.75,78.5;189.5,230.25;244.75,172.25;1.5,66;14.75,183.5;161.25,105.5;189.75,245
18078;26.25,260.75;67.75,78.5;189.5,230.25;236.25,199.25;1.5,66;43,200.5;152.5,80.5;183,255.75
2165;26.25,260.75;77.5,81.5;147.75,221;194,217.75;7.75,55.5;43,200.5;152,82.5;188.25,292.25
18175;26.75,256;77.75,81;145,206.25;194,217.75;7.75,55.5;12.5,205;152.75,107;188.25,292.25
6030;11.5,251.5;46,98;144.5,203;194,217.75;7.75,55.5;50.25,199.25;127.25,139.75;189.25,290
17842;20,240.5;28.25,93.5;173,216.25;173.25,196.75;7.75,55.5;50.25,199.25;127.25,136.25;189.25,290
14267;20,240.5;26.75,96.5;150.75,218.5;171.75,168.75;29.5,69.75;50.25,199.25;121,147.25;189.25,290
1948;20,240.5;60.5,103.25;171.5,206.5;206.5,175.5;29.5,69.75;77.5,209;127.25,158.5;189.25,290
15438;47.75,212.75;60.5,103.25;191.25,175.75;228,204.5;29,70.25;56.25,232.5;127.25,158.5;189.25,290
15154;45.75,249.75;60.5,103.25;191.25,175.75;243.5,238.75;28.75,69.75;80.5,210.25;95.25,170.5;155.25,306.5
11059;44,247.75;55,129.5;157.25,186.5;243.5,238.75;75,74;83.5,227.5;95.25,170.5;134.5,301
