begin;pin_T_1_92;pin_T_1_92;pin_T_1_92;pin_T_1_92;pin_T_1_92;pin_T_1_92;pin_T_1_92;pin_T_1_92
3635;pin_T_1_92;gnd_T_3_284;pin_T_1095_220;pin_T_1148_173;pin_T_1_92;pin_B_327_254;pin_B_1233_77;pin_B_1244_115
598;pin_T_1_92;gnd_T_3_284;pin_T_1009_140;pin_T_1056_89;pin_B_50_4;pin_B_340_268;pin_B_1122_42;pin_B_1244_115
1909;vdd_T_1_96;gnd_T_3_284;pin_T_970_72;pin_T_1049_61;pin_B_69_129;pin_B_239_189;pin_B_1122_42;pin_B_1158_237
1155;vdd_T_1_96;gnd_T_3_284;pin_T_886_30;pin_T_937_103;pin_B_33_22;pin_B_230_128;pin_B_1122_42;pin_B_1158_237
272;pin_T_52_122;pin_T_89_233;pin_T_831_52;pin_T_937_103;pin_B_7_130;pin_B_265_54;pin_B_1122_42;pin_B_1255_219
3098;vdd_T_53_126;pin_T_138_245;pin_T_831_52;pin_T_937_103;pin_B_7_130;pin_B_243_54;pin_B_1114_48;pin_B_1250_163
3907;vdd_T_53_126;pin_T_226_267;pin_T_831_52;pin_T_950_37;pin_B_38_172;pin_B_243_54;pin_B_1184_33;pin_B_1278_237
549;pin_T_138_111;pin_T_245_277;pin_T_882_36;pin_T_950_37;pin_B_38_172;pin_B_285_98;vdd_B_1180_20;pin_B_1234_166
3048;pin_T_74_119;pin_T_219_249;clock_T_884_61;pin_T_1048_63;pin_B_38_172;pin_B_370_105;gnd_B_1185_20;pin_B_1234_166
3693;pin_T_69_116;pin_T_238_159;clock_T_884_61;pin_T_1048_63;pin_B_55_104;pin_B_436_126;gnd_B_1185_20;pin_B_1209_184
3392;pin_T_80_118;pin_T_230_67;pin_T_955_47;pin_T_1048_63;pin_B_55_104;pin_B_442_197;gnd_B_1185_20;vdd_B_1211_185
2177;pin_T_80_118;pin_T_236_120;pin_T_883_43;pin_T_1046_91;pin_B_148_124;pin_B_442_197;gnd_B_1185_20;pin_B_1273_143
716;pin_T_90_187;pin_T_227_106;pin_T_925_35;pin_T_1039_129;pin_B_181_103;pin_B_442_197;gnd_B_1185_20;pin_B_1273_143
3093;pin_T_144_197;pin_T_172_115;pin_T_911_41;pin_T_1039_129;pin_B_241_66;pin_B_406_226;gnd_B_1185_20;pin_B_1273_143
2017;pin_T_134_159;pin_T_172_115;pin_T_911_41;pin_T_1121_101;gnd_B_229_73;pin_B_439_134;vdd_B_1180_20;pin_B_1273_56
1662;pin_T_112_113;pin_T_251_63;pin_T_933_116;pin_T_1121_101;pin_B_264_28;pin_B_509_202;vdd_B_1180_20;pin_B_1273_56
3634;pin_T_103_127;pin_T_202_89;pin_T_925_169;pin_T_1044_47;pin_B_238_100;pin_B_509_202;vdd_B_1180_20;pin_B_1296_115
3461;pin_T_153_130;pin_T_251_16;pin_T_901_103;pin_T_1035_8;pin_B_171_91;pin_B_475_295;vdd_B_1180_20;pin_B_1296_115
2575;pin_T_97_193;pin_T_235_59;pin_T_921_98;pin_T_932_9;pin_B_159_124;pin_B_427_205;vdd_B_1180_20;pin_B_1296_115
3610;pin_T_108_126;pin_T_132_111;pin_T_804_78;pin_T_1006_22;pin_B_177_106;pin_B_427_205;vdd_B_1180_20;pin_B_1296_115
1448;pin_T_140_161;pin_T_201_113;pin_T_925_31;pin_T_935_64;pin_B_274_22;pin_B_427_205;vdd_B_1180_20;pin_B_1296_115
1026;pin_T_165_127;pin_T_222_200;pin_T_902_129;pin_T_925_31;pin_B_228_41;pin_B_415_134;gnd_B_1185_20;pin_B_1296_115
1209;pin_T_147_117;pin_T_294_230;pin_T_902_129;pin_T_946_43;pin_B_319_77;pin_B_468_193;gnd_B_1185_20;pin_B_1296_115
667;pin_T_139_120;pin_T_345_198;pin_T_893_43;pin_T_909_98;pin_B_298_10;pin_B_468_193;gnd_B_1185_20;pin_B_1296_115
3913;pin_T_213_62;pin_T_363_153;pin_T_893_43;pin_T_909_98;pin_B_302_32;pin_B_454_187;gnd_B_1185_20;pin_B_1296_115
