begin;0,0;0,124.5;273.25,0;273.25,124.5;0,0;0,124.5;273.25,0;273.25,124.5
2451;0.75,54.25;24,81;206,16.75;232,48;0.75,54.25;52.25,89.75;204.75,40.5;209.25,82.25
4483;0.75,54.25;26,84.5;221.5,27.75;232,48;0.75,54.25;61.75,75.75;216.25,41;222.5,52
4398;0.75,54.25;30,103.75;221.75,26.75;225.5,63;0.75,54.25;88,90;216.25,41;229.75,67.75
1205;0.75,54.25;10,122;208.5,25.75;225.5,63;32,38.5;72.75,120;229,41.25;237.75,40
4180;0.75,54.25;8.25,106.25;203.75,15.25;205.75,80.75;53,57;72.75,120;229,41.25;247.75,16.25
2538;0.75,54.25;7.25,106.25;181.5,1.75;222.75,80.25;53,57;72.75,120;205.75,39.75;250.5,16.75
3421;6.75,57.5;30.25,78.5;197.75,15;202.25,91.75;53,57;71.25,120.5;205.75,39.75;250.5,16.75
3454;14.75,58.75;62,72.75;199.25,21;202.25,91.75;51.25,58;70.5,121.25;209.5,59;250.5,16.75
4323;34,36;62,72.75;199.25,21;208,86.25;54.5,72.25;54.5,102.75;212.5,44.5;259.25,17.25
1618;9.25,57.75;70.5,50.75;203.25,20.5;221.25,73.25;32.75,81.75;37,82.25;212.5,44.5;259.25,17.25
271;6.25,81.75;65.75,26.75;203.25,20.5;214.75,64.25;32.75,81.75;37,82.25;219.25,44.5;245,16.75
951;30.75,89.75;65.75,26.75;183.5,33;218.75,65.25;24,79.75;36.25,67.75;217,67.75;245,16.75
78;30.5,90.25;92.25,32;188.75,48;203.25,44;16.75,60;59.25,68.5;217,67.75;245,16.75
610;30.5,90.25;110.5,48.75;189.75,47.5;210.75,68.5;31.5,41;41,82.75;232.25,70;245,16.75
3244;20.25,78;90.75,32.25;173,38.75;210.75,68.5;27.75,14;41,82.75;224.75,98.5;257,25.75
4041;20.25,78;90,8.75;185,55.5;207,82.25;27.75,14;64,83.5;224.5,98.25;255.75,19.75
3936;24.75,95.75;90,8.75;202.75,78.25;219.25,72.75;36,9;75.25,77;212,117.75;255.75,19.75
1540;46.75,96;92.5,15.25;190.5,56;219.25,72.75;36,9;59.25,107;231.5,98.25;255.75,20.25
4426;77.5,97.75;92.5,15.25;194.75,64.75;234.5,52.5;42,38.5;59.25,107;232.5,82;255.75,20.25
1506;96,117.75;123.75,11;219.25,79;242.25,37.25;29.5,46.5;59.25,107;214,81;255.75,20.25
4456;84,99.25;120.25,3.5;219.25,79;240.5,39.5;29.5,46.5;34.75,110.75;214,81;257,36.75
4647;89.25,115.5;119,26.75;219.25,79;240.5,39.5;15.5,25;34.75,110.75;193.5,97;257,36.75
3413;89.25,115.5;98,29.75;193,78;250,27.75;17.25,25.5;34.75,110.75;170,79;263.5,37
3245;89.25,115.5;90,41.25;223.75,80.25;226,11.25;27.75,14;31.25,93.25;170,79;260.5,42
3881;89.25,115.5;107.75,17;214,60;226,11.25;30.5,36.5;65,77.5;200.5,56.75;260.5,42
1516;99,115.25;114,31.75;223.75,58.75;226,11.25;30.5,36.5;70.75,99;185.75,57.75;259.5,40.75
2819;109.25,108.75;114,31.75;223.75,61.75;224,3.25;37.5,20.5;70.75,96.5;185.75,57.75;236.75,35.5
