begin;0,0;0,274.5;173,0;173,274.5;0,0;0,274.5;173,0;173,274.5
10882;49.5,64.5;77.25,65.75;87,134.5;95,75.25;59,49.5;105.25,173.25;129.5,163.5;162.75,140.75
1576;49.5,64.5;78,96;87.5,134.5;88.25,88.5;77.5,45.25;105.25,173.25;132.75,137.25;148.75,164.75
296;81.25,48.75;87.5,88.75;87.5,136;116,59.5;80.25,53;105.25,173.25;148.75,164.75;154,140.25
5431;81.25,48.75;87.5,88.75;87.5,136;103,49;39.25,67.75;139.25,202;149.5,179;168.5,159.75
10598;80.75,14;87.5,88.75;87.5,136;138,65.75;39.5,67.25;125.5,158;139.25,202;161.5,161
2326;62,21.5;87.5,88.75;134.75,137;139.25,60.5;68.75,38.5;99,194;130.75,228.25;161.5,161
3691;62,21.5;92.25,92.75;128.75,172.75;134.75,38.25;64,37.25;71.25,181.5;116.25,217;161.5,161
4515;70.5,16.5;90.75,134.75;128.75,172.75;134.75,38.25;83.75,59;107.75,173.25;112,237.25;137,165.25
2820;70.5,16.5;79.25,157.25;128.75,172.75;134.25,48.75;78.25,45;81.75,143.5;131,203.5;141.5,142.75
6378;70.5,16.5;74.75,156;129.75,141.5;156.25,69;78.25,45;81.25,143.5;136.5,167.5;158.75,141.5
3935;68.5,42.25;69,192.5;144.25,141.25;156.25,69;43.25,74.5;81.25,143.5;113.5,180.75;150.5,142.25
4161;63.75,21.25;69,192.5;156.25,138.75;161.25,85.5;25.5,60.25;81.25,143.5;113.5,181.5;161,141.25
9107;75.5,5.25;81.75,179.25;137.25,103.5;142.75,117.5;25.5,60.25;54.5,158.75;78.25,162.5;161,141.25
10843;75.5,5.25;95.75,200.25;137.25,103.5;142.75,117.5;31,95;35.5,185;78.75,165.25;157.75,141.75
6232;94.25,24.25;95.25,200.5;135.75,69.25;142.75,117.5;7,117.75;36,184.75;65.5,131.75;157.75,141.75
1318;79.75,53.25;135,186.75;138.25,37.75;159.5,83.25;7,117.75;36,184.75;76.75,120.75;158.5,125.75
8388;80,66.75;127.25,162.75;138.25,37.75;140.5,90.25;6,119.5;75.75,179.5;86.5,108.25;158.5,125.75
3824;49.25,37.75;122.25,145.5;138.25,37.75;140.5,90.25;6,119.5;88.25,174.25;116.75,106.5;154.25,132.75
2543;25.75,19;120.75,140.75;138.25,37.75;139.25,91;11.5,83.75;80,142.25;117,120.25;154.25,132.75
3042;25.75,19;106.5,168.5;148.25,41.25;156.75,57;48.5,85.5;80,142.25;152.75,144.5;158.75,112
1185;20,24.5;123,175.25;148.25,41.25;148.75,69.5;60.75,93.5;80.5,142;144.5,124.5;152.75,144.5
5628;23.25,18.5;123,175.25;150,70;156.75,37.75;39.75,107.75;83.25,177.5;129.5,116.75;152.75,144.5
2453;23.25,18.5;111.75,142.75;140.25,37.75;150,70;51.75,129.75;81.25,214.5;151.75,126;157.25,118
9868;57.75,35;111.75,142.75;153.5,73.25;155.75,59.75;52,130;57.25,239.75;157.25,118;166,133
5700;55.5,32.75;80.75,168.75;121,57.25;156.5,59.5;26.25,165.75;57.25,239.75;142.25,75;166,133
7207;14.25,16.5;93.25,206.5;121.25,55.75;130.5,27.75;36,144;53.5,215.25;142.25,75;166,133
2181;9,61.75;76.75,235;121.25,56.25;130.5,27.75;36,144;88,219.75;143.5,54.25;152.25,172.5
1436;39.5,55.25;100.25,242.75;114.25,68.25;163,41.25;30.5,107.25;88,219.75;115.5,31;152.25,172.5
4164;39.5,55.25;118.25,260.25;128.25,37.75;163,40.5;30.5,107.25;71,228.75;115.5,30.5;139.75,166
11763;47,65;119,246.5;135.5,4.5;163,40.5;56.25,81;71,228.75;115.5,30.5;148.75,138.5
9681;47,65;108.25,252;135.5,4.5;163,40.5;62.75,89.25;90.25,222.5;92.5,3.75;157.5,117.25
10345;47,65;108.25,252;115.25,21.5;155.25,46.5;45.5,87.5;90.25,222.5;96,3;160.75,122.75
4803;76.25,79;108.25,253.5;126.25,31.5;131,67.75;17.5,76.75;90.25,222.5;96,3;160.75,122.75
2844;101.25,75.75;108.25,253.5;123.25,33.75;147.75,90.75;30.25,96.5;79.75,229.5;96,3;160.75,122.75
10409;100.5,75.75;122.25,233.25;130.75,14;134.75,100.25;29,95.5;79.75,229.5;96,3;160.75,122.75
9829;71.5,80;92.5,245.25;100.25,43.25;120.5,102;29,95.5;86,188.25;96,3;160.75,122.75
2880;79,67.75;82.75,236.75;115.5,59.75;132.75,101.25;10.5,92.25;86,188.25;96,3;160.75,122.75
9419;79,67.75;114.25,212.5;139.5,71.75;145.75,125.75;20.25,117.25;86.75,187.75;132.75,15.75;160.75,122.75
9657;80.5,103.25;134.5,190;139.5,71.75;141,161;29,147;86.75,187.75;123.75,6.75;157.75,122.5
6531;85.25,77.75;135.5,182.75;151.5,69.75;163,139.75;41,111.25;86.75,187.75;123.75,6.75;157.75,122.5
7768;103.75,40;135,183;135.25,57.75;136,132.25;29,75.25;104.75,207;123.75,6.75;157.75,122.5
964;103.75,40;135,183;135.25,57.75;139.75,153.75;14,73;74,179;93.25,40;166.25,133.25
1779;103.75,40;147.75,205.75;151.25,45.25;157.75,167.5;1.75,118.75;42,173.25;104.5,14.5;166.25,133.25
5465;110.5,79;136.75,200;152.75,45.5;157.75,167.5;4.75,151.5;42,173.25;112,12.5;140.75,138.5
9267;91.75,80.75;128,221.5;128.5,38.75;157.75,167.5;34.75,151.75;35.75,157.25;114.5,14.5;140.75,138.5
1543;85,130.75;98.75,217.75;100.5,39;157.75,167.5;34,149.75;35.75,161;88.25,23.75;140.75,138.5
5560;76.5,134.75;96.75,226.75;132.75,51.75;157.75,167.5;17.5,165;34,149.75;88.25,23.75;150.25,105.75
961;59.5,163;93.75,214.75;142.75,50.75;157.75,167.5;18.75,165.25;34,149.75;94.75,49;158.5,112.75
12411;32,164;93.75,214.75;131,89;157.75,167.5;7.25,136.25;17.25,165.25;77.25,47.75;158.5,117.25
11463;23,162.5;93.75,214.75;101,83.75;150,182.75;6,137;43.25,158.75;99.25,40;158.5,117.25
292;27,164;68.75,233.5;89,77.75;121.75,176.75;6,137;32.25,165.5;99.25,40;149.5,143.75
6718;27,164;46,244.5;104.25,86.25;118.25,149.75;1.5,123.75;37.25,170.25;99.25,40;144.75,146.75
11579;17.25,160;46,245;104.25,86.25;104.75,141.5;15,118.25;19.25,162.75;99.25,40;154.5,144
8927;23.5,165;46,245;80.25,54.75;131.25,144;15,118.25;19.25,162.75;89.75,20.75;137.75,116.75
4152;24.5,170.75;45,244.5;80.25,54.75;145.25,176.5;11.5,91.75;19.25,162.75;93.5,49;129.5,117.25
11628;24.5,170.75;45,244.5;82,83;145.25,176.5;2.75,99.25;50.5,158.75;126,57;129.5,91
5829;0.75,155.75;26.25,268;87,106.25;136.25,155;25.75,104.25;50.5,158.75;126,57;129.5,91
1456;8.75,157.5;26.25,268;87.75,109.75;150.75,141.75;47.5,112.25;50.5,158.75;98.5,43.25;129.5,91.5
2363;11.25,151.5;27.25,260;94.25,117.75;124.25,164.25;47.5,112.25;76,179;98.5,43.25;129.5,91.5
3728;26.5,170.5;30.25,261.5;98.75,117.25;124.25,164.25;47.5,112.25;76,177.5;117.5,30.5;122.25,113
7180;56,188.25;60.25,252.75;116.25,112;141.75,165;73.25,137.5;76.5,176.5;117.5,30.5;122.25,113
5375;31.5,200;60.25,252.75;117,111.25;141.75,165;44.5,158.25;77.75,189.25;99.75,44.75;123.5,132.25
5050;23.5,205.25;63.75,232.5;117,111.25;150,181.75;37,157.75;77.75,188.75;85.25,23.75;123.5,132.25
6004;23.75,204.5;60.25,254;126.75,85.25;127.5,162.25;37,157.75;54.25,192.5;95,53;123.5,132.25
8110;23.75,204.5;75.75,239;109.25,90.75;136.25,141.75;37,157.75;60,210.75;94.75,53.5;157.5,117
9310;3.75,215.25;75.75,239;89.25,103.25;136.25,141.75;37.75,159;66,211.25;112,51;151.25,125.5
11782;34.75,212.75;69.75,236.25;70.5,125.25;136.25,141.75;37.75,159;81.25,214.5;112.75,49.75;151.25,125.5
7707;34.25,212.5;69.75,236.25;70,107.75;148.5,128.25;26.5,173;81.75,229.5;112.75,49.75;168,129.25
10837;19,214;70.75,236;80.75,83.5;154.75,103;40.5,157.75;81.75,229.5;114.25,46.5;168,129.25
6072;11.25,185.25;70.75,236;79.75,57.25;126.5,101;13,150.75;44.5,235.5;127.25,54.25;168,129.25
10512;11.25,185.25;73.25,255.5;76.25,87;100.25,91.75;19.75,118.75;44.5,235.5;131.75,53.75;161,143.75
4724;33.75,221;73.25,255.5;80.25,90;83.75,106.25;1,133.25;80,242;131.75,53.75;161.75,170.5
3303;67.25,241;87.5,267.25;105.5,63;125.5,101;1,133.25;76.5,245.5;131.75,53.75;161.75,170.5
3904;63.25,255.25;100,244.25;105.25,64;132.75,79.75;26,167;97,261;131.75,53.75;161.75,170.5
8830;62.25,254.75;100,244.25;104.5,64.75;145.25,102.5;37,165;102,229.25;148.5,14;161.75,170.5
1587;60.25,266.75;75.75,255.25;101.75,68.5;120.25,126.25;37,165;136.75,214.5;147.5,16;161.75,170.5
2596;73.25,229.25;109.75,267.75;115.25,56.75;117.75,144.5;35.75,161;136.75,214.5;147.5,16;161.75,170.5
3319;62,199;88.75,269.75;113.5,56.5;130.75,144.25;29.75,168.5;136.75,214.5;147.5,16;161.75,170.5
2156;69.5,180;88.75,269.75;113.5,56.5;130.75,144.25;37.5,156.75;114.75,207.25;126.75,32.75;158.5,169.75
8547;50.25,166.25;88.75,269.75;106,81;117.25,157.25;37.5,156.75;85.75,213;140.75,55;150,141.5
8186;71.25,149.75;92.5,242.25;114.5,111.25;117.25,157.25;34.5,189.75;70.25,194.75;140.75,55;152.75,124.5
2825;94,151;97.5,246.25;121,140.75;128.75,174.75;60.75,183.75;90.25,187.5;140.75,55;152.75,124.5
8336;68.25,164;105.5,269;111.5,146.25;144.75,199.5;60.75,183.75;100,162.25;104,40.5;152.75,124.5
11962;61.5,192.5;77.75,256.5;111.5,146.25;117.75,217.75;60.75,183.75;100,162.25;105.25,41.75;166,143
10538;21.25,185;77.75,256.5;79,157.75;117.75,217.75;74.5,202.25;101.75,163.5;122.25,51;160.75,125.5
6676;48,186;77.75,256.5;79,157.75;105,184.25;71.5,193.75;117.75,163;121.25,50;145.75,144.25
1506;26.5,165;89.25,226.25;91.5,129;105.25,160.25;71.5,209.75;117.75,163;122,49.5;145.75,144.25
5981;49.25,137.5;89.25,226.25;97.75,150.25;134.5,141.25;83,242;117.75,163;122.25,49;147,125
5710;42,127.75;89.25,226.25;107,186.25;135,173.5;73,253.25;117.75,163;120,27;150.75,124
5545;66.75,151.75;118.5,231.75;134.75,203.5;150.75,137.75;73,253.25;117.75,163;120,27;158.75,140.5
734;46.75,173;118.5,231.75;141.75,210.5;152.25,148;50.5,234.5;117.75,163;120,28;153.25,140.75
7462;47,173.5;109.75,266.5;123.25,234.25;155.5,137;50.5,234.5;117.75,163;120,28;168.75,131
4431;11.75,157.5;132.25,240.5;143.75,245.75;155.5,137;24.5,251.75;114.75,162.75;115.5,53.25;168.75,131
4519;2.75,135.75;97.5,218.25;111.75,219.75;124.5,160.75;24.5,251.75;114.75,162.75;116.75,68;168.75,131
10169;13,101.75;73.75,204;111.75,245.5;124.5,160.75;24.5,251.75;114.75,163.5;157,54.75;168.75,131
11729;4.5,91;73.75,204;92.75,253.25;124.5,160.75;22.5,223.5;96.5,181;156.5,53.75;168.75,131
8585;16,100.25;73.75,204;93.25,234;137.5,176.5;6,208.5;105,171.75;156.5,53.75;157.5,105
2283;41.25,128.75;73.75,204;115.25,236.5;137.5,176.5;7.5,209;124.75,204.75;146.25,74;158.25,70.25
12357;41.25,128.75;97.75,215.75;115.25,236.5;116.25,192;7.5,209;144.5,206.25;146.25,74;148.5,43.75
4111;9.25,151.5;91.5,218.75;120.5,262;142.5,181;22,167.75;144.5,206.25;146,45.25;146.25,74
658;8.75,185.25;102.25,198.25;120.5,262;148.75,180.5;47.5,157.75;144.5,206.25;151.25,80.75;158,104.5
8307;25.25,195.25;102.75,198.25;120.5,262;154,186.75;52.5,189.5;117.25,217.25;156.25,88.25;158,104.5
10374;25.25,195.25;102.75,198.25;113.5,267.25;133.5,200.25;71.75,181.5;96.75,230;153.5,74.25;158,104.5
10009;25.25,195.25;98,196.25;111.25,259.25;133.5,200.25;89.5,182.25;114.25,208.25;156.75,88.25;158,104.5
8498;10.5,211.25;81.75,160.25;108.25,265.75;134.25,201;89.5,182.25;114.25,208.25;136.25,84.5;158.25,102
152;47.25,205.75;65.25,145;106.25,267.25;135,200.25;98.5,171.75;114.25,208.25;138,97.25;158.25,102
5413;56.5,166.25;79.75,106.25;106.25,267.25;114,172.5;89,133;124.25,227.75;132,76;158.25,102
1631;34.75,186;92,129.75;109.75,267.75;110.75,143.75;82,136.75;101.5,219.75;132,76;158.25,102
8068;63.5,164;68.75,156;112.25,262.25;121,123.75;52.25,158.25;101.5,219.75;134,73.75;158.25,102
5366;70.75,178;86.75,156.25;99,242.75;121,123.75;22.5,178.5;117,214.5;134,73.75;158.25,102
4868;46.25,205.75;89.5,156.25;99,242.75;103.25,141.25;3.75,148;115.5,250.25;135,73.75;158.25,102
1448;57.25,204.75;78.5,134.75;131.75,264.25;137.25,149.75;2.5,141.25;115.5,250.25;134,73.75;158.25,102
9114;58.5,173.25;95.5,150;136.25,233.5;151,167.75;2.5,141.25;115.5,250.25;134,73.75;158.25,102
5930;64.5,207;96.25,167;130.5,253.5;151,167.75;10.75,122.75;115.5,250.25;135.75,75.25;154,133.5
783;66,203.75;117.25,154.75;130.5,253.5;156.75,199.25;6,152;115.5,250.25;118,52;163.25,140.25
1820;91.75,233;121.5,145.25;124.25,252.5;144,170.5;6,152;83.25,271.25;117.5,51;163.25,140.25
8931;81,215.5;121.5,145.25;122.25,232.25;131,163.75;17,193;83.25,271.25;115.75,50;162.5,132.25
2113;53.5,201;89.25,149.75;118.5,259.25;131,163.75;7,180.75;51.25,257.5;115.75,50;146.25,145.25
10925;60.5,178;102.25,142.25;113,260.75;131,163.75;11,175.5;51.25,257.5;99.75,44.75;121.5,146.5
12044;60.5,178;74.25,144.5;113,260.75;143,140.25;11,175.5;37.5,233.5;102.5,52.25;128.25,135
2157;60.5,172.75;89,137;113,260.75;143,140.25;13.5,193;35.5,231.75;97,49.5;118.5,155.25
10172;71.25,164;77.25,130.5;117.25,261;143,140.25;13.5,193;16.5,219.25;84.5,53.25;120,140
3284;60.5,148.25;87.75,110.25;107,253.75;143,140.25;12,188.25;16.5,219.25;59,54.75;121.5,136.75
9741;56.25,144;101.25,82.75;108.5,253.25;119,146.25;12,188.25;16.5,219.25;85.25,47;143,140.5
10950;55.75,144.25;72,75.25;97.25,242.75;146.5,139;12,188.25;16.5,219.25;62.25,46.75;143,140.5
191;39.5,128.25;75,42.25;110.25,236.75;146.5,139;10.75,188.5;27.25,243.5;62.25,46.75;143.25,141.75
1078;41.25,103.5;74.25,43.25;110.25,236.75;143.25,139;10.75,188.5;30.25,250.75;62.25,46.75;126.25,120.5
7133;41,102.5;46.75,44;110.5,209;161.5,137.25;19,163.5;30.25,250.75;57.75,49.75;126.25,120.5
9120;15,103;70.75,25.75;109.5,206;138.5,162.5;17.75,163.25;30.25,250.75;57.75,49.75;113.75,96.75
12290;15,103;70.75,25.75;109.5,206;138,182.25;15.25,169.25;27.25,250.5;37.5,66.75;86.5,97.75
9554;24.25,102.25;80.25,54.25;109.5,206;121.5,163.75;15.25,169.25;40.5,221;63.75,82.25;89.5,109.75
10323;34.5,102.5;97.25,31.5;100,215.75;108,158.75;32.75,164.5;40.5,221;63.75,82.25;89.5,109.75
3661;38.5,101.25;79,11.5;103,209;127.5,142.25;31.75,139.25;39.5,213.5;63.75,82.25;89.5,109.75
11177;38.5,101.25;65.5,31.25;103,209;114.5,165.25;7.25,135.25;39.5,213.5;61.25,59.75;84.25,80.25
9117;60.5,122;65.5,31.25;99.75,219.25;114.5,165.25;7.25,134.5;27.5,230.25;77.25,62.75;81.75,70.25
1442;61,147.25;83,52.75;99.75,219.25;115.25,190.25;8,153;13.25,224.75;76.25,62.75;81.75,70.25
10243;58.5,173;88.75,16.5;99,219.75;117.25,156.25;8,153;13.25,224.75;75.5,63.25;83.25,70.75
8447;58.5,173;95.75,7.75;99.25,216.75;111.25,143.25;8,153;23.5,219.25;75.5,63.25;83.25,70.75
8437;59.75,173.5;95.75,7.75;99.25,216.75;111.25,143.25;15.75,123.25;45.5,201.5;59.25,86.75;79,44.75
12308;53.5,188.5;88.25,14.25;99.25,216.75;108.75,116.25;9.25,90.5;45,202;57.75,80.5;79,44.75
7853;30,189.5;70.5,25.5;99.25,216.75;108.25,115.75;8.75,118.5;25.25,202.25;42.75,65.25;79,44.75
11780;10,215.25;57.5,21.75;99.25,216.75;103,145.25;8.75,118.5;25.25,202.25;32.25,42.25;66,47
5225;10,215.25;57.5,21.75;84.25,236.25;113,145.25;10.5,123.25;19,201.5;30.75,9;96.25,21.5
5804;8,214.75;57.5,21.75;77.75,236;113,145.25;10.25,122.75;37,233.5;46,1.25;95,14.5
5065;1,181;38.75,30.25;96.5,243.25;101.75,143.25;10.25,122.75;11,261.75;26.75,29.5;95,14.5
9733;1,181;43.5,64.5;48.5,237.5;101.75,143.25;10.25,122.75;12.25,269.25;36.25,57.75;95,14.5
10028;33,164;45.25,96;48.25,196.25;129.5,142.25;10.25,122.75;12.25,269.25;36.25,57.75;75.5,36.25
4908;29,176.5;45.25,101.5;47.5,185.5;148.25,159.5;10.25,122.75;12.25,269.25;23.75,69.25;75.5,36.25
4315;11.25,185.75;45.25,101.5;50.25,206.25;152.5,149;10.25,122.75;12.25,269.25;34,55;83.25,23.75
7170;20.5,163.5;40,106;50.25,206.25;122.5,171.25;10.5,123.25;12.25,269.25;35.75,35.25;66.75,12.75
4166;19,157;21.5,113.25;50.25,206.25;133.5,207;10.25,122.75;12.25,269.25;42.75,65.25;57.75,47
11043;15.25,149.25;31.75,81.75;76.5,196.5;113.75,237.5;10.25,122.75;12.25,269.25;42.75,65.25;48.5,52.5
4666;28.5,164.5;52.5,113.5;96,206.5;129.75,259.25;2,130;12.25,269.25;32.75,57.75;48.5,52.5
597;30,192;40.5,122.25;96.75,207;148.25,231.5;9,142.75;11.5,272.25;32.75,57.75;48.5,52.5
9142;15.5,214.25;79.25,143;100.5,245.75;131.5,198;9,142.75;11.5,272.25;25.5,28.75;30.25,35
8840;9.75,242.25;92,152;119,265.25;131.5,198;8,147.5;16,236.75;25.5,28.75;30.5,36
7298;9.75,242.25;70.25,147.75;125.5,264.75;127.5,191.75;3.5,140.5;16,236.75;23.5,30;65.75,58.5
11643;44.5,253.25;47.5,189;106.75,254.5;121,146;3.5,140.5;3.5,248.25;23,30.25;65.75,58.5
8564;12.75,243;69.5,197.5;83.75,263.25;147,139.25;3.5,140.5;3.5,248.25;29,67;33,38
8062;29.75,269.75;31.5,198;79,240;147,139.25;3,119.25;3.5,248.25;31,33.5;68.75,12
3940;14,236.75;31.5,198;45.25,258;147,139.25;3.25,119.5;6.5,229.25;31.25,34;68.5,49.75
3115;14,236.75;25,207.5;65.75,256;138.25,140.75;3.25,119.5;14.5,237.25;15.5,34.25;68.5,49.75
2428;10.5,263;23,216.75;62.75,232.5;106,162;3.25,119.5;14.5,237.25;37.5,31.25;68.5,49.75
12125;10.5,272.75;16,236.75;62.75,232.5;67.75,144.25;3.25,119.5;14.5,237.25;31.5,57.75;68.75,52
2096;40.75,261.5;57.5,252.5;91.75,242.75;92.5,131;3.25,119.5;14.5,237.25;68,69.5;102.5,23.75
5773;11.5,271.75;35.5,266.75;91.25,242.25;92.5,131;3.25,119.5;24.75,244.5;66.75,88.5;117,13.5
1573;11.5,271.75;35.5,266.75;63.25,233.75;90,133.25;3.25,119.5;32.75,254.5;56,121.75;109.25,49.25
3195;0.5,235.25;18.25,229.25;63.25,233.75;78,130.75;3,76.5;32.25,256;56,121.75;80.75,22
9068;6.75,217.75;8.5,216.25;44.75,219;101,153.75;3,76;47.5,238.5;56,121.75;80.75,22
4865;6.75,217.75;21.25,184;34.75,205.5;89,155.75;22,93;45.5,242;67.75,121.75;80.75,22
6867;2.5,247.25;18.75,226;51.5,188.75;70.5,165;43.75,88.25;45,242.25;67.75,121.75;80.75,22
11772;2.5,247.25;31,199;68.75,159.5;78,203.75;25.25,59;37,211.75;67.75,121.75;77.5,37.75
2576;2.5,247.25;31,199;57.5,135.25;70.5,206.75;11,34;32.5,210.75;64,126.25;97.25,41
11811;2.5,247.25;15.75,212.25;57.5,135.25;70.5,206.75;20.75,23.75;34.5,234.25;89,113.75;91,20.25
5815;2.5,247.25;50.5,188.75;59.75,100.5;84.5,171.25;20.75,23.75;58.5,251.25;76,136.5;95.75,26.25
11253;11.5,220.75;16,183.5;49,79.75;102,176;20.75,23.75;34,230.25;76,136.5;103.25,39.5
11792;3.75,216.25;31.5,191;48.25,65.75;102,176;20.75,23.75;28.25,247;74.25,137;83.25,49.5
2433;3.75,216.25;26.25,209;42,65.5;102,178;20.75,23.75;22.5,233.75;69,163;77.25,50
1230;18,228.25;25.25,201.5;76.75,58.75;134.25,199.5;31.5,6.5;36.5,212.75;69,163;77.25,50
4382;16.25,227.25;25.25,201.5;90,87.25;130.25,175.25;34.25,33;40.25,221.25;56,138.75;77.25,50
9085;48.5,236.5;50.5,190;90,87.25;141,209;39.75,36;40.25,221.25;62.5,158.5;75,37.25
11320;48.5,236.5;87.5,200;90,87.25;124.75,234.25;39.5,35.5;39.5,212.5;45.75,151.25;77.25,34.25
9158;48.5,236.5;77,203.75;91.25,80.75;118.5,265;24.25,7.5;39.5,212.5;57,156.5;65.5,47
7526;10,219.25;67.5,172.25;91.5,80.25;101,269.25;1,24.25;39.5,212.5;57,156.5;66.25,52
9568;10,219.25;37.25,185;75,63;87,261.25;31,28.75;52,226;57,156.5;65.75,52.75
743;5.75,254.5;44,166;105.5,63;121.75,269.25;40.5,46.25;52,226;57,156.5;65.75,52.25
5130;5.25,255.75;44,166;105.25,64;117,243.25;22.75,44.25;32,242;57,156.5;65,23
10945;0.5,258;67.5,148.25;105.25,64;124,269.25;22.75,44.25;54.25,221;57,156.5;65,23
10778;11.5,269.25;84.5,171.25;94.75,69.25;107,266;22.75,44.25;54.25,221;57,156.5;65.5,22.75
12425;6,264.25;75.5,181;95.5,68.25;107,266;22.75,44.25;23.25,231.5;35,130.5;65.5,22.75
12294;6,264.25;49.75,144.25;95.5,68.25;104.5,252.75;12.25,84.5;23.25,231.5;25.25,165.75;110.75,12.75
1199;29.75,271.75;73.5,127.5;77.75,49.25;106.25,267;12.25,84.5;23.25,231.5;48.5,174.25;89.5,40
324;46.25,264.75;59,121.25;65.75,31.5;106.25,267;13,84;22.5,233.25;49.75,196.75;89.5,40
7523;43.75,226.75;59,121.25;95.25,28.75;122.25,269.5;13,84;22.5,233.25;36,213;57.5,48.25
6118;31,229.5;59.5,134.75;81.75,10;122.25,269.5;13,84;17.75,207.5;22.5,233.25;44.25,42.5
11264;42,213.5;59.5,134.75;68.5,7;117,269.25;13,84;17.75,207.5;36.5,233;67.5,45.5
1432;42,213.5;59.5,134.75;68.5,7;82.25,269.25;10.5,65.5;34,170.25;40,221.5;101.5,50
11942;35.75,222.5;59.5,134.75;72,9.25;100,265.75;10,65.75;19.5,163.5;61.5,245.75;101.5,50
7642;15.25,219.25;36.75,102.25;72,9.25;122.5,239.25;10,65.75;40,151.25;61.5,245.75;61.75,48.5
10492;15.5,218.75;50.5,81.75;72,9.25;122.5,239.25;11.75,92;30.5,125;57.25,274.5;61,48.25
2671;21.25,208.5;50.5,81.75;66.5,42.25;100.5,266.25;10.75,89.5;21.25,118.75;57.25,274.5;87,57
3457;34.25,214.25;50.5,81.75;78.5,14.5;100.5,266.25;10.75,126.75;11.75,128.5;45,234.5;92.75,41
6775;34.25,214.25;40,47;94.25,3;100.5,266.25;3,118.75;12,127.75;40.5,212;67.25,49.75
9994;18.75,260;21,71.5;55.5,1.75;100.5,266.25;1.25,115.25;12,127.75;40.5,212;81,58.75
7998;4.25,234.5;8.5,60.75;55.5,1.75;105.75,265.5;10.25,129.5;49.5,154.25;71.25,257.75;81,58.75
10584;8,262.5;8.5,60.75;55.5,1.75;91.25,234;9.75,129.5;55.75,158.25;92,245.5;108.25,58.5
376;8,262.5;12,70.5;65.75,41.5;108.75,236;23.75,152.5;73.75,122.75;92,245.5;109,58
1745;8.5,271.75;27.5,43;49.25,57.25;120.5,260.25;23.75,152.5;73.75,122.75;92,245.5;113,24.75
737;11,262.5;45.25,28.25;48,80;118.5,268.25;23.75,152.5;58.5,121.25;92,245.5;113,24.75
131;11,262.5;45.25,28.25;64.75,78.25;117,260.25;37.75,108.25;57.75,156.75;88,272.25;113.5,25.5
4514;15.25,236.75;20.75,59.75;66.75,126;121.25,258.75;37.75,108.25;54.25,197.75;67.25,227.75;113.5,25.5
1733;9.75,232.5;20.75,59.75;81.5,154.75;137.25,242.5;37.75,108.25;54.75,197.5;83.75,228.5;112.75,25
5198;9,219.25;20.75,59.75;68.75,150.25;116,270.25;37.75,108.25;44.25,190.25;101,219.75;112.75,25
2856;9,219.25;47,79.5;101.75,141;126.75,265;68.25,127.25;69.25,179.75;101,219.75;138.75,42.75
11769;24,245;66,49.75;113.75,141.25;126.75,265;52,140.25;57.5,208.5;120.25,202.75;138.75,42.75
8738;46,247.5;95.75,29.25;113.75,141.25;126.75,265;25,141.25;59,241.25;101,180.25;139.5,44.5
12251;46,247.5;85.75,14.25;87.5,153.75;113.75,268.75;22.25,152;26,251.25;101,180.25;139.5,44.5
11331;42.25,236.75;51.5,24.5;87.5,153.75;113.75,268.75;18.5,180.5;26,251.25;133.5,194.25;139.5,45.25
1856;43.25,257.75;45.5,51;87.75,149.75;113.75,268.75;4.75,149.5;26,251.25;128,215.5;128.75,66.75
6235;20.25,263;70.5,67.75;89,172.25;113.75,268.75;4.75,149.5;40,235.25;109.5,199.75;128.25,67.5
7463;19,229.5;70.5,67.75;75.75,159.5;101,243.25;4.75,149.5;61,240.5;102.5,230.25;128.25,67.5
1923;19,229.5;70.5,67.75;80,156.25;101,243.25;14,150.75;76.25,209.5;124,200.75;153.75,71
11017;22.25,262;59,66.75;102.25,146;130,222.75;14,150.75;77.25,175.5;124,200.75;153.75,71
10555;42.25,250.75;67.75,67.5;102.25,146;145.5,236.5;17.5,151.25;77.25,175.5;133.75,208.25;139.5,87.25
11433;42.25,250.75;67.75,67.5;116.25,117.75;145.25,237.25;8.25,134.75;73,181;124,205;139.5,87.25
4965;66.75,234.75;91,77.75;115.5,117;145.25,237.25;15.25,124.75;89.75,166.5;124,205;126.75,116.25
12418;66.75,234.75;91,77.75;109.5,110;137.75,265.25;15.25,124.75;118.25,157.25;138.25,214.25;140,118.25
12053;76.25,256.5;91,77.75;109.5,109.5;125,269.25;15.25,124.75;125.25,157.5;137.5,204.75;140,118.25
7282;76.25,256.5;98.75,110;114.5,142.25;116.75,262.25;15.25,124.75;129.75,157.5;146,219.5;160.25,144.25
10078;70.5,262;99,108.5;114.5,142.25;116.75,262.25;15.25,124.75;121,156;140.5,227.75;150,183.25
6551;34.25,249.75;96,116.75;120.5,146;139.25,272.5;15.25,124.75;121,155.25;143,254;150,183.25
3786;38.25,250;107.75,92;143,141;153,245.75;10.75,106.5;121,155.25;126,218;150,183.25
5768;21.75,263;109.5,87.75;148.75,135.25;151.5,208;6.5,73;108.25,126;126,218;150,183.25
8934;10.5,234.5;109.5,87.75;145.5,150.25;151.5,208;35.75,68.25;110.5,135.75;136.25,227.5;138.75,177.25
11886;10.5,234.5;109.5,87.75;145.5,150.25;151.75,208;17,72.25;75.5,145.25;120.25,259.25;122.5,188.25
