begin;pin_T_0_693;pin_T_0_693;pin_T_0_693;pin_T_0_693;pin_T_0_693;pin_T_0_693;pin_T_0_693;pin_T_0_693
8624;pin_T_0_693;pin_T_85_940;pin_T_115_422;pin_T_187_1082;pin_T_0_693;pin_B_76_1276;pin_B_203_560;pin_B_430_1391
2447;pin_T_0_693;pin_T_127_916;pin_T_167_292;pin_T_184_1207;pin_B_36_548;pin_B_89_1179;pin_B_207_461;pin_B_430_1391
731;gnd_T_7_693;pin_T_89_825;pin_T_114_344;pin_T_184_1207;pin_B_19_506;vdd_B_87_1183;pin_B_322_545;pin_B_430_1391
5990;pin_T_61_743;pin_T_109_743;pin_T_115_369;pin_T_184_1207;pin_B_43_552;pin_B_172_1154;pin_B_322_545;vdd_B_428_1401
3622;pin_T_40_581;pin_T_95_879;pin_T_118_310;pin_T_184_1207;pin_B_55_564;pin_B_121_1008;pin_B_322_545;gnd_B_430_1401
2778;pin_T_12_653;pin_T_12_754;pin_T_130_141;pin_T_308_1127;pin_B_55_564;pin_B_121_1008;pin_B_288_446;gnd_B_430_1401
8159;pin_T_12_653;pin_T_90_766;pin_T_137_131;pin_T_366_1028;pin_B_55_564;pin_B_182_1113;pin_B_288_446;gnd_B_430_1401
9371;pin_T_12_653;vdd_T_91_768;pin_T_144_52;pin_T_366_1028;pin_B_138_559;pin_B_182_1113;pin_B_302_452;pin_B_412_1403
8185;pin_T_12_653;vdd_T_91_768;pin_T_144_52;pin_T_361_1008;pin_B_138_559;pin_B_209_1079;pin_B_324_525;pin_B_455_1406
8317;pin_T_12_653;vdd_T_91_768;clock_T_161_115;pin_T_323_995;pin_B_140_548;pin_B_283_1124;pin_B_324_525;pin_B_455_1406
8382;gnd_T_15_655;pin_T_41_743;pin_T_124_139;pin_T_323_995;pin_B_140_548;pin_B_259_1152;pin_B_272_556;pin_B_455_1406
9350;gnd_T_15_655;pin_T_27_746;pin_T_219_49;pin_T_242_1025;pin_B_176_623;pin_B_265_1152;pin_B_272_556;pin_B_401_1366
461;pin_T_71_590;pin_T_93_801;pin_T_155_142;pin_T_242_1025;pin_B_218_433;pin_B_224_1316;pin_B_250_554;pin_B_401_1366
8232;pin_T_24_601;pin_T_93_801;pin_T_155_142;pin_T_242_1025;pin_B_102_327;pin_B_221_1414;pin_B_247_688;pin_B_249_1379
7248;pin_T_38_508;pin_T_58_755;pin_T_144_46;pin_T_285_856;pin_B_73_273;pin_B_221_1414;pin_B_247_688;pin_B_344_1338
5016;pin_T_38_508;pin_T_58_755;pin_T_192_53;pin_T_285_856;pin_B_45_85;pin_B_339_1361;pin_B_380_809;pin_B_387_1228
6011;pin_T_38_508;gnd_T_64_765;pin_T_324_223;pin_T_344_623;pin_B_80_265;pin_B_276_1284;pin_B_380_809;vdd_B_390_1235
1409;pin_T_40_582;pin_T_45_706;pin_T_292_318;pin_T_336_618;pin_B_80_265;pin_B_302_1364;pin_B_380_809;vdd_B_390_1235
7574;pin_T_40_582;pin_T_45_706;pin_T_292_318;vdd_T_339_622;pin_B_84_387;pin_B_233_1331;pin_B_388_938;pin_B_463_1346
365;pin_T_63_581;pin_T_145_722;pin_T_307_298;pin_T_431_516;gnd_B_89_390;vdd_B_230_1334;pin_B_388_938;pin_B_463_1346
5243;pin_T_63_581;pin_T_126_835;pin_T_304_316;gnd_T_431_523;pin_B_108_280;pin_B_130_1311;pin_B_388_938;pin_B_439_1422
6930;gnd_T_57_564;pin_T_167_919;pin_T_263_351;pin_T_466_565;pin_B_108_280;pin_B_130_1311;pin_B_271_915;pin_B_372_1485
8209;pin_T_88_419;pin_T_167_919;pin_T_285_456;pin_T_466_565;pin_B_44_204;pin_B_266_1249;vdd_B_289_958;pin_B_371_1341
9244;pin_T_79_252;pin_T_161_886;pin_T_367_506;pin_T_490_602;pin_B_44_204;pin_B_266_1249;vdd_B_289_958;pin_B_302_1353
2112;pin_T_154_143;pin_T_222_1057;pin_T_358_315;pin_T_363_584;pin_B_94_281;pin_B_266_1249;vdd_B_289_958;pin_B_302_1353
8728;pin_T_154_143;pin_T_190_921;pin_T_327_305;pin_T_363_584;pin_B_182_299;pin_B_250_1215;vdd_B_289_958;pin_B_345_1318
7301;pin_T_106_253;pin_T_190_921;pin_T_339_317;pin_T_397_411;pin_B_83_396;pin_B_250_1215;pin_B_327_843;pin_B_456_1348
1994;pin_T_98_251;pin_T_190_921;pin_T_342_393;pin_T_366_311;pin_B_154_260;pin_B_250_1215;vdd_B_332_848;pin_B_390_1373
4084;pin_T_124_375;pin_T_190_921;pin_T_327_318;pin_T_334_349;pin_B_187_197;pin_B_192_1216;vdd_B_332_848;pin_B_390_1373
965;pin_T_69_236;pin_T_91_833;pin_T_327_318;pin_T_450_370;pin_B_73_152;pin_B_76_1081;vdd_B_332_848;gnd_B_379_1393
7673;pin_T_69_236;pin_T_91_833;pin_T_291_306;pin_T_398_301;pin_B_73_152;pin_B_110_1124;pin_B_338_683;pin_B_338_1317
1871;pin_T_69_236;pin_T_267_835;pin_T_308_302;pin_T_475_157;pin_B_92_269;pin_B_175_1225;pin_B_338_683;vdd_B_339_1314
7240;pin_T_208_136;pin_T_267_835;pin_T_348_341;pin_T_469_125;pin_B_44_366;pin_B_85_1280;pin_B_338_683;vdd_B_339_1314
2173;pin_T_129_51;pin_T_176_720;pin_T_304_309;pin_T_405_96;pin_B_44_366;pin_B_74_1329;pin_B_338_683;gnd_B_339_1320
3288;pin_T_129_51;pin_T_129_890;pin_T_229_334;pin_T_341_227;pin_B_44_366;pin_B_96_1437;pin_B_219_785;gnd_B_339_1320
7745;pin_T_129_51;pin_T_129_890;pin_T_137_367;pin_T_363_313;pin_B_28_206;pin_B_41_1469;pin_B_219_785;gnd_B_339_1320
451;pin_T_129_101;pin_T_129_890;pin_T_243_444;pin_T_364_110;pin_B_28_206;pin_B_42_1255;pin_B_206_779;pin_B_322_1360
1904;pin_T_94_21;pin_T_98_1009;pin_T_243_444;pin_T_320_62;gnd_B_25_212;pin_B_145_1178;pin_B_206_779;pin_B_292_1391
1731;pin_T_94_21;pin_T_99_889;pin_T_234_524;vdd_T_305_61;pin_B_88_236;pin_B_250_1176;pin_B_258_725;pin_B_292_1391
3968;pin_T_94_21;pin_T_231_1065;pin_T_285_349;gnd_T_308_61;pin_B_88_236;pin_B_188_1085;pin_B_234_632;pin_B_285_1365
1168;pin_T_183_45;pin_T_231_1065;pin_T_348_392;pin_T_384_60;pin_B_75_426;pin_B_147_1183;pin_B_234_632;pin_B_318_1353
