begin;0,0;0,324.25;224.75,0;224.75,324.25;0,0;0,324.25;224.75,0;224.75,324.25
17339;0.25,8.5;43.5,289;137.25,10.25;146.75,310.5;0.25,8.5;80.75,285.25;140.25,5.75;185.5,292.75
3931;2,3.75;22.5,263.5;115.5,17.5;146.75,310.5;0.25,8.5;49,295.75;138.75,6.75;178.25,294
42423;2,3.75;10.5,256.25;118,24;146.75,310.5;3.25,1;53,285.75;114.25,30.25;161.75,269.5
40675;2,3.75;10.5,256.25;139.75,46.75;146.75,310.5;3.25,1;57.5,257.25;105.75,31.25;159.5,290.75
24555;2,3.75;10.5,256.25;129.25,15.5;146.75,310.5;9,40.75;65.75,287.75;74.5,28.25;142.25,311.5
8079;2,3.75;18.75,279.25;156.25,43.75;164.75,298;8.5,40;65.75,287.75;75.5,68;141.5,312.5
24919;2,3.75;17.75,297.75;155.5,44.25;184.75,277.5;8.5,40;55.5,295.25;75.5,68;141.5,312.5
42417;2,3.75;12.25,313;126.75,11.25;173.5,252.25;12.5,78.5;40.5,305.25;75.5,68;141.5,312.5
177;2,3.75;37.75,290.25;126.75,11.75;179.25,221.5;14,85.25;40.5,305.25;41.25,58.75;141.5,312.5
27214;2,3.75;46.25,302.5;126.75,11.75;177.5,221.25;14,85.25;40.75,298.25;72,74.75;142.5,287
42244;2,3.75;46.25,302.5;129.5,10.5;175.5,222;14,85.25;40.75,298.25;89.75,91.25;117.25,269.5
24248;13.75,22;46.25,302.5;137,46;144,217.5;44.5,85.75;44.5,291;85.5,59;117.25,269.5
44665;32.75,3.5;42.5,264.75;137,46;176.75,221.5;31.5,85.5;47,312.25;85.5,59;117.25,269.5
16615;16,16.5;42.75,265.25;155,46.75;210.25,196.25;34,125.75;47,312.25;85.5,59;109,232.5
41891;13.75,50.75;62.5,255.25;155,46.75;193.5,222;34,128.25;47,312.25;84.5,54.25;112.75,221.25
18973;13.75,50.75;62.75,238.25;157,69.25;165.75,226.5;34,128.25;47,312.25;84.5,54.25;124.75,212.75
18486;12.75,49.25;55,228.5;173,101.75;188.25,225.5;34,128.25;81.5,314.5;84.5,54.25;111.25,236.75
48530;12.75,49.25;47,197.25;189.25,105;194.5,224.75;34,128.25;81.5,314.5;110,44;113.75,268.5
27222;12.25,48.75;52,197.25;183,119.5;192,192.5;34,128.25;81.5,314.5;112.5,40;113.75,268.5
39085;12.25,48.75;59.5,196.5;191.75,97.5;192,192.5;34,128.25;70,286.25;112.5,40;128.5,300.75
1614;40,33.5;70.25,175.5;175.75,118.75;192,192.5;45.25,166.75;70,286.25;115,34.5;162,317
