begin;pin_T_0_292;pin_T_0_292;pin_T_0_292;pin_T_0_292;pin_T_0_292;pin_T_0_292;pin_T_0_292;pin_T_0_292
8459;pin_T_0_292;pin_T_221_964;pin_T_330_318;pin_T_440_1031;pin_T_0_292;pin_B_146_815;pin_B_208_273;pin_B_485_841
3285;pin_T_57_200;gnd_T_225_985;pin_T_261_400;pin_T_412_1089;pin_B_26_258;pin_B_146_815;pin_B_173_245;pin_B_485_841
13704;gnd_T_51_208;pin_T_197_917;pin_T_261_400;pin_T_336_1091;pin_B_24_139;pin_B_146_815;pin_B_173_245;pin_B_431_760
350;gnd_T_51_208;pin_T_197_917;pin_T_273_309;pin_T_410_1048;pin_B_13_198;pin_B_83_727;pin_B_173_245;pin_B_365_670
13831;gnd_T_51_208;pin_T_210_1007;pin_T_273_309;pin_T_410_1048;pin_B_14_173;pin_B_83_727;pin_B_112_228;pin_B_354_754
13134;pin_T_15_140;pin_T_252_1012;gnd_T_270_317;pin_T_312_1080;pin_B_58_125;pin_B_83_727;pin_B_222_219;pin_B_354_754
9729;pin_T_15_140;pin_T_111_995;pin_T_160_322;gnd_T_332_1090;pin_B_15_66;pin_B_81_583;pin_B_222_219;pin_B_311_715
10108;pin_T_70_190;pin_T_89_871;pin_T_98_423;gnd_T_332_1090;pin_B_27_92;pin_B_81_583;pin_B_222_219;pin_B_241_605
5972;pin_T_15_267;pin_T_95_868;pin_T_164_503;pin_T_321_1054;pin_B_61_143;pin_B_81_583;pin_B_124_194;pin_B_241_605
16236;gnd_T_30_277;pin_T_79_764;pin_T_91_593;pin_T_321_1054;pin_B_87_151;pin_B_143_659;pin_B_156_178;pin_B_241_605
8975;gnd_T_30_277;pin_T_152_678;pin_T_158_622;pin_T_310_979;pin_B_40_116;pin_B_143_659;vdd_B_155_180;pin_B_304_696
2148;pin_T_23_380;pin_T_75_717;pin_T_144_700;pin_T_310_979;pin_B_40_116;pin_B_51_722;pin_B_112_209;gnd_B_273_702
5764;pin_T_4_507;pin_T_130_767;pin_T_174_777;vdd_T_322_1007;pin_B_40_116;pin_B_51_722;pin_B_116_324;pin_B_330_667
1884;pin_T_64_589;pin_T_148_777;vdd_T_165_790;pin_T_257_973;pin_B_26_199;pin_B_51_722;gnd_B_151_332;pin_B_330_667
2537;pin_T_54_689;vdd_T_165_790;pin_T_195_866;pin_T_296_972;pin_B_5_153;pin_B_51_722;pin_B_132_380;pin_B_330_667
3252;pin_T_9_624;vdd_T_165_790;pin_T_251_921;pin_T_278_979;pin_B_13_241;pin_B_51_722;gnd_B_126_380;pin_B_330_667
3691;pin_T_9_624;pin_T_157_778;pin_T_195_997;pin_T_322_980;pin_B_40_150;pin_B_107_754;pin_B_158_402;pin_B_330_667
13961;pin_T_39_651;gnd_T_163_790;vdd_T_192_997;pin_T_327_1058;pin_B_59_86;pin_B_107_754;pin_B_243_429;pin_B_330_667
226;pin_T_54_593;vdd_T_165_790;pin_T_220_974;pin_T_339_1081;pin_B_59_86;pin_B_107_754;pin_B_256_418;pin_B_380_622
2656;pin_T_89_613;gnd_T_163_790;pin_T_247_980;pin_T_339_1081;pin_B_48_195;pin_B_76_792;pin_B_256_418;pin_B_450_558
8303;pin_T_88_687;vdd_T_165_790;pin_T_184_925;pin_T_339_1081;pin_B_98_271;pin_B_136_812;pin_B_280_375;pin_B_450_558
6960;vdd_T_83_689;pin_T_86_797;pin_T_225_963;gnd_T_341_1080;pin_B_79_285;pin_B_136_812;pin_B_231_280;pin_B_450_558
1332;gnd_T_77_804;pin_T_141_737;pin_T_161_975;pin_T_432_1008;pin_B_79_289;pin_B_136_812;pin_B_243_206;pin_B_450_558
16230;pin_T_58_713;vdd_T_72_806;pin_T_88_966;pin_T_486_996;pin_B_79_289;pin_B_106_786;pin_B_243_206;pin_B_450_558
9346;pin_T_87_821;pin_T_99_910;pin_T_186_971;vdd_T_479_996;pin_B_79_289;pin_B_221_777;pin_B_243_206;pin_B_418_680
15129;pin_T_87_821;pin_T_99_910;pin_T_186_971;vdd_T_479_996;pin_B_15_206;pin_B_236_879;pin_B_323_193;pin_B_353_636
16257;pin_T_95_869;pin_T_164_905;pin_T_264_964;pin_T_466_999;pin_B_15_206;pin_B_268_861;pin_B_323_193;pin_B_353_636
4479;pin_T_95_869;pin_T_164_905;pin_T_224_973;vdd_T_468_998;pin_B_42_120;pin_B_251_876;pin_B_345_182;pin_B_456_604
15403;pin_T_114_872;pin_T_164_905;gnd_T_225_985;pin_T_415_941;pin_B_137_78;pin_B_251_876;pin_B_345_182;pin_B_427_675
4350;pin_T_149_862;pin_T_165_973;pin_T_215_976;pin_T_307_900;pin_B_137_78;pin_B_152_924;pin_B_364_244;pin_B_427_675
12355;pin_T_145_965;pin_T_149_852;pin_T_161_863;gnd_T_309_901;pin_B_44_149;vdd_B_157_922;pin_B_364_244;pin_B_427_675
15108;pin_T_128_1001;pin_T_163_860;pin_T_174_937;gnd_T_309_901;pin_B_86_194;vdd_B_157_922;pin_B_364_244;pin_B_427_675
11515;pin_T_128_1001;pin_T_163_860;pin_T_229_977;pin_T_374_916;pin_B_61_201;pin_B_198_830;gnd_B_369_263;pin_B_419_648
12972;pin_T_135_1052;pin_T_203_838;pin_T_229_977;pin_T_296_888;pin_B_130_180;pin_B_198_830;gnd_B_369_263;pin_B_439_703
11583;pin_T_159_1098;pin_T_219_737;pin_T_229_977;pin_T_412_941;pin_B_137_226;pin_B_306_877;vdd_B_362_257;pin_B_439_703
12004;pin_T_116_1007;pin_T_156_768;pin_T_245_968;pin_T_452_1003;pin_B_137_226;pin_B_306_877;gnd_B_369_263;pin_B_439_703
1086;pin_T_106_1053;pin_T_117_672;pin_T_258_978;vdd_T_451_999;pin_B_79_297;pin_B_306_877;gnd_B_369_263;pin_B_420_671
15425;pin_T_9_985;pin_T_95_766;pin_T_229_976;vdd_T_451_999;pin_B_79_297;pin_B_348_797;gnd_B_369_263;pin_B_420_671
14404;pin_T_63_953;pin_T_87_857;pin_T_157_1081;vdd_T_451_999;pin_B_57_188;pin_B_350_715;gnd_B_369_263;pin_B_420_671
1236;pin_T_63_953;pin_T_87_857;pin_T_157_1081;pin_T_316_980;pin_B_36_125;pin_B_272_623;pin_B_293_286;pin_B_452_604
14051;pin_T_29_955;pin_T_87_857;gnd_T_159_1072;pin_T_316_980;pin_B_32_148;pin_B_289_570;vdd_B_291_284;pin_B_353_636
15840;pin_T_29_955;pin_T_33_770;pin_T_178_967;pin_T_376_943;pin_B_34_140;pin_B_289_570;vdd_B_291_284;pin_B_375_664
7215;pin_T_7_1014;pin_T_9_648;pin_T_178_967;pin_T_312_958;pin_B_34_140;vdd_B_271_566;pin_B_281_312;pin_B_409_772
6472;pin_T_7_1014;pin_T_54_701;pin_T_248_979;pin_T_354_969;pin_B_77_207;vdd_B_271_566;pin_B_281_312;pin_B_382_876
14082;pin_T_7_1014;pin_T_53_619;pin_T_248_979;pin_T_354_969;pin_B_44_258;vdd_B_271_566;pin_B_273_421;pin_B_402_762
10069;pin_T_7_1014;pin_T_99_523;pin_T_244_1025;pin_T_354_969;gnd_B_43_256;vdd_B_271_566;pin_B_312_421;pin_B_360_733
15949;vdd_T_6_1011;pin_T_99_523;pin_T_244_1025;pin_T_362_918;pin_B_130_179;pin_B_241_613;pin_B_249_498;pin_B_360_733
