begin;pin_T_1_187;pin_T_1_187;pin_T_1_187;pin_T_1_187;pin_T_1_187;pin_T_1_187;pin_T_1_187;pin_T_1_187
5220;pin_T_1_187;pin_T_20_1089;pin_T_332_290;pin_T_428_1249;pin_T_1_187;pin_B_17_1195;pin_B_346_149;gnd_B_495_1280
9367;pin_T_1_187;pin_T_152_1014;pin_T_322_269;pin_T_422_1248;pin_T_1_187;vdd_B_26_1204;pin_B_310_337;pin_B_450_1150
8727;pin_T_26_229;pin_T_130_1034;pin_T_370_213;pin_T_420_1178;pin_T_1_187;vdd_B_26_1204;pin_B_342_412;pin_B_450_1150
15882;pin_T_26_229;pin_T_190_1016;pin_T_370_213;pin_T_420_1178;pin_B_3_330;vdd_B_26_1204;pin_B_318_520;pin_B_382_1112
1898;pin_T_26_229;pin_T_237_1039;pin_T_300_241;pin_T_323_1223;pin_B_40_405;pin_B_52_1113;pin_B_233_439;pin_B_382_1112
4461;pin_T_93_254;pin_T_147_1156;pin_T_308_353;pin_T_327_1273;pin_B_40_405;pin_B_52_1113;pin_B_222_436;pin_B_382_1112
16003;pin_T_65_177;pin_T_147_1156;pin_T_308_353;vdd_T_326_1279;pin_B_40_405;pin_B_44_1160;pin_B_255_292;pin_B_329_1109
16070;pin_T_93_44;pin_T_147_1156;pin_T_187_264;pin_T_413_1288;pin_B_40_405;pin_B_76_1053;pin_B_255_292;pin_B_445_1160
8561;gnd_T_81_41;pin_T_204_1217;pin_T_208_170;pin_T_379_1135;pin_B_40_405;pin_B_76_1053;pin_B_289_289;vdd_B_444_1162
12926;pin_T_68_123;pin_T_135_1284;pin_T_136_250;pin_T_402_1023;pin_B_40_405;pin_B_76_1053;pin_B_324_301;vdd_B_444_1162
14398;pin_T_68_123;pin_T_135_1284;pin_T_240_298;pin_T_402_1023;pin_B_147_506;pin_B_226_1082;pin_B_391_440;vdd_B_444_1162
3601;pin_T_97_29;pin_T_135_1284;pin_T_218_413;pin_T_351_985;pin_B_80_456;pin_B_226_1082;pin_B_326_522;vdd_B_444_1162
14901;pin_T_97_29;pin_T_149_1258;pin_T_218_413;pin_T_232_1006;pin_B_80_456;pin_B_244_962;pin_B_348_598;pin_B_448_1103
14382;pin_T_97_29;pin_T_149_1258;pin_T_216_469;pin_T_294_955;pin_B_80_456;pin_B_263_850;pin_B_377_560;gnd_B_447_1102
16234;pin_T_76_107;pin_T_149_1258;pin_T_198_357;pin_T_301_1076;pin_B_80_456;pin_B_287_821;pin_B_421_558;gnd_B_447_1102
11231;pin_T_95_29;pin_T_127_1284;pin_T_303_273;pin_T_338_995;pin_B_16_457;pin_B_287_821;pin_B_431_578;gnd_B_447_1102
12952;gnd_T_83_29;pin_T_176_1176;pin_T_266_134;pin_T_338_995;pin_B_16_457;pin_B_313_789;pin_B_409_641;vdd_B_444_1099
15018;pin_T_34_98;pin_T_155_1290;pin_T_274_32;pin_T_274_861;pin_B_16_457;pin_B_313_789;pin_B_409_641;gnd_B_447_1102
6915;pin_T_101_94;pin_T_155_1290;pin_T_224_214;vdd_T_270_857;pin_B_136_420;pin_B_175_919;pin_B_409_641;pin_B_495_1246
6867;pin_T_101_94;pin_T_171_1248;clock_T_193_229;vdd_T_270_857;pin_B_180_314;pin_B_287_886;pin_B_371_664;pin_B_495_1246
10517;pin_T_76_81;pin_T_171_1248;clock_T_193_229;vdd_T_270_857;pin_B_204_368;pin_B_206_922;pin_B_374_811;pin_B_445_1190
15303;pin_T_76_81;pin_T_160_1099;clock_T_193_229;vdd_T_270_857;pin_B_118_371;pin_B_244_967;pin_B_290_662;pin_B_304_1107
11429;pin_T_76_81;pin_T_120_1016;pin_T_167_267;pin_T_416_846;pin_B_98_363;pin_B_157_886;pin_B_164_581;pin_B_304_1107
15977;vdd_T_76_84;pin_T_120_1016;pin_T_167_267;pin_T_382_824;pin_B_40_401;pin_B_56_858;pin_B_230_522;gnd_B_305_1091
14825;pin_T_110_232;pin_T_120_1016;pin_T_263_287;pin_T_426_966;pin_B_40_401;pin_B_192_923;pin_B_262_489;vdd_B_305_1101
10093;pin_T_181_195;pin_T_212_1002;pin_T_213_216;pin_T_356_936;pin_B_40_401;pin_B_146_909;pin_B_262_489;gnd_B_305_1091
10817;pin_T_111_229;pin_T_212_1002;pin_T_283_134;pin_T_468_872;pin_B_40_401;gnd_B_153_896;pin_B_185_502;vdd_B_305_1101
14238;pin_T_135_328;pin_T_267_904;pin_T_328_225;pin_T_468_872;pin_B_40_401;pin_B_130_922;pin_B_260_520;vdd_B_305_1101
9660;pin_T_169_230;pin_T_185_829;pin_T_384_307;pin_T_468_872;pin_B_15_494;pin_B_130_922;pin_B_345_449;pin_B_395_1037
15679;pin_T_193_110;pin_T_216_770;pin_T_408_196;pin_T_468_872;pin_B_15_494;vdd_B_125_923;pin_B_370_526;pin_B_395_1037
4299;gnd_T_186_112;pin_T_222_657;pin_T_408_196;pin_T_468_872;pin_B_75_435;pin_B_173_916;vdd_B_368_523;pin_B_399_970
9301;pin_T_183_111;pin_T_255_568;pin_T_274_241;pin_T_401_844;pin_B_100_427;pin_B_173_916;vdd_B_368_523;pin_B_399_970
10691;pin_T_183_111;pin_T_250_466;gnd_T_275_243;pin_T_442_848;pin_B_172_505;pin_B_295_886;pin_B_398_524;pin_B_399_970
5879;vdd_T_184_112;pin_T_298_615;pin_T_327_178;pin_T_383_885;pin_B_172_505;pin_B_383_839;pin_B_398_524;pin_B_441_920
12126;pin_T_133_261;pin_T_258_603;pin_T_327_178;pin_T_387_1025;pin_B_109_424;vdd_B_379_840;pin_B_398_524;pin_B_457_996
5559;pin_T_63_263;pin_T_296_634;pin_T_327_178;pin_T_398_999;pin_B_180_378;pin_B_279_785;vdd_B_401_528;pin_B_457_996
10083;pin_T_63_263;pin_T_178_611;pin_T_327_178;pin_T_398_999;pin_B_251_483;pin_B_290_914;pin_B_402_637;pin_B_433_1084
444;pin_T_63_263;pin_T_107_531;pin_T_292_243;pin_T_432_1147;pin_B_211_587;gnd_B_285_895;pin_B_402_637;pin_B_411_1124
15952;pin_T_63_263;pin_T_225_542;pin_T_276_302;pin_T_284_1162;pin_B_68_535;gnd_B_285_895;pin_B_402_637;pin_B_455_1023
4335;pin_T_133_256;pin_T_196_439;vdd_T_277_304;pin_T_284_1162;pin_B_101_447;gnd_B_285_895;pin_B_352_670;pin_B_455_1023
1577;pin_T_67_195;pin_T_91_428;pin_T_196_352;pin_T_347_1260;pin_B_101_447;gnd_B_285_895;pin_B_352_670;pin_B_443_918
7183;pin_T_67_195;vdd_T_71_428;pin_T_209_389;pin_T_318_1211;pin_B_46_392;pin_B_264_1011;pin_B_405_629;pin_B_443_918
15319;pin_T_67_195;pin_T_92_316;pin_T_298_390;vdd_T_331_1209;pin_B_25_512;pin_B_217_974;pin_B_443_754;pin_B_443_918
6693;pin_T_139_253;pin_T_150_287;pin_T_304_340;vdd_T_331_1209;pin_B_25_512;pin_B_245_923;pin_B_374_800;pin_B_443_918
14556;pin_T_150_287;pin_T_155_249;pin_T_302_277;pin_T_419_1294;pin_B_86_521;pin_B_245_923;vdd_B_373_799;gnd_B_446_888
14700;pin_T_150_287;pin_T_192_204;pin_T_313_293;pin_T_351_1259;pin_B_86_521;pin_B_245_923;pin_B_299_785;gnd_B_446_888
2770;pin_T_90_384;pin_T_267_124;pin_T_313_293;pin_T_441_1294;pin_B_26_620;pin_B_243_930;pin_B_332_904;gnd_B_446_888
6106;pin_T_205_360;pin_T_274_87;pin_T_313_293;pin_T_434_1161;pin_B_26_620;pin_B_224_927;pin_B_366_815;gnd_B_446_888
12957;pin_T_135_253;pin_T_268_80;pin_T_430_199;pin_T_434_1161;pin_B_26_620;pin_B_200_1062;pin_B_283_769;vdd_B_446_898
986;pin_T_199_377;pin_T_256_114;pin_T_430_199;pin_T_441_1053;pin_B_26_620;pin_B_236_1160;pin_B_336_838;gnd_B_446_888
14798;pin_T_199_377;pin_T_315_124;pin_T_430_199;pin_T_474_960;pin_B_26_620;pin_B_130_1111;pin_B_275_935;pin_B_453_927
13127;pin_T_203_256;pin_T_254_162;pin_T_356_213;pin_T_429_844;pin_B_26_620;vdd_B_137_1099;pin_B_161_953;pin_B_453_927
7403;pin_T_93_267;gnd_T_243_169;pin_T_297_341;pin_T_429_844;pin_B_26_620;pin_B_128_1076;pin_B_141_817;pin_B_417_802
6390;pin_T_101_251;vdd_T_240_166;pin_T_425_353;pin_T_429_844;pin_B_119_564;gnd_B_137_1075;pin_B_242_756;pin_B_417_802
6468;pin_T_133_250;pin_T_138_258;pin_T_425_353;pin_T_429_844;pin_B_32_460;pin_B_210_1134;pin_B_244_664;vdd_B_421_792
