begin;gnd_T_3_217;gnd_T_3_217;gnd_T_3_217;gnd_T_3_217;gnd_T_3_217;gnd_T_3_217;gnd_T_3_217;gnd_T_3_217
1094;pin_T_25_63;pin_T_191_340;pin_T_955_24;pin_T_973_236;gnd_T_3_217;gnd_T_3_217;pin_B_811_94;pin_B_858_321
19372;pin_T_25_63;gnd_T_191_336;pin_T_956_16;pin_T_973_236;gnd_T_3_217;pin_B_57_97;pin_B_766_185;pin_B_824_316
6747;pin_T_25_63;gnd_T_191_336;pin_T_895_32;pin_T_904_291;pin_B_8_329;pin_B_129_168;pin_B_766_185;pin_B_881_267
15653;pin_T_25_63;pin_T_279_296;pin_T_899_16;pin_T_911_309;pin_B_8_329;pin_B_229_184;pin_B_847_180;gnd_B_880_268
19036;pin_T_25_63;pin_T_279_296;pin_T_899_16;pin_T_966_265;pin_B_66_272;pin_B_274_225;pin_B_837_200;vdd_B_877_271
20355;pin_T_25_63;vdd_T_278_304;pin_T_899_16;pin_T_914_227;pin_B_59_224;pin_B_306_178;pin_B_837_200;pin_B_887_270
13659;pin_T_25_63;pin_T_294_403;pin_T_860_13;pin_T_905_194;pin_B_59_224;pin_B_383_254;pin_B_813_177;gnd_B_886_268
19643;vdd_T_35_56;pin_T_318_437;pin_T_860_13;pin_T_996_119;pin_B_59_224;pin_B_307_180;pin_B_785_151;pin_B_804_273
9638;vdd_T_35_56;pin_T_311_429;pin_T_824_78;pin_T_984_23;pin_B_59_224;pin_B_307_180;pin_B_688_133;gnd_B_806_286
8160;gnd_T_40_54;pin_T_311_429;pin_T_843_98;pin_T_934_32;pin_B_59_224;pin_B_225_173;pin_B_637_68;pin_B_828_226
19999;gnd_T_40_54;pin_T_242_341;pin_T_913_178;pin_T_934_32;pin_B_15_334;pin_B_249_279;pin_B_637_68;pin_B_828_226
20027;vdd_T_35_56;pin_T_254_291;pin_T_908_251;pin_T_978_92;pin_B_112_335;pin_B_235_289;pin_B_637_68;pin_B_828_226
5750;vdd_T_35_56;pin_T_339_276;pin_T_914_341;pin_T_978_92;pin_B_112_335;pin_B_186_243;pin_B_551_79;pin_B_865_169
18627;vdd_T_35_56;pin_T_365_200;pin_T_914_341;pin_T_992_82;pin_B_112_335;pin_B_168_243;pin_B_551_79;pin_B_811_173
19176;vdd_T_35_56;pin_T_361_194;pin_T_914_341;pin_T_992_82;pin_B_69_294;pin_B_168_243;pin_B_504_124;pin_B_745_185
743;vdd_T_35_56;pin_T_321_220;pin_T_861_313;pin_T_992_82;pin_B_155_267;pin_B_230_272;gnd_B_506_125;pin_B_826_166
19740;gnd_T_40_54;pin_T_321_220;pin_T_779_300;pin_T_946_30;pin_B_155_267;pin_B_280_274;pin_B_444_27;pin_B_908_210
836;gnd_T_40_54;pin_T_293_145;vdd_T_780_302;pin_T_946_30;pin_B_232_300;pin_B_364_235;pin_B_445_47;pin_B_975_289
8824;gnd_T_40_54;pin_T_395_120;pin_T_764_185;pin_T_835_59;pin_B_118_297;pin_B_340_298;pin_B_445_47;pin_B_975_289
11161;vdd_T_35_56;pin_T_400_190;gnd_T_765_181;pin_T_828_13;pin_B_118_297;pin_B_399_286;pin_B_445_47;pin_B_953_208
15585;gnd_T_40_54;pin_T_400_190;pin_T_732_287;pin_T_822_128;pin_B_160_354;pin_B_347_311;pin_B_445_47;pin_B_870_266
6958;gnd_T_40_54;pin_T_400_190;pin_T_771_274;vdd_T_824_128;pin_B_174_354;pin_B_395_356;pin_B_418_39;pin_B_772_260
5048;vdd_T_35_56;pin_T_298_202;gnd_T_757_279;pin_T_798_111;pin_B_181_355;pin_B_395_356;pin_B_418_39;pin_B_689_296
20212;vdd_T_35_56;pin_T_227_123;gnd_T_757_279;pin_T_798_111;pin_B_164_450;pin_B_395_356;pin_B_420_35;pin_B_716_279
10099;vdd_T_35_56;pin_T_227_123;gnd_T_757_279;pin_T_893_71;pin_B_263_439;pin_B_308_339;pin_B_452_102;pin_B_716_316
10156;vdd_T_35_56;pin_T_262_56;gnd_T_757_279;pin_T_893_71;pin_B_162_407;pin_B_271_421;pin_B_371_158;pin_B_675_290
9431;vdd_T_35_56;pin_T_262_56;pin_T_722_238;pin_T_894_39;pin_B_116_489;pin_B_236_466;pin_B_354_173;pin_B_747_311
7572;vdd_T_35_56;pin_T_206_160;pin_T_813_279;pin_T_963_55;pin_B_116_489;gnd_B_228_450;pin_B_284_147;pin_B_747_311
11187;gnd_T_40_54;pin_T_313_135;pin_T_896_353;vdd_T_964_66;pin_B_116_489;pin_B_198_442;pin_B_337_54;pin_B_747_311
19169;gnd_T_40_54;pin_T_246_160;pin_T_896_353;pin_T_990_117;pin_B_116_489;pin_B_302_466;pin_B_356_12;pin_B_743_233
