begin;0,0;0,124.5;173.75,0;173.75,124.5;0,0;0,124.5;173.75,0;173.75,124.5
759;0.25,74.5;36,95.25;128.75,6;166.25,78.5;0.25,74.5;43.25,77.25;141,61.25;153.25,73.25
3322;0.25,74.5;36,91.25;133.75,5;159.5,93.25;20.5,78.75;25.5,76.5;130.75,81;153.25,73.25
2200;0.25,74.5;37.75,79;133.75,5;159.5,93.25;5.25,96.25;44.75,55.25;158,76.75;164.5,96
368;14.25,56.25;41,59.5;132.75,5.75;156.5,93.25;6.75,93.75;24,57.25;158,76.75;164.5,96
2451;24.75,40;41,59.5;129.25,7.25;156.5,93.25;7.25,93.75;18.75,56;153.25,59.25;164.25,108.25
1388;35.75,37.75;61,56;127.75,23.75;159.5,98;7.25,93.75;18.75,56;153.25,59.25;164,109.75
1202;23.25,23;68.75,50;127.75,23.75;163.75,120.5;7.25,93.75;34.75,54.25;142.75,62.75;164,109.75
627;23.25,23;89.75,62;127.75,23.75;145,109.75;11.25,106.75;39.75,57.75;151.75,77;162,110.5
1324;23.25,23;85.75,87.25;127.75,23.75;167.75,103;21.75,99;27.5,76;137,72.75;162,110.5
14;9,11.25;80.5,69;127.75,23.75;164,88.25;22.75,97.5;27.5,76;137.75,61.75;162.5,115.5
525;9,11.25;100.5,84;109.75,30.5;157.5,87;6.5,88;43.5,74.75;124,45.75;162.5,115.5
1457;17.75,20.25;107,74.25;109.75,30.5;163.75,84.75;16.5,78.5;43.5,74.75;126.5,49.5;161.5,115.25
1019;12.5,41;108,77.25;109.75,30.5;167.25,69.75;11.25,80.75;43.5,74.75;126.5,49.5;161.5,115.25
2209;23.25,38.5;86.75,91.25;109.75,30.5;166.25,71.25;15.75,56.75;43.5,74.75;126.5,49.5;163,120.25
2349;15,40.25;68.75,95.25;96.5,27.5;167.75,77;15,55;43.5,74.75;126.5,49.5;163,120.25
1518;15,40.25;54.75,104.25;104.75,11.5;162.5,89.25;19.25,75.5;26.75,79.5;131,40.25;163,120.25
542;24.5,39.25;36.25,107;101,17.75;166.25,109;20.25,57.75;21.75,90;131,40.25;163,120.25
1010;29,37.75;36.25,107;87,29;167.75,102;2.75,39.25;4.25,109.5;131,40.25;143,98
1234;22,60.25;31.75,109.5;87,29;167.75,102;4,39;4.25,109.5;112.25,47;122,81.75
2249;17.75,75.25;31.75,109.5;82.5,16.75;165,121.25;4,39;5.5,114.5;120,38.75;120.75,81.25
3437;28.75,64;31.75,109.5;90.75,20;146.25,115.25;4,39;8.25,106.25;100.25,47.25;120.75,81.25
2750;28.75,64;32.25,107.75;90.75,20;120.25,117.25;6.75,55.5;11.75,106.75;122,61.5;140.75,62.75
2396;29.75,68;32.25,107.75;95,5.75;120.25,117.25;7.25,55.75;23.75,91;129.25,64.75;153.25,60
1282;29.75,68;32.25,117.5;87.75,28.5;104,120;7.25,55.75;26,75.25;116,54.75;153.25,60
2996;22.5,85.25;41.25,111.5;79,30.75;104,120;19.75,42.75;40.5,76.5;116.25,56;153.25,60
3560;14.75,91.5;39.5,103;71.25,49.75;104,120;39.25,28.75;40.5,76.5;99.25,46;142.5,54.75
851;14.25,92;42.75,89.75;84.75,41;99.5,99.5;39.25,28.75;47.5,88;100.25,48;142.5,54.75
1793;14.25,92;35.25,110.5;84.75,41;100.5,99.75;39.25,28.75;61.75,96.5;82.5,53.25;129,69
1993;14.25,92;54,105.75;79,27.5;110.25,121.25;39.25,28.75;61.75,96.5;90.5,41;113.5,70.75
3454;14.25,92;54,105.75;73,16.25;110.25,121.25;31.75,16.75;61.25,95.75;111.5,30.75;135.5,76
2819;27.75,104;65.25,113;71,32.75;103.25,108.25;31.75,16.75;61.25,95.75;112.75,7.5;135.5,76
3197;32.5,81.5;35.5,104.5;62.5,49.25;103.25,108.25;33,9.75;65.75,112;112.25,8;135.5,76
2938;16,90.25;27,99.5;62.5,49.25;86.5,119.25;30.75,15.5;78,106.75;111.25,10.25;135.5,76
2629;24,86.75;27,99.5;66,45.25;79.25,105.5;32.5,16;59,89.25;111.25,10.25;115.5,93.75
2317;31.5,82.5;31.5,83.5;88,27;100.75,92;32.5,16;61.25,87.5;99.5,17;115.5,93.75
3051;31.5,82.5;42.25,98.5;75,44.75;94.75,72.5;32.5,15;61.25,87.5;102.75,12.25;114.75,110.25
1533;34.25,95.5;61.5,96.25;84.25,40.5;114.75,60;32.5,15;61.25,87.5;90,20;114.75,110.25
2390;30,105.25;41.5,100.25;77.25,36.75;122,50.25;33.25,4;61.25,87.5;90,20;130.25,101.75
3615;30,105.25;41.5,100.25;77.25,36.75;111.75,66.25;33.25,4;47,89;89,6.5;143.5,115
512;36.5,105.75;41.5,100.25;79.75,15.25;113.75,58.25;30.5,4.5;45.5,78.5;89,6.5;142.5,114
3475;25.25,102.75;32.25,78;59.25,7.75;118.75,60.5;34.5,24;45.5,78.5;95.75,4;142.5,114
1152;29.75,113.5;36.75,56.75;59.25,7.75;135.25,45.25;35,21.25;68.5,88.5;118,16.25;142.5,114
3565;9.25,100;36.75,56.75;45.75,13;135.5,45.75;35,21.25;68.5,88.5;137.25,30.5;142.5,114
673;33.25,110.5;36.75,56.75;63.75,8.25;135.5,45.75;35,21.25;43.5,87.5;137.25,30.5;167.5,110.25
2645;61.25,109.5;62,51.25;63.75,8.25;126.75,19.75;19.25,3.5;28.5,78;123.75,45.5;167.5,110.25
697;61.25,109.5;73.5,51.25;77.5,31.5;109.5,28;19.25,3.5;19.75,76.5;139.25,46.75;167,110.25
3149;56.5,117.25;68.5,32.75;73.5,51.25;109.5,28;17.5,9.25;25.75,84;138,63.25;143,115
844;57.5,119.25;73.25,36.75;90,41.25;118,49.25;17.5,9.25;35,75.75;138,63.25;160,110.5
1447;61.5,117.75;65.25,53.25;90.5,51;118,49.25;17.5,9.25;27.25,79.5;146,74.75;159.5,111
2732;36.5,118;70.75,55;90.5,51;118,49.25;27.5,3.25;35.5,57.25;139,64.25;171.5,100
245;35.5,104.5;77.5,57.75;84.75,25.5;109.5,28;6.5,3.75;35.5,57.25;139,64.25;169.75,100
3050;27.5,107.75;84.25,43;84.75,25.5;101.5,27;9.5,3.75;16,56.5;139,64.25;169.25,98.75
31;39.5,100.75;84.5,35.25;85.25,48.5;101.5,27;14.5,24.5;27.5,53.25;139,64.25;146,93
350;35.75,104.75;85.25,48.5;93.75,29;98.5,12.75;15,22.25;27.5,53.25;124.75,56.75;144.75,75.75
254;35.75,104.75;84.5,51.5;103,28.5;105.5,30.75;15,22.25;28,75;112.5,45.5;144.75,75.75
337;35.5,105;70.5,66;103,28.5;105.5,30.75;15,22.25;45,77.25;103.75,45.5;153.25,73
20;39.5,103;68.75,48;105.5,26.75;105.5,30.75;1.25,37.5;45,77.25;112,22.25;145.75,66.75
293;39.5,103;68.75,48;92.25,42;101.5,41.25;1.25,37.5;34,58.75;129.25,11.5;142.75,72.5
1713;39.5,103;72,72.25;85.25,59.75;98.5,18.75;1.75,37.75;34,58.75;129.25,11.5;135.75,73.5
3561;26,122;80.25,80.25;85.25,59.75;98.5,18.75;18.75,57.25;33.5,79.25;130.25,12.25;135.75,73.5
3459;2.75,115.5;80.25,80.25;84.75,55.5;103.75,28.5;15.25,80.25;19,77;130,13.25;135.75,73.5
696;9.5,120.25;67.75,84.75;78.75,77.5;82.75,41.75;15.25,80.25;19,78.25;130,13.25;135.75,73.5
2956;9.5,120.25;73.75,77.5;82,69;104.25,28.5;15.25,80.25;35,80;132.5,38.5;134.75,63.75
2871;9.75,121;60.25,59;87.25,62;105.5,29.25;23.75,88;25.75,56.5;132.5,38.5;134.75,63.75
920;15,96;55,34.75;80,67.5;126.25,23.75;11,79.5;25.75,56.5;130.25,65;132.5,38.5
3172;30,79.5;55,34.75;90.25,64.5;127.25,24.75;12.5,80.5;25.75,56.5;125,45.5;130.25,65
2132;41.75,85;55,34.75;89.5,62.75;138.25,40.5;12.5,80.5;27.5,57.5;125,45.5;141.5,55
2814;33,95.25;55,34.75;108.5,49.25;138.5,42.5;27,90.5;34.5,53.75;125,45.5;146.25,75.5
1074;24.25,105.25;70.5,45.25;123,51;138.5,41.5;25.5,100;34.5,53.75;126,61;146.25,75.5
1874;25.75,87.75;66.5,23;114,50.5;138.5,41.5;8.25,114.25;34.5,53.75;125.25,61.5;145.25,76.5
2240;42.5,99.25;78.75,12;93,56.25;138.5,41.5;8.25,114.25;34.5,53.75;111.5,48;137,76.25
2108;41.25,86;79.5,9;106.5,51;150.25,31.25;8.25,114.25;34.75,34.25;111.5,48;129.25,65.75
3419;59.25,66.5;80,9.5;90.75,36.75;150.25,31.25;18.25,119.25;34.75,34.25;111.5,48;138.5,75.5
2901;58.75,47.5;80,9.5;103.5,40.5;166.5,45.75;20.25,106.75;34.75,33.5;97.5,71.25;138.5,75.5
3362;57.75,67;80,9.5;102.75,28.5;166.5,45.75;25,83.5;35.25,29.75;97.5,71.25;138.5,75.5
3460;62.5,67.75;80,9.5;126.25,25.25;167.75,62.25;25,83.5;35.25,29.75;97.5,85.75;145.25,76.25
1436;63.25,67.25;99.5,22.75;142.25,5;167.75,62.25;16.75,76;54,40;114,104.25;145.25,76.25
2010;63.25,67.25;93.75,25.5;129,12.25;167.75,62;15,55.75;54,40;128.75,84.25;133.25,96
3545;81,77.5;93.75,25.5;123.25,12.25;167.75,62;24.25,80;54.75,63.75;128.75,84.25;147.5,107.75
2710;81,77.5;91.75,36.25;142,24.75;167.75,62;27.25,56.75;58.5,87.5;130.5,86;147.5,107.75
1507;81,77.5;92.25,41.5;151.25,9.75;167.75,62;24.25,75.25;71,68.75;146.25,75.5;163,95
3119;81,77.5;92,40.75;152.5,21.5;167.75,62;34.75,58.75;62,70.25;151.75,74.5;163,95
2439;81,77.5;98.5,20.25;166.25,35.5;167.75,62;34.75,58.75;56.75,89;156.75,96.5;161.75,72.25
3165;84.5,82.25;99.5,20.25;164.75,37;166.75,70.75;34.75,58.75;56.75,89;146,120.5;163.25,76.25
1389;70.75,84;105.5,48.25;166.5,32.75;166.75,70.75;34.75,58.75;75.25,82.75;151.25,104.5;165.75,75.25
3221;70.75,84;105.25,58.5;166.5,32.75;166.75,70.75;31.75,76.75;75.5,82;124.5,106.75;142.25,76.75
3200;70.75,84;83.25,42.5;166.5,32.75;166.75,70.75;13.75,86;75.5,82;115.25,120.5;143,95.25
3433;82.5,106.75;103.75,58;158.5,25;166.75,70.75;15.75,103.25;68.25,87.25;115.25,120.5;143,95.25
937;69.75,99;124.75,60.25;154,5;166.25,82.5;3.25,99.25;68.25,87.25;115.25,120.5;144.5,76
945;80,118.75;111.5,48;154,5;166.25,82.5;4.75,99;69.5,83.75;131.25,121;141.25,75.5
2974;80,118.75;112.75,67.75;138.5,9;166.25,81.75;28.75,97.5;69.5,83.75;127,115;141.25,75.5
269;81.75,99;112.75,67.75;139.25,5;152,74.75;29.25,97.75;71,82.25;127,115;152.5,77.25
2420;80.5,77.75;106.5,47.75;151.75,9;152,74.75;13.25,89;71,82.25;137,115;141.5,75.75
3133;67.25,92.75;109.75,28;155,7.25;164.5,61.25;17.25,79.25;71,82.25;137,115;141.5,75.75
331;68.25,91.75;94.75,28.5;139.5,4.75;151.5,62;35.25,91.25;57,89;137,115;141.5,75.75
3106;68.25,91.75;68.5,36.25;139.5,4.75;158,86.25;35.25,92.25;57,89;126.5,88.75;161.75,92.25
326;85.5,71.25;89.5,20;155.75,25;158,86.25;13.5,106.75;40,77.75;126.5,88.75;167,68.5
447;84,82.25;89.5,20;155.75,25;166.25,86.75;5.25,98.75;38,89;152,89;172.25,83.75
3682;84,82.25;104.75,27;128.75,21.25;167.25,107;6.75,93.75;39.75,89.75;152,89;164.75,91.25
3358;95.25,67.5;110.5,29;134.75,46.5;162.5,98.25;6.25,108.5;58.75,87.5;152,89;164.75,91.25
1654;82.75,55.75;108.25,29.25;127,50.75;163,93.25;35.75,108.25;50.75,59.25;152,89;164.75,91.25
489;82.75,55.75;104.5,27.5;127,50.75;163,93.25;16.75,120;52.5,87.5;136.5,115.25;144.5,72.75
642;83.5,56.25;89.5,21.75;121.5,51;158.25,90.75;16.75,120;52.5,87.5;136.5,115.25;150.25,53
3006;66.5,77.75;89.5,21.75;106.25,60.5;165.25,106;35,104;59.25,66.25;136.5,115.25;150.25,52.5
2746;72.5,94.75;89.5,21.75;106,62.25;162.25,120;23.5,98.25;75.25,73.5;136.5,115.25;149.75,53
2493;88.5,99.5;91.5,40.75;112.25,59.25;160.5,110.5;23.5,98.25;76.25,73.25;136.5,115.25;149.75,61.75
3073;92,105.75;102.75,56.5;115.75,59;159.5,111.5;19.5,107.25;76.25,73.25;115,114.25;149.75,61.75
483;80.5,117.75;92.75,29;107.25,57.75;138.5,115;19.5,107.25;77.5,60.75;115,114.25;149.75,61.75
2981;80.5,117.75;89.5,41.25;120.75,60.25;166.25,109.5;20,106;63.5,52;116,113;149.75,61.75
2142;80.5,117.75;85,58.5;92.75,53.25;166.25,109.5;16.5,85.5;63.75,50.75;143.75,99.25;147.25,43.25
716;80.5,117.75;85.5,58;92.75,53.25;160,109.5;6,81.25;63.75,50.75;126,115.25;167.25,53
1770;81,108;94,70.25;97.25,67.5;160,109.5;4.75,106.25;63.75,50.75;147.5,119.5;167,67
