begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
4793;20.75,283.25;31.25,94;50.5,255.25;59.5,358.75;34.75,126.25;42.5,60;50.5,231.25;62.5,182
11466;22,260.5;31.25,142;50.5,255.25;59.5,358.75;26.25,96;32.75,57.75;44,250;44.25,227.75
10546;1.5,236.5;3,157.5;50.5,255.25;62,358.25;2,102;15.75,47.25;19.75,252.75;44.25,227.75
5062;2,237.75;3,157.5;50.5,255.25;55,355;0.75,126.5;11.75,2.5;19,233.5;67,232.75
8043;22.5,256.75;36.5,123.75;53.75,250.5;55,355;0.75,126.5;25.5,2.5;41.5,232.25;42,192
7681;2.75,237.25;11.5,121;24.75,246.25;55,355;0.75,126.5;6.75,47.5;24,274.25;31.25,178
11317;2.75,237.25;19.75,140.5;24.75,246.75;25,312.25;10.5,97.25;12.75,48.75;30.5,265;31.25,178
13830;2.75,237.25;19.75,140.5;24.75,246.75;61,281.5;20.5,95;24.25,10.75;25.25,306.25;67.5,191.25
4909;2.75,237.25;9.5,174;25.25,254.5;32,312.75;25.5,122.25;45,12.25;57.75,305.25;67.5,191.25
12889;15.25,187.75;18,122.5;24.5,240.25;32,312.75;6.5,155.5;23.5,58;60.5,293;67.5,191.25
13501;14.75,202.75;46.25,114.5;56.5,219.75;59.25,338.25;6.25,161.75;14,10.25;60.5,293;67.5,191.25
5930;26.25,180.5;32.5,116.25;58.75,208;59.25,338.25;22.25,141.5;26,47.25;60.25,292.25;67.5,191.25
8629;10.5,169.5;23.5,61.5;27,160.75;39.25,304.5;6,195.75;10.5,36;60.25,292.25;67.5,191.25
7811;10.5,169.5;23.5,60.75;27.5,181.5;39.25,304.5;2.75,234.25;30.5,9.25;62.25,338;67.5,175
8307;6.5,135.5;22,93.25;22.25,185.5;39.25,304.5;20.75,251.5;38.25,44.25;61,316.75;67.5,175
15867;6.5,135.5;50,80;59.75,199.5;62.5,283.25;2.25,255;21.25,54.5;61.75,354.25;67.5,175
6747;11.75,146.25;20.75,52;47.75,179.5;62.5,283.25;10.25,280;28.25,94.5;32,360;67.5,175
938;7.5,176.25;12.5,15.5;18.75,145.25;62.5,283.25;2,232.75;4.75,50.75;32,360;52,197.75
1110;11.5,171.5;19,12.5;31.5,188.75;67.75,229;2,232.75;25.25,7.5;32,360;54.5,231.5
939;11.5,171.5;19,12.5;60.5,166;67.75,229;3.25,255.5;40.5,28.25;43.75,370.5;46,265.5
15401;18.5,133.25;25.75,30.25;26.25,165.5;67.25,226.25;3.25,255.5;32.5,29.25;35.5,370.75;46,265.5
12594;7.75,120.5;16.5,18.25;25.5,209;68.75,216;23.5,230.5;32.5,29.25;35.5,370.75;36.25,265
7861;7.75,120.5;16.5,18.25;41.25,227.75;69,225.5;23.5,204.75;48.25,24.75;60.75,356.5;62.25,289.75
10805;11.5,121.5;16.5,18.25;41.25,227.75;69,225.5;10,230;49.25,57;60.25,356.5;64.5,306.75
5140;17.25,121;23,12;29.25,187.75;69,225.5;11.75,252.25;50.5,28.25;60.75,347.5;64.5,306.75
9189;16,123.5;34,29.25;38,164;66.5,172.75;5.75,250.5;9,28.25;60.75,347.5;64.5,306.75
6394;26.5,114.5;44.25,78.5;62.75,136.5;64.75,165.5;5.75,250.5;7.75,8.25;54.75,315.75;60.75,347.5
1667;8.5,100.5;44.25,78.5;63,137.5;66.25,177.25;5.75,250.5;6.5,11.75;31.5,294.25;60.5,335.5
2955;28,62.5;40.5,121.75;59.5,136.75;63,160;5.75,250.5;24.75,8;31.5,294.25;54,351.25
229;4.5,79.75;30,113.5;59.5,136.75;63,160;20.25,212.5;44,44.75;48.75,333.25;66.25,315.5
7025;6.5,64;30,113.5;59.5,136.75;63,160;13.25,235.25;31.75,12.5;38.75,348.25;64.25,346.75
13400;4.5,57;24.25,113.5;27,160.75;59.5,136.75;31.25,233.5;32.5,55;38.75,348.25;60.75,351.75
1367;1.25,59.25;12,132.75;21.25,117.25;59.5,136.75;17.25,217;34,80;38.75,348.25;61.25,353.5
7429;10,10.75;12.25,105.75;39.75,78;46.75,142.5;30.5,209.25;35,133.75;38.75,348.25;61.25,353.5
3534;4.75,46.5;18,119.5;39.5,52;46.75,142.5;31.25,234.25;35,133.75;44,334.75;62.25,345.25
13081;4.75,46.5;18.25,132.25;25.25,71.25;55,98;21,187.5;31.5,86.5;31.75,325.75;62.25,345.25
3253;4.75,46.5;18.25,132.25;25.25,71.25;65.25,96.25;24.25,147.25;29.25,48;55,301.5;63.75,353.5
166;7.5,80.75;18,160.75;25.75,116;66.25,104.25;10,146.75;22.25,49.5;55,301.5;63.75,353.5
3525;7.5,80.75;17.5,160.75;39.25,137.5;66.25,104.25;33.75,173.75;54,46;58.25,271;64.5,351.75
5382;12.25,73.25;13,133.75;30.5,159.5;45.25,128.25;33.75,173.75;44.5,19.75;60.5,288;64.5,351.75
13658;0.25,57.25;14.5,143.25;30.5,159.5;49.25,78.5;48,140.25;60.5,27.75;60.5,288;66,335.75
11800;9.25,68.25;21.75,166;26.25,117.75;28.75,124.5;51.5,170.5;60.5,27.75;60.5,288;66,316.25
5186;0.25,59.75;9.75,122.75;13.25,93.5;55.25,103.5;51.25,144.5;55.75,44.75;60.5,288;66,316.25
13053;3.25,93;4.75,115;39.75,85.5;65.75,98.25;5.75,122.25;44.5,68.5;60.5,288;66,316.25
6401;4.75,115;6,79.75;38.5,115.75;65.75,98.25;9,98.25;17,47;28.75,285.5;61.5,282.75
16364;4.75,115;38.5,115.75;39.5,78;57.25,57.25;3.75,94.25;5.25,92.25;33,278.25;60.75,288.25
13998;2.25,148.5;14.75,144.75;20.5,51;57.25,57.25;5.25,92.25;10.25,127.25;14.25,252.25;63,281.25
12057;8.5,173.75;14.75,144.75;20.5,51;61.75,27.75;23.25,56;38.75,167.75;44.25,224.75;55.5,305.25
1055;8.5,173.75;14.75,144.75;47.75,92.5;48.75,19.75;2.25,79;29.75,142.25;65.25,264.25;65.25,280
5532;7.75,165.5;9.5,169;25.5,113.5;48.75,19.75;2.25,79;10.75,125.75;18.75,241;64.5,262.75
1008;7.75,165.5;9.5,169;25.5,65;53.5,45.5;4.75,106.75;6,135.25;23,199;57.25,282.5
12469;9,165.5;9.5,169;25.5,65;53.5,45.5;2.25,92.25;3.5,162;24.5,166.25;56.25,271
14114;8.5,116;23,165;55.25,94;57.75,73;2.25,92.25;3.5,162;51.5,197.25;67.5,262.75
10693;26.25,113.75;28.75,148;29.25,78.5;55.25,94;1.75,83.75;26.5,161.5;52.25,213;67.5,262.75
13246;27.5,123.5;39.25,115.75;57.25,88.75;57.25,121.25;1.75,83.75;35,148.75;62,196;67.5,262.75
12762;9,117.25;30.75,150.75;35.5,93.75;57.25,121.25;16.5,48;23.25,184;62,196;63.25,296.5
5187;3.25,96;30.75,150.75;44,90;50.5,134.5;3,19.75;22,199;51.5,192;63.25,296.5
15117;10.75,67.75;18.75,138.5;44,90;56.5,137;13,55;13.5,234.25;23.75,202.75;63.25,296.5
1239;10.75,67.75;23.75,126;56.5,137;65.75,106.5;41.75,43.25;43,235;46.25,225;66.25,254.25
14974;8.75,72;9.75,165;15.75,142;23.75,117.25;9.75,54.75;43,235;46.25,225;62.5,296
3350;7.25,34;14,165;21.5,152.25;39.5,86;2,53.75;15.25,231.75;46.25,225;62.5,296
10368;2.25,36.25;28,157.75;31.25,179.5;56.25,91.75;2,53.75;22.25,252.75;46.25,225;62.5,296
15637;6.75,60;30.75,192.5;32,191.25;56.25,91.75;19.25,64.5;22.25,252.75;30.5,209.25;65.25,281.75
5686;6.75,60;24.5,219;32,191.25;32.25,125.25;2,27.25;5.25,252.75;14,235;45.25,265
12957;6.75,60;8,254;32,191.25;56,149;10,9.75;11.25,222.25;18.25,230.25;19,232.75
3471;6.75,60;8,254;21.75,157.25;43.25,142.75;1,7;24,241;34.25,222.25;53,190.75
14105;0.75,80.75;17.5,202.25;25.25,112.75;28,126.75;1,7;24,241;42.5,177.5;48,199.25
12160;13,36.25;17.5,202.25;42.25,117;53.75,94.25;1,7;19,260.25;33,167.25;50.5,185
10708;12.25,35.5;12.25,193;24.5,117.5;38,94.25;1,7;1,299.5;20.5,126.5;50.5,185
1850;14.75,73;17.75,165.5;53.75,158.75;57.25,79.25;7.75,66.5;19.75,350;20.5,126.5;50.5,185
883;14.5,122.25;27.25,188.5;41,141.5;57.25,79.25;23.5,56;30.5,325.5;46.75,140.5;50.5,185
14023;12,144.25;59.25,165.5;60.5,167;65,61.25;7,54.75;30.5,325.5;46.75,140.5;62,179
5116;16.5,120.75;19.75,146.25;28.75,137.75;65,61.25;5.5,7.5;30.5,325.5;32,96;46.25,192.75
8496;6,153.75;8.5,122.75;33,93.25;46.75,33.75;5.5,7.5;17.5,361.25;32,96;65,207
545;17.25,131.75;22.75,123.75;41.5,76.5;61.25,68.75;5.5,7.5;7.5,334.75;32,96;52.75,212
11777;25,114.5;28.5,168;36,94.25;63.25,106.5;5.5,7.5;17,336;32,96;41,250
90;4.5,122.75;5.25,206.25;17.5,68;63.25,106.5;1.75,3.25;2.5,306.25;32,96;32.75,228
3078;4.5,122.75;7.5,246.25;42.25,113.25;66.25,77.25;17.75,10.5;19.75,250.5;32,96;42.75,239
11787;18.25,134;30.5,253;44,147.75;66.25,77.25;14,50.5;18.75,234.5;32,96;67.25,232.5
4526;27.5,173.5;30.5,269.75;56.25,131;61.75,30.75;14,50.5;31,246.75;32,96;66.75,268.75
14760;3,154.75;30.5,269.75;43.25,142.75;52.75,38;6.5,7.5;8.75,252;32,96;62.5,284.5
1439;3,154.75;32,255.25;37.75,116;41.25,68;8,8.25;8.75,252;17.5,56.5;49,305.5
2345;23.25,143.5;33.25,223;51.25,84;54.25,101.75;8,8.25;8.75,252;33.25,57.75;33.25,285.5
15666;31.25,179.75;32,252.5;41,67.75;54.25,101.75;8,8.25;31,245.75;39,77;42.25,250
14327;16,139;25.25,290.25;41.25,63.75;62.25,77.75;8,8.25;37.5,283;39,77;39,283.5
7421;16,139;31.25,313.5;41.75,24;66.25,59;8,8.25;8.25,249.25;13.5,49.5;58.25,271
5215;26.25,124.75;28,280.5;42.25,20;66.25,59;3,19.5;9.5,240.75;13.5,49.5;37.25,291
783;26.75,153.5;28,280.5;40.75,64.25;50,50.75;3,19.5;10.75,230.5;32.5,29;45.75,310.75
14679;26.75,153.5;33.75,256;40.75,64.25;59.5,18.75;3,19.5;6,194.5;48.75,41.25;72.25,338.25
7844;12,134.25;33.75,256;34,116;43,5.75;3,19.5;18.75,143.5;23.25,55.75;61.5,288.75
12606;7.75,134.5;23.5,306;34,116;43,5.75;16.25,48;54.25,173;55.25,45.25;62.75,280.5
9700;11.5,121;40.25,305.5;56,91.75;59.5,38;16.25,48;34.5,183.75;55.25,45.25;63,279.5
3545;17.25,107.75;31.5,331;50.75,116.5;59.5,38;16.25,48;30.75,142.25;56.25,47.5;61.5,298.5
3271;34.75,117.25;41.5,360;42.5,114.75;46.75,22.75;15.25,8;30.75,142.25;56.25,47.5;57.25,302
6670;34.75,117.25;36.75,363.5;42.5,114.75;46.75,22.75;17,12.5;32.75,150.25;33.5,7.75;61,304.25
10383;15.5,164.5;30.75,305.75;47.75,114.5;59.25,47.25;17,12.5;20.75,133.75;33.5,7.75;51.25,357.25
15235;21.75,165;29.5,270.25;37.5,114.5;59.25,47.25;17,12.5;21.75,87.25;27.25,12.25;62.75,361.75
870;16.75,122.5;29,253.25;39.75,109.75;58.25,14.5;17,12.5;25,102;27.25,12.25;61.75,345.5
117;12.75,73;20.75,252.25;49.25,78;58.25,14.5;6.25,51;25,102;41.5,34.25;60,362.75
2466;6,48;35.5,288;37.75,52.5;56.75,29;5.5,80;7.25,65;41.5,34.25;60,362.75
1011;49.75,34.75;55.75,285;57,18.75;64.25,78.75;7.25,65;8,84;41.5,34.25;57,372.5
543;3.5,9.25;4,273.25;33,5.25;64.25,78.75;21,48.5;44.5,117.75;49.75,43.25;57,372.5
15707;3.5,9.25;13,312.25;26.25,5;64.25,78.75;49.25,45.25;56.75,154;60.5,84.25;66.75,339
16456;2,55.75;16,352.5;26.25,5;62.25,44.75;26.25,48;29,165.75;60.5,84.25;60.75,335.25
12518;1.25,107.25;8.5,312.75;19,58.25;26.25,5;37,69.75;41.5,124;58.5,32.75;60.75,335.25
4357;1.25,107.25;8.5,312.75;49.5,78.5;55,26.25;5.25,107.75;10.5,83.25;10.75,29.5;31.25,295
10642;11.75,72.5;26.75,349.25;37.75,49.5;49.5,78.5;5.25,107.75;16.25,96.25;45.5,38.75;67,335.25
1696;6.25,61.75;16.5,313.75;17,12;26.5,115.25;5.25,107.75;27,64;66,49;67,335.25
15142;14.5,19.25;28.75,310;52.5,33.75;57,96;1.75,146.75;16.25,96.75;66,49;67,335.25
16492;14.5,19.25;47.5,268.5;48.5,50.5;57,96;16.25,146.25;18.25,54.5;50.25,10;62.5,307.75
1415;14.5,19.25;23.75,252.5;48.5,50.5;55,100.25;21,184.5;58.25,81.75;59.75,42.75;65,281
12321;29.25,52.75;31.75,305.5;50.5,5.25;59.75,72;57,199;58.25,81.75;63.75,43.5;65,281
6521;29.25,52.75;39.5,332.25;43.5,4.75;59.75,72;18.5,185;22.25,126.75;23.75,7.75;60,292.25
13479;7.25,71.25;30,301.5;32.75,21;59.75,72;27,217.75;35,148.25;51.25,24.25;60,292.25
1813;18,56;30,301.5;32.75,21;41.25,117.25;5.25,230;9.25,161.75;32.5,75.25;41,317.25
9754;18,56;30,301.5;32.75,21;60.25,78.25;4.75,249;21.5,121.25;44,120.25;46.25,299.5
9851;2,51;6,311.75;32.75,21;54.75,100.25;26.25,252;37.5,94.5;46,93.5;46.25,299.5
3663;1.25,51.25;15,339.25;16.5,19.25;47,120;8.5,282.25;15,95;46,93.5;46.25,299.5
14193;1.25,51.25;14.5,367.75;16.5,19.25;27,94.25;1.75,312;9.25,120.75;21.25,51;63.75,296.5
9849;13.25,80.5;14.5,367.75;36,5.25;57.5,90.25;19.25,325.75;21.25,139.5;40,79.5;63.75,296.5
7909;3.75,107;14,366.75;41.75,14.25;53.5,46;20.5,371;34.75,133.75;40,79.5;63.75,296.5
2791;3.75,107;12.25,352;33.5,12.5;42,79.5;20,360.5;34.75,133.75;40.25,58;62.5,306.75
981;3.75,107;20.5,344.75;26.75,15.5;42,103.5;16.25,340.25;34.75,133.75;36.75,19.25;62.75,354.5
5601;3.75,107;11.5,357;34,30.5;59.75,163.5;4.5,318.5;57.25,99.75;60.75,41.75;62.75,354.5
7391;3.75,107;38,350.25;50,53;58,210.75;4.5,318.5;34.75,127.75;40,24.25;65,308.75
11037;3.75,107;11.5,339.75;29.75,50.5;67.5,173.75;30.25,324.75;38.25,166.75;40,24.25;43.75,327.75
9764;3.75,107;16.5,311.5;17.5,18.75;55.5,129.5;37.25,280.5;38.25,166.75;39.5,24.5;65,363
1748;25.25,64.75;41.75,349.5;57,21.5;61.5,163;37.25,280.5;38.25,166.75;39.5,24.5;63.75,346.5
9892;21.5,12;30.5,332;44.75,14.5;61.5,163;37.25,264.75;38.25,166.75;40.75,22.75;60.5,362.75
4652;16.75,38.5;29.5,270.75;65,61.25;71,168;10.25,251.75;10.75,124.5;40.75,22.75;60.5,362.75
11067;37.5,49.5;50.5,270.75;58.75,18.75;71,168;3.5,284.25;32.75,88;40.75,22.75;63,356.5
7117;7.75,60;33.75,305.75;42,20;68.75,209;3.5,284.25;17.25,121.25;22.75,48.75;63,356.5
14353;8.75,35.25;13.25,358;34.5,5.25;68.75,209;2.5,278.75;17.25,121.25;30.25,10;43.75,367.75
14480;6,10.75;12.75,358.75;19.5,51.75;68.75,209;19.25,289.5;24,156;40.25,15.75;43.75,367.75
10087;6,10.75;23.75,359.5;32.25,50;54.75,201.5;1.75,281;24,156;25.5,67.25;43,367.5
2492;6,10.75;21.5,312.25;32.25,50;54.75,201.5;26.25,324.75;35,197;48.25,118.75;54.5,372.5
13399;26.75,52;37.75,257;45.5,5.75;54.75,201.5;1,316;18.25,233.75;44,153.5;54.5,372.5
2772;4.5,47.5;27.25,269.5;45.5,5.75;55.5,168.25;1,316;13,199.75;62.5,172;64.25,355
4156;4.5,47.5;24.5,306.5;26.25,15;68.25,218;1,316;17.25,202;18,198.5;41.75,347.5
10381;13,17.25;13,309.75;31.25,51.75;68.25,218;1,316;14,198.5;48,224.5;62,359.5
4358;2.75,60.75;13,309.75;19.75,22.25;68.25,218;1.75,318.75;9.75,233.5;50.75,177;58.25,364.75
4432;1.5,59.75;2.75,272.25;59.5,30.25;68.25,218;5.75,325.75;11.5,199.25;50.75,177;60,371.75
3700;3,36.25;11,238.25;59,21.5;67.25,225.75;5.75,325.75;26.5,238.75;32.75,199.25;60,371.75
14931;3,36.25;6.5,266.75;47,19.25;63.5,256.75;18.5,362.75;26.5,238.75;51.25,197.5;60,371.75
1152;13,13;25,310.25;32.25,51.25;47.25,245.25;20,359.5;35.5,282;51.25,197.5;60,371.75
11860;4.5,49;15.75,311.5;37.25,94;47.25,245.25;31.75,325.75;33.5,293.75;57.5,204.5;60,371.75
7609;1.25,66.75;2.75,368;10.25,82.25;14.5,255;31.75,325.75;40.5,241;54,213.5;60,371.75
1261;0.25,66;2.75,368;10.25,82.25;21.5,255.25;16,342.5;29.5,271.25;58.25,271;63.75,370.25
15698;0.75,59.75;2.75,368;3,126.5;65.5,226.75;22.5,372.5;29.5,271.25;56.75,286.25;60.75,368.5
13218;1,60.25;2.75,368;3,126.5;65.5,226.75;4.5,364.75;20.5,229.75;27.25,254.5;40.25,317
8841;16.5,49.25;25.75,346.25;55,129.75;63,280.25;15,366.5;27.25,254.5;27.75,209.75;40.25,317
5015;20.25,45.75;25.75,346.25;50.75,112.5;71.75,303.25;15,366.5;15.75,250;25,201;28.25,311.75
3053;20.25,45.75;23.25,305.25;31.5,116.25;50,357.5;0.25,306.25;9.75,250;25,201;62.25,338.75
4120;17,52.5;21.5,328.25;31.5,116.25;45.5,360.5;2.75,334;9.75,250;24.75,202.75;44,325.5
11138;17,52.5;21,310;24.25,115.75;25,315.25;2.75,334;4.75,252;5.5,198.25;50.75,308.25
8357;14.75,64.5;21.75,311.75;24.25,115.75;28.5,282;12.5,337.75;19.25,251.75;21.75,209.5;50.75,308.25
8482;14.75,64.5;22.75,261.25;24.25,115.75;27.5,263.25;18,361;18.5,259.75;32.5,198;63.25,296
14337;3.75,68.25;9.75,202.5;24.75,114;63.25,239.25;7.25,358.5;23.25,252;32.5,198;63.25,296
8394;3.75,68.25;17.75,164;25,116.5;66.75,227.5;7.25,358.5;41,290.75;42.75,193.25;45.75,298.75
5980;45,38;48.75,114;52,121.5;64,283.25;7.25,358.5;41,290.75;42.75,193.25;63.75,290.25
13860;19.5,12.5;26.25,115;52,121.5;59.5,325;7.25,324.75;35.5,265;42.75,193.25;65.5,288.5
9910;35.5,27;56,93.5;57.25,80.25;66.25,367.5;7.25,324.75;20.25,232.75;42.75,193.25;65.5,288.5
13167;28.75,52.5;56,93.5;57.25,80.25;66.25,367.5;0.5,310.5;20.5,285;25.25,211.25;58.25,281.25
14168;9,65.5;17.25,93.5;53.75,95.75;65.25,345;0.5,310.5;20.25,250.75;25.25,211.25;42,264
6283;4.5,80.5;17.25,93.5;63.75,71.5;65.25,345;24.5,288;41.5,250;56.5,206.5;58.25,289.25
2860;17.25,107.25;41,69.25;41.5,78;50,307;12.25,250;24.5,288;28.5,166.75;58.25,289.25
1066;41,69.25;41.5,78;51.25,116.25;63,285.25;3.5,283.75;35.25,325.25;50.5,184.5;64,290
961;10,63.25;14.75,60.75;17.5,122.5;53.25,248.5;12.75,335.75;17.25,335.25;50.5,184.5;64,290
9444;1.5,46;5.5,6.75;38.25,113;53.25,248.5;13,336.25;38.25,325.75;62.25,188;64,290
281;1.5,46;5.5,6.75;38.25,113;67.75,302.25;17.25,335.25;24,370.25;27.75,200.5;63.5,293
9619;1.25,49.5;5.5,6.75;58.75,125.75;67.75,302.25;5.75,349.75;41,360.75;51.75,197.5;60.5,279.75
95;3.75,96;5.5,6.75;48,179.5;67.75,302.25;5.25,341.75;17,366;33.25,150.25;33.75,273.75
7594;3.75,96;21,15.5;24.75,191.5;58.5,337.75;7.25,319.75;17,366;48.5,192.75;63,293
52;9.25,116;21,15.5;24.75,191.5;59,359.75;21.25,321.5;37.5,362.5;51.25,183.75;61.5,296.25
14981;10,116.75;21,15.5;24.75,239;58.75,342.25;3,276.75;30.25,371.75;53,210.5;61.5,296.25
9259;1.25,148.5;21,15.5;24.75,239;47.5,292.5;13,222;60.75,347.75;64.75,172.25;67.75,257.25
2559;1.25,148.5;2.5,45.75;16.75,222;22.75,303;41.5,248;60.75,305.75;64.75,172.25;67.75,268.25
4000;3.25,107.25;7.5,8.75;30.75,218;56,295.75;39.75,248;64.5,352.75;64.75,172.25;67.75,268.25
5972;3.25,107.25;7.5,8.75;14,189.5;25.5,257.25;15.75,225;31.75,372.75;33,198;39.75,246
7630;13.5,58.25;24.75,72.5;26.75,261;40.5,256.75;15.75,225;28.25,372.75;33,198;64,304.25
16215;13.5,58.25;24.75,72.5;26,256;60.25,205.75;29.5,256.25;30,371.25;33,198;60.75,345.25
4263;13.5,58.25;24.75,72.5;26,256;29.5,212.5;7,233.75;25.5,343.5;26.75,252.5;52.75,368.75
8784;13.5,58.25;24.75,72.5;29.5,212.5;44.25,239;38.25,259.5;44,327.5;58.25,275.75;65,352.25
6195;13.5,58.25;24.75,72.5;29.5,212.5;45.5,270.5;15,233.75;21.75,315.25;45.5,237.25;64.25,348
14376;14,58.25;24.75,72.5;29.5,212.5;45.5,270.5;14,230.5;44,283.25;57.75,272;61,356
10405;14,58.25;24.75,72.5;29.25,155.75;30,253.25;7,230.5;25.75,265.5;39,285.5;45.25,359
4832;16.75,71.5;23.5,57.5;24.25,107.25;30,253.25;8.25,248.25;25.75,265.5;39.25,291;42.5,356
7473;16.75,71.5;18.5,54;37.5,93.75;46,269.5;2.75,231.25;20,231.25;28.75,282.5;42.5,356
15844;43,88.25;50,78.5;63.25,74.75;64,292.25;2.75,231.25;20,231.25;28.75,282.5;55,373.5
12559;2.5,129.25;9.5,46.25;40.75,114;64,292.25;22,199;25.25,259.5;47,279.75;55,373.5
15742;14.5,163.75;14.75,64;18.5,134.75;47.5,252.75;22,199;25.25,259.5;37.5,290.5;58.25,373
13757;8,174;14,15.5;18.5,134.75;29.25,302.5;10.75,169.25;21.5,272.75;27.75,252;58.25,373
1967;5.5,126;14,15.5;29,189;63.5,274.25;13.5,138.75;26.75,233.25;56.5,229.75;58.25,373
14522;5.5,126;14,15.5;54.75,148.75;56.25,292;13.5,138.75;16.5,238;48.75,191.25;55,372.5
585;17.5,122.75;31.25,22.5;39,112.5;47,283.25;28.5,87;28.5,270.25;48.75,191.25;55,372.5
11573;2.75,91;31.75,50.75;38.75,97.75;55,295.25;21.25,46.5;21.5,235;48.75,191.25;55,372.5
2386;21,116;39.5,51.75;39.5,86;49.25,274;21.25,46.5;26.25,210.25;34,150.25;55,372.5
4196;20.5,93.25;40.75,67.5;44.25,49.75;64.5,302.75;8.75,49;10,206.75;34,150.25;55,372.5
2622;22.25,106.25;47.25,101.75;47.5,15.75;63,305.75;8.75,47.5;10,206.75;39.75,149.5;55,372.5
11881;33.75,113.75;41.5,127.5;45.25,23.5;69.5,339.25;8.75,47.5;10,206.75;39.25,122.75;42.25,373.25
1322;18.25,156.75;53.75,95;57,44.75;67.5,367.25;1,8;18.5,198.75;39.25,122.75;42.25,373.25
14360;7.5,202.25;13.5,115.5;36,52.5;47,340.5;17,43.5;18.5,198.75;39.25,122.75;42.25,373.25
10159;5,158.5;13.5,115.5;14.5,35.25;59.25,304.25;17,43.5;21.5,199.5;37.5,155.5;59.75,336
1362;5,158.5;13.5,115.5;40,67.25;58.25,302.25;17.75,11;23.5,201;25.25,184;65,296.25
5130;18.5,186.25;29.75,136.75;50.5,99.5;69,340.25;4.5,35;23.5,201;25.25,184;65,296.25
6788;5.25,165;34.25,179.5;38.25,113;55.75,359.5;4.5,35;6.25,234.5;25.25,184;32.25,321
13589;8.75,200.5;18.25,201.75;23.75,128.25;26.25,354;8.5,7.75;11,231.5;25.25,184;32.25,321
2285;8.75,165.5;43,180.5;46.25,114;65,348;8.25,54.75;11,231.5;25.25,184;32.25,321
15773;8.75,165.5;62.5,205.25;62.75,75.5;65,348;8.75,8.5;10.25,222.25;25.25,184;64.5,352.5
2312;17.25,134.5;57.75,213;58,18.75;65,348;10,9;10.25,222.25;27,179.5;32.5,325
15467;17.25,134.5;25,253.5;35.5,5.75;63.75,361;8.75,48.25;10.25,222.25;15,197.25;62.5,306
4993;18.25,136.5;33,302.5;39.75,29.25;55,356.75;8.75,48.25;15,197.25;37.5,243.25;64.5,283.5
6463;13,151.75;13.75,314.25;50.25,14.75;55,356.75;1.5,18;15,197.25;35.75,265.5;65.5,292.5
12679;13,151.75;21.5,301.5;29.25,17;69.5,345;1.5,18;1.75,232.75;31.75,265.25;63.5,288.25
10732;10.75,164;20.75,313;22.5,63;69.5,345;1.5,18;7.25,251.5;30.25,230.25;71.5,316.75
12750;4,206.75;20.75,313;34.5,112.75;57.5,352.75;1.5,18;23.25,202.75;32.5,265;64.5,351.75
1522;2,205.25;11.75,311.5;40.75,98.5;58.25,345.25;1.5,18;6.75,235.25;32.5,265;61.75,361
1825;13.75,241.5;15.5,351.5;40.75,98.5;58.25,345.25;6.5,47.5;11.5,198.25;14,234.25;38,370.5
4517;13.75,241.5;29,363.5;41,75.5;58,346.75;1,55.25;11.75,161.25;14,234.25;44.25,370.75
7955;26,279;29,363.5;39,73;56.25,290.75;1,55.25;37,179.75;45.75,224.75;63,361.5
6871;5.25,310.5;6.75,365;39,73;42.5,257;3.25,17;43.25,144.5;47.75,191.25;63,361.5
9504;5.75,312.75;8.25,312.5;48.25,84.5;49.5,281.75;14.25,50;43.25,144.5;47.75,191.25;64.5,368.75
11849;5.75,312.75;25.25,312.75;48.25,84.5;68.5,300.75;7,50.75;29.5,169.25;43.25,184;64.5,367.75
5805;16.75,349;47.25,302;49.5,51.5;64,288.25;3.25,65;31,169.75;43.25,184;64.5,367.75
7758;16.75,349;47.25,302;49.5,51.5;50.25,256.25;16.25,101.5;16.5,200.5;20,188;33.5,367.75
4588;39,356;49.25,253.25;60,41.75;64.75,281.75;1,106;16.5,200.5;20,188;64,343.5
10766;30.25,360.5;55.5,220.25;63.25,74.25;64.75,281.75;2,104.75;2.5,232.75;24,165.75;64,343.5
951;7,345.25;25.5,252.5;38.25,116;46,307;2,104.75;3.5,280.25;24,165.75;60.25,369.25
896;33.5,359.5;34,256.25;45.75,112.75;46,307;2,104.75;29.75,299.25;38.75,152.75;62,371.25
5825;14,369.5;22.75,242.25;34.5,115.5;46.75,305.25;2,104.75;29.75,299.25;35.75,129.5;49.75,354
13099;3.25,357;22.75,242.25;30.75,78.5;65.75,327.25;17.75,89.5;29.75,299.25;35.75,129.5;50,353.75
16280;7,344.75;23.5,252.75;31.25,51.75;65.75,327.25;20.5,66;29.75,299.25;33,133.25;57.75,367
1454;2,367.5;25.75,301.75;41.75,23.5;54,341.5;26.75,12.5;29.75,299.25;33.25,155.75;57.75,367
7177;29.25,314.75;39.25,253.25;61.75,35.75;65.5,367.75;26.75,12.5;29.75,299.25;52.5,204.5;57.75,367
8614;30,303.75;41,251.75;44.25,49.5;65.5,367.75;18,12.25;29.75,299.25;31.25,222.25;53.5,367
11461;2,348.5;15.75,287.25;44.25,49.5;47.5,341.25;18,12.25;18.75,339.25;46.25,265;62,304.75
11933;2.5,352.5;14.25,309.75;49.5,80;63.5,350.25;0.5,60.75;18.75,339.25;26.25,233;62,304.75
