begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
1631;11.5,166;30,212;38,305;62.5,147.25;1,345.25;1.5,79.75;7,194.5;45.75,29.25
1381;2,200;19.5,238.5;38.75,319.5;63.75,146.5;1,345.25;16.5,57;26,203.25;45.75,29.25
8460;2,201.25;19.5,238.5;26.75,348.75;46.5,138.75;1,345.25;15.25,37;20,220;26.25,11.5
1629;28,192.25;33,257;33.75,328;42.75,112.75;1,345.25;3.25,65.75;5,231.75;26.25,11.5
5654;21.5,218.25;21.75,218;41.5,327.75;56,94.25;1,345.25;17.75,57.25;22.75,258;26.25,11.5
2189;4.5,205.5;21.75,218;37,307;57.75,76.5;1,345.25;3.25,65;25.75,290.75;29,27.25
3285;9.25,204;33.5,255.75;37,307;57.75,76.5;0.75,349.75;18.5,64;45.75,297.75;47,43.75
2692;9.25,204;21.5,253;23.5,304.75;54.25,78.75;0.75,349.75;21.5,79.75;38,289;64.75,46.25
14010;9.25,204;10.5,247.25;29.25,306.75;64.75,108.5;22.5,373.25;32.25,95.25;38,289;65.5,40
14573;25.25,191.5;42.5,257.25;50.5,285;65.5,100.25;11.5,367;35,127.75;38,289;65.5,40
13113;11.5,168.75;37.25,230.75;50,285.5;59.75,65;11.5,367;33,139.5;57.75,280.75;65.5,40
12825;9.75,199.75;21.75,204.25;49.25,277.5;53.5,36.5;11.25,366.25;33,139.5;57.75,280.75;64.5,51
13452;26.5,164.5;34.75,223;55.25,282.5;59,32.25;11.25,366.25;33,139.5;57.75,280.75;65,77
5785;13.5,134.25;23,253;26.75,261.5;59,32.25;11.25,366.25;38.25,118;64.25,267;65,77
15075;21.25,124.25;23,253;37.75,252.25;59,32.25;11.75,366;35,113.25;63.25,279.5;65,51.25
13;21.25,114.75;36.5,219;40.25,255;47.25,16.75;11.75,366;22.5,79.25;63.25,279.5;65,51.25
15656;32,123.5;37.25,218.75;55,239.75;57.25,18.75;11.75,366;15.5,50.75;39,285.5;65,51.25
13804;10,120.5;34.5,254.75;37.25,218.75;55.75,58;20.5,371;24.25,51;44,283.75;65,51.25
6614;10,120.5;24,255.25;58.75,206.25;67,65.5;17,342.25;27.25,82.5;44,283.75;66,32.25
1764;9.75,119;24,255.25;60.25,225.5;66.75,64.75;17,342.25;27.5,83;60.75,279.5;62.75,8.5
2823;23.5,93.25;24,255.25;27.75,216.75;62.75,62.25;27.75,316.25;35.25,87.5;45.75,317.5;62.75,8.5
16310;23.5,93.25;24,255.25;27.75,216.75;59.25,32.75;28.25,316.25;39,97.5;46.25,315.75;51.75,22.25
899;3.25,61;24,255.25;27.75,216.75;44.25,33.75;3.25,302.75;13,65.25;36.5,325.5;38.75,57.5
12437;4,60.75;27.5,216.75;43.5,181;56.75,28;4,276.75;12,97.25;36.5,325.5;38.75,57.5
16481;4.75,67;20,204;29,175.75;52.75,14.25;4,276.75;22,79.5;36.5,325.5;38.75,57.5
14773;5.25,66.75;19.5,205;29,175.75;60,19.25;5.75,251.5;10,56.25;36.5,325.5;60,83.75
369;5.25,66.75;15.75,239;41.75,180;54.25,55.75;10.75,234.25;15,50.5;36.5,325.5;44,92.5
11275;5.25,66.25;15.75,239;17.75,157.25;54.75,43.5;14.25,251.5;23.25,55;38.25,321;44,92.5
11558;5.25,66.25;7,267.25;24.5,190;54.75,43.5;6.25,281;8.25,50.5;41.5,325.75;44,92.5
2307;17.75,72;22,253.25;38,157.5;58.5,18.5;6,278.75;8.25,50.5;15,337;44,92.5
10733;16.75,44.5;24.75,252.25;33,115;40.25,14.5;6,278.75;8.25,50.5;15,337;21.25,125.25
5071;5.25,6.75;24.75,252.25;30,113.75;61.75,27.25;6.5,235.25;6.75,46.75;13.25,336.75;21.25,125.25
6962;8,9.25;21.75,252.75;38,139;53,48.25;6,234.25;6.75,46.75;13.25,336.75;24,88.5
8143;8,9.25;31.25,264.5;37.75,114;55.5,76.5;1.5,231.75;2.5,22.75;13.25,336.75;34.25,55.5
8579;13,12;31.25,264.5;34,114.75;57.25,81.75;1.5,231.75;20,37.5;28.25,372;65,35.5
1907;42.25,14.25;53.25,265;56,95.5;65.25,99.5;10.75,230;18.75,30.75;28.25,372;65,35.5
4831;42.25,14.25;42.5,306;42.75,117.75;53,120;4,232;14.75,58.25;28.25,372;44.5,38.75
9220;42.25,14.25;42.25,304.5;54.75,142;56,103;4,232;10.25,30.5;28,360;46.75,41.25
12933;3.75,7.75;9.75,295.25;56,103;58.5,128.25;6,257.25;23.25,7.5;35.75,325.5;46.75,41.25
14102;7,36.25;16.5,310;46.75,78.5;63.25,126.5;6.5,231.75;23.25,7.5;35.75,325.5;42,36.75
6236;7,36.25;9,314.5;35.25,55;36.5,127.25;13.25,235;23.25,7.5;36.25,332;48.25,30.25
5611;7,36.25;21.75,287.25;27.25,79.5;56.75,125.25;20,230.25;34.75,7;42,316.25;48.25,30.25
3516;7,36.25;32.25,255.25;38,49.5;42.5,137.75;22.75,220;34.75,7;51.75,302.25;52,57.5
11183;7,36.25;35.25,268;47.25,36.75;47.25,116.5;28.75,230;34.75,7;52,303.25;60,28.5
6692;7,36.25;23,241.75;28,35;64,107.25;23.5,209.75;34.75,7;52,303.25;59.5,27.25
1593;8,53.75;31.5,252;33.25,55;49.25,95.25;23.5,209.75;26.25,7.25;52,303.25;59.5,27.25
9229;6.5,66.75;28,260.75;33.25,55;64,97.5;13.25,231.75;17,28.25;30,327.5;59.5,27.25
15778;6.5,66.75;26.25,255.25;41.75,28;45.75,79.5;6.25,249.5;9.25,46.75;30,327.5;59.5,26.5
13945;1.75,71.5;30.75,254.75;37.75,24.25;44.75,50;6.25,249.5;9.25,46.75;30,327.5;59.5,26.5
9904;1.75,71.5;10.5,247.25;37.75,24.25;44.75,50;7.5,222.5;41,44.75;43,320;66,35.75
11361;1.25,72.25;20,218.5;28.75,45.5;60,58;22,210.75;41,44.75;64.5,335;66,35.75
3598;1.25,72.25;14,201;42.5,14.75;59.75,58.5;5.5,194.5;34,51.25;52,317.75;66,35.75
4514;1.25,73.25;10.5,238.5;27.25,17;38.5,72;5.5,194.5;45.5,68.5;60,280.25;66,35.75
1148;1.25,73.25;15,237;33,35;54.25,74.75;14.75,232.25;42.75,88;60,280.25;66,35.75
5331;1.25,73.25;31.5,253.25;33,35;55.25,81;3.25,204;17,81.75;43.25,264.5;56.5,67.5
10413;9,55;32.5,255.75;34.5,35.25;43.5,79;3.25,204;3.75,90.75;43.25,264.5;49.25,60
5773;22,18.75;24,254.5;27.75,50;42,118;3.25,204;33,113;43.25,264.5;48,57.75
5803;12.5,15;12.75,254;29.75,50.75;50.25,139;8.25,202.75;33,113;43.5,245.5;48,57.75
1523;12.5,15;12.75,254;37.75,79.5;50.25,139;10,196;29,129.75;33,269.25;64.25,75.25
4661;3.25,10.25;22.25,261.75;37.75,79.5;56.75,143;18.5,198.75;29,129.75;34,276.25;38.5,76.75
14642;19.5,18.25;20.5,246.75;25.25,117;56.5,103.75;18.5,198.75;29,129.75;33.75,282;38,58.5
4330;19.5,18.25;25,255.25;25.25,117;63.25,106.5;27.5,166.75;41.75,166.25;46.75,317;59,81.25
11782;12.5,21.5;25,255.25;42.5,113.5;50.25,112.75;31,169.75;38,191.25;51,311;59,81.25
5464;19.25,41.5;25,255.25;39.75,79;43.25,147;23.25,186.5;32,170;48,306.5;59,81.25
2827;19.25,41.5;36.75,290;39.5,80.25;43.25,147;16.5,197.75;46,190.25;54.75,308.25;60.25,87.25
4372;19.25,41.5;25.25,311.5;39.75,84.5;41.5,149.25;8.25,207;24.25,188.5;53.75,310.25;60.25,87.25
8572;15.75,22.25;42.25,329.25;51,115.5;64,170.75;3.25,173.75;8.25,207;53.75,310.25;60.25,87.25
10509;15.75,22.25;39,345;51.5,119.5;64,170.75;4.75,173.75;28.75,209.75;54.75,316.5;67.25,83.5
6456;8.5,48;10,357;40,147.75;64,170.75;6,144.25;28.75,209.75;56.25,285;67.25,83.5
15864;8.5,48;10.5,356.75;38.75,164;68,169.75;6,144.25;20.5,183;60.25,280.75;67.25,83.5
10157;2.75,90;10.5,356.75;33.25,146.75;68,169.75;19.25,176.75;20,198.75;35,260.5;60.5,82.75
14484;2.75,90;10.5,356.75;33.25,146.75;41.25,180;18.5,183;36,184.25;36.75,280.5;39.25,47.25
9778;33.25,118;35.75,351.75;47.75,124.25;71.5,165;18,182.5;36,184.25;36.75,280.5;43,43.75
1382;32.75,138;46,353.25;47.5,127.5;66.25,164.5;18,182.5;36,184.25;36.75,280.5;66,45
10346;8,171.5;40,345;48.75,140.75;66.25,164.5;18,182.5;49.75,191.75;56.75,270.75;65,51.5
7613;10.5,202.75;41,345.25;44.5,133.75;66.25,164.5;9.25,207;48,155.5;50,308;65,51.5
10148;10.5,202.75;21,364.75;45,133.5;51,127.75;2.5,232;43.25,166.75;49.75,308.5;65,51.5
3861;10.5,166;21,364.75;33,125;37.75,141.75;27.75,213.75;38.75,193;44.25,337.25;65,51.5
15527;10.5,166;29,356.25;29.25,143;39.75,124.25;13.5,233.25;18.5,199.75;44.25,337.25;65,51.5
9300;9,154.75;53.25,357.5;59.25,137.25;63,127.5;13.5,233.25;18.5,199.75;23.75,325.5;35.5,68
4636;9,154.75;53.5,356;60.25,172.25;63,127.5;21.25,234.75;23.5,232.75;44.5,337.25;65,54.25
9710;14,133;42,360;61.5,166;63,127.5;21.25,234.75;32.5,210.75;63.5,354.5;64.5,77
9494;5.5,124.75;40,332.5;45,181.5;55.5,97.75;21.25,234.75;41.25,226.75;61.25,352.75;64.5,77
4769;8,123.5;42,333.5;45,181.75;57.5,90.25;1.75,232;40.75,232;61.25,352.75;64.5,77
3808;31.5,117.5;42,333.5;42.5,180;45.25,79.5;26,222.5;27.25,230.25;61.25,352.75;67.25,82.25
4502;38.25,109.5;41.5,322;58.75,167.5;61.25,70.25;14.5,230.25;26,222.5;64.75,370.25;67.25,82.25
988;31,113.5;35,288.75;55,157.25;61.25,70.25;5.5,234.25;27,219.5;64.75,370.25;67.25,82.25
10682;17.75,119;31.25,253;55,157.25;61.25,70.25;17.25,251.75;24.75,189;54,368.75;67.25,83.5
12563;21.25,128.25;23,256.25;55.5,140;61.25,70.25;17.25,251.75;20.5,161.5;62.75,345.75;67.25,83.5
13299;17,119.5;29.5,252;48.25,114.75;61.25,70.25;17.25,251.75;20,183;54,336;67.25,82.25
1937;3.75,101.25;18.25,222.5;37.25,107.75;51.75,52;17.25,251.75;33.5,185.25;36.5,324.25;67.25,82.25
706;11.25,105.75;18.25,222.5;21.5,117;35.75,32.5;2.25,232.5;34.75,185;62.75,347;67.25,82.25
3492;3,120.75;13.75,221.5;26.5,113.75;61.75,28.25;2.25,232.5;34.75,185;49.75,369.5;59,85.75
14656;3,120.75;13.75,221.5;57.5,103.5;61.75,37.5;14.75,202.75;19.25,174.75;28.25,355.75;57.5,69
10515;3,120.75;14.5,221.5;58.25,73.25;61.75,37.5;2.75,217.75;18,188.5;60.75,362.5;65,30.5
12311;7.5,126.5;33,252.25;41.25,73.25;61.75,37.5;2.25,255;5.5,198.25;60,365;65,30.5
2602;5.75,114.5;7.5,247.75;22,45.25;61.75,37.5;14.5,232.25;22.75,189.5;58.25,335;65,30.5
6045;4.25,116.75;7.5,247.75;40.5,67.25;40.5,68.25;14.5,232.25;18,192;26.25,341.5;43.5,23.25
9980;4.25,116.75;7.5,247.75;47.25,37;54.25,93;14.25,219.25;23.75,167.25;27.5,341;43.5,23.25
8434;5.5,124.5;23.75,256.75;33.25,55;55.75,123.75;4.25,227.5;23.75,167.25;27.5,341;43.5,23.25
11646;3.75,122.75;23.75,256.75;25.75,64;56,122.75;21.75,251;23.75,167.25;30.5,327;31.75,7
3732;5,100.75;23.75,256.75;26,63.5;38.75,123.5;22.5,233.25;23.75,167.25;55.5,368;62.5,11.5
16448;26,63.5;29.75,253;34.25,93.5;38.75,123.5;40,256.75;52,192.25;62,369.75;62.5,11.5
7730;26.25,62.5;39.5,255;41.5,118;63,134.5;14.75,240;60.5,204.5;62,369.75;62.5,11.5
1863;19,58.25;20,241.5;63.75,147.75;64.75,168.5;43,248.25;60.5,204.5;62,369.75;62.5,11.5
8508;15,15.5;20,241.5;38.75,179.5;62.5,146.5;5,222.5;18.5,191;51,354.5;62.5,11.5
1746;15,15.5;15.25,257;38.5,161.5;63.25,128.5;7.75,249;18,192;51,354.5;60.75,43.25
5884;8.25,8.75;15.25,257;43.5,181.5;66.25,107.75;24,265;40.5,166.75;51,354.5;65,45
4578;6.75,7.75;22.5,255.5;29.25,159.25;66.25,107.75;17,259.25;40,168;64.75,352.5;65,45
13223;6.75,7.75;8.75,236.25;21.5,141.75;46.5,101.25;17,259.25;53,190.75;60.5,352;66.25,77.25
6038;1.25,10.75;8.75,236.25;11.5,176.75;33.5,113;31.75,294.5;49.5,207.5;56.5,373;66.25,77.25
3187;1.25,10.75;16.75,246.75;28.75,158;63.25,100.5;0.75,296.75;31.75,235;56.5,373;66.25,77.25
4692;1.25,10.75;2,251.75;26.5,174.75;56.25,131.5;19.75,325.75;32.75,211;56.5,373;57.5,92.25
13312;1.25,10.75;2,251.75;7.75,165.5;64.75,94.5;19.75,325.75;39.25,237.25;57,372;66,92.25
15755;1.25,51.75;2,251.75;27.5,169.5;47.25,79;19.75,325.75;31.75,212;36,373.25;40.75,87.5
9170;1.25,51.25;2,251.75;50.75,139.5;55.5,103;5.25,339.75;31.75,212;37.5,367.5;51.75,93
12902;1.25,51.25;2,251.75;15.25,146;37.5,105.5;4.25,367;19.5,234.75;37.5,367.5;51.25,108
3295;1.25,51.25;1.5,267.5;14.25,151.5;37.5,105.5;14.25,338.25;19.5,234.75;37.5,367.5;44,79
7281;1.25,51.25;16.25,311.25;16.5,160.25;37.5,105.5;14,337.75;20.25,232.25;40.75,371.75;44,79
3820;6,79.75;16.25,311.25;17.5,160.75;42.75,116;2,335.75;20.25,232.25;43,360.25;64.5,83.25
4699;6,79.75;11.5,340.25;17.5,160.75;59.25,126.75;3.5,360;7.25,252;43,360.25;67.25,83.5
13590;6,79.75;21,361;24.25,152.25;30,118;4.25,359.25;7.25,252;29.75,332;67.25,83.5
5173;22.5,117.5;25,367;27.25,193.5;28.25,146.25;4.25,359.25;7.25,252;28.25,299;49.5,47.75
2372;12,121.5;25.25,366;27.75,192.75;28.25,146.25;2.25,334;7.25,252;37.75,327.5;46.75,46.25
4778;9.5,123.5;29,364.25;53.75,202;63,127.5;2.25,334;6,231.25;37.75,327.5;64.5,30
14557;8,123.5;15.25,352.25;54,228;65.5,101.25;2.25,334;6,231.25;31.75,360.5;56.75,32.75
3048;8,123.5;15.25,351;54,228;61.25,80.25;2.25,334;4.25,229.75;21.5,371.75;25.5,8
8594;8,123.5;14.25,315;47.25,243.25;49.75,113.5;2.25,334;4.25,229.75;14.5,356.75;16.5,10
7966;8,123.5;30.5,314.25;47.25,243.25;49.75,113.5;20,365;20.5,233;24.5,332.5;36.5,22.25
7848;12.75,80.25;47,304.5;50.5,281.75;53.75,94;20,365;20.5,233;32.5,324.25;36.5,22.25
949;14.25,74.5;31.25,302.5;42.75,270.25;59.25,70.25;2.75,365;20.5,233;32.5,324.25;36.75,21.75
5118;27,62.5;31.25,302.5;37.25,252.75;64.5,61.5;2.75,365;23.75,269.75;35.5,285;36.75,21.75
3805;14.5,94.25;50.75,307;64.5,272.25;64.75,62.25;2,337.75;10,230.75;35.5,285;36.75,21.75
1287;7.25,119.5;52.5,285.75;59,301.75;63.25,71.25;2,337.75;23.5,230.5;35.5,285;36.75,21.75
12288;5.25,80.5;22.25,311.75;25.25,313;30.25,51.75;2,337.75;15,233.5;35.5,285;36.75,21.75
15687;5.25,80.5;13.5,311.5;28,334.25;38.75,67;15.5,367.75;29.75,234.25;35.5,285;48.25,21.75
2718;5.25,80.5;8.5,310.75;27.75,334.5;37.5,93.75;12.25,370;29.75,234.25;31.25,284;49.25,19.75
8565;22.75,65.25;37.25,303.25;58,338.75;64.5,97.75;12.25,370;24.75,254.5;32.25,280.5;49.25,19.75
4973;23.25,65;34,341;37.25,303.25;41,114.25;5.25,370;18.5,282.75;24.75,254.5;26.25,56.25
7482;7,64.25;26.5,364;33,312.75;64.5,93;5.25,370;18.5,282.75;24.75,254.5;28.5,71.75
9735;4.25,66.5;26.5,364;39.25,303.5;39.5,80;5.25,370;10,287.75;22.75,233.25;27.25,72
7558;5,57.5;15.75,361.75;21.25,284.25;55.5,77.25;5.25,370;10,287.75;15.25,231.75;27.25,72.5
5558;14.25,22.25;15.75,361.75;30.75,311.25;63.25,119.5;3,357.5;10,287.75;19,199.5;35.25,87
15278;6,9.25;40,367.75;40.75,275;63.25,119.5;3,357.5;6.75,318.75;23.75,187;57.75,96.75
3920;16.75,38.5;46,339.25;49.5,257.25;63.25,118.5;3,357.5;6.75,318.75;15,220;66,84.5
16057;40.75,48.25;43.5,322.75;49,252.25;55.25,102.5;3,357.5;4.5,318.75;16.5,192.5;66,84.5
5624;37,66.75;43.5,322.75;49,252.25;56.5,101.5;1.75,356.5;2.75,337.5;18,192;64.75,89.5
15526;15.75,48.5;37,304.5;40.5,284;56.5,101.5;2.75,339.75;29,371.25;51.5,207.5;64.75,89.5
15882;15.75,48.5;25.75,306.5;28.5,269.75;31.5,117.25;2.75,339.75;45,358;51.5,207.5;63.25,130.25
15342;15.75,48.5;25.75,306.5;27.5,263.25;30.25,138.25;3.75,325.75;38.5,362.5;52,197.75;63.25,130.25
2259;26,62.75;28.25,309.75;29,256.75;35.75,179.5;3.75,325.75;38.5,362.5;52.75,213;67.5,174
15040;26,63.5;28.25,309.75;32.5,221.5;35.75,179.5;3.75,325.75;31.5,373.75;37.5,243.75;47.5,193.25
4224;5.25,101.25;24.75,290.25;32.5,221.5;47.5,180.5;31.25,288.5;31.5,373.75;41.5,226.75;52.75,182.25
13091;11.5,145.25;24.75,290.25;30,217.25;47.5,180.5;5.75,252.75;11,365.75;23,222.5;45,155.5
8758;11.5,145.75;27.25,288.25;30,217.25;39,181.5;8.75,250.25;30.5,358;35.5,250.75;45,155.5
15529;11.5,145.75;27.25,288.25;35,222.5;39,181.5;6.5,276.75;19.25,326.5;26.75,252.5;53.5,182.5
12576;11.75,147.5;32.75,256.25;35,222.5;38.5,179.5;6.5,276.75;21.75,306.75;25.75,265.5;37.25,167.75
6519;31.5,148;33,253;60.75,213.5;62.5,206.25;1.75,312.75;6.5,276.75;25.75,265.5;52,190.75
7797;8,126.5;44.25,270.75;59.5,227;67.25,229.25;0.5,321.5;6.5,276.75;25.75,265.5;27,217
10315;12,124;23,301.75;56.5,205.5;67.25,229.25;0.5,302;6.5,276.75;33.25,295;50,211.5
15188;14.5,164;25.25,307;53.25,240.5;69.75,216.25;0.5,302;6.5,276.75;31.75,281;65.25,186.5
12561;13.75,133.5;29,345.75;53.25,240.5;60.5,213.5;0.5,302;5.25,278.75;56.75,286.75;62.5,209.5
3726;9,101.5;35.25,363;56,239.5;62.25,213.25;0.5,302;11.25,252;41,264;62.5,209.5
8863;9,101.5;13,341.25;56,239.5;60.25,213;0.5,302;36.25,261.25;64,263.75;66.75,176.75
5530;36,80;37,332;57,236;62.25,213.25;0.5,297;36.25,261.25;64,263.75;67.75,180.25
13823;34.5,94.25;40,302;57,236;62.25,213.25;21.75,297.75;33.5,243.25;58.25,278.25;62,209.5
10651;33.25,113.75;40,302;48,257.25;68.75,219;38.75,327.75;40.75,238.25;54,277.25;62,209.5
14464;3,115.5;37,306.75;48,257.25;68.75,219;21.75,349.75;46.25,225;56,278.25;63.75,201.75
16013;3,115.5;20.5,309.75;48,257.25;66,212.25;16.75,349.75;46.25,225;57.75,288.75;69,206.5
5172;14.25,121;20.5,309.75;29,261.75;47.25,239.25;14,357.5;49,209.5;63.75,292.25;69,206.5
15728;12.5,149;20.5,309.75;29,261.75;47.25,239.25;18,363.5;20.5,198;60.5,297.5;68.75,201.75
15655;12.5,149;27.25,343.5;29,261.75;47.25,239.25;21,360.5;23.25,217;61,290.75;68.75,201.75
15735;18.5,135.25;27.25,343.5;29,261.75;47.25,239.25;15.5,360.75;21.75,231.25;31.75,265.25;36.25,196.75
11662;7.25,119.25;42.25,322;64.25,283.75;65.75,242;11.25,359.75;21.75,231.25;31.75,265.25;47.75,166.75
1390;7.25,119.25;23,315.25;49.75,306.75;65.25,242.25;8.5,336;12.25,202.75;23.75,238;47.75,166.75
14600;26,115.25;37.75,316.5;40.25,301.75;46.5,269;8.5,336;12.25,202.75;45.5,263.75;47.75,166.75
733;17.75,107.5;28.75,305.75;34.25,303;39,302.5;8,335.25;12.25,202.75;38.25,258.5;47.75,166.75
11169;4.5,119;10.75,272.25;15,311.75;57.5,274;8,336.75;12.25,202.75;15.75,249.25;47.75,166.75
7294;4.75,116.75;10.75,256.25;43.75,327;63,259;1.75,322.25;12.25,202.75;15.75,249.25;62.25,189
3019;4.75,116.75;29.5,255;38,303.25;57.25,237.75;22.75,326;24,192.5;31.25,235;62.25,189
12336;16,143.25;40.5,256.25;40.75,279.5;43,271;22.75,326;24,192.5;34.5,270.25;59,208.5
11134;16,143.25;38.75,252.25;40.25,279;45.25,269.75;22.75,326;32.75,198.25;35,247.75;66.5,189.75
3945;11.5,173.5;53.75,246;59,285.75;64.25,302.25;20.75,350;32.75,198.25;64.5,282;66.5,189.75
12490;7.5,202.75;29.75,271;63,258;64.25,302.25;24,372;32.25,202;64.5,282;67.5,153
14771;7.5,202.75;29.75,271;60,229.25;71.75,306.25;19,338.25;32.25,202;65,267.25;68.5,153
4936;7.5,202.75;39.75,288.75;44,269;64.25,335;21.75,327;45,190.25;65.5,307.75;68.5,153
11866;12,164;21.25,246.25;57.5,239.75;62.5,358;6,282.25;11.5,222;65.5,307.75;68.5,153
15616;8,159;20.5,240.5;56,239.5;58.25,342.25;3.5,279.75;11.5,222;65.5,307.75;68.5,153
5718;14.25,156.75;16.75,202.5;56,239.5;59.25,359.25;3.5,279.75;31.25,232;63.75,309.75;68.5,153
922;16.25,135.5;16.75,202.5;42.75,252.5;57.5,339.75;8,288.25;36.5,229.75;63.75,309.75;64,156
440;1.75,142;9.25,199.75;40.75,241.5;45.75,360;31.75,284;36.5,229.75;56.75,273;64,156
16424;1.25,147.5;9.5,172.75;60,225.5;64.5,367.25;31.75,284;42.5,237.25;46.25,264;64,156
13352;11,176.25;25.25,190.5;62.25,201.25;64.5,367.25;13.25,249.5;31.5,266;31.75,284;48.75,153.5
16101;11.5,177.75;22.5,204.5;54,161;66.25,335;13.25,249.5;31.75,284;34.5,260;48.75,153.5
10053;17.25,163.75;18.5,202.75;53.5,160.75;58.75,361.25;13.25,249.5;30.75,281;34.5,260;38,182.25
7080;17,160.75;18.5,202.75;33,123;58,339.75;28.75,271.75;35.5,285;37.25,271.75;38,182.25
3130;12.5,149.5;28.5,179.5;39.5,109.75;46.75,303.5;28.75,271.75;35.5,285;37.25,271.75;64.5,196.75
1783;8.75,131.75;17.25,165.5;21.25,130.5;69.75,299.25;28.75,271.75;35.5,285;58.25,271;62.5,197
1019;2.75,129;4.5,154.75;46.75,124.5;63,260.5;28.75,271.75;45.75,297.75;56,272.75;62.5,197
11565;20.25,147.5;28,173.75;30.5,150.25;41.25,252;28.75,271.75;51,333;56,272.75;62.5,197
8479;3.75,119;28,170.25;32,123;32.5,280;39,254.5;51,333;56,272.75;62.5,197
12023;18.25,120;18.5,152.75;20.75,153;57.5,290;39.5,225.75;51,333;56,272.75;62.5,197
10940;7,116.5;14.5,120;39.25,149;57.5,290;13.5,204.75;21.25,324.5;51.25,301.5;62.5,197
37;8.5,116.75;28.25,94;46.75,124.5;61,295.5;20,234.25;21.25,324.5;51.25,301.5;55,177.5
12052;23.25,113.25;28.25,94;52.5,121.5;60.5,295.5;5.5,197.25;15.5,354.75;51.25,301.5;62,211.5
15286;15,132.5;36.75,78.25;37.5,117.25;49.25,277.5;5.5,197.25;23,370.75;23.25,306.25;62,211.5
13284;16.25,165.5;41.5,72;42,118;59.25,282;22,199;23,370.75;23.25,306.25;62,211.5
45;10,169;15.25,93.5;41,118;44.75,277.75;19,230.5;23,370.75;36.5,284;62,211.5
5799;10,169;15.25,93.5;53.75,89;63.5,288.25;27.75,201.75;60,369.25;62,300.75;67.75,206.25
7776;5.5,135.5;10.25,121.75;42,112.75;63.5,288.25;25.5,199.75;60.75,336.75;65.75,335;67.75,206.25
422;6.25,106.75;26.5,113.75;53,127.25;64.5,262.25;25.5,202;49.5,356.75;65.75,335;67.75,206.25
10994;6.25,106.75;40,116.5;53,127.25;63.5,229.25;25.5,202;28.25,371;47.5,321.25;65,186.75
15356;6.25,106.75;34,144.25;47.25,101.75;58.75,209.25;24.75,201.25;28.25,371;61.75,300.75;66,173.5
8161;17.5,94.25;18.5,140.75;42.25,117.25;45,234.25;24.75,201.25;47,366.25;61.75,300.75;66,173.5
8696;13.75,107;24.75,114.25;41.5,87.25;45,234.25;14.5,233;48.75,360.25;62,291;66,173.5
11738;4,82.75;22.5,114.25;29.5,114;35,222.25;14.25,238.5;24,357;62,291;66,173.5
15164;5.5,48;18,135.5;29.5,114;35,222.25;27.5,254.25;41.5,334.5;62,291;64.75,189.5
9931;5.75,47;21,113.75;34.5,112.5;54,229.25;30.25,264;41.5,334.5;56.5,278.25;64.75,189.5
6073;5.75,47;21,113.75;41.25,114.25;57.5,234.5;15.75,277.25;24.75,350.25;56.5,278.25;65,189.75
8916;5.75,47;21.25,105.75;40,135.25;60.25,209.25;10.75,292.75;25,372.75;56.5,278.25;65,189.75
6346;5.75,47;17.75,132.75;54,120.25;60.25,209.25;1.75,320.75;25,372.75;50,311.25;66.25,206.25
11901;27.75,47.5;38.25,109.5;42,128.75;59,174.75;1.75,320.75;32.25,355.75;49.25,312;66.25,206.25
6618;26.75,45.5;38.25,109.5;43.25,136.25;59,174.75;5,282.25;21.5,373;36.5,324.25;45.5,237.25
9881;26.75,45.5;39,113.5;55,157.25;63.5,217.5;6.25,250.25;21.5,373;29.25,327.25;67.25,267.5
10036;32,80;53.75,91;55,167.75;62.75,213.25;6.25,250.25;12.25,335.75;22.25,327.25;67.25,267.5
1447;31.25,80.25;53.75,91;59,173.75;71.5,178.75;4.25,230.25;37.75,336.75;54.5,316.25;67.25,267.5
12919;37.5,51.25;49.75,94;59,173.75;71.5,178.75;18.75,232.25;52.5,305.25;56.25,294;63.75,280.5
2904;3,58;26,93.75;50.5,185;60.5,165;18.75,232.25;41.5,334;63.75,280.5;64,308
3100;3,58;39,115;50.5,185;60.5,165;20.5,210.75;32.75,358.75;60.25,280.25;65.5,282
11772;4,57.75;8,134;38,143;61,175.75;20.5,210.75;38.25,327.5;56.75,286;65.5,282
8108;4,57.75;22.5,115.5;32.25,117.25;61,175.75;23.5,232.25;38.25,327.5;58.25,271.5;61.75,284.25
16007;1.25,71.25;24,114.5;43.25,94.75;44,181.5;31,243.25;32.5,321.25;58.25,271.5;61.75,284.25
13631;12.25,83.5;24,151.75;30.25,59.75;55.25,162;9.75,252.75;28.25,316.25;58.25,271.5;61.75,284.25
14763;1.25,106.25;25.25,150.75;37.5,66.75;45.25,179.5;9.75,252.75;25.25,325;40,265.5;61.75,284.25
11010;14,119;31.25,113.25;37.5,66.75;71,165;9.75,252.75;26.25,316.25;37.5,258.75;37.75,298.75
4138;11.5,116.75;31.25,113.25;37.5,66.75;57.5,174.75;31.75,231.5;33.75,294;35.75,264.5;38.25,327.75
9265;25,138.5;27.25,107.75;51.75,49.5;57.5,174.75;33,250.75;33.75,294;49.5,243.25;65,309.25
2816;6.5,133;7.75,132.25;52.75,47.75;57.5,174.75;14,232;21.5,271.5;48.5,231.5;65,309.25
15839;24.25,115;31.75,112.5;36.75,51.5;57.5,174.75;1.5,234;21.5,271.5;53.75,211;57.25,311.25
