80246	130273
80246	127251
68761	126358
97768	100404
96314	130128
109483	120469
66647	95790
102918	125825
103014	130365
102023	130365
97330	99333
80246	129183
71504	123797
59339	126154
64356	126288
71504	125067
79256	130173
101445	101708
78265	130173
64018	130055
72353	126287
75325	126160
106588	120375
74334	126160
85633	130029
65008	130055
73344	126287
63027	130055
86852	130055
101889	125825
71362	126287
99332	100488
59339	126354
109483	120569
66647	95990
73344	126487
101445	101815
64356	126488
74334	126360
80246	127351
68761	126458
103014	130565
75325	126360
102023	130565
71504	125267
71362	126487
72353	126487
71504	123997
96314	130229
63027	130255
80246	129383
99332	100688
78265	130373
79256	130373
102918	126025
101889	126025
97768	100504
85633	130229
86852	130255
106588	120575
64018	130255
97330	99533
65008	130255
80246	130373
92962	105538
92979	106662
92239	105643
57322	100143
66647	95790
78329	128132
116977	102864
56252	99108
77826	103601
66647	95990
78329	128332
116977	103064
57322	100343
56252	99308
77826	103801
56883	99433
57640	99433
116720	101620
117659	100916
116948	100916
116009	101620
56906	98595
57617	98595
60767	129614
61584	129616
99850	102202
99392	102202
71090	96092
71640	96092
71365	96512
83160	107381
101521	123322
82703	107381
101559	123693
60551	130331
60982	130331
61369	130333
61800	130333
63261	126099
82544	103141
83912	103720
63261	126559
82544	103600
83452	103720
82032	106245
81871	109355
81954	105716
82399	108477
81025	106245
81871	108348
80942	108477
82399	108877
81471	109406
80942	109277
81554	107173
81554	105716
82399	109277
81471	108348
82241	106615
81025	106645
80942	108877
81154	107173
81954	107173
81154	105716
62951	124224
72095	122268
116682	110157
69708	113301
58557	109238
69784	122573
73492	121379
72095	121811
59446	108374
116164	114241
56652	112717
118120	112336
64424	106393
77962	114053
70241	122573
70266	119372
116621	114241
117588	101955
59954	108145
60500	104712
116672	116299
58557	109695
61529	107485
68945	124681
60767	113103
60957	104712
71638	119067
59725	130263
58557	110101
117588	101498
66609	124681
68945	124224
60183	130263
58557	110558
116225	110157
67015	114673
62951	124681
59954	110558
59852	113098
118120	112794
64323	124224
60411	110558
116672	116756
64323	124681
61859	120947
113789	119398
114246	119398
60309	113103
66609	124224
67472	114673
57109	109339
61986	107485
71638	118610
59954	108603
58989	108374
64983	110482
75600	106977
59217	103446
69708	112844
57312	97808
70266	120337
64424	105072
74762	120274
117955	110152
61300	122649
74762	119817
59852	112641
59217	103904
69809	121252
112153	126243
76057	106977
63510	106393
63484	105529
70266	121252
64424	105529
118412	110152
57109	108882
61478	106088
60589	119067
64424	105936
112610	126243
55788	108882
64983	110939
62316	120947
67472	113759
56652	112260
71638	121836
60132	119067
63662	110914
63662	110457
63484	105072
73035	121379
60843	122649
98811	102202
67015	113759
61478	105631
63510	105936
71638	121379
77962	114511
98353	102202
69809	120337
70266	118915
57769	97808
55788	109339
83284	108571
80927	107841
75676	108831
62470	129687
74457	104234
83284	108926
65059	119525
93986	126500
82979	108926
65059	119220
62166	129687
73848	104234
62354	130019
93986	126196
82146	107840
70088	103269
66532	104081
74152	104234
65041	126265
62354	130323
65041	126570
60411	112057
82756	107840
73543	104234
67244	104081
83097	107833
82451	107840
67244	103777
60207	129580
62841	126121
62476	126426
82979	108571
60716	112057
60207	129885
62841	126426
62476	126121
75372	108831
70088	103573
66532	103777
81232	107841
99026	116502
80617	123967
80617	123210
92316	107434
93073	107434
99783	116502
80011	111401
79551	111401
80864	126304
62783	103691
62783	103231
81324	126304
61490	96606
61490	95806
62290	96606
62290	96206
61890	95806
62290	95806
112964	117836
111084	117378
117794	113311
110170	120439
117794	113768
70417	95398
116639	117940
111084	117836
112024	117836
112024	117378
110170	119108
110170	119565
112964	117378
110170	119982
69960	95398
116639	118397
110170	122166
110170	121709
116910	114476
58154	124809
79804	105948
116591	120370
116473	113709
58154	125114
116473	113404
91849	129723
116605	114476
116591	120066
92153	129723
79499	105948
59268	116185
77887	124986
77917	121632
59268	117480
77917	122927
77887	123690
100733	117996
97127	119637
78832	123144
80582	121544
92950	115350
86521	123310
100733	119746
86597	121710
84771	123310
92974	108802
78832	121544
92975	111157
92975	112907
80582	123144
84847	121710
92950	117099
92974	110552
97127	117887
91809	122773
87209	123807
88454	123807
92952	124018
91809	124018
92952	122773
91691	121414
92910	121414
73997	96518
102105	123608
84358	115939
92662	117899
86899	120327
91709	108708
85768	112053
84308	121384
91775	112028
85196	115939
80888	104237
85942	120393
80887	116713
91410	120394
90329	117954
91233	118911
97857	107206
101084	121223
91416	107264
75933	124985
85968	114982
92071	118909
101856	120265
89557	118911
84292	114982
89227	113598
81845	116647
96900	107272
103062	123542
83520	115939
94427	105645
87116	121220
91709	111070
93453	119749
89161	112640
81958	104210
88287	120302
91775	109666
80183	124164
97598	106602
90158	111887
91370	108102
92005	117951
79345	124169
88323	112640
94353	108827
58752	114652
91167	117954
88389	113598
81131	113770
101580	121658
85702	111096
91116	111821
93620	117833
93876	120184
87367	111887
84930	112053
90395	118911
87330	120368
92373	107198
92305	120459
85130	114982
101922	121223
85848	124623
84864	111096
80820	119277
99342	120202
81845	115809
86857	118260
97532	105645
81282	120672
67451	119354
103874	120768
93387	118792
93529	114582
73969	95474
96947	120403
84891	124689
78142	105187
98569	121159
91569	105647
104832	120702
93942	121142
92327	108036
60546	116219
97905	120337
60986	117449
92571	114648
60368	117641
86191	107152
94493	106603
80249	125121
80886	120234
99620	124056
61944	117383
80887	115875
94287	107870
78076	104230
90452	120460
80040	120232
95555	120403
73886	94089
72824	94906
98503	120202
68408	119288
87762	119217
89491	117954
81065	112812
79411	125127
83454	114982
88073	121154
87148	107086
75867	124027
91635	106605
88718	118848
96512	120337
93262	120393
88324	111821
100246	121223
83351	121450
102001	119775
86034	115939
87670	114690
101018	120265
100180	120265
72911	94107
99408	121159
88652	117890
87736	115647
87696	118260
79974	119275
81348	121629
101935	118817
73926	94913
101646	122615
100578	123990
58818	115609
82911	121384
60480	115261
60302	116684
81954	121450
86923	119217
88746	111900
96470	107198
89708	111834
95305	106594
95239	105632
96719	105630
95508	107264
92749	108077
96785	106592
93711	108011
116085	99722
87104	122033
101689	108783
100866	116046
58348	98670
101672	113065
88066	121967
91993	114843
116309	124047
101623	107821
100932	117008
100921	110793
101689	110156
101883	110727
101437	111360
100682	115494
101648	114640
101623	109194
100710	113131
101503	112322
117162	99701
101644	115428
96916	123387
101648	113853
93614	105632
61644	102222
90065	113600
60682	102288
93680	106594
98356	105643
100686	114706
89999	112638
98422	106605
96982	124349
116375	125009
98332	108747
58414	99632
91927	113881
93884	123342
93950	124304
104038	117623
97370	108813
103076	117689
100686	113919
88686	124714
87750	124780
98900	108728
84285	120569
98834	107817
74624	95819
73133	96603
97337	108072
78554	109896
75535	95753
96044	106569
83374	120635
98248	108006
118352	99522
82000	120635
117441	99588
58358	97300
101127	127746
85647	103388
82911	120569
101138	126841
74311	93046
72337	95676
58424	98211
101062	128108
80850	103475
73086	95579
78412	111627
103657	124248
93734	107211
70854	95127
72316	93453
78488	108985
71766	95061
81761	103409
92823	107277
84736	103454
78478	112538
103591	123337
101128	129019
95978	105657
72316	94723
72382	94364
85780	118887
75600	106063
83477	120005
100199	109393
59636	104712
71160	107741
76102	105634
75600	106520
60912	126646
96127	99253
61335	126578
70774	107739
82931	120005
60093	104712
83959	119547
71873	113424
90993	115807
85276	118986
71384	113505
59522	110571
64729	103726
97823	97921
78674	110762
67015	114216
69403	124681
70864	108199
97282	97924
56957	116019
71409	113180
93088	113472
86187	119319
66596	126063
67549	114225
71206	108196
63815	103726
78216	110304
96418	97924
70952	113073
71722	107738
55623	116007
96161	98417
90993	116671
64272	103726
67015	109441
59065	110571
70927	113505
70342	108196
83959	120005
96619	98417
78216	110762
96875	97924
67904	114216
74005	114118
76057	106063
100199	109851
78674	110304
70495	113479
98371	109835
71867	113073
85705	119317
73238	114140
68488	124224
83553	118989
90993	116214
82448	119550
101902	106787
65694	103726
93545	113472
75517	105145
98828	109377
83959	118989
67066	124681
92644	113967
71206	106825
86238	118887
63815	104183
69860	123868
72781	114140
64272	104256
65237	124681
83096	118989
70800	106825
72831	114597
72324	114597
97914	109835
67472	115588
73263	114597
68006	124224
67523	124224
77492	108349
81960	119550
73695	114140
87945	116591
65720	124681
62392	117162
60867	126121
82448	120007
70774	107282
67472	115130
63357	104158
61453	104611
68488	124681
93545	113957
71867	113936
100207	108984
78674	111219
67015	115130
78216	111219
87116	107790
84819	118986
96636	99257
61335	126121
83477	119547
68006	124681
97417	98362
82931	119547
97417	98820
69403	124224
71663	106825
89405	111206
93088	113957
72324	114140
