65905	102829
76543	103395
74359	101391
82924	103884
73903	102588
76316	115241
78034	108836
75441	101467
68200	114042
67031	113520
65768	104098
68792	113419
69358	116733
75165	103465
77787	103730
78379	114044
69365	118020
77567	115022
70986	102724
76807	109620
74147	99710
72537	102728
75813	116405
74672	116405
68683	110978
66084	110978
67570	108324
67570	106398
69441	108641
69441	106641
72664	99640
74063	99640
72664	101439
74063	101439
73590	118050
81251	108849
83623	104038
73453	114173
79900	108849
81230	104041
73590	116700
74737	113502
74737	112152
82272	104038
82296	108843
73453	115523
83646	108843
75621	114498
74721	114498
71521	102083
72653	102748
73554	102748
74424	102761
78390	109284
82174	110046
81222	109966
83129	110375
78390	108331
64760	109903
79298	111118
77489	108331
80263	109973
81222	110866
80263	110873
64938	108949
65838	108949
78375	110504
79298	110218
83129	111276
82174	110946
70040	111978
75983	112932
72596	111973
70939	111978
70942	112954
70043	112954
73557	112932
72596	112873
73557	112032
77471	111456
78378	106877
78371	111456
77477	106877
77483	105919
78384	105919
64760	110802
75983	112032
75194	118206
71516	99393
74858	115460
77409	100087
75759	115460
75286	100154
71521	101183
75194	117306
83549	117470
76510	100087
76143	117284
71516	100294
83549	118371
75286	99254
76143	118183
70745	117560
71394	114260
72045	114260
70745	114260
72045	117560
70094	117560
70094	114260
71394	117560
80197	112593
82596	115492
83075	106216
79197	117892
79775	106716
78697	117892
81197	112593
79775	107216
82596	114492
82596	114992
83075	105716
77296	113992
80697	112593
77296	113492
81697	117892
77296	116492
81697	112593
80197	117892
77296	115492
83075	106716
82596	116992
83075	107216
82596	113492
78197	112593
78697	112593
82596	116492
79775	106216
77296	114992
79697	117892
79697	112593
77296	115992
81197	117892
82596	113992
77296	114492
78197	117892
80697	117892
77296	116992
82596	115992
79197	112593
79775	105716
77108	104344
77608	104344
78108	104344
77608	101295
77108	101295
78108	101295
78608	104344
78608	101295
79881	104041
77474	110504
77489	109284
75325	102761
65317	110533
69718	110533
75331	117267
71132	117267
71668	112272
74769	112272
71566	114532
74665	114532
77742	116140
77742	118140
70072	104536
72072	104536
71159	100975
73159	100975
69825	115397
69825	113397
66159	99348
71102	105875
76510	108067
71671	108309
64810	99348
75159	108067
69878	107736
76334	105819
71621	110790
68528	107736
69920	99407
71269	99407
74707	105838
69882	106383
72926	110399
75412	110617
74275	110399
68533	106383
73022	108309
71102	107225
73436	103587
78054	102146
68325	101064
69629	102199
68707	103640
66974	101064
75412	109267
67013	102366
71621	109439
79403	102146
68362	102366
64933	100455
76289	113929
69629	100849
76334	104468
64933	101804
73436	104937
74707	104488
68707	104990
76289	112580
77859	109939
77811	107532
81697	103677
78996	103677
77811	104832
77859	112640
74129	108115
67587	107937
68956	99111
73861	106897
67055	99051
67587	107036
64700	107009
65667	107040
66629	107038
68007	99069
73118	106919
74129	109015
66093	101402
72218	106919
64641	103530
67495	105326
64641	105256
73492	105960
67623	103529
66724	103529
68007	99968
65667	107939
64641	104356
67495	104427
65629	105183
68956	100010
66528	105183
67061	106135
75614	106893
76513	106893
74760	106897
66162	106135
64700	106109
64641	102630
67055	99950
66093	100502
66629	107938
72591	105960
76712	100380
75912	102181
76712	102181
75912	100380
83450	110861
79750	110861
83450	106461
79750	113060
79750	106461
79750	117461
79750	115260
83450	117461
83450	115260
83450	113060
83450	108660
79750	108660
65099	113910
79400	99461
65950	117010
65099	113910
65950	117010
82549	100410
79400	99461
82549	100410
65950	117010
82549	100410
65099	113910
79400	99461
69001	115397
79849	102211
68637	117926
75631	109724
64763	100966
66120	100826
69638	101480
67418	102130
66903	99475
74430	106969
65688	107563
68203	99475
73103	105916
81114	113987
75631	110224
73576	110224
81114	116490
79947	115242
81424	106466
71069	115910
77858	102819
70153	99665
81436	103684
72885	100980
67418	102130
64763	100966
69638	101480
81114	116490
74430	106969
77731	116417
68203	99475
66903	99475
73576	110224
66120	100826
80036	108655
71724	110097
75631	109724
73103	105916
75631	110224
65688	107563
77549	117536
81114	113987
77549	117536
71724	110097
65603	102915
68853	102915
64953	100315
65603	100315
66903	102915
66254	102915
68203	102915
67554	102915
65603	99665
66254	99665
70153	102266
64953	99665
66903	99665
68853	99665
69504	99665
67554	99665
68203	99665
67554	100315
68203	100315
66254	100315
66903	100315
68853	100315
70153	102915
70153	100315
69504	102915
69504	100315
64953	102915
68203	101616
68853	101616
67554	101616
66254	101616
66903	101616
69504	101616
68853	104216
68203	104216
69504	104216
70153	101616
70153	104216
68203	103565
67554	103565
68853	103565
70153	103565
69504	103565
66903	103565
64953	101616
65603	101616
64953	103565
66254	103565
65603	103565
67554	104216
67554	104866
68853	100966
68203	104866
69504	104866
68853	104866
69504	100966
64953	104866
70153	100966
65603	104866
66903	104866
66254	104866
64953	104216
64953	100966
65603	104216
66903	104216
66254	104216
65603	100966
70153	104866
68203	100966
67554	100966
66254	100966
66903	100966
65603	102266
66903	102266
66254	102266
68203	102266
67554	102266
64953	102266
69504	102266
68853	102266
66061	106434
65061	107934
66061	107934
65061	106434
65061	107434
66061	107434
65561	106434
72504	110597
73703	110097
72504	106597
74304	110597
74304	107097
73103	106597
73703	106597
74903	107097
73103	110597
73703	110597
75504	107097
73103	109597
71903	106597
76103	107097
74304	109597
73103	110097
75504	106097
76103	106097
75504	109597
74903	110097
74903	106097
76103	109097
72504	109097
76103	110097
76103	109597
75504	110097
71903	109597
71903	109097
74304	106097
74903	106597
75504	106597
72504	109597
74304	106597
71903	110597
74304	110097
72504	106097
73103	106097
73703	106097
74903	109597
71903	106097
76103	106597
71903	110097
71903	107597
76103	110597
76103	107597
75504	110597
73703	107097
65561	106934
73703	109597
71903	107097
74903	110597
72504	110097
73103	107097
72504	107097
65561	107434
65561	107934
65061	106934
66061	106934
71731	111176
81094	112898
76781	115980
74890	108974
74236	111404
82599	117349
83722	116331
72700	105427
74112	104575
80879	104857
70790	100843
64783	99273
69343	105583
82391	112761
76503	106450
74114	103461
82878	109682
67414	99361
72697	107803
72509	103350
79072	105225
65496	103962
81789	105266
66858	105429
73780	107649
70965	104093
74989	102410
80787	106663
78462	103336
78468	109868
65885	108622
73555	109147
66936	108533
65516	101348
82066	106659
75197	105385
76331	105379
77328	102335
78117	115802
68212	101375
81230	102957
72510	115159
76861	103242
75546	116789
82265	102962
67774	104137
65390	102145
75620	103230
82774	110622
66018	99214
82528	111607
78084	112457
69275	115009
65992	104896
72555	108800
77603	118207
74296	105386
68209	114897
72911	116539
76822	117885
68867	101887
75646	117734
71260	105079
68132	108129
69322	112341
68623	99788
64763	103633
73210	104067
64756	101647
71721	108157
70507	99569
74161	112821
76727	110908
80194	109236
71257	106341
68028	109522
74968	104149
83724	102568
75656	107553
76594	104200
75775	111087
68087	106701
78397	107712
66995	106554
69112	106560
66519	102612
76617	113176
71061	110196
71126	100117
64750	107607
70450	102785
71599	103002
70840	108004
70712	109146
77096	110006
73373	100470
65775	106411
73469	114593
66506	99866
75165	99569
67096	100410
73968	116411
79293	111923
64763	110362
80549	102010
67757	102609
83043	112225
65600	109624
70295	109831
64978	102841
71783	100629
65222	105569
77316	99236
67865	105642
77192	109094
71787	99641
79415	117190
82932	108241
79908	113949
70132	106796
70272	105688
70620	106778
70656	105688
70391	106810
70665	105909
69867	106560
70432	105230
69905	106802
69887	105217
69885	106060
70650	105246
70640	106563
72117	113546
79132	104504
73879	118073
76194	118243
83308	114497
69888	108899
81230	104081
83799	106218
78115	105069
72667	117887
67850	108922
68986	108892
83308	114998
