141,389	86,603	141389	86603
171,246	101,807	171246	101807
173,139	73,902	173139	73902
87,284	94,642	87284	94642
145,119	145,417	145119	145417
149,514	104,166	149514	104166
141,389	96,428	141389	96428
84,239	85,967	84239	85967
98,713	96,547	98713	96547
142,528	88,927	142528	88927
179,489	151,373	179489	151373
147,103	122,163	147103	122163
101,254	91,466	101254	91466
146,973	125,121	146973	125121
149,644	122,163	149644	122163
171,598	82,692	171598	82692
182,533	142,901	182533	142901
188,378	85,333	188378	85333
142,549	145,417	142549	145417
164,753	144,172	164753	144172
130,463	94,006	130463	94006
183,169	135,281	183169	135281
180,769	96,082	180769	96082
139,824	144,28	139824	144280
173,494	75,42	173494	75420
173,455	69,763	173455	69763
141,493	100,08	141493	100080
188,949	70,094	188949	70094
141,493	107,479	141493	107479
188,949	77,494	188949	77494
145,769	101,875	145769	101875
145,769	106,674	145769	106674
182,814	75,406	182814	75406
182,893	69,63	182893	69630
137,243	146,459	137243	146459
137,243	142,26	137243	142260
137,648	123,851	137648	123851
149,514	104,166	149514	104166
146,468	86,603	146468	86603
137,778	126,607	137778	126607
138,848	86,603	138848	86603
146,338	83,847	146338	83847
143,929	86,603	143929	86603
149,644	106,922	149644	106922
138,718	83,847	138718	83847
143,799	83,847	143799	83847
141,389	86,603	141389	86603
141,259	83,847	141259	83847
132,377	77,84	132377	77840
132,377	70,219	132377	70219
148,823	144,28	148823	144280
133,068	135,314	133068	135314
91,813	158,759	91813	158759
133,068	121,344	133068	121344
133,068	141,815	133068	141815
133,068	127,845	133068	127845
91,813	152,26	91813	152260
133,723	82,57	133723	82570
133,723	86,769	133723	86769
88,046	156,784	88046	156784
134,02	98,526	134020	98526
135,926	98,526	135926	98526
134,973	101,133	134973	101133
127,989	121,344	127989	121344
127,989	135,314	127989	135314
127,989	141,815	127989	141815
127,989	127,845	127989	127845
133,812	130,245	133812	130245
190,326	112,465	190326	112465
128,731	130,245	128731	130245
87,916	154,028	87916	154028
128,731	132,784	128731	132784
187,571	117,039	187571	117039
187,571	112,595	187571	112595
190,326	123,26	190326	123260
170,955	106,831	170955	106831
133,812	143,985	133812	143985
173,712	106,701	173712	106701
143,337	127,704	143337	127704
128,897	143,985	128897	143985
190,326	116,909	190326	116909
180,585	138,629	180585	138629
183,342	138,499	183342	138499
140,58	127,834	140580	127834
133,812	132,784	133812	132784
187,571	123,39	187571	123390
129,575	89,002	129575	89002
146,371	126,182	146371	126182
132,466	115,069	132466	115069
130,528	91,607	130528	91607
146,371	128,087	146371	128087
137,547	115,069	137547	115069
148,977	127,135	148977	127135
178,121	143,326	178121	143326
182,565	143,326	182565	143326
131,481	89,002	131481	89002
154,576	157,884	154576	157884
154,576	150,264	154576	150264
134,94	116,022	134940	116022
134,94	114,117	134940	114117
149,611	109,953	149611	109953
145,801	109,953	145801	109953
149,547	116,376	149547	116376
145,737	116,376	145737	116376
127,034	81,669	127034	81669
126,084	84,97	126084	84970
125,134	81,669	125134	81669
138,783	121,164	138783	121164
148,08	139,775	148080	139775
149,03	136,475	149030	136475
125,134	91,195	125134	91195
137,834	117,865	137834	117865
127,034	91,195	127034	91195
149,979	139,775	149979	139775
126,084	94,494	126084	94494
139,734	117,865	139734	117865
148,276	116,376	148276	116376
148,34	109,953	148340	109953
147,006	116,376	147006	116376
147,07	109,953	147070	109953
146,067	109,703	146067	109703
145,939	124,247	145939	124247
144,798	109,703	144798	109703
143,399	124,247	143399	124247
143,527	109,703	143527	109703
144,67	124,247	144670	124247
142,257	109,703	142257	109703
147,338	109,703	147338	109703
147,21	124,247	147210	124247
142,129	124,247	142129	124247
146,464	74,311	146464	74311
147,863	81,528	147863	81528
138,972	81,528	138972	81528
140,115	74,311	140115	74311
147,735	74,311	147735	74311
138,844	74,311	138844	74311
146,592	81,528	146592	81528
144,053	81,528	144053	81528
142,782	81,528	142782	81528
141,385	74,311	141385	74311
143,925	74,311	143925	74311
142,654	74,311	142654	74311
141,513	81,528	141513	81528
145,194	74,311	145194	74311
145,322	81,528	145322	81528
140,243	81,528	140243	81528
177,519	119,844	177519	119844
178,788	135,719	178788	135719
181,329	119,844	181329	119844
182,598	124,9	182598	124900
181,329	109,025	181329	109025
181,329	135,719	181329	135719
173,709	119,844	173709	119844
177,519	135,719	177519	135719
183,868	119,844	183868	119844
183,868	135,719	183868	135719
174,979	135,719	174979	135719
177,519	124,9	177519	124900
180,058	119,844	180058	119844
183,868	109,025	183868	109025
176,248	124,9	176248	124900
171,169	135,719	171169	135719
172,438	135,719	172438	135719
183,868	124,9	183868	124900
174,979	124,9	174979	124900
172,438	119,844	172438	119844
171,169	109,025	171169	109025
182,598	109,025	182598	109025
178,788	119,844	178788	119844
185,139	109,025	185139	109025
177,519	109,025	177519	109025
180,058	109,025	180058	109025
185,139	124,9	185139	124900
182,598	119,844	182598	119844
176,248	119,844	176248	119844
174,979	109,025	174979	109025
181,329	124,9	181329	124900
173,709	109,025	173709	109025
171,169	124,9	171169	124900
185,139	135,719	185139	135719
172,438	124,9	172438	124900
180,058	124,9	180058	124900
176,248	135,719	176248	135719
182,598	135,719	182598	135719
180,058	135,719	180058	135719
178,788	109,025	178788	109025
178,788	124,9	178788	124900
172,438	109,025	172438	109025
173,709	124,9	173709	124900
185,139	119,844	185139	119844
174,979	119,844	174979	119844
173,709	135,719	173709	135719
176,248	109,025	176248	109025
171,169	119,844	171169	119844
175,834	79,324	175834	79324
178,433	103,824	178433	103824
183,633	79,324	183633	79324
177,783	103,824	177783	103824
177,133	79,324	177133	79324
182,984	79,324	182984	79324
177,783	79,324	177783	79324
176,484	79,324	176484	79324
177,133	103,824	177133	103824
175,834	103,824	175834	103824
181,033	79,324	181033	79324
179,734	79,324	179734	79324
179,084	103,824	179084	103824
175,183	103,824	175183	103824
180,383	79,324	180383	79324
174,533	103,824	174533	103824
174,533	79,324	174533	79324
184,283	79,324	184283	79324
184,933	79,324	184933	79324
173,883	79,324	173883	79324
182,334	79,324	182334	79324
176,484	103,824	176484	103824
178,433	79,324	178433	79324
181,683	79,324	181683	79324
173,883	103,824	173883	103824
179,084	79,324	179084	79324
175,183	79,324	175183	79324
180,383	103,824	180383	103824
185,584	103,824	185584	103824
184,283	103,824	184283	103824
179,734	103,824	179734	103824
182,334	103,824	182334	103824
185,584	79,324	185584	79324
183,633	103,824	183633	103824
186,234	103,824	186234	103824
181,683	103,824	181683	103824
186,234	79,324	186234	79324
181,033	103,824	181033	103824
182,984	103,824	182984	103824
184,933	103,824	184933	103824
137,025	72,112	137025	72112
158,308	72,1	158308	72100
165,438	70,07	165438	70070
158,308	70,135	158308	70135
168,617	89,064	168617	89064
143,703	70,147	143703	70147
166,151	133,985	166151	133985
168,617	135,582	168617	135582
168,617	133,985	168617	133985
166,001	94,885	166001	94885
165,438	72,037	165438	72037
137,824	70,147	137824	70147
166,151	113,522	166151	113522
166,151	123,355	166151	123355
166,001	116,945	166001	116945
168,617	88,265	168617	88265
166,151	112,722	166151	112722
137,025	70,147	137025	70147
141,305	72,112	141305	72112
166,001	106,316	166001	106316
159,109	70,135	159109	70135
166,001	139,008	166001	139008
168,767	82,158	168767	82158
166,151	90,662	166151	90662
142,104	70,147	142104	70147
159,109	72,1	159109	72100
166,001	129,175	166001	129175
168,617	101,293	168617	101293
166,151	78,733	166151	78733
168,617	89,862	168617	89862
168,767	116,945	168767	116945
168,617	90,662	168617	90662
143,703	72,112	143703	72112
166,151	124,953	166151	124953
168,767	139,008	168767	139008
168,767	104,718	168767	104718
168,617	77,135	168617	77135
168,617	102,093	168617	102093
168,767	139,806	168767	139806
168,767	83,756	168767	83756
168,767	103,918	168767	103918
142,104	72,112	142104	72112
156,711	72,1	156711	72100
168,617	134,784	168617	134784
166,001	92,487	166001	92487
166,239	70,07	166239	70070
166,151	77,135	166151	77135
138,622	72,112	138622	72112
166,151	124,153	166151	124153
156,711	70,135	156711	70135
168,767	82,956	168767	82956
168,617	124,153	168617	124153
166,239	72,037	166239	72037
166,001	127,578	166001	127578
166,151	122,555	166151	122555
168,617	124,953	168617	124953
142,902	72,112	142902	72112
166,001	138,207	166001	138207
