begin;0,0;0,374.5;374.25,0;374.25,374.5;0,0;0,374.5;374.25,0;374.25,374.5
12254;0.25,103;56.5,274.75;309.75,50.75;333.25,322;0.25,103;18.25,361;334.75,84.25;348,278.25
10063;0.25,103;56.5,274.75;301.5,2.5;351.75,298.5;2.25,62.5;44,327;332,89.5;353,284.5
4455;0.25,103;51,274;300.75,2.5;348.5,345.75;2.25,62.5;56,284.5;301.75,121.75;371,286
17328;0.25,103;14.75,248;300.75,2.5;348.5,345.75;36.5,28.75;79.5,241;254.25,101.5;359.75,321.5
4682;0.25,103;40.25,187.25;300.75,2.5;345.25,351.25;56.25,19;80,293.75;254.25,101.5;359.75,314.25
8504;0.25,103;40.25,186.75;288.25,60.5;298,353;18,6;90.75,317.25;246.5,101.5;359.75,314.25
23019;0.25,103;40.25,186.75;244.25,74;335.5,341.5;17.5,6.5;40,313.25;232.25,84;359.75,314.25
14679;13.75,123.75;40.25,186.75;244.25,74;290.75,300;17.5,6.5;66.25,324.5;249,78.75;359.75,314.25
17879;40.5,159.25;45.25,133.75;275.5,59.5;290.5,299.75;17.5,6.5;57.25,323;249,78.75;359.75,314.25
7846;24.75,150;58,110.25;252.25,45.5;290.5,299.75;17.5,6.5;77.75,272.25;249,78.75;341,317.75
22125;20.25,150.25;58,110.25;282.5,69.75;338.25,279.25;17.5,5.25;77.75,272.25;265,120;306.5,341.5
15994;53,153.5;58,110.25;260,20;340.25,245.25;17.5,5.25;41.5,230.25;256.75,104.5;324.5,330
11182;53,153.5;58,110.25;247.75,60.5;348,238.75;17.5,6.5;36.25,248.25;236.25,67.75;267.25,295.75
21377;53,153.5;58,104.25;256.25,1.75;348,238.75;8.25,33.25;44.25,197;236.25,67.75;243,238
11007;86.25,122;108.25,112;256.25,1.75;348,238.75;3,56.75;31.25,209.5;240.5,63.25;254.75,192.75
21364;57.5,160.75;152,118;256.25,1.75;367.75,251.75;4.75,103;29.75,210;240.5,63.25;254.75,192.75
15503;57.5,160.75;199.5,125.75;256.25,1.75;367.75,251.75;37.25,129.25;78.25,180.25;200,84.75;307,180.5
20558;76.25,191.75;200.75,114.5;259.5,6.25;368.5,250.75;57.25,151.25;78.25,180.25;200,84.75;278,203.75
21833;38.75,193;200.75,114.5;243.75,37;368.5,250.75;57.25,151.25;114,160;200,84.75;312.75,230.75
5738;47.5,159.25;200.75,114.5;230,63;368.5,250.25;57.25,151.25;165.25,174.5;223.25,102.5;337.75,217
9936;49.75,164.5;203,124.75;230,63;366.5,282.25;57.25,151.25;149.25,220.25;214.25,124.75;360.5,202.75
16750;26.75,202.75;203,124.75;205.5,63.5;327.5,306.25;47.5,117.5;150.75,213;240.75,108.5;360.5,202.75
21102;35,229.25;203,124.75;205.5,63.5;284.5,296;58.75,125;135.5,242.75;240.75,108.5;361.25,206
8652;36.25,282.5;203,124.75;221.75,46.75;265,264.5;76.25,172;148.75,285.25;216,64.25;361.25,206
6014;42,331.5;215.25,175.25;221.75,46.75;306.25,246.25;76,172.75;117,239.25;172.75,28.5;361.25,206
4948;2.75,306.75;205.25,202.75;252.5,69.25;336.75,280.75;72.75,148.75;117,239.25;172.75,28.5;312.25,185.5
22955;1.5,306.75;181.5,247.75;252.5,69.25;298.5,279.75;92.5,117;105.75,253.75;172.75,28.5;312.25,185.5
12760;1,307.5;181.5,247.75;246,111;289.75,329.25;42.5,124.75;82.5,208.25;181.75,78.5;312.25,185.5
14431;1,307.5;136.75,259.5;246,111;296.5,351.25;23.5,112.75;87.25,209.25;181.75,78.5;288,144.5
22890;1,307.5;136.75,259.5;238.5,79.5;296.5,351.25;32.5,67;87.75,166.25;149.75,84.75;288,144.5
13264;1,307.5;124.5,252.5;216.25,53.5;259.25,339.25;53.75,81;87.75,166.25;167,85.25;288,144.5
10585;1,307.5;136.25,261.75;205.5,17.5;299.5,359.25;53.75,81;85.75,167.25;167,85.25;248.75,163.75
2621;58.25,328.25;104.5,250;205.5,17.5;300,359.25;31.5,116.75;106.5,221.75;168,89.5;248.75,163.75
9366;58.25,328.25;125,227.25;193.75,54.5;300,359.25;50.75,143;68,210;168,89.5;283.25,172.5
23762;24.5,372;97.25,201.25;224.25,99.25;300,359.25;60.75,161.5;68,210;168,89.5;283.25,172.5
7246;24.5,372;130.25,184;223,111;335.75,331.75;60.5,160.5;68,210;168,89.5;276.75,113.5
7156;27,317.75;172.25,161.5;196.25,77;287.25,335.75;60.5,160.5;99.75,249.25;168,89.5;276.75,113.5
6519;71.75,338.75;137,181.5;194.75,77;327,340.25;71.5,145.75;99.75,249.25;216.75,89.75;276.75,113.5
21174;70.5,339.75;170.5,203.5;194.75,77;360,304.5;71.5,145.75;110.25,244.5;172.25,121;306.5,147.75
13441;97.75,372.5;177.75,210.25;211,64.5;346.25,297.25;73.75,179.75;110.25,244.5;172.25,121;306.5,147.75
20453;97.5,370.75;177.75,210.25;211,64.5;335.75,331.75;58.5,213.75;132.25,260.75;138.5,117.5;266.5,165.25
15417;88.5,353.75;175.25,257;195.25,55;335.75,331.75;41.25,184.5;132.25,260.75;144,113;292.25,136.25
24313;112.25,358;173,311.5;179.5,44.25;348.25,322.5;41.25,184.5;132.25,260.75;144,113;288,143
24120;111.5,359;171.5,265.75;179.5,44.25;344,271;41.25,184.5;132.25,260.75;148.25,129.5;297.75,157
17109;146.5,347.75;171.5,265.75;188,50.5;332.75,220.5;43.25,200.75;132.25,260.75;145.75,85;333.75,128.75
15636;167,329.75;184.25,220;188,50.5;336.5,280.25;76,174.25;89.5,279.5;145.75,85;299.75,155.25
25045;154.25,358.5;183.5,185.75;228,63;336.5,280.25;75.75,173.75;89.5,279.5;101.5,67.75;269.5,154.75
18548;182,366.5;182.75,185.5;228,63;337.5,281;54.25,171.5;87.5,281;133.75,29.5;269.5,154.75
19184;182,366.5;246,194.25;261.25,104.75;276.5,293.5;64.25,113;81.5,239;133.75,29.5;304.25,138
14492;182,366.5;214.75,239.25;254,69.25;301,309.25;103,103;121,239.25;133.75,29.5;292.75,133
7171;182,366.5;236.5,238.75;290.75,113.5;357.75,298;77.25,70.5;121.25,239.75;133.75,26.75;292.75,133
17229;163.75,350.5;237.5,238;299.75,161;357.75,298;56.75,68.5;111.5,218.75;144.5,68.75;292.75,133
19303;135.5,306.25;236.5,238.25;325.5,111.25;357.75,298;13.75,64.5;95.25,190.75;151.5,124.25;292.75,133
20950;132.75,346;237.5,238;325.5,111.25;357.75,298;40.25,81.25;95.25,190.75;162.75,131.5;279.5,109
3760;178.75,338.25;279.75,234;337.25,88.25;340.25,267.5;40.25,81.25;100.25,166;162.75,131.5;277.5,108.75
18601;207,308.75;323.75,237;330,91.75;359,243;1,90.75;100.25,166;162.75,131.5;278,108.75
19992;214.75,308.5;301.75,182.25;330,91.75;336.5,217.75;0.75,90.5;100.25,166;200.25,122.25;278,108.75
6720;214.75,308.5;321.75,161;324,103.5;351.5,179.25;52,118.5;134.75,123.75;200.25,122.25;296.25,158.5
21885;214.75,308.5;323.75,161;324,103.5;361.5,134.75;52.5,118.25;124.5,169;243.25,147.75;248,165.75
25151;162.25,343.25;304.5,182.5;324,106.75;361.5,134.75;49.5,53.25;124.5,169;258.75,203;277.75,131.75
17786;172,373.25;303,187.5;326.25,114.5;359.5,133.75;74,8.5;124.5,169;258.25,204.25;277.75,131.75
25274;172,373.25;277.5,250.5;335.5,132.5;359.5,133.75;95.25,65.75;153.25,209.5;258.25,204.25;293.5,148.5
8873;172,373.25;291.75,274.25;337,148.25;359.5,133.75;95.25,65.75;148.5,225.5;209.5,221;243,141.25
5361;172,373.25;292.25,274.75;340.25,148.75;342.75,120.25;115,37;148.5,225.5;218.75,174.5;220,88
21158;172,373.25;259.75,287.75;317,130.5;340.25,148.75;91.5,13.75;110.5,273;217.75,221.25;220,88
23540;143.75,364.25;259.75,287.75;317,130.5;340.25,148.75;45.75,8;94.75,309.5;217.75,221.25;256,121
2866;143.75,364.25;259.75,287.75;337.75,108.25;340.25,148.75;28.5,8.25;87.5,322.75;190,236.25;244,154.25
2508;126.75,325.5;265.75,250.25;340.25,148.75;361,116.25;28.5,7.75;87.5,322.75;192.25,228.25;244,154.25
