begin;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172
394;pin_T_1_172;pin_T_54_121;pin_T_126_8;pin_T_143_156;pin_T_1_172;vdd_B_8_292;pin_B_67_32;pin_B_147_277
505;pin_T_1_172;pin_T_60_162;pin_T_120_51;pin_T_163_131;pin_T_1_172;gnd_B_14_285;pin_B_34_50;pin_B_156_238
798;pin_T_26_141;pin_T_98_156;pin_T_118_56;pin_T_163_131;pin_T_1_172;gnd_B_14_285;vdd_B_38_49;pin_B_174_267
732;pin_T_26_141;pin_T_82_160;pin_T_118_56;pin_T_166_157;pin_B_22_217;pin_B_27_237;pin_B_31_44;vdd_B_173_263
334;pin_T_24_162;pin_T_103_118;pin_T_162_19;pin_T_186_115;pin_B_22_217;vdd_B_26_235;pin_B_31_44;pin_B_113_279
333;pin_T_2_178;pin_T_118_74;pin_T_125_5;pin_T_165_113;gnd_B_21_215;vdd_B_26_235;pin_B_31_44;pin_B_113_279
462;pin_T_27_156;pin_T_132_76;pin_T_149_14;pin_T_178_135;gnd_B_21_215;vdd_B_26_235;pin_B_31_44;pin_B_113_279
118;pin_T_27_138;pin_T_91_94;pin_T_149_14;pin_T_161_141;pin_B_6_223;vdd_B_26_235;pin_B_31_44;pin_B_63_242
1024;pin_T_43_156;pin_T_91_94;pin_T_169_17;pin_T_186_125;pin_B_1_235;vdd_B_26_235;gnd_B_32_42;pin_B_64_223
114;pin_T_43_156;pin_T_73_67;pin_T_169_17;pin_T_198_130;pin_B_12_213;pin_B_25_237;vdd_B_33_39;pin_B_37_222
1429;pin_T_13_132;pin_T_15_67;pin_T_132_68;pin_T_159_113;pin_B_12_213;pin_B_25_237;vdd_B_33_39;pin_B_81_228
880;pin_T_11_144;pin_T_45_58;pin_T_120_65;pin_T_159_113;pin_B_13_177;pin_B_25_237;vdd_B_33_39;pin_B_101_269
1003;vdd_T_8_137;pin_T_65_13;pin_T_126_92;pin_T_134_159;pin_B_13_177;pin_B_43_211;pin_B_49_70;pin_B_101_269
1602;pin_T_15_128;pin_T_55_43;pin_T_99_118;pin_T_167_161;pin_B_11_162;gnd_B_43_209;pin_B_49_70;pin_B_101_269
417;pin_T_13_134;pin_T_17_73;pin_T_130_132;pin_T_167_161;pin_B_13_118;gnd_B_43_209;pin_B_65_74;pin_B_96_236
863;pin_T_13_146;pin_T_17_73;pin_T_132_138;pin_T_165_111;vdd_B_11_118;pin_B_35_168;pin_B_65_74;gnd_B_97_231
1365;pin_T_7_144;pin_T_9_86;pin_T_127_127;pin_T_132_110;vdd_B_11_118;pin_B_35_168;pin_B_65_74;pin_B_83_203
1637;pin_T_7_144;pin_T_25_77;pin_T_118_78;pin_T_118_128;vdd_B_11_118;pin_B_43_170;pin_B_44_35;pin_B_88_226
933;pin_T_7_144;pin_T_48_87;pin_T_120_53;pin_T_149_113;pin_B_9_93;pin_B_43_170;gnd_B_44_37;pin_B_64_267
281;pin_T_20_187;pin_T_56_84;pin_T_120_53;pin_T_134_106;pin_B_1_65;pin_B_43_170;gnd_B_44_37;pin_B_53_247
749;pin_T_5_226;pin_T_34_36;pin_T_112_106;pin_T_120_59;vdd_B_1_67;pin_B_43_170;gnd_B_44_37;pin_B_62_235
671;pin_T_5_226;pin_T_34_36;pin_T_89_158;pin_T_135_23;pin_B_1_93;pin_B_25_202;vdd_B_42_37;gnd_B_62_232
23;pin_T_5_226;pin_T_49_14;pin_T_127_119;pin_T_156_23;pin_B_1_93;pin_B_39_175;vdd_B_42_37;pin_B_87_218
83;pin_T_5_226;pin_T_49_14;pin_T_157_143;pin_T_168_12;gnd_B_2_89;pin_B_8_202;vdd_B_42_37;pin_B_110_247
174;pin_T_5_226;pin_T_49_14;pin_T_136_110;pin_T_171_23;gnd_B_2_89;pin_B_18_234;vdd_B_42_37;pin_B_47_244
1412;pin_T_5_226;pin_T_41_13;pin_T_121_109;pin_T_162_23;gnd_B_2_89;pin_B_5_167;vdd_B_42_37;pin_B_55_216
1188;pin_T_30_158;pin_T_41_13;pin_T_95_124;pin_T_162_23;pin_B_8_58;pin_B_29_178;vdd_B_42_37;pin_B_64_223
251;pin_T_41_144;pin_T_53_39;pin_T_133_163;pin_T_144_19;pin_B_12_90;pin_B_29_178;vdd_B_42_37;pin_B_72_265
186;pin_T_19_121;pin_T_53_39;pin_T_133_163;pin_T_149_14;pin_B_37_166;pin_B_41_223;vdd_B_42_37;pin_B_86_250
876;pin_T_47_77;pin_T_57_12;pin_T_121_133;pin_T_131_13;pin_B_37_166;pin_B_41_223;pin_B_84_74;gnd_B_88_249
225;pin_T_9_79;pin_T_53_14;pin_T_121_133;pin_T_173_7;pin_B_19_122;pin_B_41_223;pin_B_50_95;pin_B_94_258
1724;pin_T_31_40;pin_T_35_43;pin_T_134_76;pin_T_173_7;pin_B_13_165;vdd_B_42_225;pin_B_50_95;pin_B_94_258
1173;pin_T_11_77;pin_T_17_42;pin_T_132_43;pin_T_156_5;pin_B_13_162;vdd_B_42_225;pin_B_50_95;pin_B_94_258
1102;pin_T_11_77;pin_T_34_7;pin_T_122_72;pin_T_128_51;pin_B_9_162;pin_B_26_213;vdd_B_46_94;pin_B_94_258
1283;pin_T_27_98;pin_T_89_14;pin_T_122_63;pin_T_132_52;pin_B_9_162;pin_B_22_206;pin_B_82_113;pin_B_94_258
476;pin_T_9_130;pin_T_122_63;pin_T_148_15;pin_T_151_6;pin_B_12_111;pin_B_71_177;pin_B_82_113;pin_B_89_213
109;pin_T_43_88;pin_T_122_63;pin_T_125_23;pin_T_182_6;vdd_B_12_113;pin_B_53_177;pin_B_82_113;gnd_B_89_217
