begin;0,0;0,374.5;224.25,0;224.25,374.5;0,0;0,374.5;224.25,0;224.25,374.5
8158;0.25,32.5;56,307;125,85.5;179,315.5;0.25,32.5;1,363.25;108.5,41.5;159,256
346;9.25,52.75;61.25,306;125,85.5;186.75,349.5;0.25,32.5;1,363.25;108.75,40.5;153.75,290.5
1206;6.75,51.75;70.25,331.75;122,79.5;187.75,351.5;0.25,32.5;1,363.25;82,15.75;153.75,290.5
11325;6.75,51.75;70,331.5;122,79.5;187.75,351.5;6.25,31;23.5,361;44.75,2.5;110.25,285.75
15594;34.75,50.75;70,331.5;160,51.75;187.75,351.5;15.75,22.75;23.5,361;65.75,20;70,287.25
7637;34.75,50.75;66.25,321.75;165.5,58.25;176.75,354;15.75,22.75;44.5,353;64.5,24.25;86.25,325.25
6931;30.5,9.25;91.25,353.25;165.5,58.25;198.75,368.5;15.75,22.75;56.5,364.25;63,24.25;100,304
14726;74.75,36.75;119.5,360.5;174,87.5;198.75,368;15.75,22.75;56.5,364.25;69.75,19.75;101.75,259.5
2823;84.5,70.25;119.5,360.5;167.25,59.5;202.25,367.5;14.25,31.25;35.25,364.75;69.75,19.75;99,259.5
16471;67.75,101.75;152.5,325.5;167.25,59.5;202.25,367.5;14.25,31.25;16.5,354.75;78.75,19.5;113,274.5
7993;64.5,130;152.5,325.5;202.75,85.75;214,351;6.75,7;36.25,360.5;47.75,42.75;113,274.5
14372;53.5,156.75;135,358.75;189.5,93.75;192.75,319.25;6.75,7;36.25,360.5;47.75,42.75;127.75,291.75
2667;53.5,156.75;100.5,336.75;188.5,95.5;192.5,288.5;6.75,7;35,360;85.5,36.5;148.25,267.75
16314;53.5,156.75;100.5,336.75;205.25,126;207.75,312;6.75,7;39.5,354.25;95,62.25;115.25,279.5
6983;51.75,155.5;67.5,349.5;167.5,132.5;196,313.25;6.75,7;60.5,315;95,62.25;150.25,290
11085;51.75,155.5;84,347.75;162.25,156.75;196,313.25;41.5,26.25;60.5,315;78.5,58.5;186,279.5
2969;51.75,155.5;98.5,373;186.5,129;196,313.25;62.25,16;67.25,331;78,58.5;215.75,254.5
7084;60.25,164.25;98.5,373;185.5,92;198,289.75;31.75,46.75;67.25,331;78,58.5;175.5,248
11330;76.5,178;110.5,360.5;185.5,92;198,289.75;6.5,56;57.75,320.25;78,58.5;185.25,247.25
12008;83.5,148;110.5,360.5;151,100.25;196.5,316.75;7.75,54.5;57.75,320.25;97,53.25;187,225.25
7994;83,147.75;119.75,361;151,100.25;196.5,316.75;7.75,54.5;59.5,279.75;67,31.5;163,227
15016;95,180.75;119.75,361;165.5,129.75;196.5,316.75;6.5,49.25;60.5,279.75;67,31.5;147.75,263.75
14847;95,180.75;119.75,361;165.5,129.75;198.25,304.75;7,48.75;61.5,255.75;93,13;188.25,280.75
17403;95.75,219.25;119.75,361;157,86.25;193,351.5;7,48.75;64.5,242;93,13;164.75,308.5
10274;98,208;114,343.75;165.25,91;193,351.5;6.5,48.75;34.25,245;93,13;166.25,330.25
446;98,208;114,343.75;168.5,130.5;205.5,361;6.5,48.75;65.75,275;84,47.25;189.5,353.25
18015;98,208;114.5,342;168.5,130.5;205.5,361;6.5,48.75;78.25,268;87,48.5;222,346
7059;72.25,184.5;114.5,342;163.25,102.25;211.75,329;6.5,48.75;81,224;127.5,22;211.75,358.75
9876;41.25,215.75;136.5,365;163.25,102.25;211.75,329;6.5,48.75;81.5,224.5;123.5,1.25;193.25,366.5
5793;11,246.25;136.5,365;185.75,130.5;211.75,329;31.25,7.5;85,215.75;109,28.25;218.5,337.25
10838;51,231.75;101.5,338.5;204.25,165.25;211.75,329;7.25,23.75;85,215.75;109.5,27.75;191.5,318
17183;13,243.5;101.5,338.5;204.25,165.25;211.75,329;45.75,45;101.25,259;109.5,27.75;156.75,329.75
13625;54.75,250;74,332;165.75,133;211.75,329;12.75,8.5;101.25,259;108.5,28.75;159.75,371.25
9414;54.75,250;93,342.25;165.75,133;196.5,316.25;53.75,25;99,259.5;108.5,28.25;142.75,366.5
8369;82.25,227.75;127.5,367;165.75,133;194,315;53.75,25;80,257.75;108.5,28.75;111.25,371.25
9732;54.5,200.75;132.75,367;160.75,130.75;215.25,352;53.75,25;80,257.75;108.5,28.75;117,327
16912;54.5,200.75;132.75,367;180.75,158.5;183.5,350;57,24.25;80,257.75;89.5,47.25;100.5,363.75
3167;36.75,242.5;98,340.25;163.5,202.5;183.5,350;33.5,21;46.25,243.75;67,88;100.5,363.75
11431;36.75,242.5;53.25,342.75;174.5,164;200,309;24.5,33.25;46.25,243.75;84.75,56.75;112.5,326.25
16423;6,276.75;53.25,342.75;175.5,154.5;182.5,274.25;24.5,33.25;39,226.25;84.75,56.75;112,326
2584;30.5,295.5;53.25,342.75;182.75,130.5;214.25,279;24.5,33.25;28.5,193.25;94.5,50.25;112,326
12083;35.25,250.5;79.5,337.75;170.5,89.75;197.25,265.25;24.5,33.25;47.75,220.25;94.5,50.25;110.75,326.25
1854;45.75,217.75;120.75,347;170.5,89.75;174.75,236.25;21.25,32.5;54,257;94.5,50.25;107,301
4431;13.5,244.25;75.75,350;160.5,47.5;175.25,236;33.25,23.75;54,257;71.75,68.25;107,301
15074;25.25,276.75;111.75,358;129.5,60.25;173.75,236;33.25,23.75;59.25,228.75;71.75,68.25;107,301
11250;55.75,296.75;83.25,337;130.5,34.5;173.25,236;33.25,23.75;59.25,228.75;84.75,56.75;108.75,336.25
6115;43.75,280;83.5,333.75;114.5,32.5;169,203;33.25,23.75;42.75,254;83.75,57.25;108.75,336.25
39;52.75,245.5;76.25,353;140.75,17.25;169.5,202.25;33.25,23.75;39.75,243.5;83.75,57.25;108.75,336.25
2996;52.75,245.5;76.25,353;167,45.75;168.5,201.5;26,7.75;54,246.75;60.75,96.75;74.5,344.5
13525;60.75,254.75;76.25,353;186.75,6.5;212,189.25;26,7.75;53.5,246;59.75,97;98.5,356.75
539;35.5,292.5;91.5,341.5;167.25,33.5;212,189.25;6,7.75;53.5,246;68,89.25;98.5,356.75
9422;41.5,289.5;110.25,330.5;167.75,86.5;188.75,190.75;6,7.75;53.5,246;68,89.25;111.75,348.75
5418;22.75,291.25;109,331.25;181.25,126.25;206.5,183.5;7.5,49.25;54,259.75;68,89.25;111.75,348.75
5628;22.75,291.25;109,331.25;136.25,121.75;204.25,182.25;4.5,65;21,275.5;68,89.25;151.5,331
2751;37.25,268.25;109,331.25;155.5,131.25;198.75,193;5.75,64;13.75,309.25;68,89.25;151.5,331
6425;53.75,285.5;123.75,296.75;142.25,139.5;166.5,205.5;4.5,64;28.25,345.5;68,89.25;151.5,331
16998;54.5,285.75;101,318.75;142.25,139.5;150,194.5;19,55.25;29,344.5;68,89.25;151.75,366.5
9553;97.25,262.25;101,318.75;112.25,161.25;152,157.75;5,79.75;44,359.75;73.5,88.5;151.75,366.5
2905;70,237;91.5,306.75;111.75,165;152,157.75;5,79.75;55.75,368.5;64.5,108.5;150.5,371.5
3901;35.25,224.25;96.75,306.75;103,141.75;152,157.75;29.5,58.5;55.5,370;64.5,108.5;163.75,332.25
2470;35.25,224.25;96.75,306.75;103,141.75;130.5,152.25;39.25,93.75;57.5,349;63,131.75;161.5,290
15158;40.5,200.75;104.25,328.75;106.5,169.25;144,138.5;39.25,93.75;57.5,349;62,131.75;178.75,272
436;76.25,199.75;109,331.25;110.25,189.5;144,138.5;32.75,135.75;46,361.75;47.5,129.5;178.75,272
16488;76.75,169.25;109,331.25;113.75,165.5;144,138.5;2.25,98.75;31,310;48,129.5;178.75,272
7454;27.75,172.75;109,331.25;144.75,138;170.25,136.75;2.25,98.75;31,310;48,129.5;152,291.25
16012;17.75,160.5;109,331.25;161.25,157;189.75,116.25;2.25,98.75;52.25,288.75;58,144.75;152,291.25
2835;22,173.25;90,351.75;173.25,150;193.5,89.5;2.25,97.25;52.25,288.75;58,144.75;184.75,294.25
7603;22,173.25;93,338;173.25,150;193.5,89.5;13,99.75;21.75,284;76,155.25;172.75,333.25
16964;10.25,168;83.75,340.25;186.75,126.5;193.5,89.5;13,99.75;21.75,284;50.5,162.25;183.75,321.5
11006;23.75,160.5;52.25,319;156.25,126.75;185.5,86.5;9.5,100.75;21.75,284;89.75,148.5;183.75,321.5
