begin;0,0;0,174.75;324,0;324,174.75;0,0;0,174.75;324,0;324,174.75
12901;76,24.75;82.25,99;156.5,52.75;171.25,7.5;58,76.25;83.5,127.25;141.5,25.5;279.25,141.75
21404;76,29.5;93.5,108;155,52.75;171.25,6.75;58,76.25;102,120.75;148,25;279.25,141.75
14253;76,29.5;103.75,132;151,58.75;171.25,6.75;26.5,84.25;102,120.75;130.75,37.75;301.75,148.25
14081;86.75,10.5;103.75,132;170.5,42;171.75,7;37.25,113;95.75,138.5;130.75,37.75;281,131.5
12458;60.5,31.5;103.75,132;170.5,42;174.5,12.75;34.75,128.75;99,128.5;132,72.25;280,133.75
12133;50,7.25;89.5,159.25;170.5,42;174,18.75;45.5,140.25;123.75,148.25;133,80.25;280,133.75
21369;35.75,19;101,138.25;170.5,42;174,18.75;19.75,157.75;120.25,116.5;133,80.25;263,105
22606;35.75,19;112,130.75;170.5,42;172.75,18.25;31,167;126,110.25;133,80.25;274,104.75
23374;52.75,3.25;96.5,121;170.5,42;172.75,18.25;31,167;133,80.25;143.75,113;259.5,103
2842;51.5,30;96.5,121;161.25,10.75;168,43.25;31,167;107.75,89;147.25,112.5;259.75,103.25
22693;58.75,35.75;118.75,130.75;161.25,10.75;168,43.25;4.25,161.75;107.75,89;154,114;255.5,90.75
5483;52,31.25;109.75,151.25;161.25,10.75;168,43.25;38.75,168.25;133.5,74.25;137.25,126;234.5,96.75
19742;49.75,32.5;109.75,151.25;135,38;176.75,63.75;37.75,170.75;95,67.75;137.25,126;248.5,63.25
20240;21,26;87.25,165.75;135,38;176.75,63.75;41,168;97.75,99.25;101.75,132.75;248.5,63.75
23477;21,26;87.25,165.75;153.75,7.25;176.5,67;41,168;67.5,94.25;80.5,123;249.75,62.25
7938;21,26;87.25,165.75;171.75,7.5;176.5,67;6.25,161.75;46.5,98.25;87.25,104;260.5,55.75
4695;42,44.25;87.25,165.75;171.25,6.75;176.5,67;8.25,162;66.25,91.25;96.25,70.75;263.25,53.25
6024;42,44.25;124.5,154.5;170.25,16.5;175.5,35;42.25,169.25;48,131.75;96.25,70.75;219.5,52.5
18758;40,66.5;104.25,167;154.75,23.75;175.5,35;42.25,169.25;52.75,132.5;94.25,70.25;198.25,33
21263;34.75,101.5;104.25,167;154.75,24.5;185.75,8.25;43,170;77,154.5;94.25,70.25;198.25,33
20559;58.5,75.25;113,129.75;154.75,24.5;206,6.75;7.25,162.5;86.25,124.75;94.25,70.25;198.25,33
15904;67.5,39.25;125.25,130.75;174,36.75;233.75,34.25;18.5,122;59.75,98.5;94.25,70.25;198.25,33
1453;67.5,39.25;125.25,130.75;174,36.75;211.75,34.5;45.25,107.75;76.75,122;106,68.25;215.25,47.25
606;67.5,71;107.25,123.25;173.5,37.5;211.75,34.5;25,85.25;76.75,122;134.25,72.75;230.25,29.5
16267;84.5,75.5;86,120.5;173.5,37.5;212.75,35.5;21.5,77.5;76.75,122;131.5,80.75;230.25,30.5
23122;71.25,99.5;90.75,121;173.5,37.5;219,42.5;28.5,99.5;73.25,120.5;131.5,80.75;230.25,30.5
4666;80.5,121;107.75,142.25;186,47;230.5,62.75;28.5,99.5;81,127;131.5,80.75;256.75,19
23306;82.25,96.25;107.75,142.25;186,47;221.25,60;18,107.25;82.5,159.5;131.5,80.75;237.75,9.75
22960;82.25,96.25;96.75,159.5;186,47;221.25,60;23,89;46.25,162;115.25,54.75;218.5,19.25
4201;72.5,100.5;98,160.5;196,74;221.25,60;4,82.75;50,139;116,55;218.5,19.25
17484;92.75,109.75;126.5,130.75;200.75,106.5;237.25,63.25;12.5,72;50,139;116,55;218.5,19.25
15446;93.25,110.25;148.5,141.5;196.75,83;237.75,50.5;5.5,80.75;50,139;116,55;218.5,19.25
16968;116.5,103.25;121.5,129.75;196.75,83;259.25,43.5;23,59.75;43.25,115.75;105,79.25;218.5,19.25
3504;116.5,103.25;122.75,132;196.25,75.75;278.5,41.5;14.75,90.5;31,92;91.75,88.25;218.5,19.25
9686;80.75,98.75;114.75,131.75;195,80.75;249.25,47;14.75,91;59.5,82.75;91.75,88.25;218.5,19.25
9759;72.75,98.75;104.75,114;200.75,85.25;251,58.5;14.75,91;59.5,82.75;91.75,88.25;221.75,28.75
13768;71,62.75;104.75,110.25;200.75,85.25;273.75,69.75;22.5,67.75;58.75,83.25;71.25,120;221.75,28.75
21371;66,31.5;104.75,110.25;200.75,85.25;273.75,69.75;22.75,68.5;85.75,76.25;102.5,119.25;193.25,19.5
16323;68,31;100,86.25;188.5,85.5;273.75,69.75;2.75,46.25;85.75,76.25;118.5,124.75;205.25,47.25
7416;85.5,28.5;100,86.25;178.25,95.5;265.25,39;1.75,45.25;85.75,76.25;97,124;203.5,75.75
20992;85.5,28.5;107.75,56.25;186.75,75;289.5,43;1.75,45.25;78.25,46.25;103.75,158.75;203.5,75.75
20494;85.25,27;107.75,56.25;186.75,75;295,15.5;25.5,53.75;91.25,40.75;103.75,158.75;222,97.25
13633;54.5,30;107.75,56.25;193,62;291.75,6;29,59.75;91.75,42.25;105.75,159;222,97.25
21174;26.25,30.5;85,64;193,62;293.5,6.5;35,55;77.75,41;105.75,159;222,97.25
22506;35,43.75;101.25,61.25;224.25,57.5;295.75,40.25;35,55;81.25,49.75;105.75,159;243,116.5
13655;35,43.75;101.25,61.25;245.5,75.5;294.25,62.75;35.25,54;114.75,45.25;122,139.25;242.75,116
12015;35,43.75;99.25,59.5;260.5,100.25;296.5,65.75;29.5,58.75;114.25,49.75;122,139.25;258.75,109.75
21581;34.5,19;99.25,59.5;278.5,121.75;310.5,64.5;29.5,58.75;114.25,49.75;122,139.25;232,114
21275;34.5,19;99.25,59.5;272.25,93;320.25,50.25;15.5,78;113.75,49.75;122,139.25;196.5,112.5
8928;35.25,18.5;67.5,64.25;243.25,104.25;320.25,50.25;15.5,78;137.25,77.75;156.75,155.75;178.5,76.5
6885;39.5,27.75;42.25,65.25;230,122.25;320.25,50.25;15.5,78;116.75,57.75;141,142.25;175.75,74.5
17460;35,19.75;57.75,93.25;230,122.25;302.25,25.5;2,91.25;116.75,57.75;168.25,128.25;175,79.5
2316;35,19.75;60.25,75.25;203,137.75;303.5,19.25;24,108.25;130.5,36.5;167.5,127.5;175,79.5
8618;12,47;51.5,56.25;193.5,105.5;303.25,17.75;21,86.5;130.5,36.5;165.75,157.5;175,79.5
18460;12,47;51.75,58;193.5,105.5;292,20.75;23.5,92.25;123,40.75;172.25,167.5;184.5,88.75
12448;12,47;53.5,56.25;193.5,105.5;288.25,14.75;17.5,60.75;123.25,22.75;186.5,155.25;201.75,102.75
23588;12,47;53.5,56.25;221.25,108.5;258,18.5;17.5,60.75;151.25,20;183.75,146;201.75,102.75
6381;12,47;57,71;220,106.75;248.75,1.25;3.5,79.75;147.5,40;199,135.75;201.75,102.75
7185;11.75,61.5;77.5,96.25;203.75,112.75;247.75,3.5;3.5,79.75;151.75,39.5;199,135.75;210.75,114.75
22742;29.75,63.5;77.5,96.25;185,116.75;247.75,3.5;8.25,81;151.5,42;199,135.75;238.25,123
20369;29.75,63.5;90.25,129;184,122;247.75,3.5;8.25,81;141.5,36.25;183.25,131.5;245.25,117.5
21155;33.75,87.5;111.75,114;184,122;252,14.75;8.25,81;141.5,36.25;204,145.75;227.5,120.25
21498;33.75,87.5;111.5,123.25;185,120;231,35.5;8.25,88.5;141.5,36.25;204,145.75;209.75,113.75
21181;33.75,87.5;111.5,123.25;185,120;222.25,45.25;8.25,88.5;127,23;217.25,120;220.25,127.25
24140;21.5,103.5;111.5,123.25;190.5,152.5;196.25,37;8.25,88.5;145.75,41.75;217.25,120;224.5,128.75
14209;15,103.5;107.25,140.25;192.5,152.5;216,50.25;1.25,96.75;171.75,25.75;217.25,120;224.5,128.75
17044;15,103.5;87.25,160.75;192.5,152.5;216,50.25;14.75,84;163,11.25;185.25,129.25;194.5,119.25
21609;15,103.5;88.75,159.75;197,153.75;216,50.25;26.5,91;163.25,21.75;176.25,113;194.5,119.25
11795;2.75,96.25;110,169.75;208.75,144.25;216,50.25;56.75,91.25;162.75,22.25;176.25,113;225.75,140.75
5065;30.5,103.75;94.5,140;205.75,165.75;219.25,60;74.5,98.25;162.75,22.25;176.25,113;195.75,149.5
9081;15.5,78;94.5,140;205.75,165.75;219.25,60;97,100;152.75,21.5;162.75,90.75;201.25,144.75
9646;39,69;95,140;185.75,138.75;189.5,35.75;92.5,100;152.75,21.5;162.75,90.75;218.25,156.5
503;57.75,68.75;95,140;176.75,135.75;189.5,35.75;92.5,100;156.5,3.25;178.5,76.5;195.75,161.5
5317;72.75,96;90.75,162.5;180.25,103;189.5,35.75;114.75,104.5;162,11.25;178.5,76.5;219,154.25
1828;93.5,99.5;117.5,154.5;192.75,116.5;196.25,34.75;114.75,104.5;161.5,11.25;178.5,76.5;196.75,162
11039;87.25,121;117.5,154.5;173.75,93.5;208,17.25;110.75,71.5;148.5,39.5;178.5,76.5;227.75,154.75
9963;72.25,100.25;117.5,154.5;176,95;210.5,9.5;107.75,69.25;147.75,62;199.25,79;227.75,154.75
16839;96.5,113.75;118.75,122;176,95;210.5,9.5;107.75,69.25;135,37.25;218.75,52.75;227.75,154.75
22958;101,88.25;118.75,122;209.5,110;215,11.5;103,70.75;135,37.25;214.75,84.5;227,154.25
8232;84,91.25;118.75,122;208.75,131.75;245.75,18;95.25,50.5;143.25,25;213.75,85.75;227,154.25
11046;70,96.75;114.5,103.25;186.75,159.75;245.75,18;75.25,48.75;150.5,25.5;213.75,85.75;244.5,157.75
18213;84.25,115.5;118.75,122.5;197.5,167.25;268.75,0.75;75.25,48.75;150.5,25.5;213.75,85.75;220.25,160.5
13656;68.25,129.25;153.75,137.5;186.5,143;268.75,0.75;40,35.5;128.75,37.75;213.75,85.75;213.75,158
23179;68.25,129.25;162.5,107;207.75,169.5;268.75,0.75;15.5,24.75;134.75,37.5;213.75,85.75;213.75,158
1872;90.75,132.5;186.25,77.25;241.25,170;269,5;15.5,24.75;150.5,25.5;213.75,85.75;213.75,158
16915;97.5,95.75;197.25,105.25;255,146.5;268.5,5;19.5,15.75;150.5,25.5;187.75,85.75;213.75,158
832;97.5,95.75;208.75,109.25;253.75,150.75;268.5,5;19.5,15.75;136.5,21.25;190,88.25;233,157.75
20539;97.5,95.75;208,117.5;231.75,137.75;268.5,5;19.5,15.75;157.5,42.25;198,97.25;233,157.75
23418;94.5,98;207.75,116.5;235.75,145.5;249,21.5;19.5,15.75;144.75,67.25;196.5,91;233,157.75
19864;76.5,121.5;182,110.5;235.75,145.5;271.5,23;10,17;162.75,79.75;196.5,85.75;233,157.75
23245;103,137.75;184.5,140.75;244,151;271.5,23;0.75,18.25;130.5,82.75;196.5,85.75;233,157.75
22518;87,121;209.5,132.75;247.5,161.75;306.75,17;0.75,18.25;126,50;196.5,85.75;233,157.75
14005;81.75,99;222.75,144.75;232.75,147.5;306.5,15.75;15.5,21.25;115.25,71.75;196.5,85.75;233,157.75
8158;80.5,75;204,129.75;235.5,131.25;306.5,15.75;15.5,21.25;111.75,71;196.5,85.75;205.25,150.5
7927;80.5,75;185.5,139;244,152.25;306.5,15.75;15.5,21.25;89.5,71.75;209.75,112.75;232,154.25
21088;80.5,100.5;213.75,123;272.25,132.5;298.5,22;15.5,21.25;100.25,46.25;209.75,112.75;232,154.25
5862;61,119;234,123.25;272.25,132.5;297.5,22;15.5,21.25;90,59.5;208.25,112.75;251,144
22633;61,119;234,123.25;272.25,132.5;288,47.5;2.75,45.25;87.5,59.5;200,97.25;225,138
16129;61,119;256.5,125;283.75,105.25;295.5,18.25;1.75,46.25;76.75,54.5;179.5,112;225,138
10475;61,119;256.5,125;296.25,137.5;297,45.5;1.75,46.25;73,22.75;176,144.25;230.5,154.75
22212;76,91;236.25,125.5;296.25,137.5;297,45.5;1.75,46.25;103.25,28;176,144.25;207.25,165.75
703;75.75,91.25;217.75,108;306.25,149.75;313,70.5;1.75,46.25;89.25,8.5;186.25,146.75;207.25,165.75
14036;75,92;196.75,131.75;289.75,173;313,70.5;24,39.25;89.25,8.5;169.25,168;185.5,146.25
23803;75,92;196.75,131.75;305,161.25;319.25,49.25;36.25,25.75;89.25,8.5;169.25,168;200.5,146.25
9177;97,120.75;203.5,167.75;283.5,136.25;320.25,41.25;36.25,25.75;88,42.75;161.25,167.75;200.5,146.25
14911;88.75,100.25;203.5,167.75;257,124.25;317.75,50.25;39,52.75;106.75,40;160.5,167.75;200.5,146.25
5938;72.25,84.5;200,164.5;227.75,113;317.75,50.25;38.75,52.25;106.75,40;160.5,167.75;203.5,143
18075;70.75,100.25;190.5,154;200,121.5;317.75,50.25;39.25,52.25;106.75,40;178.75,147.25;200.25,125.25
22801;70.75,100.25;203.75,168.25;230.5,129.75;322.25,55;38.75,52.25;88.25,70.75;178.75,147.25;200.25,125.25
9808;79,95;203.75,168.25;235.25,147.5;322.25,55;34.25,61.5;93.25,70.25;164.75,119.25;196.75,128.25
3062;78.75,91.25;203.75,168.25;233.5,154.5;322.25,55;18.5,83.75;60,61.75;172.75,100.75;199,108
6018;101,87.75;168.5,154;231.75,170.5;295,54.25;18.5,83.75;58.5,61.5;143.75,108.75;199,108
11555;90.75,96.75;165.5,140.25;241.5,169.75;294.5,54.75;1.75,90.25;34,86;143.75,108.75;199,108
21554;90.75,96.75;180.25,153.5;232.5,157.25;294.5,54.75;8,120.25;35,87;105.5,109.5;199,108
22696;99,96.75;152.5,169.5;231.75,157.25;294.5,54.75;8,120.25;35,87;81.5,111;177.5,102.5
18214;99,96.75;158.5,170;238.75,124.5;272.5,65.25;22.25,124;35,87;72.25,93;191.5,93.75
6904;99,96.75;143,145;238.25,125;272.5,65.25;47.5,121.75;57.5,62.5;71.25,93;208.75,114.25
20463;99,96.75;118.25,124.5;263.5,126;288,65.5;31.75,130.5;42.5,64.25;70.5,92.75;208.75,114.25
19203;87.75,96;124.5,102.75;264,133;277.5,43.25;31.75,130.5;57.75,45;71,92;208.75,114.25
11655;72,97.25;129.25,130.25;253.25,108.75;264,21.25;31.75,130.5;58.5,45.25;71,92;211.25,120
11613;72.25,84.5;129.25,130.25;276.25,99;281.75,39.75;49.25,121.5;59,45.25;70.5,92.75;211.25,120
20500;90.75,97.25;129.25,130.25;259.25,115.75;281.75,39.75;29,131;59,45.25;70.5,92.75;236.75,97.5
1750;83.25,70;129.25,130.25;281.75,124;307.25,15;28,146.5;59,45.25;70.5,92.75;270.25,89.25
7898;60,73;125.5,154;263.75,126;297.75,22.5;28,146.5;59,45.25;78.75,70.75;248.25,77.5
14113;68.75,57.5;121.25,125.75;250.75,130;296,21.5;28,146.5;73.75,49.5;78.75,70.75;223.5,84.5
7601;91.25,63.5;121.25,125.75;246,162.75;293.5,26.75;4.5,145.25;71.25,47.25;80.25,70.75;223.5,84.5
22699;107,59.75;122.25,124.25;246,162.75;292.25,25.5;4.25,144.25;57.25,17.75;110.75,71.25;223.5,84.5
2941;101.25,58.5;153.25,116.75;234,152.25;292.25,25.5;4.25,144.25;73.75,51.5;134.25,45;248.25,106.75
20212;101.25,58.5;153.25,116.75;237.5,152.5;260,18;28.5,147;73.75,51.5;124.75,23.25;261.5,107.5
17073;109,61.25;164.25,138.75;237.5,152.5;248.25,18.25;28.5,147;73.75,51.5;152.25,24;262.5,107.75
1824;109,61.25;148.75,167.25;230.75,124.25;234.75,25;28.5,147;83.25,69.25;132.5,25.25;262.25,107.25
16636;113.5,87;128.5,173.25;219.75,153.5;245.75,39.75;28.5,147;86,46.25;132.5,25.25;283.75,117.75
22045;113.5,87;149.75,167.25;189.5,160.25;245.75,39.75;58.25,168;70.25,33.25;122.75,35.25;320.75,120.5
21555;94,91.5;149.75,167.25;189.5,160.25;236.5,10.25;72,150.5;100.75,39.25;121.75,35.5;318.75,117.25
9904;94,91.5;147.5,139.5;189.5,160.25;214.5,13.5;56,170.5;70.75,32;125.5,63.75;318.75,117.25
15052;94,91.5;173,124.25;189.5,160.25;232.75,8.25;27.75,156.75;35.75,22.25;102.75,69.25;318.75,117.25
14147;77.75,98;172.5,125.25;211.5,154.25;232.75,8.25;26.5,120;35.75,22.25;106.75,38.5;318.75,117.25
22318;42.5,79.75;163.25,100;184.5,152.5;232.75,8.25;27.5,121;31,59.5;83.25,67.75;318.75,117.25
6401;32.25,48.75;130.75,90.5;154.25,130.25;232.75,8.25;34.75,113;53.5,67.25;83.25,67.75;318.75,117.25
7149;54.25,38.5;130.75,90.5;171.25,132;262.75,23.5;34.75,113;52.25,63.75;69.5,93;318.75,117.25
17119;51,24;130.75,90.5;200,118.5;248.5,18.25;9,101;52.25,63.75;70.5,92.75;318.75,117.25
24101;51,2.5;108.75,103;184,123.5;248.5,18.25;9,101;52.25,63.75;95.5,68.75;318.75,117.25
6636;51,2.5;108.75,103;177.25,91.25;263.75,33.75;32.25,122.25;74.25,52.25;86.5,41.25;284.75,116.75
22470;47.25,32;104,90.25;163.25,93;263.75,33.75;22,134.5;79.75,49;86.5,41.25;264.5,133.5
42;52.25,54.75;102.25,60;163.25,93;242.75,53.5;21.25,138.25;70,75.25;86.5,41.25;290.5,122.75
6277;38.25,66;83.5,63;163.25,93;242.75,53.5;21.25,138.25;71.75,75.5;74.75,51.5;280.5,132.5
18768;59.25,75.5;108.25,59.75;163.25,93;222,48;17.25,164;46.5,57.75;93.75,72.75;280.5,132.5
20826;59.25,75.5;106,86.25;163.25,93;255.75,34.25;31,169.25;46.75,57;93.75,72.75;278,159.5
24117;42.5,44.5;89.75,95;163.25,93;255.75,34.25;42.5,168.75;46.75,57;76.75,50;266.75,133.5
6639;34,30;78.25,119.5;190.5,77.25;279.25,46.75;42.5,168.75;46.75,57;68.75,58.75;266.75,133.5
23516;34,30;76.25,152;162.5,52.75;280.25,46.75;42.5,168.75;46.75,57;70.25,33.25;253.5,150
3223;58.25,25;76.25,152;145.75,63.25;288.5,42;41.75,128.75;43,66.25;70.25,33.25;285.5,147.75
23741;58.25,25;101,139.75;145.75,63.25;293.75,80.75;11.5,134.75;43,66.25;71.5,33;291.25,163.25
4216;55.75,29;123.5,131.25;170.25,66.5;278.25,109.25;11.5,134.75;47.25,97.25;100.5,44.5;291.25,163.25
9104;55.75,29;127.25,130.25;172,38;297,114.75;3.25,163.5;42.75,128.75;134.25,25.25;291.25,163.25
22560;55.75,29;105.75,140.75;184.75,24.75;287.25,109.75;3.25,163.5;42.75,128.75;147.5,24.5;291.25,163.25
20215;55.75,29;105.75,140.75;184.75,24.75;312.75,125.5;3.25,163.5;62.5,150.25;160.25,35.5;306,148.75
10660;32.25,31;85.75,163.25;199.75,3;306.25,151.75;3.25,163.5;62.5,150.25;136,21.5;306,148.75
1227;30.75,61.5;106.5,172;199.75,3;301.5,144.5;3.25,163.5;61.5,154.75;148,24.5;275.5,152.75
13628;27.75,68.5;106.5,172;161.25,10.75;311.75,132.75;18.25,165.25;61.5,154.75;166.25,18;297.25,135
1863;27.75,68.5;126.75,172.25;149.5,27;311.75,132.75;11.5,168.5;74.25,127.5;166.25,18.5;303.5,134.5
18679;3,55;126.75,172.25;135.75,32.25;308.75,129.25;11.5,168.5;63.5,98;152.75,25.5;317,146.75
10704;0.25,54.75;126.75,172.25;134,43.5;291.25,152;11.5,166.5;56.5,122;127.5,34.25;317,146.75
9323;6.75,73.75;126.75,172.25;134,37.25;291.25,152;11.5,166.5;74,95.5;112.25,4;303.5,131
5883;6.75,73.75;108.75,140.75;134,38.25;291.25,152;40.25,138.25;69,62;147.5,24.75;309.5,97.5
20690;27.5,79.75;89.75,127.5;134,38.25;291.25,152;14.25,164;68.5,62;147.5,24.75;319.75,72.5
20027;60.75,72.5;90.25,98.5;134,38.25;288.5,173.25;14.25,164;68.5,62;130.5,36;319.75,72.5
21834;85.25,70;93.75,98;134,38.25;315.25,151.75;14.25,164;68.5,62;139.25,24;322.25,78
2430;104,91.75;111.5,123;134,38.25;315.25,151.75;43.25,167;78.5,35.25;169.75,23.25;312,86
