begin;0,0;0,224.5;324.25,0;324.25,224.5;0,0;0,224.5;324.25,0;324.25,224.5
2826;0.25,36.75;3.25,216;310.75,26;312,182;0.25,36.75;50,135.75;217.5,28.75;308.25,118.5
33658;0.25,53.75;3.25,216.5;286,34.75;304.75,187.75;9.75,59.75;14,144.25;217.5,28.75;308.25,118.5
42338;0.25,53.75;3.25,216.5;273.25,9.75;302,178;15.75,84;34.5,127;217.5,28.75;283.75,101
28448;0.25,53.75;3.25,216.5;254,14.5;293.5,166.25;20.5,95.25;34.5,127;198,57.75;268.25,104.5
13640;0.25,53.75;3.25,216.5;254,14.5;319.25,173.75;36.5,128;45,98.5;229.25,28.25;266.5,121.25
33897;0.25,53.75;4.25,216;218.5,32.5;300.5,222.5;1.5,106.75;45,98.5;217.75,73.5;250.75,120.5
39515;0.25,53.75;4,178.5;218.5,32.5;264.5,203.75;25.5,88.25;61,68.75;218.25,73.75;251.75,120.5
39274;0.25,56.75;24.75,206.25;224,30.25;264.5,203.75;25.5,88.25;93,49.5;190,68.75;261.75,105.75
16484;1.75,52.75;44.5,177;224,30.25;291.25,208.75;48.25,67;121.25,51.5;190,68.75;272.25,123.5
16571;1.75,52.75;26.75,179.25;232,32;293.75,215.75;49.25,66.25;118.5,61.5;197.25,93.25;272.25,123.5
40507;1.75,52.75;2,177.25;230.75,11.5;292.5,189.5;23.25,44.5;94.5,60;196.75,93.5;272.25,123.5
16149;1.75,52.75;32,150.5;223.5,29.25;295.75,176.25;23.25,44.5;80.75,60.25;196.75,93.5;260,130.5
14806;1.75,52.75;38.5,136.25;215,57.5;268.25,166.75;23.25,44.5;49,79.25;186.75,109;271.5,135.25
38121;6,68;38.5,136.25;215,57.5;283.25,152;37.5,21.25;51.75,82;199.5,134.5;271.5,135.25
24292;6,68;46.5,107.75;215,57.5;282,150;38.5,19.25;67,66.75;205.5,124;270.5,155.25
31443;12.5,66;61,97.25;219.25,72.5;299.25,154.5;38.5,19.25;67,66.75;205.5,124;250.75,177.75
25426;13.25,34.25;54.75,83;207.5,58.75;301.5,152.25;38.5,19.25;67,66.75;217,138.25;250.75,177.75
27249;4,9;54.75,83;228,59;301.5,152.25;38.5,19.25;64.75,68.5;204,137.25;226,189.25
39805;28.75,16.75;44,106.25;231.25,51.5;301.5,152.25;38.5,19.25;68,39;204,137.25;226,189.25
41619;30.75,16.75;44,106.25;231.25,51.5;297.5,119;38.5,19.25;97.25,60.5;182.75,130.5;233.5,199
31580;7.5,24;63,83;248,52.5;298.25,118.5;9.25,38;97.25,60.5;182.75,130.5;201.5,219.75
29410;1,23.5;90.5,118;290.25,40.25;297.75,119.25;32.75,75.75;97.25,60.5;166,112.75;201.5,219.75
23558;24.5,30.75;95.75,122;264.5,46;285.75,149.25;32.75,75.75;130.75,46.5;158,140.25;201.5,219.75
35473;24.75,30.25;110.75,111;260.75,33;281,183.75;19.5,49.5;130.75,46.5;153.25,137.5;201.5,219.75
11591;15.5,63;110.75,111;228.5,44.5;248,201.25;18.25,49.5;154.5,53.5;184.75,131.5;201.5,219.75
23577;36.75,50.25;97.25,127.25;232,28.5;248,201.25;18.25,49.5;154.5,53.5;168,123.25;224.5,182.75
32455;17.75,38.75;83.5,151.5;232,28.5;248.5,201;18.25,49.5;144,66.75;172.75,98;241.25,198.5
37816;21,71.25;83.5,151.5;228.5,44.5;248.5,201;18.25,49.5;104.5,63;192.5,79.75;274.5,195.5
32538;17.75,68.75;83.5,151.5;198.5,29;240.25,181.75;14.75,10.75;113.5,22.75;176,45.25;274.5,195.5
20660;44.25,52.75;101.5,144.75;198.5,29;264.75,184.25;15.25,12.25;109,1.25;169.5,46;274.5,195.5
10564;66.75,83;116.5,159.75;198.75,29.5;264.25,179.25;10.75,18.75;104,17.75;169.5,46;274.5,195.5
17424;66.75,83;141.75,149.25;164.5,42;266.75,203.75;11.5,19;133.25,9.25;169.5,46;262,167.25
38608;66.75,83;149.75,183.25;153,43.25;266.75,203.75;11.5,19;133.5,9.75;173,12.5;268.5,137.75
32668;66.75,83;149.75,183.25;166.25,43;265.25,175.75;16.75,28.75;134.75,10.5;187.5,31.25;303,152.25
27414;90,60.75;155.75,152.75;188.5,13.75;294.25,178;16.75,28.75;134.75,10;193.25,54;303,152.25
19108;60.5,39.75;160.5,130.75;188.5,13.75;262.5,172;14.75,28.75;133.75,7.25;174.5,32.5;303,152.25
11421;60.5,39.75;172.75,105.25;188.5,13.75;262.25,170;4.5,52.75;132.25,5.75;148,3.75;301.5,144
33690;60.5,39.75;165,87;212.75,11.5;262.25,170;4.5,52.75;97.75,1.75;164.5,42.25;265.75,122.5
23470;27.75,54.25;156.25,87.25;195.5,2.75;262.25,170;4.5,52.75;95.75,15.75;174.75,10.5;271.5,112.25
36230;31.5,90.5;153,116.25;195.5,2.75;293.25,177;5,52.25;111.75,35.5;159.5,38.25;271.5,112.25
18252;26.75,119.75;140.5,104;176.5,2.25;296.5,151.75;5,52.25;115.5,25.75;159.5,38.25;271.5,112.25
37615;32.25,146.75;145,114.5;179.5,15.25;296.5,151.75;30.75,36.75;115.5,25.75;159.5,38.25;279,140.25
42177;57.25,136.25;145,116.5;165.25,31.5;295,150;15.25,27.25;100,3.25;159.5,38.25;279,140.25
27401;91.75,121.5;145,116.5;197.25,24.5;281.5,183.25;16.75,27.25;99,2.25;159.5,38.25;279,140.25
