begin;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172;pin_T_1_172
851;pin_T_1_172;pin_T_23_158;pin_T_105_12;pin_T_134_280;pin_T_1_172;vdd_B_8_292;pin_B_81_56;pin_B_161_240
1037;pin_T_1_172;pin_T_14_135;pin_T_126_8;pin_T_136_226;pin_B_4_222;pin_B_72_279;vdd_B_84_57;pin_B_161_240
617;pin_T_1_172;pin_T_7_90;pin_T_122_67;pin_T_136_226;pin_B_9_260;pin_B_17_264;pin_B_88_79;gnd_B_162_246
1220;pin_T_12_129;pin_T_41_95;pin_T_130_70;pin_T_142_233;pin_B_9_260;pin_B_17_264;pin_B_132_44;pin_B_176_280
1532;pin_T_7_86;pin_T_49_37;pin_T_132_44;pin_T_142_233;pin_B_9_260;pin_B_27_248;pin_B_140_75;gnd_B_177_276
56;pin_T_42_106;pin_T_49_37;vdd_T_130_43;pin_T_142_233;pin_B_3_205;pin_B_42_197;pin_B_136_44;gnd_B_177_276
104;pin_T_13_98;pin_T_47_35;pin_T_126_77;pin_T_142_233;pin_B_25_174;pin_B_40_217;pin_B_83_51;gnd_B_177_276
1004;pin_T_27_136;pin_T_47_35;pin_T_113_99;pin_T_117_240;pin_B_25_174;pin_B_31_235;pin_B_78_103;gnd_B_177_276
1684;pin_T_27_136;pin_T_47_35;gnd_T_110_98;pin_T_111_268;pin_B_25_174;vdd_B_30_233;pin_B_98_83;pin_B_150_258
1517;pin_T_27_136;gnd_T_52_35;pin_T_94_99;pin_T_111_268;pin_B_9_168;pin_B_9_247;pin_B_134_87;pin_B_135_294
478;pin_T_44_104;vdd_T_52_45;pin_T_70_158;pin_T_111_268;gnd_B_6_183;pin_B_58_209;pin_B_134_87;pin_B_155_251
2106;pin_T_44_104;vdd_T_52_45;pin_T_101_162;pin_T_111_268;pin_B_32_213;pin_B_40_189;pin_B_144_55;pin_B_155_251
470;pin_T_7_100;pin_T_73_12;pin_T_100_160;pin_T_111_268;pin_B_32_213;gnd_B_40_191;pin_B_130_41;pin_B_141_290
1522;pin_T_25_67;pin_T_33_45;pin_T_70_158;pin_T_136_267;pin_B_8_202;pin_B_52_224;pin_B_130_41;pin_B_141_290
99;pin_T_23_69;pin_T_33_45;pin_T_44_119;pin_T_114_265;pin_B_1_190;pin_B_46_190;pin_B_130_41;pin_B_151_244
29;pin_T_15_73;pin_T_29_13;pin_T_29_98;pin_T_114_265;vdd_B_2_194;pin_B_37_177;pin_B_130_41;gnd_B_152_241
1117;pin_T_15_73;pin_T_39_39;pin_T_54_86;pin_T_106_243;vdd_B_2_194;pin_B_37_166;pin_B_110_87;gnd_B_152_241
299;pin_T_15_73;pin_T_39_39;vdd_T_57_84;pin_T_118_209;pin_B_9_172;pin_B_11_158;pin_B_90_84;gnd_B_152_241
2259;pin_T_15_73;gnd_T_38_35;vdd_T_57_84;pin_T_101_208;pin_B_9_172;pin_B_11_158;pin_B_51_64;pin_B_150_191
2305;pin_T_6_44;gnd_T_38_35;vdd_T_57_84;pin_T_82_226;pin_B_11_158;pin_B_24_183;pin_B_51_64;clock_B_155_181
191;pin_T_6_44;pin_T_19_90;gnd_T_38_35;pin_T_102_237;pin_B_7_166;pin_B_24_183;pin_B_40_95;pin_B_117_192
132;vdd_T_10_45;pin_T_19_90;pin_T_34_7;pin_T_116_265;pin_B_7_166;pin_B_52_210;pin_B_53_127;pin_B_83_178
1838;pin_T_34_7;pin_T_56_156;pin_T_62_75;pin_T_116_265;pin_B_31_168;pin_B_43_211;vdd_B_82_183;pin_B_121_113
1380;pin_T_34_7;pin_T_56_156;pin_T_69_101;pin_T_136_266;pin_B_5_174;pin_B_63_174;pin_B_94_190;vdd_B_115_115
358;pin_T_34_7;pin_T_104_162;pin_T_113_131;pin_T_136_266;pin_B_27_127;gnd_B_53_186;vdd_B_89_193;pin_B_153_78
281;pin_T_28_6;pin_T_99_212;gnd_T_107_126;pin_T_136_266;pin_B_16_95;pin_B_34_198;pin_B_74_231;pin_B_153_78
1205;pin_T_28_44;pin_T_102_236;pin_T_113_119;pin_T_136_266;pin_B_7_65;pin_B_34_198;vdd_B_72_227;pin_B_174_119
1444;pin_T_23_90;pin_T_99_210;pin_T_103_162;pin_T_136_266;pin_B_7_65;gnd_B_32_194;pin_B_81_230;pin_B_170_128
1718;pin_T_63_111;pin_T_65_238;pin_T_99_118;pin_T_134_280;pin_B_7_65;pin_B_47_184;gnd_B_84_234;pin_B_170_128
